id,page_id,position,block_type,text_body,image_asset_id,image_alt,video_asset_id,video_duration_sec,embed_url
3132,624,4,image,,1506,Descriptive typography placeholder text for asset 1506,,,
3133,624,5,image,,2090,Descriptive typography placeholder text for asset 2090,,,
3134,624,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3135,624,7,image,,4023,Descriptive typography placeholder text for asset 4023,,,
3136,625,1,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3137,625,2,image,,3810,Descriptive typography placeholder text for asset 3810,,,
3138,625,3,image,,125,Descriptive typography placeholder text for asset 125,,,
3139,625,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3140,625,5,video,,,,544,127,
3141,626,1,image,,3449,Descriptive typography placeholder text for asset 3449,,,
3142,626,2,image,,1335,Descriptive typography placeholder text for asset 1335,,,
3143,626,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3144,627,1,image,,1724,Descriptive typography placeholder text for asset 1724,,,
3145,627,2,video,,,,1,173,
3146,627,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3147,627,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3148,628,1,embed,,,,,,https://player.vimeo.com/video/76979870
3149,628,2,image,,928,Descriptive typography placeholder text for asset 928,,,
3150,628,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3151,628,4,image,,2080,Descriptive typography placeholder text for asset 2080,,,
3152,628,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3153,628,6,image,,496,Descriptive typography placeholder text for asset 496,,,
3154,628,7,video,,,,57,262,
3155,629,1,embed,,,,,,https://player.vimeo.com/video/76979870
3156,629,2,image,,1732,Descriptive typography placeholder text for asset 1732,,,
3157,629,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3158,629,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3159,629,5,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3160,629,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3161,629,7,image,,4772,Descriptive typography placeholder text for asset 4772,,,
3162,630,1,image,,3407,Descriptive typography placeholder text for asset 3407,,,
3163,630,2,image,,892,Descriptive typography placeholder text for asset 892,,,
3164,630,3,image,,2147,Descriptive typography placeholder text for asset 2147,,,
3165,631,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3166,631,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3167,631,3,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3168,631,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3169,631,5,embed,,,,,,https://slideshare.net/embed/123
3170,631,6,image,,2529,Descriptive typography placeholder text for asset 2529,,,
3171,632,1,video,,,,217,503,
3172,632,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3173,632,3,image,,1039,Descriptive typography placeholder text for asset 1039,,,
3174,632,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3175,632,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3176,633,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3177,633,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3178,633,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3179,633,4,image,,146,Descriptive typography placeholder text for asset 146,,,
3180,633,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3181,634,1,video,,,,3525,143,
3182,634,2,image,,2789,Descriptive typography placeholder text for asset 2789,,,
3183,634,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3184,634,4,image,,1317,Descriptive typography placeholder text for asset 1317,,,
3185,634,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3186,634,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3187,634,7,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3188,635,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3189,635,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3190,635,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3191,635,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3192,635,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3193,635,6,image,,3800,Descriptive typography placeholder text for asset 3800,,,
3194,635,7,image,,3095,Descriptive typography placeholder text for asset 3095,,,
3195,636,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3196,636,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3197,636,3,image,,2688,Descriptive typography placeholder text for asset 2688,,,
3198,637,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3199,637,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3200,637,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3201,637,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3202,638,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3203,638,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3204,638,3,video,,,,1926,400,
3205,638,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3206,639,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3207,639,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3208,639,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3209,639,4,image,,4077,Descriptive typography placeholder text for asset 4077,,,
3210,640,1,image,,412,Descriptive typography placeholder text for asset 412,,,
3211,640,2,image,,799,Descriptive typography placeholder text for asset 799,,,
3212,640,3,video,,,,589,217,
3213,640,4,embed,,,,,,https://slideshare.net/embed/123
3214,641,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3215,641,2,image,,2921,Descriptive typography placeholder text for asset 2921,,,
3216,641,3,image,,672,Descriptive typography placeholder text for asset 672,,,
3217,641,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3218,641,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3219,641,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3220,642,1,video,,,,1889,176,
3221,642,2,image,,1715,Descriptive typography placeholder text for asset 1715,,,
3222,642,3,image,,1879,Descriptive typography placeholder text for asset 1879,,,
3223,642,4,video,,,,3402,556,
3224,642,5,video,,,,4947,210,
3225,642,6,video,,,,3835,37,
3226,643,1,image,,1582,Descriptive typography placeholder text for asset 1582,,,
3227,643,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3228,643,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3229,643,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3230,643,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3231,643,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3232,644,1,image,,644,Descriptive typography placeholder text for asset 644,,,
3233,644,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3234,644,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3235,645,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3236,645,2,image,,3461,Descriptive typography placeholder text for asset 3461,,,
3237,645,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3238,645,4,image,,1712,Descriptive typography placeholder text for asset 1712,,,
3239,646,1,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3240,646,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3241,646,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3242,646,4,embed,,,,,,https://slideshare.net/embed/123
3243,647,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3244,647,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3245,647,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3246,647,4,image,,176,Descriptive typography placeholder text for asset 176,,,
3247,647,5,image,,3328,Descriptive typography placeholder text for asset 3328,,,
3248,648,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3249,648,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3250,648,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3251,648,4,video,,,,2593,233,
3252,648,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3253,648,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3254,649,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3255,649,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3256,649,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3257,649,4,image,,2104,Descriptive typography placeholder text for asset 2104,,,
3258,649,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3259,650,1,video,,,,355,457,
3260,650,2,image,,3134,Descriptive typography placeholder text for asset 3134,,,
3261,650,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3262,651,1,image,,1121,Descriptive typography placeholder text for asset 1121,,,
3263,651,2,video,,,,159,449,
3264,651,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3265,651,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3266,652,1,embed,,,,,,https://slideshare.net/embed/123
3267,652,2,image,,251,Descriptive typography placeholder text for asset 251,,,
3268,652,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3269,652,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3270,652,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3271,652,6,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3272,652,7,video,,,,1499,315,
3273,653,1,video,,,,755,360,
3274,653,2,image,,3047,Descriptive typography placeholder text for asset 3047,,,
3275,653,3,embed,,,,,,https://slideshare.net/embed/123
3276,653,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3277,653,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3278,653,6,embed,,,,,,https://player.vimeo.com/video/76979870
3279,653,7,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3280,654,1,embed,,,,,,https://player.vimeo.com/video/76979870
3281,654,2,image,,1533,Descriptive typography placeholder text for asset 1533,,,
3282,654,3,image,,4365,Descriptive typography placeholder text for asset 4365,,,
3283,654,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3284,654,5,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3285,654,6,image,,2086,Descriptive typography placeholder text for asset 2086,,,
3286,655,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3287,655,2,image,,2711,Descriptive typography placeholder text for asset 2711,,,
3288,655,3,image,,3333,Descriptive typography placeholder text for asset 3333,,,
3289,656,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3290,656,2,image,,4570,Descriptive typography placeholder text for asset 4570,,,
3291,656,3,image,,1542,Descriptive typography placeholder text for asset 1542,,,
3292,656,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3293,657,1,video,,,,2946,117,
3294,657,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3295,657,3,image,,3717,Descriptive typography placeholder text for asset 3717,,,
3296,657,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3297,657,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3298,657,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3299,658,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3300,658,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3301,658,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3302,658,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3303,659,1,image,,2705,Descriptive typography placeholder text for asset 2705,,,
3304,659,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3305,659,3,video,,,,1774,202,
3306,659,4,image,,1795,Descriptive typography placeholder text for asset 1795,,,
3307,659,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3308,660,1,image,,1057,Descriptive typography placeholder text for asset 1057,,,
3309,660,2,video,,,,2527,565,
3310,660,3,image,,201,Descriptive typography placeholder text for asset 201,,,
3311,660,4,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3312,661,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3313,661,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3314,661,3,video,,,,417,478,
3315,661,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3316,662,1,video,,,,2021,466,
3317,662,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3318,662,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3319,663,1,embed,,,,,,https://slideshare.net/embed/123
3320,663,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3321,663,3,image,,4949,Descriptive typography placeholder text for asset 4949,,,
3322,663,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3323,663,5,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3324,664,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3325,664,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3326,664,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3327,665,1,embed,,,,,,https://player.vimeo.com/video/76979870
3328,665,2,embed,,,,,,https://player.vimeo.com/video/76979870
3329,665,3,image,,3439,Descriptive typography placeholder text for asset 3439,,,
3330,665,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3331,665,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3332,665,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3333,666,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3334,666,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3335,666,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3336,666,4,video,,,,2756,477,
3337,667,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3338,667,2,image,,4273,Descriptive typography placeholder text for asset 4273,,,
3339,667,3,image,,438,Descriptive typography placeholder text for asset 438,,,
3340,668,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3341,668,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3342,668,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3343,668,4,image,,4474,Descriptive typography placeholder text for asset 4474,,,
3344,669,1,embed,,,,,,https://player.vimeo.com/video/76979870
3345,669,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3346,669,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3347,669,4,image,,1607,Descriptive typography placeholder text for asset 1607,,,
3348,669,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3349,669,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3350,670,1,embed,,,,,,https://slideshare.net/embed/123
3351,670,2,embed,,,,,,https://slideshare.net/embed/123
3352,670,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3353,670,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3354,671,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3355,671,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3356,671,3,embed,,,,,,https://player.vimeo.com/video/76979870
3357,671,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3358,671,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3359,671,6,image,,1347,Descriptive typography placeholder text for asset 1347,,,
3360,671,7,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3361,672,1,image,,1166,Descriptive typography placeholder text for asset 1166,,,
3362,672,2,image,,3440,Descriptive typography placeholder text for asset 3440,,,
3363,672,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3364,673,1,image,,3445,Descriptive typography placeholder text for asset 3445,,,
3365,673,2,image,,270,Descriptive typography placeholder text for asset 270,,,
3366,673,3,video,,,,2866,231,
3367,673,4,embed,,,,,,https://player.vimeo.com/video/76979870
3368,673,5,image,,4079,Descriptive typography placeholder text for asset 4079,,,
3369,673,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3370,673,7,image,,3568,Descriptive typography placeholder text for asset 3568,,,
3371,674,1,video,,,,725,531,
3372,674,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3373,674,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3374,674,4,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3375,675,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3376,675,2,image,,528,Descriptive typography placeholder text for asset 528,,,
3377,675,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3378,675,4,embed,,,,,,https://player.vimeo.com/video/76979870
3379,676,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3380,676,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3381,676,3,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3382,677,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3383,677,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3384,677,3,embed,,,,,,https://player.vimeo.com/video/76979870
3385,677,4,video,,,,175,479,
3386,677,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3387,677,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3388,677,7,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3389,678,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3390,678,2,video,,,,1504,387,
3391,678,3,image,,2509,Descriptive typography placeholder text for asset 2509,,,
3392,678,4,embed,,,,,,https://slideshare.net/embed/123
3393,678,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3394,679,1,image,,2303,Descriptive typography placeholder text for asset 2303,,,
3395,679,2,image,,970,Descriptive typography placeholder text for asset 970,,,
3396,679,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3397,679,4,video,,,,1186,579,
3398,679,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3399,679,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3400,679,7,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3401,680,1,embed,,,,,,https://player.vimeo.com/video/76979870
3402,680,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3403,680,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
3404,680,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3405,680,5,video,,,,1994,173,
3406,680,6,image,,244,Descriptive typography placeholder text for asset 244,,,
3407,680,7,image,,3410,Descriptive typography placeholder text for asset 3410,,,
3408,681,1,image,,3231,Descriptive typography placeholder text for asset 3231,,,
3409,681,2,image,,2135,Descriptive typography placeholder text for asset 2135,,,
3410,681,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
3411,681,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3412,681,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
3413,681,6,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
3414,682,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
3415,682,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
3416,682,3,image,,4203,Descriptive typography placeholder text for asset 4203,,,
