id,page_id,tag_id
1994,813,1066
1995,813,1122
1996,814,824
1997,814,501
1998,814,1519
1999,814,1173
2000,815,724
2001,815,749
2002,815,1257
2003,816,986
2004,816,767
2005,816,452
2006,816,434
2007,817,1561
2008,817,807
2009,817,741
2010,818,1077
2011,818,1074
2012,819,32
2013,819,448
2014,820,851
2015,820,846
2016,820,1372
2017,820,1280
2018,821,270
2019,821,815
2020,821,1214
2021,821,595
2022,822,890
2023,822,629
2024,822,1656
2025,823,916
2026,823,469
2027,823,1753
2028,824,225
2029,824,50
2030,824,1204
2031,824,896
2032,825,203
2033,825,205
2034,826,364
2035,827,458
2036,827,831
2037,827,1789
2038,828,1528
2039,828,663
2040,828,1709
2041,828,1493
2042,829,1349
2043,829,1705
2044,829,1876
2045,830,1310
2046,831,8
2047,831,604
2048,832,1995
2049,832,1249
2050,832,444
2051,833,1133
2052,834,1513
2053,834,777
2054,835,1920
2055,836,1810
2056,836,1153
2057,836,1328
2058,836,80
2059,837,1164
2060,838,146
2061,838,1059
2062,838,1396
2063,839,1021
2064,840,1848
2065,840,1271
2066,840,1528
2067,840,1697
2068,841,172
2069,841,700
2070,841,589
2071,841,121
2072,842,579
2073,842,1491
2074,842,1177
2075,843,180
2076,843,1638
2077,844,949
2078,844,969
2079,844,113
2080,844,1547
2081,845,1403
2082,845,679
2083,846,1174
2084,846,1226
2085,846,1687
2086,846,1001
2087,847,1683
2088,847,607
2089,848,936
2090,848,1949
2091,848,1372
2092,848,68
2093,849,1797
2094,849,489
2095,850,656
2096,850,1334
2097,850,705
2098,850,326
2099,851,1048
2100,851,1038
2101,852,986
2102,852,891
2103,852,1900
2104,852,1165
2105,853,287
2106,854,1376
2107,854,730
2108,855,1698
2109,855,1416
2110,855,1594
2111,856,282
2112,857,907
2113,857,236
2114,858,353
2115,858,719
2116,858,1750
2117,858,808
2118,859,125
2119,859,1927
2120,859,1326
2121,860,1021
2122,860,720
2123,860,1834
2124,861,981
2125,861,1301
2126,861,1506
2127,862,807
2128,862,892
2129,862,222
2130,863,1046
2131,863,59
2132,863,996
2133,863,199
2134,864,433
2135,864,942
2136,865,363
2137,866,1687
2138,867,253
2139,867,1748
2140,867,1392
2141,867,1669
2142,868,958
2143,868,1950
2144,869,1539
2145,869,1456
2146,869,861
2147,870,221
2148,870,550
2149,871,1823
2150,871,228
2151,871,1411
2152,871,1388
2153,872,1950
2154,873,1073
2155,874,692
2156,874,386
2157,874,1185
2158,875,1531
2159,875,177
2160,875,1513
2161,875,730
2162,876,1740
2163,876,176
2164,877,1914
2165,877,1233
2166,878,1286
2167,878,360
2168,879,1516
2169,879,1051
2170,879,1415
2171,879,889
2172,880,651
2173,880,515
2174,881,1740
2175,881,198
2176,881,1450
2177,881,147
2178,882,1071
2179,882,267
2180,883,1897
2181,884,1508
2182,884,315
2183,884,1301
2184,885,1289
2185,885,911
2186,886,1746
2187,886,1315
2188,886,575
2189,887,420
2190,888,857
2191,889,662
2192,889,550
2193,889,1476
2194,890,1730
2195,890,1162
2196,890,668
2197,891,1810
2198,892,1919
2199,893,1438
2200,893,62
2201,893,467
2202,894,529
2203,895,1620
2204,895,1790
2205,895,774
2206,895,326
2207,896,885
2208,897,1526
2209,897,1804
2210,898,518
2211,898,1464
2212,899,798
2213,900,1448
2214,900,1676
2215,900,1277
2216,900,1729
2217,901,1559
2218,901,1587
2219,901,686
2220,901,682
2221,902,1328
2222,903,1997
2223,903,871
2224,904,1358
2225,905,1652
2226,905,772
2227,906,722
2228,906,116
2229,906,1453
2230,907,613
2231,907,1935
2232,908,829
2233,908,1950
2234,908,812
2235,909,1059
2236,909,1835
2237,909,173
2238,909,1131
2239,910,68
2240,910,1071
2241,911,910
2242,911,1634
2243,912,311
2244,912,1877
2245,913,230
2246,914,902
2247,914,1814
2248,914,1819
2249,915,253
2250,915,1360
2251,916,91
2252,917,1953
2253,917,1997
2254,917,426
2255,918,1049
2256,918,149
2257,918,1682
2258,918,74
2259,919,757
2260,919,1526
2261,920,6
2262,920,1029
2263,921,1006
2264,921,1563
2265,922,363
2266,922,1898
2267,922,871
2268,922,1869
2269,923,388
2270,923,1608
2271,924,354
2272,925,1903
2273,926,1567
2274,927,1152
2275,927,1508
2276,927,456
2277,927,707
2278,928,48
2279,929,1396
2280,929,1575
2281,929,167
2282,930,1469
2283,931,1085
2284,931,217
2285,931,1544
2286,932,254
2287,932,985
2288,932,1930
2289,933,1508
2290,933,1862
2291,934,798
2292,934,1800
2293,935,1021
2294,935,190
2295,936,184
2296,937,743
2297,938,1540
2298,939,1309
2299,940,940
2300,940,474
2301,940,987
2302,941,565
2303,941,817
2304,942,205
2305,942,1850
2306,943,644
2307,943,641
2308,943,242
2309,943,6
2310,944,543
2311,944,481
2312,944,1989
2313,945,1093
2314,945,1100
2315,946,1922
2316,946,867
2317,947,768
2318,947,806
2319,947,253
2320,947,957
2321,948,1111
2322,948,212
2323,948,1931
2324,949,733
2325,949,119
2326,950,312
2327,950,1314
2328,950,1792
2329,951,1393
2330,952,1784
2331,952,156
2332,953,1508
2333,953,1250
2334,953,992
2335,953,1260
2336,954,390
2337,955,429
2338,955,1452
2339,956,1059
2340,956,469
2341,957,1468
2342,958,1193
2343,959,1775
2344,959,872
2345,959,1700
2346,960,1122
2347,961,17
2348,961,1297
2349,962,690
2350,962,1300
2351,962,866
2352,962,1899
2353,963,1908
2354,963,1221
2355,964,875
2356,964,38
2357,964,1217
2358,965,165
2359,965,1996
2360,966,924
2361,967,1035
2362,967,1136
2363,968,309
2364,968,1223
2365,969,729
2366,970,252
2367,970,260
2368,970,1922
2369,971,1013
2370,971,562
2371,972,1165
2372,972,151
2373,972,1498
2374,972,1954
2375,973,1197
2376,973,554
2377,974,1046
2378,974,118
2379,974,1073
2380,975,577
2381,975,438
2382,975,1948
2383,976,855
2384,976,83
2385,977,52
2386,977,865
2387,978,156
2388,979,1478
2389,979,107
2390,979,863
2391,979,1358
2392,980,1984
2393,980,357
2394,980,1580
2395,980,1390
2396,981,530
2397,981,434
2398,982,291
2399,983,137
2400,983,330
2401,983,834
2402,984,1264
2403,985,440
2404,985,899
2405,985,624
2406,986,1353
2407,987,138
2408,987,712
2409,988,1373
2410,988,1664
2411,989,1731
2412,989,182
2413,990,1031
2414,990,1396
2415,991,138
2416,992,1888
2417,992,1114
2418,992,34
2419,992,609
2420,993,1836
2421,994,1259
2422,994,1564
2423,994,407
2424,995,305
2425,995,860
2426,996,823
2427,996,260
2428,996,1743
2429,997,197
2430,997,1301
2431,997,211
2432,998,362
2433,998,184
2434,998,39
2435,999,1979
2436,999,601
2437,1000,128
2438,1000,954
2439,1001,866
2440,1001,1340
2441,1001,48
2442,1002,132
2443,1003,1486
2444,1003,1103
2445,1003,1676
2446,1003,1152
2447,1004,995
2448,1004,884
2449,1004,1401
2450,1005,608
2451,1005,825
2452,1005,872
2453,1006,89
2454,1007,1724
2455,1008,321
2456,1008,1190
2457,1009,1880
2458,1009,953
2459,1009,746
2460,1010,1779
2461,1011,1574
2462,1011,312
2463,1011,345
2464,1011,1430
2465,1012,586
2466,1012,959
2467,1012,401
2468,1012,1236
2469,1013,691
2470,1013,1554
2471,1013,993
2472,1014,1026
2473,1014,786
2474,1014,1243
2475,1015,1132
2476,1015,25
2477,1015,1211
2478,1015,57
2479,1016,158
2480,1016,678
2481,1016,1111
2482,1016,159
2483,1017,1369
2484,1018,1726
2485,1018,512
2486,1018,168
2487,1019,1585
2488,1019,583
2489,1019,386
2490,1019,459
2491,1020,1267
2492,1020,1623
2493,1021,1377
2494,1021,1491
2495,1022,1405
2496,1022,1947
2497,1023,249
2498,1023,1838
2499,1023,225
2500,1024,290
2501,1024,1899
2502,1024,133
2503,1025,1766
2504,1025,1600
2505,1025,7
2506,1026,191
2507,1027,1825
2508,1028,509
2509,1028,910
2510,1028,1297
2511,1028,1524
2512,1029,1112
2513,1029,81
2514,1029,301
2515,1029,1850
2516,1030,1623
2517,1030,656
2518,1030,1609
2519,1030,645
2520,1031,607
2521,1031,1995
2522,1031,583
2523,1032,255
2524,1033,1762
2525,1034,1228
2526,1034,236
2527,1034,1221
2528,1034,801
2529,1035,843
2530,1035,1119
2531,1035,251
2532,1036,1180
2533,1036,490
2534,1036,1148
2535,1037,1037
2536,1037,113
2537,1038,1325
2538,1038,1191
2539,1039,1878
2540,1040,115
2541,1041,1008
2542,1041,997
2543,1042,1811
2544,1042,1550
2545,1043,14
2546,1043,214
2547,1043,1648
2548,1044,1967
2549,1044,1026
2550,1044,1526
2551,1044,324
2552,1045,1980
2553,1045,688
2554,1046,1533
2555,1046,1049
2556,1047,126
2557,1048,1180
2558,1048,1943
2559,1048,221
2560,1048,982
2561,1049,1591
2562,1049,1412
2563,1049,444
2564,1050,1937
2565,1050,837
2566,1050,1631
2567,1050,1399
2568,1051,679
2569,1052,786
2570,1052,90
2571,1052,304
2572,1053,133
2573,1053,1538
2574,1054,154
2575,1054,916
2576,1054,256
2577,1054,219
2578,1055,972
2579,1055,1607
2580,1056,1728
2581,1056,77
2582,1056,68
2583,1056,1868
2584,1057,886
2585,1057,196
2586,1058,1930
2587,1058,23
2588,1058,1400
2589,1058,675
2590,1059,654
2591,1059,529
2592,1059,727
2593,1059,1441
2594,1060,1516
2595,1060,1249
2596,1060,687
2597,1061,1875
2598,1061,1750
2599,1061,1149
2600,1061,524
2601,1062,831
2602,1062,147
2603,1062,389
2604,1062,366
2605,1063,650
2606,1064,937
2607,1064,363
2608,1065,1261
2609,1065,501
2610,1066,1334
2611,1067,1676
2612,1068,667
2613,1069,484
2614,1069,175
2615,1069,933
2616,1070,1001
2617,1070,1795
2618,1070,827
2619,1071,931
2620,1071,1046
2621,1072,51
2622,1072,393
2623,1073,46
2624,1073,1418
2625,1073,1954
2626,1074,1603
2627,1074,1315
2628,1074,1083
2629,1075,1629
2630,1075,696
2631,1076,446
2632,1076,1561
2633,1077,1115
2634,1078,97
2635,1078,1908
2636,1079,877
2637,1079,1136
2638,1080,166
2639,1080,534
2640,1081,285
2641,1081,1618
2642,1081,10
2643,1082,1778
2644,1082,989
2645,1082,411
2646,1083,395
2647,1083,1891
2648,1083,795
2649,1084,520
2650,1084,445
2651,1084,768
2652,1085,1278
2653,1085,96
2654,1085,1635
2655,1085,171
2656,1086,976
2657,1086,1198
2658,1086,953
2659,1087,1703
2660,1087,918
2661,1087,214
2662,1087,139
2663,1088,1461
2664,1088,1057
2665,1088,1146
2666,1088,1562
2667,1089,1454
2668,1089,1362
2669,1089,1797
2670,1090,1182
2671,1090,1044
2672,1090,1230
2673,1091,1752
2674,1091,1040
2675,1091,1838
2676,1092,447
2677,1092,274
2678,1092,288
2679,1092,1713
2680,1093,1488
2681,1094,1968
2682,1094,1962
2683,1094,645
2684,1095,753
2685,1095,294
2686,1096,283
2687,1097,1102
2688,1097,96
2689,1098,992
2690,1098,189
2691,1098,15
2692,1098,1790
2693,1099,1336
2694,1099,1110
2695,1100,1514
2696,1100,1754
2697,1101,1439
2698,1102,717
2699,1102,285
2700,1103,579
2701,1103,666
2702,1103,1149
2703,1103,1159
2704,1104,438
2705,1104,1614
2706,1105,1058
2707,1105,1022
2708,1106,956
2709,1107,217
2710,1107,979
2711,1107,57
2712,1108,795
2713,1108,1571
2714,1108,533
2715,1109,430
2716,1110,605
2717,1111,1435
2718,1111,1675
2719,1111,1789
2720,1111,934
2721,1112,290
2722,1112,708
2723,1112,1066
2724,1113,1380
2725,1114,657
2726,1114,1253
2727,1115,1936
2728,1115,946
2729,1116,1923
2730,1117,265
2731,1117,1694
2732,1117,716
2733,1117,1788
2734,1118,1143
2735,1118,1215
2736,1118,533
2737,1118,1681
2738,1119,354
2739,1120,1727
2740,1120,83
2741,1121,7
2742,1122,181
2743,1122,1182
2744,1122,1902
2745,1122,114
2746,1123,983
2747,1123,778
2748,1124,1239
2749,1125,1864
2750,1126,1127
2751,1126,879
2752,1126,124
2753,1126,787
2754,1127,1467
2755,1127,1519
2756,1127,1097
2757,1127,1441
2758,1128,1870
2759,1129,773
2760,1130,1729
2761,1130,647
2762,1131,1357
2763,1131,1009
2764,1131,603
2765,1132,1664
2766,1132,1434
2767,1133,751
2768,1133,381
2769,1133,978
2770,1133,110
2771,1134,685
2772,1134,907
2773,1134,136
2774,1135,1478
2775,1135,1075
2776,1135,689
2777,1135,478
2778,1136,781
2779,1136,134
2780,1136,1599
2781,1137,650
2782,1137,1102
2783,1137,1533
2784,1137,620
2785,1138,622
2786,1139,181
2787,1139,404
2788,1140,151
2789,1140,412
2790,1140,381
2791,1141,876
2792,1141,437
2793,1141,457
2794,1142,581
2795,1142,79
2796,1142,1954
2797,1142,1806
2798,1143,1701
2799,1143,1957
2800,1144,420
2801,1145,1747
2802,1145,1801
2803,1146,904
2804,1146,1563
2805,1147,1441
2806,1147,1884
2807,1147,698
2808,1148,432
2809,1148,1191
2810,1149,776
2811,1149,205
2812,1149,1864
2813,1149,417
2814,1150,1840
2815,1150,469
2816,1150,115
2817,1151,595
2818,1152,1081
2819,1152,950
2820,1153,697
2821,1153,25
2822,1153,407
2823,1154,529
2824,1155,1525
2825,1155,400
2826,1155,502
2827,1155,1916
2828,1156,383
2829,1156,428
2830,1156,1469
2831,1156,1446
2832,1157,414
2833,1157,1967
2834,1158,1318
2835,1158,1689
2836,1158,328
2837,1158,1554
2838,1159,1564
2839,1160,592
2840,1160,1636
2841,1160,1332
2842,1160,279
2843,1161,1366
2844,1161,80
2845,1162,1825
2846,1163,4
2847,1163,1733
2848,1163,1843
2849,1164,1348
2850,1165,1987
2851,1165,1542
2852,1166,1014
2853,1166,230
2854,1167,1305
2855,1167,1487
2856,1168,1127
2857,1168,510
2858,1168,375
2859,1169,928
2860,1169,1889
2861,1169,569
2862,1169,763
2863,1170,1311
2864,1170,1319
2865,1171,666
2866,1171,1694
2867,1172,1047
2868,1173,1338
2869,1174,1031
2870,1175,1947
2871,1175,318
2872,1175,1116
2873,1176,1660
2874,1176,1621
2875,1177,1138
2876,1177,400
2877,1177,1539
2878,1177,1540
2879,1178,1885
2880,1178,1320
2881,1178,1920
2882,1179,559
2883,1180,1987
2884,1181,747
2885,1181,315
2886,1181,1336
2887,1182,1175
2888,1182,563
2889,1183,1164
2890,1183,924
2891,1184,1036
2892,1185,1463
2893,1185,838
2894,1185,1338
2895,1185,206
2896,1186,1170
2897,1186,1780
2898,1187,1204
2899,1187,1526
2900,1187,1483
2901,1188,1260
2902,1188,1931
2903,1189,224
2904,1190,1300
2905,1190,535
2906,1191,503
2907,1191,1675
2908,1191,622
2909,1192,1752
2910,1192,957
2911,1192,1945
2912,1193,1100
2913,1193,1973
2914,1193,592
2915,1193,181
2916,1194,1181
2917,1194,568
2918,1194,199
2919,1195,594
2920,1195,454
2921,1196,1679
2922,1197,176
2923,1197,1770
2924,1198,1387
2925,1198,274
2926,1199,1691
2927,1200,793
2928,1200,22
2929,1201,1865
2930,1201,1834
2931,1201,626
2932,1201,1099
2933,1202,953
2934,1202,1450
2935,1202,133
2936,1203,932
2937,1203,528
2938,1203,1425
2939,1204,1324
2940,1204,1819
2941,1204,1818
2942,1205,1670
2943,1205,1143
2944,1205,94
2945,1206,341
2946,1206,844
2947,1207,1589
2948,1208,1962
2949,1208,1808
2950,1208,1840
2951,1209,374
2952,1210,1881
2953,1210,1953
2954,1210,1351
2955,1211,821
2956,1211,826
2957,1211,33
2958,1212,1214
2959,1212,1232
2960,1212,979
2961,1213,1137
2962,1214,915
2963,1214,447
2964,1214,658
2965,1215,887
2966,1215,1104
2967,1215,195
2968,1216,1746
2969,1216,1302
2970,1216,1421
2971,1216,1327
2972,1217,706
2973,1218,1385
2974,1218,1507
2975,1218,1982
2976,1219,1121
2977,1219,545
2978,1220,97
2979,1220,1234
2980,1220,490
2981,1221,177
2982,1221,957
2983,1222,1424
2984,1222,936
2985,1222,208
2986,1222,1875
2987,1223,217
2988,1224,1257
2989,1224,180
2990,1225,678
2991,1226,1852
2992,1226,1668
2993,1227,703
2994,1228,920
2995,1228,353
2996,1228,1013
2997,1229,1708
2998,1229,1701
2999,1230,902
3000,1230,847
3001,1230,299
3002,1231,474
3003,1231,1197
3004,1231,1633
3005,1231,903
3006,1232,831
3007,1232,1082
3008,1233,119
3009,1234,1186
3010,1234,293
3011,1234,1070
3012,1235,1439
3013,1235,322
3014,1236,323
3015,1236,1306
3016,1237,479
3017,1238,574
3018,1238,1987
3019,1238,254
3020,1239,1545
3021,1239,1400
3022,1240,1905
3023,1241,1304
3024,1241,20
3025,1241,1808
3026,1242,380
3027,1242,1992
3028,1242,895
3029,1242,424
3030,1243,257
3031,1243,123
3032,1243,402
3033,1244,862
3034,1244,912
3035,1244,1673
3036,1245,952
3037,1245,861
3038,1245,1483
3039,1246,1088
3040,1247,1068
3041,1247,1842
3042,1247,1977
3043,1247,743
3044,1248,1299
3045,1248,1940
3046,1248,1009
3047,1248,633
3048,1249,1013
3049,1249,239
3050,1250,194
3051,1250,932
3052,1250,1703
3053,1250,161
3054,1251,1692
3055,1251,374
3056,1251,878
3057,1251,149
3058,1252,125
3059,1252,542
3060,1253,1819
3061,1253,927
3062,1253,536
3063,1253,390
3064,1254,338
3065,1255,1627
3066,1255,1986
3067,1256,74
3068,1256,1726
3069,1256,361
3070,1256,308
3071,1257,1209
3072,1257,431
3073,1258,1201
3074,1258,1746
3075,1258,1182
3076,1258,105
3077,1259,45
3078,1260,624
3079,1260,1163
3080,1260,1190
3081,1261,1581
3082,1261,1590
3083,1262,361
3084,1262,1930
3085,1262,1141
3086,1263,1017
3087,1263,378
3088,1263,1947
3089,1263,592
3090,1264,181
3091,1264,152
3092,1264,1787
3093,1265,357
3094,1265,1512
3095,1266,675
3096,1267,877
3097,1267,647
3098,1267,1157
3099,1268,986
3100,1268,736
3101,1268,1865
3102,1269,740
3103,1270,135
3104,1270,893
3105,1270,1850
3106,1271,1142
3107,1271,1992
3108,1271,423
3109,1272,923
3110,1273,884
3111,1274,1221
3112,1274,1728
3113,1274,467
3114,1275,1359
3115,1275,1499
3116,1276,1286
3117,1276,1630
3118,1276,1402
3119,1277,1594
3120,1277,1489
3121,1277,1971
3122,1277,940
3123,1278,1558
3124,1278,1710
3125,1278,67
3126,1279,305
3127,1279,1323
3128,1279,771
3129,1279,321
3130,1280,887
3131,1280,1541
3132,1281,1303
3133,1281,287
3134,1281,1456
3135,1282,916
3136,1283,1586
3137,1283,468
3138,1283,778
3139,1284,1795
3140,1284,1708
3141,1285,390
3142,1285,1169
3143,1285,839
3144,1286,465
3145,1286,1252
3146,1286,209
3147,1287,1290
3148,1287,403
3149,1287,1652
3150,1287,714
3151,1288,1179
3152,1288,1557
3153,1288,1099
3154,1289,822
3155,1290,1197
3156,1291,863
3157,1291,1784
3158,1291,1164
3159,1291,728
3160,1292,251
3161,1293,1374
3162,1294,1126
3163,1295,1207
3164,1296,1993
3165,1296,316
3166,1296,1548
3167,1297,721
3168,1298,1426
3169,1298,124
3170,1299,1177
3171,1299,634
3172,1300,1897
3173,1300,118
3174,1300,1914
3175,1301,844
3176,1302,543
3177,1303,628
3178,1304,67
3179,1304,1949
3180,1304,1362
3181,1305,1956
3182,1305,1392
3183,1306,1366
3184,1306,269
3185,1306,729
3186,1307,1389
3187,1307,1020
3188,1308,770
3189,1308,1198
3190,1308,70
3191,1309,585
3192,1309,283
3193,1310,564
3194,1310,363
3195,1310,175
3196,1311,1287
3197,1311,346
3198,1311,1406
3199,1311,883
3200,1312,1382
3201,1313,1852
3202,1313,236
3203,1313,1311
3204,1313,67
3205,1314,1556
3206,1314,448
3207,1314,646
3208,1315,1407
3209,1316,336
3210,1316,824
3211,1316,311
3212,1316,821
3213,1317,557
3214,1317,720
3215,1317,768
3216,1317,1810
3217,1318,132
3218,1318,81
3219,1318,1747
3220,1319,1703
3221,1319,1885
3222,1320,223
3223,1320,404
3224,1321,317
3225,1321,173
3226,1322,121
3227,1323,655
3228,1323,799
3229,1324,1922
3230,1324,1278
3231,1324,83
3232,1324,69
3233,1325,172
3234,1325,372
3235,1325,912
3236,1325,1107
3237,1326,896
3238,1326,958
3239,1326,1973
3240,1327,1556
3241,1327,44
3242,1328,895
3243,1329,839
3244,1330,887
3245,1330,66
3246,1331,1064
3247,1331,685
3248,1331,749
3249,1331,193
3250,1332,1295
3251,1332,1073
3252,1332,1358
3253,1332,1913
3254,1333,1139
3255,1333,614
3256,1333,112
3257,1334,727
3258,1334,1735
3259,1334,696
3260,1334,882
3261,1335,163
3262,1335,289
3263,1335,1636
3264,1336,1368
3265,1336,1530
3266,1337,1479
3267,1338,1914
3268,1339,1400
3269,1339,1814
3270,1340,1017
3271,1341,188
3272,1341,832
3273,1341,1597
3274,1342,1548
3275,1342,470
3276,1343,798
3277,1343,307
3278,1344,362
3279,1345,1442
3280,1345,1039
3281,1345,299
3282,1346,1001
3283,1346,595
3284,1346,370
3285,1347,1992
3286,1348,808
3287,1348,699
3288,1348,103
3289,1348,125
3290,1349,191
3291,1349,1472
3292,1349,1183
3293,1350,744
3294,1350,1928
3295,1350,919
3296,1350,689
3297,1351,1321
3298,1351,107
3299,1351,519
3300,1351,565
3301,1352,1761
3302,1353,1410
3303,1353,93
3304,1354,414
3305,1354,1308
3306,1354,1485
3307,1354,90
3308,1355,1304
3309,1355,660
3310,1356,1343
3311,1356,1816
3312,1356,1435
3313,1356,865
3314,1357,218
3315,1358,1340
3316,1358,1181
3317,1358,233
3318,1358,1356
3319,1359,1389
3320,1359,615
3321,1360,974
3322,1360,1569
3323,1361,833
3324,1361,697
3325,1361,1228
3326,1361,1453
3327,1362,379
3328,1362,1504
3329,1362,1926
3330,1362,1780
3331,1363,700
3332,1363,552
3333,1363,665
3334,1363,1848
3335,1364,598
3336,1364,1782
3337,1364,168
3338,1365,1794
3339,1365,675
3340,1365,203
3341,1365,1925
3342,1366,447
3343,1366,953
3344,1366,353
3345,1366,1442
3346,1367,315
3347,1367,64
3348,1368,1661
3349,1369,1084
3350,1369,1423
3351,1369,463
3352,1370,149
3353,1370,379
3354,1370,951
3355,1370,1653
3356,1371,1098
3357,1371,1212
3358,1371,598
3359,1371,845
3360,1372,1936
3361,1373,359
3362,1373,247
3363,1374,1761
3364,1374,1448
3365,1374,402
3366,1374,1062
3367,1375,1944
3368,1375,1065
3369,1376,905
3370,1377,1846
3371,1377,799
3372,1378,139
3373,1379,1253
3374,1380,99
3375,1380,162
3376,1380,565
3377,1381,1128
3378,1381,1229
3379,1382,198
3380,1382,1779
3381,1382,457
3382,1382,1063
3383,1383,1416
3384,1383,1155
3385,1384,1136
3386,1384,963
3387,1385,4
3388,1386,542
3389,1387,1898
3390,1387,300
3391,1388,174
3392,1388,1729
3393,1388,191
3394,1388,1418
3395,1389,1694
3396,1389,117
3397,1390,1258
3398,1391,368
3399,1392,1461
3400,1392,124
3401,1393,921
3402,1393,1552
3403,1393,1003
3404,1393,1972
3405,1394,95
3406,1394,1942
3407,1395,1889
3408,1395,1835
3409,1395,1212
3410,1396,1545
3411,1396,111
3412,1396,527
3413,1397,1185
3414,1398,1343
3415,1398,1155
3416,1398,781
3417,1399,1970
3418,1399,876
3419,1400,1584
3420,1400,1489
3421,1401,692
3422,1401,1600
3423,1401,855
3424,1401,612
3425,1402,324
3426,1402,1800
3427,1402,1034
3428,1402,211
3429,1403,1742
3430,1403,997
3431,1403,331
3432,1403,93
3433,1404,1907
3434,1405,614
3435,1405,278
3436,1406,220
3437,1406,772
3438,1407,1124
3439,1407,947
3440,1408,1217
3441,1408,608
3442,1408,510
3443,1408,330
3444,1409,1141
3445,1409,1094
3446,1410,1506
3447,1410,414
3448,1410,1080
3449,1410,563
3450,1411,12
3451,1411,807
3452,1412,888
3453,1412,88
3454,1412,1157
3455,1413,1017
3456,1413,1457
3457,1413,789
3458,1413,1331
3459,1414,717
3460,1414,1598
3461,1414,643
3462,1414,364
3463,1415,448
3464,1415,589
3465,1415,1585
3466,1415,551
3467,1416,1187
3468,1416,698
3469,1416,825
3470,1416,182
3471,1417,812
3472,1417,623
3473,1418,1800
3474,1418,1473
3475,1419,696
3476,1419,961
3477,1419,624
3478,1420,1578
3479,1420,291
3480,1420,1655
3481,1420,361
3482,1421,1526
3483,1421,685
3484,1421,935
3485,1422,1008
3486,1422,66
3487,1423,1516
3488,1424,1295
3489,1425,518
3490,1425,1684
3491,1426,1979
3492,1426,1238
3493,1427,464
3494,1427,1632
3495,1427,1343
3496,1428,740
3497,1428,317
3498,1428,529
3499,1428,1623
3500,1429,981
3501,1429,1796
3502,1430,1920
3503,1430,902
3504,1431,61
3505,1431,1499
3506,1431,1799
3507,1431,1571
3508,1432,387
3509,1432,1001
3510,1432,1030
3511,1432,1365
3512,1433,1562
3513,1433,667
3514,1433,813
3515,1434,1983
3516,1435,1106
3517,1435,1092
3518,1435,166
3519,1436,607
3520,1436,1985
3521,1436,1698
3522,1437,1513
3523,1437,1756
3524,1437,1670
3525,1438,917
3526,1438,459
3527,1438,1739
3528,1439,764
3529,1440,193
3530,1440,306
3531,1440,1524
3532,1441,35
3533,1441,1206
3534,1441,1136
3535,1442,1733
3536,1442,1020
3537,1442,1938
3538,1443,953
3539,1443,626
3540,1444,1670
3541,1444,1056
3542,1445,1127
3543,1446,239
3544,1446,1181
3545,1446,1220
3546,1447,473
3547,1447,52
3548,1447,914
3549,1448,1776
3550,1448,656
3551,1449,1177
3552,1449,1050
3553,1450,62
3554,1451,124
3555,1451,1015
3556,1451,1180
3557,1452,1667
3558,1452,430
3559,1453,641
3560,1453,953
3561,1454,770
3562,1454,1092
3563,1454,435
3564,1455,643
3565,1455,1377
3566,1456,1400
3567,1456,208
3568,1456,1386
3569,1456,263
3570,1457,6
3571,1457,969
3572,1457,212
3573,1457,512
3574,1458,68
3575,1458,1675
3576,1458,255
3577,1458,890
3578,1459,1675
3579,1459,241
3580,1459,1708
3581,1459,290
3582,1460,406
3583,1460,219
3584,1461,1589
3585,1461,387
3586,1461,1897
3587,1462,87
3588,1462,1663
3589,1462,602
3590,1462,635
3591,1463,732
3592,1463,379
3593,1463,709
3594,1464,196
3595,1465,1180
3596,1466,460
3597,1466,97
3598,1467,904
3599,1467,1638
3600,1467,771
3601,1467,86
3602,1468,635
3603,1469,1375
3604,1469,482
3605,1469,301
3606,1470,1187
3607,1470,1812
3608,1470,674
3609,1470,301
3610,1471,1949
3611,1472,1073
3612,1472,1556
3613,1472,1242
3614,1472,786
3615,1473,565
3616,1474,1928
3617,1474,1604
3618,1474,1394
3619,1475,578
3620,1475,696
3621,1475,1529
3622,1476,303
3623,1476,870
3624,1476,711
3625,1476,999
3626,1477,461
3627,1477,1209
3628,1478,1679
3629,1478,1123
3630,1479,844
3631,1479,1818
3632,1480,742
3633,1480,1751
3634,1480,286
3635,1480,29
3636,1481,1407
3637,1481,1352
3638,1482,1235
3639,1482,1428
3640,1482,1293
3641,1482,1935
3642,1483,1279
3643,1483,1926
3644,1484,74
3645,1485,430
3646,1485,809
3647,1486,1558
3648,1486,533
3649,1486,1092
3650,1486,1560
3651,1487,878
3652,1488,1612
3653,1488,912
3654,1488,895
3655,1488,753
3656,1489,245
3657,1490,1965
3658,1490,506
3659,1490,1573
3660,1491,482
3661,1491,196
3662,1491,1721
3663,1492,1823
3664,1492,1060
3665,1492,687
3666,1493,1125
3667,1494,1004
3668,1494,253
3669,1494,25
3670,1494,746
3671,1495,1413
3672,1495,1911
3673,1495,1532
3674,1495,1219
3675,1496,244
3676,1496,1182
3677,1496,652
3678,1496,1149
3679,1497,1214
3680,1497,827
3681,1498,1796
3682,1498,800
3683,1499,795
3684,1499,750
3685,1500,1933
3686,1501,661
3687,1502,1722
3688,1502,1668
3689,1503,119
3690,1503,295
3691,1504,299
3692,1505,495
3693,1505,1328
