product_id,product_name,description,category_id,sku,list_price,cost_price,weight_kg
285,Smart Hub v285,High performance utility design matching component spec 285.,3,SKU-472-0285,1058.78,716.49,33.68
286,Ultra Module v286,High performance utility design matching component spec 286.,2,SKU-577-0286,543.58,338.65,39.02
287,Pro Device v287,High performance utility design matching component spec 287.,1,SKU-573-0287,584.57,361.56,21.6
288,Max Widget v288,High performance utility design matching component spec 288.,1,SKU-496-0288,964.7,690.02,8.77
289,Eco Widget v289,High performance utility design matching component spec 289.,4,SKU-361-0289,1102.85,736.04,6.72
290,Eco Device v290,High performance utility design matching component spec 290.,2,SKU-277-0290,597.19,393.0,1.59
291,Elite Link v291,High performance utility design matching component spec 291.,4,SKU-798-0291,1153.75,757.85,24.95
292,Max Pad v292,High performance utility design matching component spec 292.,1,SKU-360-0292,188.41,108.57,15.38
293,Eco Station v293,High performance utility design matching component spec 293.,3,SKU-860-0293,189.86,146.9,24.48
294,Elite Widget v294,High performance utility design matching component spec 294.,1,SKU-928-0294,463.49,321.66,32.63
295,Core Pack v295,High performance utility design matching component spec 295.,3,SKU-386-0295,773.32,494.76,33.99
296,Ultra Pack v296,High performance utility design matching component spec 296.,3,SKU-222-0296,779.98,450.64,28.51
297,Pro Device v297,High performance utility design matching component spec 297.,4,SKU-310-0297,251.24,179.22,20.86
298,Smart Hub v298,High performance utility design matching component spec 298.,2,SKU-832-0298,405.43,318.58,43.18
299,Ultra Widget v299,High performance utility design matching component spec 299.,5,SKU-284-0299,1041.05,785.92,40.63
300,Flex Device v300,High performance utility design matching component spec 300.,2,SKU-146-0300,822.39,504.81,35.31
301,Smart Pad v301,High performance utility design matching component spec 301.,2,SKU-745-0301,1138.65,780.6,16.02
302,Smart Link v302,High performance utility design matching component spec 302.,1,SKU-740-0302,145.39,104.41,40.98
303,Smart Pack v303,High performance utility design matching component spec 303.,2,SKU-853-0303,340.35,206.73,4.82
304,Ultra Module v304,High performance utility design matching component spec 304.,4,SKU-678-0304,456.86,332.67,23.51
305,Smart Pack v305,High performance utility design matching component spec 305.,4,SKU-182-0305,490.84,308.61,13.62
306,Max Pad v306,High performance utility design matching component spec 306.,4,SKU-781-0306,591.03,408.39,8.02
307,Pro Device v307,High performance utility design matching component spec 307.,5,SKU-518-0307,832.18,645.11,38.28
308,Smart Widget v308,High performance utility design matching component spec 308.,1,SKU-281-0308,1007.07,630.32,44.63
309,Ultra Widget v309,High performance utility design matching component spec 309.,3,SKU-670-0309,420.39,237.66,30.9
310,Core Module v310,High performance utility design matching component spec 310.,5,SKU-552-0310,557.32,388.28,34.19
311,Quantum Link v311,High performance utility design matching component spec 311.,1,SKU-290-0311,844.37,608.54,30.91
312,Max Device v312,High performance utility design matching component spec 312.,1,SKU-228-0312,609.06,378.23,13.31
313,Quantum Pad v313,High performance utility design matching component spec 313.,1,SKU-758-0313,457.05,325.05,28.41
314,Max Pad v314,High performance utility design matching component spec 314.,5,SKU-299-0314,652.13,443.12,23.15
315,Smart Link v315,High performance utility design matching component spec 315.,4,SKU-804-0315,276.68,223.94,27.53
316,Quantum Link v316,High performance utility design matching component spec 316.,3,SKU-252-0316,685.65,406.61,20.44
317,Eco Gadget v317,High performance utility design matching component spec 317.,1,SKU-888-0317,567.89,379.36,15.62
318,Ultra Widget v318,High performance utility design matching component spec 318.,3,SKU-568-0318,158.54,97.46,37.11
319,Flex Gadget v319,High performance utility design matching component spec 319.,3,SKU-729-0319,943.2,630.74,39.6
320,Core Widget v320,High performance utility design matching component spec 320.,1,SKU-497-0320,1197.09,769.13,0.9
321,Core Device v321,High performance utility design matching component spec 321.,4,SKU-549-0321,138.08,92.12,21.32
322,Eco Pad v322,High performance utility design matching component spec 322.,3,SKU-891-0322,557.2,313.6,34.74
323,Pro Device v323,High performance utility design matching component spec 323.,4,SKU-214-0323,180.03,106.34,31.45
324,Smart Station v324,High performance utility design matching component spec 324.,3,SKU-510-0324,177.13,109.91,32.98
325,Pro Gadget v325,High performance utility design matching component spec 325.,5,SKU-591-0325,487.09,364.65,7.92
326,Max Pack v326,High performance utility design matching component spec 326.,2,SKU-113-0326,755.84,503.25,28.78
327,Pro Pad v327,High performance utility design matching component spec 327.,5,SKU-880-0327,202.93,145.22,31.16
328,Elite Widget v328,High performance utility design matching component spec 328.,5,SKU-503-0328,1176.15,714.8,12.03
329,Flex Widget v329,High performance utility design matching component spec 329.,5,SKU-604-0329,240.91,138.78,43.5
330,Smart Module v330,High performance utility design matching component spec 330.,5,SKU-464-0330,411.59,307.98,31.8
331,Smart Widget v331,High performance utility design matching component spec 331.,4,SKU-771-0331,102.91,58.62,29.22
332,Core Station v332,High performance utility design matching component spec 332.,3,SKU-247-0332,261.46,161.19,1.43
333,Max Pack v333,High performance utility design matching component spec 333.,2,SKU-700-0333,473.44,310.99,33.82
334,Flex Pad v334,High performance utility design matching component spec 334.,1,SKU-668-0334,152.58,85.59,34.15
335,Flex Link v335,High performance utility design matching component spec 335.,4,SKU-933-0335,177.57,111.67,38.64
336,Flex Widget v336,High performance utility design matching component spec 336.,4,SKU-266-0336,364.44,217.79,12.51
337,Flex Device v337,High performance utility design matching component spec 337.,2,SKU-122-0337,352.04,271.62,4.31
338,Max Pad v338,High performance utility design matching component spec 338.,2,SKU-923-0338,768.22,548.58,30.64
339,Smart Widget v339,High performance utility design matching component spec 339.,2,SKU-555-0339,32.41,23.95,42.62
340,Core Link v340,High performance utility design matching component spec 340.,3,SKU-351-0340,250.49,153.91,1.9
341,Quantum Station v341,High performance utility design matching component spec 341.,1,SKU-958-0341,109.5,78.8,41.26
342,Smart Link v342,High performance utility design matching component spec 342.,2,SKU-872-0342,198.21,111.78,14.39
343,Core Pad v343,High performance utility design matching component spec 343.,3,SKU-331-0343,80.95,64.43,21.31
344,Max Pad v344,High performance utility design matching component spec 344.,4,SKU-839-0344,608.89,468.76,4.92
345,Ultra Device v345,High performance utility design matching component spec 345.,1,SKU-710-0345,279.08,181.01,20.49
346,Pro Pad v346,High performance utility design matching component spec 346.,1,SKU-323-0346,338.81,210.39,30.45
347,Elite Module v347,High performance utility design matching component spec 347.,3,SKU-712-0347,985.64,581.19,36.78
348,Smart Station v348,High performance utility design matching component spec 348.,2,SKU-813-0348,421.98,340.95,1.52
349,Max Pack v349,High performance utility design matching component spec 349.,4,SKU-418-0349,414.13,309.15,22.58
350,Quantum Widget v350,High performance utility design matching component spec 350.,5,SKU-515-0350,241.04,191.52,23.56
351,Flex Hub v351,High performance utility design matching component spec 351.,4,SKU-921-0351,789.94,454.33,6.1
352,Core Station v352,High performance utility design matching component spec 352.,5,SKU-403-0352,842.24,542.0,7.39
353,Smart Station v353,High performance utility design matching component spec 353.,5,SKU-520-0353,61.32,45.53,37.9
354,Core Device v354,High performance utility design matching component spec 354.,5,SKU-246-0354,1083.8,707.5,18.38
355,Ultra Link v355,High performance utility design matching component spec 355.,5,SKU-806-0355,495.25,363.04,37.37
356,Ultra Station v356,High performance utility design matching component spec 356.,5,SKU-780-0356,381.78,230.54,9.14
357,Pro Widget v357,High performance utility design matching component spec 357.,2,SKU-962-0357,920.94,627.06,25.31
358,Flex Module v358,High performance utility design matching component spec 358.,4,SKU-251-0358,1165.7,769.14,17.06
359,Max Link v359,High performance utility design matching component spec 359.,2,SKU-489-0359,515.92,396.82,25.1
360,Ultra Device v360,High performance utility design matching component spec 360.,2,SKU-331-0360,154.71,104.96,1.27
361,Smart Widget v361,High performance utility design matching component spec 361.,3,SKU-819-0361,896.39,519.77,23.58
362,Max Hub v362,High performance utility design matching component spec 362.,1,SKU-665-0362,157.78,118.66,34.11
363,Elite Device v363,High performance utility design matching component spec 363.,3,SKU-540-0363,696.32,529.32,39.4
364,Eco Module v364,High performance utility design matching component spec 364.,2,SKU-334-0364,653.2,422.78,19.01
365,Max Pad v365,High performance utility design matching component spec 365.,2,SKU-228-0365,345.87,207.14,36.63
366,Quantum Hub v366,High performance utility design matching component spec 366.,5,SKU-466-0366,856.61,589.84,1.65
367,Smart Device v367,High performance utility design matching component spec 367.,5,SKU-204-0367,308.05,213.88,12.1
368,Flex Hub v368,High performance utility design matching component spec 368.,1,SKU-620-0368,1371.2,799.1,7.54
369,Core Widget v369,High performance utility design matching component spec 369.,1,SKU-857-0369,980.51,581.02,42.99
370,Elite Station v370,High performance utility design matching component spec 370.,3,SKU-369-0370,357.71,213.1,20.25
371,Pro Link v371,High performance utility design matching component spec 371.,5,SKU-580-0371,626.79,446.35,5.64
372,Pro Pack v372,High performance utility design matching component spec 372.,2,SKU-765-0372,260.55,180.63,8.84
373,Quantum Station v373,High performance utility design matching component spec 373.,4,SKU-918-0373,1005.11,642.7,32.9
374,Flex Module v374,High performance utility design matching component spec 374.,2,SKU-906-0374,1081.88,655.36,20.71
375,Flex Widget v375,High performance utility design matching component spec 375.,1,SKU-953-0375,509.04,318.55,33.06
376,Flex Gadget v376,High performance utility design matching component spec 376.,4,SKU-512-0376,411.58,307.13,35.54
377,Ultra Pad v377,High performance utility design matching component spec 377.,1,SKU-648-0377,29.92,17.49,38.75
378,Quantum Widget v378,High performance utility design matching component spec 378.,1,SKU-418-0378,776.65,495.97,43.76
379,Quantum Pad v379,High performance utility design matching component spec 379.,2,SKU-623-0379,654.26,529.74,18.35
380,Smart Pack v380,High performance utility design matching component spec 380.,1,SKU-885-0380,102.77,61.68,15.29
381,Smart Link v381,High performance utility design matching component spec 381.,3,SKU-336-0381,252.47,207.4,5.33
382,Pro Device v382,High performance utility design matching component spec 382.,5,SKU-948-0382,116.67,97.08,39.02
383,Ultra Pack v383,High performance utility design matching component spec 383.,2,SKU-757-0383,617.54,392.04,17.52
384,Pro Device v384,High performance utility design matching component spec 384.,3,SKU-356-0384,994.98,569.36,30.9
385,Ultra Module v385,High performance utility design matching component spec 385.,4,SKU-544-0385,363.97,206.53,14.45
386,Core Station v386,High performance utility design matching component spec 386.,1,SKU-917-0386,1147.84,784.32,30.72
387,Ultra Pack v387,High performance utility design matching component spec 387.,5,SKU-725-0387,648.77,434.83,31.28
388,Smart Station v388,High performance utility design matching component spec 388.,1,SKU-520-0388,458.65,266.33,32.22
389,Smart Station v389,High performance utility design matching component spec 389.,2,SKU-131-0389,653.31,452.72,19.8
390,Smart Station v390,High performance utility design matching component spec 390.,5,SKU-131-0390,758.79,540.33,9.54
391,Elite Device v391,High performance utility design matching component spec 391.,5,SKU-827-0391,684.29,508.27,14.06
392,Smart Gadget v392,High performance utility design matching component spec 392.,1,SKU-418-0392,425.18,244.29,40.77
393,Max Pack v393,High performance utility design matching component spec 393.,2,SKU-217-0393,291.87,189.02,28.89
394,Max Hub v394,High performance utility design matching component spec 394.,4,SKU-204-0394,889.0,533.67,11.21
395,Flex Widget v395,High performance utility design matching component spec 395.,4,SKU-760-0395,1082.09,707.81,38.04
396,Pro Hub v396,High performance utility design matching component spec 396.,1,SKU-167-0396,173.7,100.93,42.07
397,Flex Device v397,High performance utility design matching component spec 397.,5,SKU-154-0397,545.28,410.2,31.71
398,Quantum Pack v398,High performance utility design matching component spec 398.,3,SKU-561-0398,550.5,413.94,40.11
399,Eco Device v399,High performance utility design matching component spec 399.,5,SKU-217-0399,1321.36,755.49,27.64
400,Elite Module v400,High performance utility design matching component spec 400.,2,SKU-116-0400,632.47,358.16,23.71
401,Core Hub v401,High performance utility design matching component spec 401.,2,SKU-631-0401,467.17,272.65,0.32
402,Ultra Device v402,High performance utility design matching component spec 402.,1,SKU-822-0402,39.94,28.55,13.15
403,Pro Link v403,High performance utility design matching component spec 403.,4,SKU-756-0403,613.59,409.85,36.97
404,Quantum Device v404,High performance utility design matching component spec 404.,5,SKU-504-0404,203.26,154.46,7.55
405,Quantum Gadget v405,High performance utility design matching component spec 405.,3,SKU-971-0405,1154.68,672.25,15.08
406,Pro Device v406,High performance utility design matching component spec 406.,5,SKU-703-0406,719.54,455.89,43.17
407,Quantum Gadget v407,High performance utility design matching component spec 407.,4,SKU-434-0407,704.96,416.55,23.87
408,Quantum Module v408,High performance utility design matching component spec 408.,2,SKU-280-0408,336.03,213.09,17.67
409,Flex Module v409,High performance utility design matching component spec 409.,4,SKU-482-0409,157.21,95.97,13.87
410,Ultra Module v410,High performance utility design matching component spec 410.,1,SKU-190-0410,265.49,204.47,36.02
411,Ultra Hub v411,High performance utility design matching component spec 411.,1,SKU-910-0411,446.76,326.24,28.57
412,Smart Station v412,High performance utility design matching component spec 412.,1,SKU-442-0412,608.9,477.87,22.12
413,Ultra Device v413,High performance utility design matching component spec 413.,2,SKU-724-0413,117.59,67.03,18.38
414,Flex Widget v414,High performance utility design matching component spec 414.,4,SKU-606-0414,487.69,327.67,1.56
415,Eco Link v415,High performance utility design matching component spec 415.,2,SKU-344-0415,945.22,646.25,43.8
416,Max Device v416,High performance utility design matching component spec 416.,1,SKU-612-0416,295.3,169.71,1.09
417,Flex Device v417,High performance utility design matching component spec 417.,2,SKU-212-0417,951.68,624.35,29.94
418,Ultra Device v418,High performance utility design matching component spec 418.,1,SKU-810-0418,828.39,545.63,1.61
419,Smart Gadget v419,High performance utility design matching component spec 419.,2,SKU-620-0419,456.06,309.35,32.48
420,Core Module v420,High performance utility design matching component spec 420.,5,SKU-862-0420,552.85,364.22,25.87
421,Ultra Module v421,High performance utility design matching component spec 421.,3,SKU-443-0421,133.62,91.24,38.44
422,Eco Hub v422,High performance utility design matching component spec 422.,2,SKU-112-0422,982.2,604.65,14.18
423,Eco Gadget v423,High performance utility design matching component spec 423.,3,SKU-124-0423,366.76,281.93,34.58
424,Eco Hub v424,High performance utility design matching component spec 424.,3,SKU-353-0424,390.44,278.08,6.76
425,Core Gadget v425,High performance utility design matching component spec 425.,4,SKU-496-0425,374.12,257.34,40.2
426,Core Hub v426,High performance utility design matching component spec 426.,1,SKU-408-0426,858.5,676.34,5.25
427,Quantum Device v427,High performance utility design matching component spec 427.,3,SKU-876-0427,606.41,368.71,42.63
428,Quantum Link v428,High performance utility design matching component spec 428.,5,SKU-355-0428,727.83,451.09,40.86
429,Max Device v429,High performance utility design matching component spec 429.,2,SKU-684-0429,1351.94,795.98,2.16
430,Flex Pack v430,High performance utility design matching component spec 430.,2,SKU-836-0430,1032.14,751.47,26.46
431,Pro Widget v431,High performance utility design matching component spec 431.,5,SKU-985-0431,638.12,469.19,9.67
432,Core Pad v432,High performance utility design matching component spec 432.,2,SKU-150-0432,700.58,541.12,17.24
433,Flex Module v433,High performance utility design matching component spec 433.,4,SKU-406-0433,904.56,505.87,41.89
434,Max Hub v434,High performance utility design matching component spec 434.,4,SKU-249-0434,558.27,340.8,5.71
435,Ultra Link v435,High performance utility design matching component spec 435.,3,SKU-481-0435,800.32,481.48,30.9
436,Quantum Pad v436,High performance utility design matching component spec 436.,3,SKU-736-0436,292.42,231.51,42.19
437,Pro Station v437,High performance utility design matching component spec 437.,3,SKU-710-0437,958.64,775.65,36.93
438,Quantum Pad v438,High performance utility design matching component spec 438.,4,SKU-869-0438,906.16,562.35,34.22
439,Smart Station v439,High performance utility design matching component spec 439.,4,SKU-828-0439,536.39,416.67,17.6
440,Smart Module v440,High performance utility design matching component spec 440.,4,SKU-757-0440,600.74,479.18,32.53
441,Core Link v441,High performance utility design matching component spec 441.,3,SKU-621-0441,423.67,323.27,42.55
442,Pro Link v442,High performance utility design matching component spec 442.,1,SKU-943-0442,864.7,655.31,12.04
443,Flex Link v443,High performance utility design matching component spec 443.,3,SKU-913-0443,998.85,797.48,3.46
444,Smart Gadget v444,High performance utility design matching component spec 444.,5,SKU-598-0444,460.4,372.35,33.01
445,Quantum Widget v445,High performance utility design matching component spec 445.,4,SKU-541-0445,735.87,419.0,15.84
446,Core Gadget v446,High performance utility design matching component spec 446.,4,SKU-492-0446,363.48,262.45,21.33
447,Max Module v447,High performance utility design matching component spec 447.,3,SKU-817-0447,489.09,397.23,33.3
448,Pro Pad v448,High performance utility design matching component spec 448.,5,SKU-894-0448,569.64,415.52,22.17
449,Smart Module v449,High performance utility design matching component spec 449.,5,SKU-788-0449,334.65,189.93,40.68
450,Eco Hub v450,High performance utility design matching component spec 450.,4,SKU-797-0450,327.07,208.22,2.52
451,Ultra Hub v451,High performance utility design matching component spec 451.,2,SKU-391-0451,457.69,353.43,2.93
452,Ultra Gadget v452,High performance utility design matching component spec 452.,3,SKU-328-0452,300.88,167.5,5.05
453,Smart Hub v453,High performance utility design matching component spec 453.,2,SKU-184-0453,788.2,630.01,6.46
454,Flex Station v454,High performance utility design matching component spec 454.,4,SKU-196-0454,976.61,786.61,40.06
455,Core Link v455,High performance utility design matching component spec 455.,3,SKU-154-0455,1144.66,789.27,10.76
456,Pro Module v456,High performance utility design matching component spec 456.,3,SKU-780-0456,131.29,91.96,30.02
457,Eco Link v457,High performance utility design matching component spec 457.,5,SKU-423-0457,113.05,86.02,36.0
458,Eco Hub v458,High performance utility design matching component spec 458.,3,SKU-600-0458,930.08,750.27,37.6
459,Quantum Pack v459,High performance utility design matching component spec 459.,4,SKU-158-0459,957.25,767.7,9.05
460,Elite Link v460,High performance utility design matching component spec 460.,5,SKU-464-0460,611.67,386.87,21.09
461,Ultra Device v461,High performance utility design matching component spec 461.,1,SKU-372-0461,932.05,646.14,16.31
462,Core Station v462,High performance utility design matching component spec 462.,3,SKU-660-0462,862.12,551.1,3.01
463,Max Gadget v463,High performance utility design matching component spec 463.,1,SKU-355-0463,1110.06,673.09,13.32
464,Core Station v464,High performance utility design matching component spec 464.,3,SKU-226-0464,403.58,324.96,44.05
465,Flex Link v465,High performance utility design matching component spec 465.,2,SKU-610-0465,986.8,758.24,7.89
466,Ultra Hub v466,High performance utility design matching component spec 466.,2,SKU-977-0466,403.84,226.16,18.03
467,Ultra Hub v467,High performance utility design matching component spec 467.,3,SKU-881-0467,673.88,513.7,0.41
468,Quantum Device v468,High performance utility design matching component spec 468.,2,SKU-805-0468,449.16,336.05,15.21
469,Flex Pad v469,High performance utility design matching component spec 469.,4,SKU-762-0469,408.41,250.83,29.42
470,Ultra Station v470,High performance utility design matching component spec 470.,5,SKU-292-0470,939.43,661.98,33.23
471,Eco Link v471,High performance utility design matching component spec 471.,3,SKU-967-0471,1215.49,684.52,33.77
472,Smart Station v472,High performance utility design matching component spec 472.,3,SKU-497-0472,873.34,604.4,43.76
473,Core Link v473,High performance utility design matching component spec 473.,4,SKU-886-0473,166.36,126.97,10.51
474,Ultra Widget v474,High performance utility design matching component spec 474.,1,SKU-746-0474,432.05,263.93,6.83
475,Core Station v475,High performance utility design matching component spec 475.,3,SKU-119-0475,617.2,513.53,13.52
476,Flex Pad v476,High performance utility design matching component spec 476.,5,SKU-825-0476,676.96,376.77,7.9
477,Pro Link v477,High performance utility design matching component spec 477.,1,SKU-688-0477,1142.63,695.62,1.3
478,Elite Station v478,High performance utility design matching component spec 478.,3,SKU-746-0478,635.25,363.44,37.22
479,Eco Station v479,High performance utility design matching component spec 479.,3,SKU-172-0479,218.84,138.55,3.75
480,Ultra Pad v480,High performance utility design matching component spec 480.,5,SKU-258-0480,767.13,487.51,39.55
481,Pro Station v481,High performance utility design matching component spec 481.,1,SKU-137-0481,292.56,182.76,20.43
482,Flex Device v482,High performance utility design matching component spec 482.,5,SKU-947-0482,1055.44,720.94,19.95
483,Elite Pack v483,High performance utility design matching component spec 483.,5,SKU-292-0483,179.82,109.79,25.23
484,Core Device v484,High performance utility design matching component spec 484.,4,SKU-143-0484,405.12,252.73,37.76
485,Eco Gadget v485,High performance utility design matching component spec 485.,4,SKU-645-0485,542.16,390.05,11.11
486,Core Gadget v486,High performance utility design matching component spec 486.,3,SKU-105-0486,799.54,654.2,20.8
487,Quantum Pack v487,High performance utility design matching component spec 487.,5,SKU-303-0487,530.56,359.35,32.7
488,Ultra Device v488,High performance utility design matching component spec 488.,4,SKU-348-0488,1212.5,795.14,24.17
489,Smart Link v489,High performance utility design matching component spec 489.,5,SKU-244-0489,1039.66,752.26,16.55
490,Core Widget v490,High performance utility design matching component spec 490.,4,SKU-221-0490,1151.3,714.46,13.58
491,Max Link v491,High performance utility design matching component spec 491.,2,SKU-972-0491,1100.33,765.98,3.89
492,Max Device v492,High performance utility design matching component spec 492.,3,SKU-875-0492,305.18,253.0,25.15
493,Ultra Station v493,High performance utility design matching component spec 493.,3,SKU-619-0493,1281.54,780.75,0.66
494,Elite Gadget v494,High performance utility design matching component spec 494.,1,SKU-641-0494,730.68,608.53,0.74
495,Core Pad v495,High performance utility design matching component spec 495.,5,SKU-364-0495,652.73,415.15,19.52
496,Ultra Hub v496,High performance utility design matching component spec 496.,2,SKU-635-0496,1017.08,571.66,10.66
497,Eco Link v497,High performance utility design matching component spec 497.,3,SKU-324-0497,385.04,216.12,36.43
498,Eco Module v498,High performance utility design matching component spec 498.,4,SKU-436-0498,803.25,531.96,6.73
499,Ultra Gadget v499,High performance utility design matching component spec 499.,4,SKU-153-0499,80.63,64.04,16.5
500,Smart Hub v500,High performance utility design matching component spec 500.,2,SKU-411-0500,528.02,363.59,8.28
501,Max Hub v501,High performance utility design matching component spec 501.,1,SKU-866-0501,401.77,293.11,28.73
502,Core Hub v502,High performance utility design matching component spec 502.,1,SKU-252-0502,1098.06,732.06,7.83
503,Flex Gadget v503,High performance utility design matching component spec 503.,1,SKU-530-0503,171.67,129.46,21.09
504,Max Device v504,High performance utility design matching component spec 504.,1,SKU-461-0504,1051.71,644.91,9.98
505,Flex Gadget v505,High performance utility design matching component spec 505.,5,SKU-368-0505,344.59,275.08,34.43
506,Flex Station v506,High performance utility design matching component spec 506.,4,SKU-187-0506,339.83,219.05,42.83
507,Elite Pack v507,High performance utility design matching component spec 507.,3,SKU-726-0507,497.58,398.86,19.73
508,Eco Widget v508,High performance utility design matching component spec 508.,4,SKU-608-0508,569.77,331.56,41.56
509,Elite Device v509,High performance utility design matching component spec 509.,5,SKU-571-0509,589.14,472.02,43.28
510,Smart Widget v510,High performance utility design matching component spec 510.,5,SKU-579-0510,151.97,98.47,1.41
511,Quantum Widget v511,High performance utility design matching component spec 511.,3,SKU-524-0511,203.42,134.64,34.06
512,Quantum Link v512,High performance utility design matching component spec 512.,4,SKU-388-0512,361.95,290.36,4.63
513,Flex Widget v513,High performance utility design matching component spec 513.,5,SKU-376-0513,17.11,12.02,44.77
514,Ultra Widget v514,High performance utility design matching component spec 514.,4,SKU-792-0514,1339.69,798.77,22.77
515,Smart Gadget v515,High performance utility design matching component spec 515.,2,SKU-525-0515,922.64,545.07,22.39
516,Max Hub v516,High performance utility design matching component spec 516.,1,SKU-542-0516,596.67,380.76,10.76
517,Max Device v517,High performance utility design matching component spec 517.,4,SKU-845-0517,350.81,255.06,6.87
518,Core Widget v518,High performance utility design matching component spec 518.,2,SKU-821-0518,94.09,70.92,29.38
519,Flex Device v519,High performance utility design matching component spec 519.,3,SKU-525-0519,1063.53,793.66,5.68
520,Elite Widget v520,High performance utility design matching component spec 520.,2,SKU-105-0520,890.72,684.77,2.42
521,Core Hub v521,High performance utility design matching component spec 521.,4,SKU-841-0521,213.04,164.42,39.42
522,Quantum Pack v522,High performance utility design matching component spec 522.,3,SKU-992-0522,508.96,381.73,7.89
523,Eco Station v523,High performance utility design matching component spec 523.,3,SKU-717-0523,835.26,512.49,34.39
524,Core Widget v524,High performance utility design matching component spec 524.,1,SKU-343-0524,780.49,519.24,27.54
525,Core Pack v525,High performance utility design matching component spec 525.,1,SKU-669-0525,539.18,324.58,35.62
526,Max Link v526,High performance utility design matching component spec 526.,4,SKU-391-0526,915.21,554.39,40.45
527,Pro Device v527,High performance utility design matching component spec 527.,2,SKU-106-0527,1062.06,610.18,40.64
528,Max Pack v528,High performance utility design matching component spec 528.,4,SKU-623-0528,479.28,272.08,13.8
529,Core Gadget v529,High performance utility design matching component spec 529.,3,SKU-961-0529,1162.18,709.27,11.54
530,Flex Pack v530,High performance utility design matching component spec 530.,5,SKU-889-0530,784.23,516.16,24.11
531,Elite Station v531,High performance utility design matching component spec 531.,5,SKU-158-0531,544.52,348.54,13.44
532,Flex Hub v532,High performance utility design matching component spec 532.,1,SKU-765-0532,204.42,137.76,5.57
533,Ultra Link v533,High performance utility design matching component spec 533.,3,SKU-434-0533,33.19,24.87,27.7
534,Core Widget v534,High performance utility design matching component spec 534.,3,SKU-499-0534,919.55,623.26,31.12
535,Max Device v535,High performance utility design matching component spec 535.,5,SKU-997-0535,50.22,28.24,8.85
536,Smart Widget v536,High performance utility design matching component spec 536.,2,SKU-358-0536,1023.84,651.36,23.92
537,Smart Hub v537,High performance utility design matching component spec 537.,2,SKU-312-0537,400.8,289.98,13.78
538,Ultra Widget v538,High performance utility design matching component spec 538.,1,SKU-393-0538,1055.92,765.82,23.04
539,Max Link v539,High performance utility design matching component spec 539.,5,SKU-679-0539,37.48,24.12,0.71
540,Quantum Pad v540,High performance utility design matching component spec 540.,2,SKU-621-0540,145.7,103.89,9.28
541,Max Pack v541,High performance utility design matching component spec 541.,3,SKU-576-0541,940.09,649.07,16.78
542,Elite Pack v542,High performance utility design matching component spec 542.,3,SKU-755-0542,1060.85,683.04,32.6
543,Quantum Widget v543,High performance utility design matching component spec 543.,5,SKU-777-0543,16.96,9.79,18.4
544,Elite Gadget v544,High performance utility design matching component spec 544.,3,SKU-475-0544,537.22,340.87,2.23
545,Elite Pack v545,High performance utility design matching component spec 545.,5,SKU-386-0545,533.83,378.49,10.54
546,Core Pack v546,High performance utility design matching component spec 546.,4,SKU-824-0546,348.17,257.38,35.02
547,Eco Link v547,High performance utility design matching component spec 547.,2,SKU-839-0547,628.56,442.09,19.24
548,Flex Station v548,High performance utility design matching component spec 548.,4,SKU-739-0548,678.81,441.13,6.71
549,Max Device v549,High performance utility design matching component spec 549.,1,SKU-680-0549,631.2,381.64,23.98
550,Max Widget v550,High performance utility design matching component spec 550.,5,SKU-431-0550,38.72,22.57,21.02
551,Max Gadget v551,High performance utility design matching component spec 551.,3,SKU-441-0551,619.48,356.69,34.9
552,Elite Pad v552,High performance utility design matching component spec 552.,3,SKU-622-0552,476.72,333.12,35.6
553,Pro Gadget v553,High performance utility design matching component spec 553.,4,SKU-230-0553,1202.42,723.57,39.4
554,Ultra Widget v554,High performance utility design matching component spec 554.,1,SKU-255-0554,662.98,544.03,37.98
555,Pro Widget v555,High performance utility design matching component spec 555.,5,SKU-548-0555,824.23,574.54,28.59
556,Flex Pack v556,High performance utility design matching component spec 556.,1,SKU-909-0556,1137.72,750.64,6.24
557,Ultra Gadget v557,High performance utility design matching component spec 557.,5,SKU-877-0557,716.0,527.1,24.87
558,Max Pad v558,High performance utility design matching component spec 558.,2,SKU-635-0558,1053.22,606.05,28.78
559,Ultra Widget v559,High performance utility design matching component spec 559.,2,SKU-123-0559,355.94,217.08,18.07
560,Quantum Hub v560,High performance utility design matching component spec 560.,5,SKU-959-0560,291.35,215.25,2.87
561,Flex Widget v561,High performance utility design matching component spec 561.,4,SKU-846-0561,1120.69,798.36,29.99
562,Eco Widget v562,High performance utility design matching component spec 562.,4,SKU-523-0562,585.7,462.75,18.85
563,Eco Link v563,High performance utility design matching component spec 563.,5,SKU-455-0563,871.52,675.06,14.78
564,Max Station v564,High performance utility design matching component spec 564.,3,SKU-510-0564,1027.81,747.64,30.13
565,Eco Station v565,High performance utility design matching component spec 565.,4,SKU-910-0565,917.54,551.06,24.26
566,Core Widget v566,High performance utility design matching component spec 566.,4,SKU-704-0566,493.97,308.98,22.88
567,Eco Hub v567,High performance utility design matching component spec 567.,3,SKU-519-0567,213.24,120.0,38.66
568,Core Hub v568,High performance utility design matching component spec 568.,4,SKU-547-0568,770.99,599.79,33.59
569,Core Module v569,High performance utility design matching component spec 569.,4,SKU-328-0569,509.28,324.44,13.72
570,Max Widget v570,High performance utility design matching component spec 570.,4,SKU-712-0570,992.9,565.5,29.59
