ticket_id,customer_id,assigned_employee_id,subject,status,priority,created_at
261,2101,932,System Connection Interruption Ticket Reference Ref #261,IN_PROGRESS,LOW,2024-08-06 17:09:41
262,1910,18,System Connection Interruption Ticket Reference Ref #262,CLOSED,LOW,2025-12-21 06:24:55
263,1279,123,System Connection Interruption Ticket Reference Ref #263,IN_PROGRESS,CRITICAL,2023-11-26 22:30:55
264,1167,350,System Connection Interruption Ticket Reference Ref #264,OPEN,CRITICAL,2021-12-21 17:34:26
265,902,577,System Connection Interruption Ticket Reference Ref #265,CLOSED,HIGH,2024-08-28 03:28:51
266,1702,1149,System Connection Interruption Ticket Reference Ref #266,CLOSED,MEDIUM,2024-07-23 07:12:03
267,2283,1065,System Connection Interruption Ticket Reference Ref #267,RESOLVED,CRITICAL,2025-12-03 01:17:32
268,1810,64,System Connection Interruption Ticket Reference Ref #268,RESOLVED,HIGH,2024-01-04 14:08:40
269,1839,951,System Connection Interruption Ticket Reference Ref #269,RESOLVED,MEDIUM,2024-01-03 00:54:34
270,645,845,System Connection Interruption Ticket Reference Ref #270,OPEN,MEDIUM,2023-12-12 18:59:24
271,1267,968,System Connection Interruption Ticket Reference Ref #271,CLOSED,MEDIUM,2025-11-01 00:14:16
272,1830,1199,System Connection Interruption Ticket Reference Ref #272,RESOLVED,CRITICAL,2023-09-24 19:25:09
273,1108,400,System Connection Interruption Ticket Reference Ref #273,RESOLVED,LOW,2025-12-18 03:59:14
274,1913,95,System Connection Interruption Ticket Reference Ref #274,OPEN,HIGH,2022-03-28 11:06:15
275,391,1104,System Connection Interruption Ticket Reference Ref #275,RESOLVED,HIGH,2022-06-26 02:19:24
276,1515,427,System Connection Interruption Ticket Reference Ref #276,IN_PROGRESS,MEDIUM,2022-09-06 23:27:12
277,1082,729,System Connection Interruption Ticket Reference Ref #277,OPEN,HIGH,2025-05-29 11:35:18
278,2092,942,System Connection Interruption Ticket Reference Ref #278,OPEN,LOW,2025-01-16 11:45:57
279,760,589,System Connection Interruption Ticket Reference Ref #279,RESOLVED,HIGH,2022-08-07 17:53:07
280,1937,820,System Connection Interruption Ticket Reference Ref #280,CLOSED,LOW,2022-10-15 12:07:36
281,1481,780,System Connection Interruption Ticket Reference Ref #281,RESOLVED,CRITICAL,2025-06-05 06:13:58
282,184,545,System Connection Interruption Ticket Reference Ref #282,CLOSED,CRITICAL,2022-10-01 05:56:22
283,136,202,System Connection Interruption Ticket Reference Ref #283,CLOSED,MEDIUM,2025-07-26 01:14:45
284,2131,627,System Connection Interruption Ticket Reference Ref #284,RESOLVED,CRITICAL,2021-10-30 11:41:17
285,537,1005,System Connection Interruption Ticket Reference Ref #285,RESOLVED,CRITICAL,2024-11-28 21:50:50
286,1459,220,System Connection Interruption Ticket Reference Ref #286,OPEN,HIGH,2022-03-18 17:39:32
287,1827,625,System Connection Interruption Ticket Reference Ref #287,IN_PROGRESS,MEDIUM,2023-07-03 10:00:31
288,2308,867,System Connection Interruption Ticket Reference Ref #288,IN_PROGRESS,HIGH,2022-05-16 23:44:36
289,137,457,System Connection Interruption Ticket Reference Ref #289,OPEN,LOW,2023-12-11 01:30:25
290,1131,1197,System Connection Interruption Ticket Reference Ref #290,IN_PROGRESS,MEDIUM,2022-09-03 09:59:09
291,206,501,System Connection Interruption Ticket Reference Ref #291,OPEN,HIGH,2023-03-17 23:57:14
292,1046,63,System Connection Interruption Ticket Reference Ref #292,OPEN,LOW,2023-10-01 18:15:10
293,783,913,System Connection Interruption Ticket Reference Ref #293,RESOLVED,LOW,2024-07-21 05:04:04
294,2090,839,System Connection Interruption Ticket Reference Ref #294,CLOSED,HIGH,2024-02-19 23:45:11
295,1030,187,System Connection Interruption Ticket Reference Ref #295,RESOLVED,HIGH,2024-07-30 05:24:09
296,6,1009,System Connection Interruption Ticket Reference Ref #296,IN_PROGRESS,MEDIUM,2025-12-06 21:10:49
297,1364,104,System Connection Interruption Ticket Reference Ref #297,IN_PROGRESS,MEDIUM,2024-10-08 17:46:33
298,890,4,System Connection Interruption Ticket Reference Ref #298,RESOLVED,CRITICAL,2022-03-11 01:49:49
299,1440,1141,System Connection Interruption Ticket Reference Ref #299,RESOLVED,MEDIUM,2024-07-12 08:22:19
300,365,81,System Connection Interruption Ticket Reference Ref #300,CLOSED,HIGH,2022-07-12 05:53:51
301,79,1029,System Connection Interruption Ticket Reference Ref #301,IN_PROGRESS,MEDIUM,2023-08-14 06:45:01
302,1251,1061,System Connection Interruption Ticket Reference Ref #302,CLOSED,HIGH,2023-12-02 02:30:20
303,55,1193,System Connection Interruption Ticket Reference Ref #303,IN_PROGRESS,MEDIUM,2025-09-07 18:26:15
304,869,829,System Connection Interruption Ticket Reference Ref #304,OPEN,LOW,2025-02-05 23:50:03
305,1438,615,System Connection Interruption Ticket Reference Ref #305,IN_PROGRESS,HIGH,2021-12-16 00:27:03
306,1545,829,System Connection Interruption Ticket Reference Ref #306,IN_PROGRESS,CRITICAL,2023-08-15 07:18:56
307,1465,346,System Connection Interruption Ticket Reference Ref #307,IN_PROGRESS,HIGH,2021-02-19 03:35:57
308,391,934,System Connection Interruption Ticket Reference Ref #308,IN_PROGRESS,MEDIUM,2022-07-19 22:54:13
309,1819,946,System Connection Interruption Ticket Reference Ref #309,RESOLVED,CRITICAL,2023-10-17 21:34:39
310,746,79,System Connection Interruption Ticket Reference Ref #310,RESOLVED,CRITICAL,2024-11-13 07:39:46
311,308,452,System Connection Interruption Ticket Reference Ref #311,IN_PROGRESS,MEDIUM,2022-12-30 08:51:14
312,1265,729,System Connection Interruption Ticket Reference Ref #312,OPEN,MEDIUM,2024-03-16 12:56:25
313,569,566,System Connection Interruption Ticket Reference Ref #313,RESOLVED,HIGH,2023-12-07 08:14:11
314,1464,120,System Connection Interruption Ticket Reference Ref #314,RESOLVED,LOW,2024-02-13 16:08:39
315,2058,113,System Connection Interruption Ticket Reference Ref #315,IN_PROGRESS,LOW,2024-11-12 08:10:07
316,1416,545,System Connection Interruption Ticket Reference Ref #316,CLOSED,HIGH,2023-08-10 02:12:55
317,1364,674,System Connection Interruption Ticket Reference Ref #317,OPEN,HIGH,2024-10-20 10:27:17
318,244,999,System Connection Interruption Ticket Reference Ref #318,CLOSED,MEDIUM,2021-05-17 01:53:40
319,2003,530,System Connection Interruption Ticket Reference Ref #319,CLOSED,LOW,2025-10-23 11:33:12
320,1511,501,System Connection Interruption Ticket Reference Ref #320,IN_PROGRESS,MEDIUM,2021-02-23 16:29:30
321,638,535,System Connection Interruption Ticket Reference Ref #321,IN_PROGRESS,CRITICAL,2025-03-26 08:31:12
322,1916,939,System Connection Interruption Ticket Reference Ref #322,CLOSED,HIGH,2023-02-21 18:19:11
323,762,485,System Connection Interruption Ticket Reference Ref #323,IN_PROGRESS,LOW,2025-07-19 09:39:27
324,632,499,System Connection Interruption Ticket Reference Ref #324,RESOLVED,CRITICAL,2022-08-20 07:48:43
325,266,417,System Connection Interruption Ticket Reference Ref #325,IN_PROGRESS,LOW,2021-02-24 21:37:34
326,195,852,System Connection Interruption Ticket Reference Ref #326,IN_PROGRESS,MEDIUM,2024-12-25 22:24:36
327,2289,302,System Connection Interruption Ticket Reference Ref #327,CLOSED,CRITICAL,2023-09-29 20:41:23
328,183,659,System Connection Interruption Ticket Reference Ref #328,OPEN,CRITICAL,2021-04-17 17:09:06
329,641,310,System Connection Interruption Ticket Reference Ref #329,OPEN,CRITICAL,2021-02-15 09:10:25
330,1341,462,System Connection Interruption Ticket Reference Ref #330,OPEN,CRITICAL,2021-12-18 01:05:39
331,1420,457,System Connection Interruption Ticket Reference Ref #331,OPEN,MEDIUM,2025-11-20 21:29:36
332,1300,752,System Connection Interruption Ticket Reference Ref #332,IN_PROGRESS,HIGH,2022-01-04 02:04:56
333,219,1157,System Connection Interruption Ticket Reference Ref #333,CLOSED,LOW,2021-02-21 01:05:03
334,1086,756,System Connection Interruption Ticket Reference Ref #334,CLOSED,HIGH,2023-06-23 09:31:35
335,976,848,System Connection Interruption Ticket Reference Ref #335,RESOLVED,LOW,2021-10-07 18:33:08
336,1825,347,System Connection Interruption Ticket Reference Ref #336,CLOSED,LOW,2023-01-21 04:06:57
337,1555,1162,System Connection Interruption Ticket Reference Ref #337,OPEN,HIGH,2021-02-13 22:30:36
338,2374,863,System Connection Interruption Ticket Reference Ref #338,OPEN,CRITICAL,2025-05-19 13:56:22
339,318,866,System Connection Interruption Ticket Reference Ref #339,RESOLVED,MEDIUM,2025-11-07 16:15:56
340,2211,484,System Connection Interruption Ticket Reference Ref #340,OPEN,CRITICAL,2023-07-02 19:13:02
341,692,397,System Connection Interruption Ticket Reference Ref #341,CLOSED,LOW,2025-01-31 01:39:32
342,2313,34,System Connection Interruption Ticket Reference Ref #342,OPEN,CRITICAL,2025-09-07 18:22:23
343,2498,518,System Connection Interruption Ticket Reference Ref #343,RESOLVED,CRITICAL,2025-02-21 18:07:10
344,899,1061,System Connection Interruption Ticket Reference Ref #344,OPEN,LOW,2023-05-14 14:35:35
345,1739,369,System Connection Interruption Ticket Reference Ref #345,RESOLVED,LOW,2022-03-24 15:05:40
346,2075,1175,System Connection Interruption Ticket Reference Ref #346,OPEN,HIGH,2024-08-05 20:19:30
347,913,1034,System Connection Interruption Ticket Reference Ref #347,OPEN,CRITICAL,2022-10-03 18:05:21
348,888,606,System Connection Interruption Ticket Reference Ref #348,OPEN,LOW,2024-10-10 10:38:49
349,1039,1017,System Connection Interruption Ticket Reference Ref #349,IN_PROGRESS,HIGH,2025-02-06 00:47:01
350,315,994,System Connection Interruption Ticket Reference Ref #350,RESOLVED,HIGH,2023-01-18 15:34:59
351,2140,768,System Connection Interruption Ticket Reference Ref #351,IN_PROGRESS,HIGH,2021-03-01 18:00:32
352,1586,1033,System Connection Interruption Ticket Reference Ref #352,RESOLVED,HIGH,2024-11-26 20:31:21
353,2313,784,System Connection Interruption Ticket Reference Ref #353,RESOLVED,MEDIUM,2024-04-24 04:33:26
354,1061,8,System Connection Interruption Ticket Reference Ref #354,RESOLVED,LOW,2021-06-28 13:26:59
355,269,745,System Connection Interruption Ticket Reference Ref #355,CLOSED,LOW,2023-08-08 06:33:01
356,2305,740,System Connection Interruption Ticket Reference Ref #356,OPEN,LOW,2023-04-08 21:49:50
357,209,634,System Connection Interruption Ticket Reference Ref #357,IN_PROGRESS,HIGH,2025-06-25 17:35:33
358,2490,886,System Connection Interruption Ticket Reference Ref #358,IN_PROGRESS,MEDIUM,2024-09-03 09:57:05
359,1362,1090,System Connection Interruption Ticket Reference Ref #359,OPEN,CRITICAL,2021-06-30 20:54:05
360,2412,514,System Connection Interruption Ticket Reference Ref #360,RESOLVED,HIGH,2025-04-11 19:59:39
361,640,519,System Connection Interruption Ticket Reference Ref #361,RESOLVED,MEDIUM,2025-03-07 17:23:05
362,2192,683,System Connection Interruption Ticket Reference Ref #362,IN_PROGRESS,LOW,2024-01-31 11:21:23
363,1345,431,System Connection Interruption Ticket Reference Ref #363,RESOLVED,LOW,2021-04-27 10:53:09
364,1048,605,System Connection Interruption Ticket Reference Ref #364,CLOSED,LOW,2021-11-08 08:15:42
365,652,521,System Connection Interruption Ticket Reference Ref #365,CLOSED,LOW,2025-01-20 10:40:35
366,743,291,System Connection Interruption Ticket Reference Ref #366,OPEN,LOW,2023-07-30 09:34:35
367,79,94,System Connection Interruption Ticket Reference Ref #367,CLOSED,CRITICAL,2024-09-08 04:31:04
368,2473,568,System Connection Interruption Ticket Reference Ref #368,RESOLVED,HIGH,2021-06-12 21:30:48
369,882,1085,System Connection Interruption Ticket Reference Ref #369,RESOLVED,HIGH,2022-03-17 20:58:23
370,2411,95,System Connection Interruption Ticket Reference Ref #370,IN_PROGRESS,LOW,2023-07-07 18:56:56
371,945,296,System Connection Interruption Ticket Reference Ref #371,RESOLVED,MEDIUM,2024-03-02 20:16:09
372,1000,435,System Connection Interruption Ticket Reference Ref #372,CLOSED,CRITICAL,2025-04-13 20:20:50
373,1148,29,System Connection Interruption Ticket Reference Ref #373,OPEN,CRITICAL,2023-07-25 14:08:43
374,1957,461,System Connection Interruption Ticket Reference Ref #374,OPEN,HIGH,2021-03-08 21:13:39
375,1025,1117,System Connection Interruption Ticket Reference Ref #375,RESOLVED,LOW,2021-08-07 21:59:37
376,1291,841,System Connection Interruption Ticket Reference Ref #376,RESOLVED,MEDIUM,2021-05-26 06:33:21
377,1488,674,System Connection Interruption Ticket Reference Ref #377,CLOSED,HIGH,2023-11-13 06:07:56
378,30,465,System Connection Interruption Ticket Reference Ref #378,OPEN,HIGH,2022-11-19 07:41:45
379,1693,556,System Connection Interruption Ticket Reference Ref #379,CLOSED,CRITICAL,2025-11-20 15:42:06
380,722,601,System Connection Interruption Ticket Reference Ref #380,IN_PROGRESS,HIGH,2024-10-30 01:51:48
381,1656,957,System Connection Interruption Ticket Reference Ref #381,CLOSED,CRITICAL,2025-04-13 03:14:41
382,1702,639,System Connection Interruption Ticket Reference Ref #382,OPEN,CRITICAL,2023-08-05 18:32:07
383,2435,1128,System Connection Interruption Ticket Reference Ref #383,CLOSED,HIGH,2023-08-01 17:32:18
384,951,864,System Connection Interruption Ticket Reference Ref #384,IN_PROGRESS,LOW,2021-04-01 21:51:22
385,1363,750,System Connection Interruption Ticket Reference Ref #385,CLOSED,LOW,2022-11-23 06:16:09
386,986,776,System Connection Interruption Ticket Reference Ref #386,OPEN,CRITICAL,2024-11-24 22:21:59
387,2288,690,System Connection Interruption Ticket Reference Ref #387,IN_PROGRESS,CRITICAL,2022-09-17 14:07:57
388,383,960,System Connection Interruption Ticket Reference Ref #388,IN_PROGRESS,CRITICAL,2022-02-01 22:22:06
389,970,639,System Connection Interruption Ticket Reference Ref #389,OPEN,HIGH,2025-07-01 23:06:15
390,2383,422,System Connection Interruption Ticket Reference Ref #390,OPEN,MEDIUM,2025-10-04 10:03:05
391,807,804,System Connection Interruption Ticket Reference Ref #391,CLOSED,CRITICAL,2022-05-02 13:57:39
392,1818,846,System Connection Interruption Ticket Reference Ref #392,CLOSED,LOW,2022-07-21 13:42:21
393,545,42,System Connection Interruption Ticket Reference Ref #393,OPEN,CRITICAL,2023-09-18 05:57:27
394,2103,645,System Connection Interruption Ticket Reference Ref #394,RESOLVED,LOW,2024-02-11 07:57:16
395,1665,1132,System Connection Interruption Ticket Reference Ref #395,IN_PROGRESS,CRITICAL,2024-08-09 02:49:21
396,435,796,System Connection Interruption Ticket Reference Ref #396,IN_PROGRESS,LOW,2021-11-09 10:11:10
397,280,1050,System Connection Interruption Ticket Reference Ref #397,IN_PROGRESS,LOW,2024-04-03 22:41:39
398,971,672,System Connection Interruption Ticket Reference Ref #398,RESOLVED,MEDIUM,2024-05-23 23:51:07
399,2481,840,System Connection Interruption Ticket Reference Ref #399,OPEN,MEDIUM,2022-07-29 10:11:44
400,191,206,System Connection Interruption Ticket Reference Ref #400,RESOLVED,CRITICAL,2025-12-04 10:09:07
401,775,364,System Connection Interruption Ticket Reference Ref #401,RESOLVED,LOW,2021-01-01 06:58:49
402,92,505,System Connection Interruption Ticket Reference Ref #402,IN_PROGRESS,LOW,2024-10-01 01:09:39
403,857,1023,System Connection Interruption Ticket Reference Ref #403,RESOLVED,HIGH,2021-12-22 10:38:23
404,410,168,System Connection Interruption Ticket Reference Ref #404,CLOSED,HIGH,2022-12-13 00:56:34
405,1669,930,System Connection Interruption Ticket Reference Ref #405,RESOLVED,HIGH,2025-03-09 19:47:37
406,2275,397,System Connection Interruption Ticket Reference Ref #406,OPEN,CRITICAL,2023-06-25 18:26:01
407,648,951,System Connection Interruption Ticket Reference Ref #407,CLOSED,MEDIUM,2024-06-18 01:41:39
408,1933,826,System Connection Interruption Ticket Reference Ref #408,CLOSED,CRITICAL,2025-03-24 13:48:06
409,1633,208,System Connection Interruption Ticket Reference Ref #409,RESOLVED,CRITICAL,2022-05-03 08:48:13
410,535,995,System Connection Interruption Ticket Reference Ref #410,OPEN,MEDIUM,2023-08-15 20:52:11
411,494,800,System Connection Interruption Ticket Reference Ref #411,IN_PROGRESS,LOW,2025-02-01 19:18:52
412,278,773,System Connection Interruption Ticket Reference Ref #412,RESOLVED,MEDIUM,2024-10-13 04:30:29
413,1028,506,System Connection Interruption Ticket Reference Ref #413,CLOSED,CRITICAL,2022-04-17 22:06:11
414,2367,1146,System Connection Interruption Ticket Reference Ref #414,RESOLVED,MEDIUM,2022-11-20 15:01:28
415,2020,85,System Connection Interruption Ticket Reference Ref #415,IN_PROGRESS,MEDIUM,2023-08-11 00:26:19
416,2486,423,System Connection Interruption Ticket Reference Ref #416,RESOLVED,LOW,2025-04-23 21:17:19
417,406,1017,System Connection Interruption Ticket Reference Ref #417,IN_PROGRESS,MEDIUM,2024-08-31 11:32:21
418,520,36,System Connection Interruption Ticket Reference Ref #418,RESOLVED,LOW,2025-09-09 09:16:13
419,788,281,System Connection Interruption Ticket Reference Ref #419,CLOSED,HIGH,2025-02-22 17:04:56
420,1541,989,System Connection Interruption Ticket Reference Ref #420,OPEN,HIGH,2024-08-14 19:39:49
421,142,258,System Connection Interruption Ticket Reference Ref #421,RESOLVED,MEDIUM,2025-10-24 21:04:35
422,740,179,System Connection Interruption Ticket Reference Ref #422,IN_PROGRESS,LOW,2024-12-02 12:17:20
423,2401,297,System Connection Interruption Ticket Reference Ref #423,OPEN,HIGH,2025-10-02 07:41:58
424,1927,1112,System Connection Interruption Ticket Reference Ref #424,IN_PROGRESS,HIGH,2021-10-29 03:28:52
425,411,422,System Connection Interruption Ticket Reference Ref #425,OPEN,HIGH,2024-06-30 06:43:46
426,1687,37,System Connection Interruption Ticket Reference Ref #426,IN_PROGRESS,HIGH,2025-07-14 23:42:33
427,503,940,System Connection Interruption Ticket Reference Ref #427,CLOSED,HIGH,2024-04-14 16:09:30
428,599,202,System Connection Interruption Ticket Reference Ref #428,OPEN,MEDIUM,2025-05-08 06:42:03
429,1536,187,System Connection Interruption Ticket Reference Ref #429,RESOLVED,HIGH,2023-07-07 13:43:09
430,2263,495,System Connection Interruption Ticket Reference Ref #430,IN_PROGRESS,CRITICAL,2021-12-09 01:04:30
431,1117,383,System Connection Interruption Ticket Reference Ref #431,OPEN,CRITICAL,2024-06-16 17:05:25
432,2223,340,System Connection Interruption Ticket Reference Ref #432,CLOSED,MEDIUM,2022-06-08 21:04:46
433,16,324,System Connection Interruption Ticket Reference Ref #433,RESOLVED,LOW,2022-06-13 21:28:13
434,120,135,System Connection Interruption Ticket Reference Ref #434,RESOLVED,CRITICAL,2023-12-26 00:14:58
435,1561,216,System Connection Interruption Ticket Reference Ref #435,RESOLVED,HIGH,2025-11-22 01:25:56
436,1853,331,System Connection Interruption Ticket Reference Ref #436,IN_PROGRESS,MEDIUM,2025-02-03 08:12:51
437,2198,1110,System Connection Interruption Ticket Reference Ref #437,IN_PROGRESS,CRITICAL,2025-09-02 15:01:52
438,675,1130,System Connection Interruption Ticket Reference Ref #438,RESOLVED,MEDIUM,2023-09-19 12:26:47
439,2440,916,System Connection Interruption Ticket Reference Ref #439,IN_PROGRESS,HIGH,2021-03-27 00:37:33
440,1163,441,System Connection Interruption Ticket Reference Ref #440,CLOSED,HIGH,2022-06-01 00:03:54
441,1971,22,System Connection Interruption Ticket Reference Ref #441,OPEN,CRITICAL,2023-11-25 17:35:19
442,2390,1156,System Connection Interruption Ticket Reference Ref #442,IN_PROGRESS,MEDIUM,2025-08-18 15:25:03
443,493,90,System Connection Interruption Ticket Reference Ref #443,CLOSED,HIGH,2022-03-15 17:45:34
444,1886,475,System Connection Interruption Ticket Reference Ref #444,RESOLVED,HIGH,2022-11-11 04:55:07
445,690,361,System Connection Interruption Ticket Reference Ref #445,OPEN,CRITICAL,2025-11-04 19:35:32
446,97,471,System Connection Interruption Ticket Reference Ref #446,OPEN,CRITICAL,2021-01-23 14:12:18
447,1376,29,System Connection Interruption Ticket Reference Ref #447,OPEN,CRITICAL,2024-12-24 02:36:15
448,1518,177,System Connection Interruption Ticket Reference Ref #448,IN_PROGRESS,HIGH,2022-02-12 00:21:41
449,1012,144,System Connection Interruption Ticket Reference Ref #449,IN_PROGRESS,MEDIUM,2023-01-25 04:27:13
450,1999,786,System Connection Interruption Ticket Reference Ref #450,RESOLVED,LOW,2024-05-13 15:00:16
451,1851,428,System Connection Interruption Ticket Reference Ref #451,RESOLVED,MEDIUM,2024-08-15 01:47:41
452,511,12,System Connection Interruption Ticket Reference Ref #452,OPEN,HIGH,2024-05-15 11:54:51
453,323,166,System Connection Interruption Ticket Reference Ref #453,IN_PROGRESS,MEDIUM,2022-07-26 08:17:02
454,784,164,System Connection Interruption Ticket Reference Ref #454,CLOSED,MEDIUM,2022-07-17 05:55:04
455,1493,9,System Connection Interruption Ticket Reference Ref #455,IN_PROGRESS,LOW,2022-04-29 18:55:13
456,506,1008,System Connection Interruption Ticket Reference Ref #456,OPEN,LOW,2025-03-28 15:18:42
457,883,516,System Connection Interruption Ticket Reference Ref #457,CLOSED,LOW,2025-10-10 12:27:21
458,2154,620,System Connection Interruption Ticket Reference Ref #458,CLOSED,LOW,2023-07-20 07:17:24
459,1098,849,System Connection Interruption Ticket Reference Ref #459,RESOLVED,LOW,2023-03-07 14:36:27
460,2303,498,System Connection Interruption Ticket Reference Ref #460,IN_PROGRESS,CRITICAL,2021-07-24 22:42:35
461,1118,482,System Connection Interruption Ticket Reference Ref #461,OPEN,HIGH,2021-02-01 21:00:44
462,1188,406,System Connection Interruption Ticket Reference Ref #462,RESOLVED,CRITICAL,2021-12-18 11:22:08
463,934,759,System Connection Interruption Ticket Reference Ref #463,CLOSED,CRITICAL,2024-07-27 00:10:53
464,58,400,System Connection Interruption Ticket Reference Ref #464,CLOSED,HIGH,2024-10-17 07:11:50
465,204,1175,System Connection Interruption Ticket Reference Ref #465,OPEN,HIGH,2024-03-14 05:30:32
466,2058,276,System Connection Interruption Ticket Reference Ref #466,CLOSED,CRITICAL,2021-03-08 00:59:10
467,1675,1183,System Connection Interruption Ticket Reference Ref #467,RESOLVED,HIGH,2022-07-21 12:02:01
468,767,1084,System Connection Interruption Ticket Reference Ref #468,CLOSED,LOW,2025-10-28 22:04:08
469,107,62,System Connection Interruption Ticket Reference Ref #469,OPEN,HIGH,2023-06-26 21:41:12
470,215,481,System Connection Interruption Ticket Reference Ref #470,CLOSED,LOW,2023-02-12 17:48:47
471,522,875,System Connection Interruption Ticket Reference Ref #471,OPEN,LOW,2022-10-12 12:47:50
472,215,226,System Connection Interruption Ticket Reference Ref #472,IN_PROGRESS,CRITICAL,2025-09-14 01:24:40
473,901,678,System Connection Interruption Ticket Reference Ref #473,OPEN,MEDIUM,2023-07-10 02:59:46
474,592,810,System Connection Interruption Ticket Reference Ref #474,RESOLVED,CRITICAL,2021-10-01 11:17:33
475,855,128,System Connection Interruption Ticket Reference Ref #475,IN_PROGRESS,MEDIUM,2025-04-23 14:00:35
476,1057,583,System Connection Interruption Ticket Reference Ref #476,IN_PROGRESS,HIGH,2023-06-19 08:40:32
477,67,365,System Connection Interruption Ticket Reference Ref #477,IN_PROGRESS,MEDIUM,2021-06-09 10:03:02
478,1220,1008,System Connection Interruption Ticket Reference Ref #478,CLOSED,LOW,2022-05-11 01:18:45
479,2350,314,System Connection Interruption Ticket Reference Ref #479,IN_PROGRESS,HIGH,2023-03-05 10:56:17
480,2176,50,System Connection Interruption Ticket Reference Ref #480,OPEN,HIGH,2021-06-20 19:33:24
481,1588,911,System Connection Interruption Ticket Reference Ref #481,IN_PROGRESS,LOW,2022-10-29 12:18:47
482,1266,1093,System Connection Interruption Ticket Reference Ref #482,RESOLVED,LOW,2021-11-25 18:59:03
483,1121,188,System Connection Interruption Ticket Reference Ref #483,RESOLVED,CRITICAL,2024-03-14 14:41:07
484,1149,811,System Connection Interruption Ticket Reference Ref #484,RESOLVED,CRITICAL,2021-05-18 01:37:37
485,1279,474,System Connection Interruption Ticket Reference Ref #485,OPEN,LOW,2021-09-06 15:10:51
486,626,682,System Connection Interruption Ticket Reference Ref #486,CLOSED,MEDIUM,2025-01-10 01:11:04
487,551,1192,System Connection Interruption Ticket Reference Ref #487,OPEN,HIGH,2021-09-12 19:47:54
488,975,272,System Connection Interruption Ticket Reference Ref #488,IN_PROGRESS,MEDIUM,2025-12-20 19:41:37
489,2473,328,System Connection Interruption Ticket Reference Ref #489,IN_PROGRESS,MEDIUM,2022-10-01 10:44:33
490,1684,1179,System Connection Interruption Ticket Reference Ref #490,IN_PROGRESS,LOW,2023-09-16 02:28:30
491,359,710,System Connection Interruption Ticket Reference Ref #491,RESOLVED,MEDIUM,2021-01-09 00:57:42
492,867,30,System Connection Interruption Ticket Reference Ref #492,OPEN,MEDIUM,2021-05-16 03:13:33
493,397,730,System Connection Interruption Ticket Reference Ref #493,RESOLVED,MEDIUM,2024-06-22 06:14:38
494,525,886,System Connection Interruption Ticket Reference Ref #494,OPEN,LOW,2023-04-26 07:40:06
495,1074,499,System Connection Interruption Ticket Reference Ref #495,RESOLVED,LOW,2025-01-10 19:35:58
496,1279,549,System Connection Interruption Ticket Reference Ref #496,IN_PROGRESS,MEDIUM,2021-12-30 17:07:44
497,390,902,System Connection Interruption Ticket Reference Ref #497,OPEN,LOW,2022-02-16 17:40:19
498,342,430,System Connection Interruption Ticket Reference Ref #498,OPEN,MEDIUM,2021-10-11 12:40:07
499,2277,853,System Connection Interruption Ticket Reference Ref #499,RESOLVED,LOW,2022-06-08 05:01:49
500,362,778,System Connection Interruption Ticket Reference Ref #500,CLOSED,LOW,2021-02-16 07:47:29
501,1665,458,System Connection Interruption Ticket Reference Ref #501,RESOLVED,CRITICAL,2021-10-20 17:43:15
502,501,948,System Connection Interruption Ticket Reference Ref #502,OPEN,CRITICAL,2022-07-17 15:53:42
503,684,426,System Connection Interruption Ticket Reference Ref #503,IN_PROGRESS,HIGH,2025-02-20 14:25:54
504,23,761,System Connection Interruption Ticket Reference Ref #504,OPEN,HIGH,2025-05-11 07:49:50
505,37,390,System Connection Interruption Ticket Reference Ref #505,CLOSED,LOW,2023-01-04 18:59:10
506,1055,270,System Connection Interruption Ticket Reference Ref #506,OPEN,LOW,2023-12-23 00:23:24
507,595,252,System Connection Interruption Ticket Reference Ref #507,CLOSED,LOW,2025-09-03 19:39:14
508,28,590,System Connection Interruption Ticket Reference Ref #508,RESOLVED,MEDIUM,2022-10-26 23:07:21
509,2194,230,System Connection Interruption Ticket Reference Ref #509,RESOLVED,HIGH,2021-11-04 22:23:17
510,1084,315,System Connection Interruption Ticket Reference Ref #510,OPEN,MEDIUM,2022-05-02 05:19:40
511,1720,333,System Connection Interruption Ticket Reference Ref #511,RESOLVED,LOW,2025-09-07 06:46:22
512,288,3,System Connection Interruption Ticket Reference Ref #512,CLOSED,CRITICAL,2022-04-03 00:38:42
513,2285,145,System Connection Interruption Ticket Reference Ref #513,RESOLVED,LOW,2025-07-12 07:35:27
514,2158,24,System Connection Interruption Ticket Reference Ref #514,CLOSED,HIGH,2023-05-11 06:34:34
515,444,58,System Connection Interruption Ticket Reference Ref #515,OPEN,HIGH,2021-02-07 19:13:56
516,782,646,System Connection Interruption Ticket Reference Ref #516,IN_PROGRESS,CRITICAL,2022-06-12 07:05:30
517,2046,880,System Connection Interruption Ticket Reference Ref #517,RESOLVED,LOW,2024-06-06 02:06:29
518,833,976,System Connection Interruption Ticket Reference Ref #518,IN_PROGRESS,LOW,2022-03-04 17:11:38
519,534,602,System Connection Interruption Ticket Reference Ref #519,CLOSED,MEDIUM,2022-10-12 14:20:15
520,1537,524,System Connection Interruption Ticket Reference Ref #520,CLOSED,CRITICAL,2021-10-04 11:14:03
521,1317,541,System Connection Interruption Ticket Reference Ref #521,OPEN,HIGH,2023-12-20 21:49:11
