order_id,customer_id,employee_id,channel_id,order_date,status,total_amount
896,620,1185,3,2023-12-14 19:55:27,PENDING,5781.84
897,1571,547,2,2024-05-25 03:59:08,PROCESSING,3835.0
898,2108,1181,2,2021-01-20 05:19:17,PROCESSING,7385.91
899,1533,954,3,2022-07-25 04:30:48,COMPLETED,4941.99
900,482,606,4,2024-08-24 09:08:08,PENDING,655.72
901,875,342,4,2021-12-26 05:32:09,PENDING,5575.22
902,621,47,4,2024-09-18 16:49:49,CANCELLED,13318.19
903,1443,423,2,2025-12-21 10:55:28,COMPLETED,4226.38
904,1189,681,1,2022-07-13 00:49:36,COMPLETED,5274.54
905,2035,837,2,2022-01-16 04:36:32,PENDING,16036.61
906,1964,564,1,2021-10-30 01:45:01,COMPLETED,5932.91
907,2090,1047,2,2024-11-01 07:18:08,PENDING,10121.99
908,788,433,1,2022-04-16 06:55:01,CANCELLED,5680.87
909,19,858,3,2021-01-19 09:35:59,COMPLETED,4561.37
910,1351,806,1,2022-08-22 11:45:17,SHIPPED,4100.04
911,2153,1123,4,2024-11-25 15:57:21,PENDING,3805.9
912,2371,285,4,2023-10-03 03:08:00,COMPLETED,15174.34
913,48,1163,4,2023-05-26 17:25:59,PENDING,657.61
914,1591,422,1,2025-10-03 22:10:23,PROCESSING,4126.69
915,135,634,1,2024-04-22 07:05:54,PROCESSING,4400.83
916,1789,244,3,2023-09-09 15:33:04,SHIPPED,446.71
917,828,32,1,2023-07-10 05:52:20,SHIPPED,6199.41
918,1738,1129,2,2023-05-31 20:40:26,SHIPPED,9971.1
919,742,1138,1,2023-03-09 19:10:14,SHIPPED,2060.37
920,1686,912,3,2021-03-06 11:09:46,PROCESSING,947.33
921,194,127,2,2025-06-24 01:26:39,CANCELLED,12056.4
922,1914,777,4,2024-08-31 22:46:15,PROCESSING,2894.88
923,572,265,2,2024-09-19 00:26:10,COMPLETED,8604.79
924,940,671,4,2021-08-10 07:29:47,SHIPPED,3037.52
925,776,1165,3,2024-09-20 21:54:09,PENDING,2219.81
926,1383,50,4,2025-08-23 20:55:16,PROCESSING,5518.8
927,200,44,1,2023-01-20 00:27:23,SHIPPED,1735.74
928,2016,1184,4,2022-05-24 16:11:46,SHIPPED,6598.67
929,892,532,1,2024-05-08 19:45:02,SHIPPED,14078.0
930,747,254,4,2022-12-29 13:05:18,PENDING,4021.74
931,1530,8,4,2022-08-30 11:05:35,SHIPPED,10762.0
932,726,777,2,2023-08-14 22:52:09,CANCELLED,8443.1
933,1163,248,2,2025-11-23 09:18:04,PROCESSING,3786.78
934,48,919,4,2025-01-07 10:03:01,COMPLETED,4703.16
935,1046,867,4,2024-06-18 11:36:21,SHIPPED,6076.08
936,2417,643,4,2023-10-22 21:04:32,PENDING,5060.05
937,2356,698,3,2022-08-28 17:34:27,PENDING,1703.17
938,36,1061,4,2024-02-07 04:53:06,PROCESSING,4979.31
939,1936,457,3,2021-02-25 18:58:23,COMPLETED,8476.25
940,1539,1190,4,2023-03-06 21:13:33,PENDING,1793.75
941,367,969,2,2025-03-11 13:55:18,CANCELLED,5992.35
942,968,1052,1,2024-09-02 08:40:26,SHIPPED,15763.55
943,969,282,3,2025-04-02 00:57:16,CANCELLED,12904.3
944,2497,511,3,2025-05-22 09:14:02,CANCELLED,10020.69
945,2238,235,2,2024-04-24 18:33:47,PROCESSING,11949.08
946,588,1154,1,2021-11-30 15:32:33,PROCESSING,7662.08
947,708,237,1,2024-06-28 23:13:52,SHIPPED,15166.4
948,1091,1021,2,2021-02-23 17:59:31,PROCESSING,3143.83
949,2051,253,3,2025-03-09 04:55:22,COMPLETED,11763.33
950,2065,427,1,2022-01-27 13:47:07,PENDING,10254.51
951,329,156,1,2022-06-08 20:27:02,PROCESSING,8285.02
952,2185,1070,1,2025-08-14 08:57:54,PENDING,6985.53
953,1844,424,3,2022-04-27 17:30:45,SHIPPED,4791.96
954,2386,569,1,2024-03-22 05:24:12,COMPLETED,9087.68
955,742,123,1,2025-01-15 08:24:53,SHIPPED,6406.0
956,80,1139,3,2022-02-19 04:28:28,COMPLETED,2874.45
957,1717,1109,1,2022-08-31 05:32:32,SHIPPED,5737.19
958,194,429,4,2021-01-07 08:37:00,COMPLETED,11654.64
959,54,829,1,2021-08-07 19:37:32,SHIPPED,7507.44
960,937,491,3,2024-09-03 04:27:44,PENDING,7016.22
961,1354,922,1,2024-11-27 05:04:57,PENDING,1279.18
962,397,70,2,2024-08-02 05:45:44,PENDING,2612.96
963,241,668,4,2023-05-19 03:07:35,SHIPPED,8372.88
964,133,425,2,2023-06-11 02:58:18,SHIPPED,4431.6
965,2203,518,1,2025-04-21 22:06:11,SHIPPED,11708.83
966,2287,1119,4,2023-12-13 11:45:08,PENDING,7625.2
967,48,1168,2,2021-07-22 19:46:14,CANCELLED,5146.88
968,843,1089,2,2021-09-27 14:00:44,PROCESSING,4225.92
969,1006,1056,3,2025-01-03 22:24:51,COMPLETED,1481.72
970,1132,346,1,2022-12-17 06:07:03,SHIPPED,10635.3
971,1147,190,3,2025-12-29 06:01:47,COMPLETED,16852.17
972,353,369,1,2023-09-16 15:02:11,COMPLETED,17536.33
973,1061,751,1,2024-08-04 11:23:44,PROCESSING,2391.75
974,423,365,4,2022-11-23 13:42:51,SHIPPED,3356.45
975,683,572,1,2023-11-09 11:37:26,SHIPPED,723.31
976,1903,729,3,2023-10-01 11:30:39,PENDING,14145.56
977,1706,48,4,2024-02-24 12:04:45,PROCESSING,2790.11
978,2348,100,1,2022-08-03 22:23:19,PROCESSING,13569.87
979,1891,218,3,2023-04-21 12:01:01,COMPLETED,11487.46
980,2077,686,1,2021-12-07 21:06:45,PROCESSING,2761.48
981,704,179,1,2024-11-19 13:47:10,PROCESSING,7289.3
982,2269,729,2,2021-02-06 05:10:03,COMPLETED,2537.56
983,248,246,4,2022-12-23 07:18:01,SHIPPED,8561.77
984,1309,84,3,2025-11-01 05:28:22,COMPLETED,14692.51
985,1751,248,1,2025-10-29 17:30:21,PROCESSING,19760.88
986,2033,1132,3,2022-08-13 09:50:49,PENDING,8884.98
987,2136,620,3,2023-04-22 16:31:04,SHIPPED,12027.78
988,1997,900,2,2023-03-05 15:55:13,SHIPPED,605.58
989,1352,313,4,2025-02-26 01:36:36,PENDING,5124.8
990,575,929,3,2021-08-15 12:26:57,COMPLETED,9345.02
991,1406,1079,3,2024-10-14 00:36:25,COMPLETED,8188.13
992,1024,529,4,2024-01-23 18:26:46,PROCESSING,8334.06
993,1762,1031,1,2021-05-25 19:24:45,SHIPPED,6043.84
994,1245,492,4,2023-10-17 03:42:26,CANCELLED,16350.57
995,2283,350,4,2021-09-06 23:00:06,CANCELLED,13862.13
996,337,200,4,2025-10-17 12:19:07,SHIPPED,10311.93
997,48,195,4,2025-04-10 08:12:13,PENDING,12508.94
998,1010,659,2,2021-01-09 14:41:10,PENDING,15440.42
999,222,26,3,2021-06-29 19:55:03,CANCELLED,4276.94
1000,1337,611,3,2023-05-03 09:35:57,SHIPPED,68.14
1001,2239,765,2,2024-09-04 17:53:16,PROCESSING,3015.49
1002,131,21,3,2025-06-08 15:04:57,CANCELLED,1385.54
1003,799,1044,2,2024-11-05 09:58:11,PENDING,6118.47
1004,1743,67,1,2025-02-04 17:25:05,CANCELLED,2168.1
1005,1487,168,3,2021-07-01 09:18:33,PENDING,3452.77
1006,911,736,1,2024-11-21 16:43:08,PENDING,5093.0
1007,1759,1102,2,2025-07-04 18:24:23,SHIPPED,2401.36
1008,2469,52,1,2023-02-24 11:45:24,CANCELLED,8324.18
1009,1904,115,1,2021-07-12 19:45:48,PENDING,13285.15
1010,1612,367,3,2024-10-02 14:18:40,PENDING,294.88
1011,242,324,2,2024-05-07 02:14:58,PENDING,5063.88
1012,379,263,1,2022-08-19 04:50:17,PENDING,8922.89
1013,1137,1170,1,2021-03-30 19:47:49,SHIPPED,7490.89
1014,2213,261,2,2023-06-11 10:03:25,COMPLETED,211.44
1015,1132,1003,3,2022-07-13 15:40:58,CANCELLED,12874.35
1016,1130,499,4,2022-01-15 07:36:57,COMPLETED,306.45
1017,165,753,4,2024-08-08 06:11:37,PROCESSING,2038.95
1018,841,556,4,2024-07-14 20:19:58,SHIPPED,6552.15
1019,820,885,4,2023-10-06 11:31:00,PENDING,6679.15
1020,1398,224,1,2021-05-03 18:21:20,CANCELLED,415.96
1021,1229,716,1,2025-02-15 23:35:19,SHIPPED,268.6
1022,2077,766,2,2021-09-10 15:00:37,PROCESSING,10623.8
1023,1021,405,4,2025-06-20 17:47:36,CANCELLED,4716.27
1024,926,61,4,2022-03-01 16:33:06,COMPLETED,5874.87
1025,1824,529,3,2024-02-07 14:11:40,COMPLETED,4942.13
1026,991,1105,3,2021-05-29 12:34:05,PROCESSING,14413.85
1027,1746,193,2,2023-06-29 03:50:54,CANCELLED,9398.18
1028,2286,105,4,2021-05-23 08:12:58,PENDING,17683.88
1029,1458,808,1,2023-12-11 03:17:22,COMPLETED,12063.1
1030,1982,41,1,2021-12-03 00:01:29,COMPLETED,682.57
1031,1682,191,2,2021-11-09 13:21:06,PROCESSING,4424.42
1032,2324,249,4,2021-05-08 11:53:05,COMPLETED,7503.86
1033,903,750,3,2022-11-30 18:45:00,CANCELLED,6513.2
1034,2407,381,2,2021-11-11 15:11:03,CANCELLED,2171.77
1035,2140,230,4,2025-12-29 07:20:53,PENDING,964.41
1036,1214,585,2,2021-04-03 10:43:06,PENDING,11046.69
1037,456,169,1,2025-06-12 10:41:14,CANCELLED,262.49
1038,979,182,4,2023-07-16 10:32:54,PENDING,1700.51
1039,454,1135,3,2023-10-05 14:57:39,CANCELLED,15888.94
1040,2200,463,1,2023-08-18 19:06:00,SHIPPED,16366.58
1041,2009,1003,2,2025-07-19 19:30:49,SHIPPED,3693.57
1042,1136,760,4,2021-12-27 07:01:24,PROCESSING,16857.07
1043,778,633,1,2025-09-06 03:45:46,PROCESSING,3290.63
1044,2047,765,2,2021-06-05 16:36:45,PROCESSING,7211.5
1045,875,935,2,2023-02-23 13:28:19,CANCELLED,12061.1
1046,1487,1173,4,2022-08-26 13:24:14,COMPLETED,10581.08
1047,1961,1013,2,2022-12-01 01:15:35,PROCESSING,8822.54
1048,2143,780,3,2021-03-09 18:42:16,PROCESSING,18306.88
1049,1643,1020,1,2025-10-26 20:30:33,SHIPPED,4978.78
1050,1152,697,3,2023-03-29 08:18:03,COMPLETED,3822.37
1051,1819,582,1,2023-04-03 15:34:28,PENDING,5668.41
1052,884,1047,2,2022-07-29 08:09:50,PROCESSING,1735.58
1053,1903,348,3,2022-11-08 03:15:25,PENDING,9859.77
1054,1823,828,1,2021-08-18 21:49:19,PENDING,3487.4
1055,991,603,2,2024-02-24 08:49:07,COMPLETED,9854.21
1056,614,884,3,2024-08-12 15:51:41,PROCESSING,2793.94
1057,965,497,2,2022-05-19 17:58:00,CANCELLED,1708.55
1058,312,517,2,2022-09-26 12:05:26,SHIPPED,5744.16
1059,1366,925,1,2025-02-23 07:47:46,CANCELLED,5066.01
1060,2027,868,1,2023-08-22 18:57:09,SHIPPED,10273.15
1061,590,555,2,2022-09-19 09:47:49,PROCESSING,2028.06
1062,1131,982,3,2024-11-03 03:53:37,CANCELLED,17940.62
1063,1153,839,1,2025-08-26 07:23:09,PROCESSING,3279.96
1064,1880,735,3,2022-12-07 00:47:56,COMPLETED,11294.29
1065,111,247,3,2022-11-22 07:29:40,COMPLETED,3683.8
1066,778,953,1,2022-05-09 06:19:28,CANCELLED,17446.65
1067,447,1074,2,2021-06-04 11:02:32,CANCELLED,420.07
1068,374,543,2,2023-08-11 07:12:57,PROCESSING,3137.45
1069,685,700,4,2021-03-15 01:31:18,CANCELLED,9869.62
1070,1092,380,3,2023-12-21 03:27:21,CANCELLED,1704.58
1071,2040,551,1,2024-01-30 11:46:25,COMPLETED,1641.29
1072,216,468,1,2023-10-19 09:28:49,COMPLETED,20013.2
1073,638,286,1,2024-08-20 04:35:31,PENDING,10714.92
1074,2220,288,4,2021-08-02 10:13:41,SHIPPED,12753.5
1075,2235,29,3,2022-05-28 18:40:00,COMPLETED,764.88
1076,775,1078,2,2024-04-22 04:56:14,SHIPPED,7118.59
1077,1108,881,3,2025-10-08 05:54:25,PENDING,20772.53
1078,811,398,3,2021-05-29 17:34:22,SHIPPED,731.01
1079,51,536,3,2023-02-11 13:32:20,CANCELLED,6661.81
1080,1014,851,4,2025-09-03 03:23:45,PENDING,12024.61
1081,621,803,1,2024-05-10 16:57:48,SHIPPED,4571.32
1082,379,463,1,2022-12-20 11:32:41,SHIPPED,26873.63
1083,179,314,2,2021-05-10 05:35:50,PENDING,3235.8
1084,1265,529,4,2024-02-19 01:33:54,COMPLETED,6969.42
1085,1384,49,2,2024-01-05 18:55:56,PROCESSING,953.27
1086,1590,28,2,2025-12-25 18:54:14,PENDING,3077.67
1087,2337,899,3,2025-01-24 08:33:26,PROCESSING,4583.74
1088,1807,521,4,2024-06-12 08:37:13,CANCELLED,15922.69
1089,2461,421,4,2024-01-03 22:03:24,PROCESSING,4047.72
1090,278,536,1,2025-03-17 18:34:33,SHIPPED,3842.89
1091,2110,995,2,2025-01-01 11:28:50,COMPLETED,16238.81
1092,1412,108,2,2022-02-04 21:48:02,PROCESSING,1284.03
1093,1727,967,2,2023-06-13 14:04:43,PENDING,12206.3
1094,1030,43,4,2024-07-11 16:31:13,PENDING,7981.27
1095,1807,979,1,2022-12-25 11:29:42,CANCELLED,9641.82
1096,1492,73,4,2024-02-01 22:27:31,COMPLETED,6622.81
1097,412,644,1,2024-02-01 14:29:20,SHIPPED,5274.48
1098,949,893,4,2024-02-17 15:58:48,COMPLETED,7716.35
1099,670,740,2,2024-10-24 16:50:25,SHIPPED,2094.82
1100,1165,697,4,2024-07-29 06:56:44,COMPLETED,138.49
1101,1225,428,4,2023-05-16 08:51:45,PROCESSING,6749.77
1102,820,258,3,2021-02-16 15:32:09,PROCESSING,22441.59
1103,225,863,1,2023-02-03 01:05:26,PENDING,14515.5
1104,1460,350,4,2024-12-30 20:57:37,COMPLETED,2889.29
1105,747,626,1,2025-06-04 07:59:25,SHIPPED,739.96
1106,2250,168,2,2023-06-29 15:32:22,CANCELLED,4666.37
1107,536,1077,2,2022-09-27 08:30:07,SHIPPED,11187.17
1108,2394,766,3,2025-08-09 23:35:15,COMPLETED,1222.68
1109,2227,1157,2,2022-09-10 14:42:51,CANCELLED,15716.63
1110,1954,223,4,2025-06-05 15:18:57,SHIPPED,7028.3
1111,1274,657,1,2023-03-16 14:11:19,CANCELLED,7713.5
1112,1613,683,4,2025-11-10 16:58:28,SHIPPED,14640.03
1113,316,944,4,2021-05-06 21:34:19,COMPLETED,6827.13
1114,1253,66,1,2025-04-27 06:07:55,PROCESSING,13019.57
1115,800,683,3,2024-10-05 16:09:39,CANCELLED,7335.77
1116,1094,156,3,2021-03-20 16:13:56,PENDING,12345.76
1117,1790,1141,1,2021-10-10 05:38:04,SHIPPED,5897.46
1118,472,320,4,2021-11-06 17:20:46,PENDING,113.85
1119,1908,155,3,2025-01-22 06:49:31,PENDING,8103.01
1120,633,197,2,2023-02-10 14:18:46,PENDING,912.03
1121,542,919,2,2022-04-05 17:09:47,SHIPPED,10918.15
1122,1469,743,3,2022-09-28 10:39:05,PROCESSING,16998.08
1123,51,140,2,2024-01-16 17:04:05,COMPLETED,8745.52
1124,117,692,2,2022-01-29 04:36:48,SHIPPED,12796.28
1125,2430,311,4,2021-04-27 13:02:36,CANCELLED,8590.55
1126,1910,633,3,2024-12-27 05:26:57,COMPLETED,12859.77
1127,1353,808,4,2021-06-18 12:16:09,PROCESSING,10773.68
1128,803,108,1,2025-10-16 02:41:43,COMPLETED,11652.78
1129,1245,946,2,2025-08-25 03:23:33,COMPLETED,15288.93
1130,2113,752,3,2021-05-23 18:24:56,PROCESSING,2475.04
1131,1717,14,1,2025-07-10 22:55:11,CANCELLED,5377.76
1132,2285,841,4,2024-12-14 02:54:03,PENDING,10789.49
1133,1912,1084,4,2023-08-14 16:37:22,CANCELLED,6611.68
1134,2297,54,3,2024-09-21 19:03:04,CANCELLED,10741.99
1135,1931,705,3,2025-05-21 23:05:40,CANCELLED,25398.63
1136,2062,481,2,2025-11-08 05:58:42,SHIPPED,8527.2
1137,609,495,3,2021-08-04 17:57:48,SHIPPED,9278.68
1138,208,1188,3,2023-07-26 07:56:04,CANCELLED,6748.01
1139,1778,7,1,2022-01-09 22:48:07,SHIPPED,17968.98
1140,2291,104,1,2024-10-24 19:07:59,PENDING,5306.98
1141,1247,1198,4,2022-07-09 19:26:45,PENDING,3526.02
1142,1646,1116,2,2021-10-31 09:19:26,PROCESSING,6533.52
1143,2483,393,3,2025-02-15 17:46:19,SHIPPED,1272.41
1144,225,713,2,2023-11-23 07:32:34,PROCESSING,17744.68
1145,1416,738,3,2024-03-27 09:50:12,CANCELLED,13656.3
1146,1072,162,1,2023-07-16 01:28:07,COMPLETED,9251.51
1147,528,1135,2,2022-12-20 08:10:55,PENDING,14641.76
1148,2349,84,1,2024-07-23 18:31:47,COMPLETED,7625.28
1149,1163,448,4,2025-02-12 15:54:08,CANCELLED,16265.04
1150,1100,515,1,2023-08-03 01:03:18,COMPLETED,4444.62
1151,415,440,3,2021-01-01 16:24:46,CANCELLED,2484.31
1152,1511,825,3,2025-09-01 13:56:13,PENDING,16048.93
1153,889,612,4,2024-10-23 01:52:31,PENDING,11873.88
1154,1243,353,2,2022-09-12 21:31:14,PROCESSING,6463.2
1155,2170,418,1,2024-11-23 17:43:11,COMPLETED,451.61
1156,654,644,1,2022-01-19 10:19:16,CANCELLED,3301.43
1157,1875,1119,2,2024-02-07 06:10:00,PENDING,201.33
1158,13,946,2,2022-10-24 16:29:14,PROCESSING,13537.74
1159,2116,387,2,2021-11-15 14:22:33,CANCELLED,6480.9
1160,458,885,1,2024-08-01 02:28:57,SHIPPED,32221.48
1161,1511,181,4,2023-10-23 02:16:40,COMPLETED,3645.68
1162,848,995,3,2025-11-09 11:12:22,PROCESSING,4179.84
1163,2274,1016,4,2025-10-03 16:38:55,COMPLETED,13330.3
1164,466,913,3,2023-01-06 14:22:59,PENDING,7385.47
1165,288,285,3,2021-09-21 10:13:42,PENDING,18281.53
1166,1625,116,1,2025-08-10 06:46:44,COMPLETED,6143.16
1167,539,33,4,2022-02-28 14:06:22,PENDING,7011.07
1168,707,789,3,2021-05-10 08:27:10,CANCELLED,5503.09
1169,2417,856,1,2023-05-24 21:19:59,SHIPPED,10167.97
1170,2493,870,4,2023-11-06 22:46:47,CANCELLED,14668.66
1171,1413,832,2,2021-01-10 05:58:21,PROCESSING,19103.74
1172,1159,1057,1,2024-01-21 14:03:15,CANCELLED,3926.72
1173,1222,996,1,2025-08-31 03:52:31,CANCELLED,12959.98
1174,80,185,1,2023-01-28 02:12:10,CANCELLED,558.72
1175,970,1190,2,2024-02-27 20:29:31,SHIPPED,9202.27
1176,1387,495,4,2022-12-21 03:28:30,PENDING,6691.88
1177,1568,33,1,2022-08-26 23:59:22,PROCESSING,15498.01
1178,695,1111,2,2022-01-02 13:58:39,PENDING,18660.13
1179,2045,980,3,2021-07-14 19:46:56,PROCESSING,10057.63
1180,445,909,2,2022-03-07 16:17:11,PROCESSING,9414.26
1181,200,18,4,2024-03-11 08:59:58,SHIPPED,13580.97
1182,214,587,4,2023-02-14 03:26:01,PENDING,8621.3
1183,261,246,2,2025-05-07 22:26:20,SHIPPED,13648.9
1184,2487,378,4,2025-07-17 11:39:32,SHIPPED,12651.81
1185,442,893,4,2023-07-07 01:18:30,PENDING,648.51
1186,1151,1141,1,2023-02-25 17:41:38,PENDING,11891.62
1187,2140,531,3,2022-03-05 05:48:52,PROCESSING,169.7
1188,416,940,2,2025-01-29 04:21:40,PROCESSING,2127.06
1189,1554,654,4,2023-03-03 17:12:57,PENDING,1277.3
1190,1047,217,2,2025-12-05 12:00:43,CANCELLED,5294.09
1191,2154,177,3,2022-09-12 23:38:28,PROCESSING,14177.29
1192,1810,920,1,2021-05-10 19:57:11,PROCESSING,5322.67
1193,639,1011,4,2025-01-31 18:33:55,SHIPPED,12516.51
1194,2277,627,1,2022-12-01 09:12:32,COMPLETED,14125.71
1195,560,963,3,2023-10-16 02:45:22,CANCELLED,19471.62
1196,209,534,4,2025-05-26 00:15:42,CANCELLED,15864.76
1197,185,826,2,2024-10-26 00:16:54,CANCELLED,622.28
1198,89,285,4,2021-10-12 01:15:20,SHIPPED,2912.93
1199,873,221,3,2023-09-24 05:49:33,PENDING,8631.83
1200,771,339,3,2023-08-16 05:28:27,SHIPPED,12268.22
1201,445,895,1,2022-09-01 22:10:26,COMPLETED,2425.99
1202,2361,170,1,2025-02-15 04:31:56,PENDING,7271.87
1203,1737,490,4,2023-06-18 09:54:54,SHIPPED,8641.48
1204,2246,148,1,2023-05-13 20:20:32,CANCELLED,9250.33
1205,830,596,3,2025-08-31 13:10:16,COMPLETED,1577.04
1206,1715,729,3,2025-05-20 10:55:37,SHIPPED,3672.5
1207,1949,1002,2,2023-08-17 16:44:05,PROCESSING,7711.33
1208,1094,165,2,2023-04-05 06:24:42,COMPLETED,7433.78
1209,2228,729,1,2025-07-09 00:32:33,CANCELLED,578.68
1210,841,625,3,2022-11-25 18:10:10,CANCELLED,6858.88
1211,339,489,4,2022-12-27 18:57:55,PROCESSING,15320.98
1212,478,540,4,2022-10-20 22:05:16,PENDING,3979.43
1213,122,352,3,2021-08-16 14:12:29,CANCELLED,1710.46
1214,301,709,4,2024-06-08 08:21:36,COMPLETED,8681.59
1215,818,718,3,2024-10-03 21:29:32,CANCELLED,12525.22
1216,83,776,1,2023-08-10 09:09:14,SHIPPED,10338.94
1217,756,789,1,2023-11-11 22:24:07,COMPLETED,14325.28
1218,964,1156,2,2021-05-16 05:09:12,PENDING,5342.4
1219,2488,1140,3,2025-02-22 09:42:04,PROCESSING,3968.42
1220,420,1136,2,2021-05-30 07:58:00,CANCELLED,10487.79
1221,2054,72,4,2022-02-15 07:12:00,COMPLETED,7383.09
1222,695,959,3,2025-12-26 06:10:59,PROCESSING,3417.81
1223,818,832,4,2022-12-15 17:55:40,PENDING,2425.35
1224,1496,606,2,2022-02-28 02:52:23,SHIPPED,9202.04
1225,1489,602,2,2024-07-01 08:40:33,CANCELLED,6853.92
1226,751,625,2,2022-08-18 01:35:46,CANCELLED,3785.12
1227,1954,782,2,2023-04-13 13:20:17,PROCESSING,12574.82
1228,2487,886,4,2021-10-15 02:29:34,COMPLETED,5817.36
1229,63,962,3,2024-02-01 16:59:44,SHIPPED,9281.03
1230,1552,171,3,2024-12-05 14:14:20,SHIPPED,2013.43
1231,808,466,4,2025-11-04 01:30:45,CANCELLED,19148.01
1232,1850,913,1,2022-07-18 18:32:02,PENDING,6054.24
1233,1228,382,4,2025-08-24 23:38:57,COMPLETED,2220.74
1234,1662,189,2,2025-10-29 13:51:19,CANCELLED,11920.14
1235,1324,279,2,2021-09-05 07:47:57,SHIPPED,13366.91
1236,1905,266,1,2022-05-23 17:25:48,PROCESSING,1470.6
1237,2110,178,4,2025-09-10 22:57:50,SHIPPED,15504.72
1238,1182,753,1,2024-11-05 04:03:22,CANCELLED,10942.89
1239,1101,978,4,2024-08-02 02:15:17,SHIPPED,15425.94
1240,1014,635,1,2021-05-30 09:41:54,CANCELLED,7262.6
1241,1354,832,4,2021-04-01 13:37:14,SHIPPED,9956.91
1242,1026,18,2,2021-02-26 19:24:58,PROCESSING,7995.2
1243,751,1078,3,2021-08-25 16:47:37,CANCELLED,13590.88
1244,1989,196,1,2022-10-23 15:48:31,PROCESSING,18779.43
1245,1413,1053,1,2024-03-31 17:56:01,CANCELLED,7744.41
1246,725,952,3,2022-12-03 23:14:34,COMPLETED,17111.25
1247,594,459,4,2023-09-12 01:36:57,PROCESSING,9855.73
1248,892,452,3,2021-04-28 18:07:58,PROCESSING,29144.32
1249,82,684,1,2021-11-15 05:27:58,PENDING,446.24
1250,371,625,4,2023-09-04 01:07:46,PROCESSING,19724.36
1251,843,1,3,2023-12-11 13:18:37,CANCELLED,6784.07
1252,188,169,2,2023-04-29 10:45:23,CANCELLED,7701.51
1253,1743,191,1,2022-10-21 01:21:31,CANCELLED,20219.3
1254,1765,643,1,2024-03-10 15:06:49,COMPLETED,1302.06
1255,2015,305,3,2021-05-11 10:17:41,PROCESSING,15299.89
1256,1953,554,4,2023-08-21 10:40:36,PROCESSING,6374.09
1257,844,530,2,2022-09-30 03:21:29,COMPLETED,4476.44
1258,1864,1034,4,2021-01-21 01:31:30,PROCESSING,8170.28
1259,717,340,4,2024-08-15 06:25:39,COMPLETED,10411.59
1260,1043,326,4,2021-02-05 16:19:10,PENDING,2645.57
1261,2295,211,2,2025-05-09 13:36:55,SHIPPED,10445.16
1262,178,310,2,2021-10-31 18:31:47,PROCESSING,5530.04
1263,2170,1100,4,2024-04-08 20:18:51,SHIPPED,5197.14
1264,2278,60,4,2023-08-11 12:21:37,COMPLETED,18157.71
1265,1154,1029,2,2024-01-24 13:48:08,COMPLETED,3410.26
1266,1997,260,1,2022-01-04 13:53:24,CANCELLED,317.12
1267,2391,877,3,2023-05-03 00:05:05,PROCESSING,4171.75
1268,2026,33,2,2025-01-24 08:32:11,SHIPPED,12953.0
1269,2188,386,3,2025-01-31 06:17:33,SHIPPED,5578.8
1270,2435,305,1,2024-12-03 13:02:02,CANCELLED,4895.32
1271,809,441,3,2025-06-21 18:32:41,COMPLETED,4124.73
1272,301,72,1,2023-07-01 03:37:38,PENDING,4187.92
1273,1872,666,4,2023-01-19 14:46:50,CANCELLED,3818.18
1274,975,910,3,2024-04-30 00:39:17,PROCESSING,3790.18
1275,335,792,3,2022-07-12 07:08:13,COMPLETED,11804.97
1276,1139,954,4,2025-05-26 08:25:39,COMPLETED,16128.44
1277,1005,35,3,2024-12-21 04:15:11,CANCELLED,9385.6
1278,2306,215,2,2024-12-24 16:19:58,SHIPPED,1441.34
1279,648,175,2,2025-08-01 13:57:34,SHIPPED,4784.15
1280,2450,667,1,2025-01-20 00:04:12,CANCELLED,1335.17
1281,17,1026,4,2023-07-04 03:28:28,PROCESSING,11064.08
1282,1481,1175,1,2022-01-06 15:38:04,PROCESSING,7269.66
1283,293,942,3,2025-04-29 23:35:06,PROCESSING,4973.33
1284,171,7,1,2025-03-29 02:17:47,SHIPPED,6451.5
1285,824,209,4,2024-03-13 05:56:41,SHIPPED,891.57
1286,2389,757,3,2023-06-27 01:07:54,CANCELLED,13170.78
1287,806,731,4,2024-04-10 10:53:32,SHIPPED,5702.62
1288,1711,187,3,2025-11-16 07:07:56,CANCELLED,7309.46
1289,2315,468,1,2025-05-02 19:16:34,PROCESSING,897.77
1290,199,58,2,2024-07-17 07:41:34,PENDING,13237.64
1291,1638,946,2,2025-09-24 03:10:31,SHIPPED,14164.26
1292,115,194,1,2023-01-12 19:37:23,SHIPPED,7973.42
1293,999,893,1,2023-10-04 11:51:10,SHIPPED,3781.73
1294,299,402,4,2022-08-06 08:13:17,COMPLETED,9335.54
1295,1731,474,4,2024-12-15 00:01:01,CANCELLED,18286.1
1296,2331,874,3,2022-05-20 11:02:39,COMPLETED,784.49
1297,1604,293,1,2023-04-16 16:16:08,SHIPPED,15131.89
1298,93,1114,4,2025-09-23 18:11:54,CANCELLED,12138.2
1299,1937,598,2,2023-10-30 19:24:12,COMPLETED,4152.37
1300,1911,574,4,2023-05-22 20:41:15,PENDING,1296.95
1301,40,999,4,2022-07-04 00:15:03,PENDING,1303.0
1302,717,1134,2,2024-05-06 02:49:31,COMPLETED,8894.03
1303,2396,1026,1,2025-11-17 18:39:38,PENDING,3496.98
1304,420,880,3,2022-08-21 01:48:32,PENDING,5457.69
1305,2358,1200,1,2025-09-27 18:09:10,PROCESSING,6617.09
