order_id,item_id,product_id,quantity,unit_price,discount
839,1,465,5,986.8,0.05
839,2,385,9,363.97,0.0
840,1,758,2,842.91,0.15
840,2,1157,7,800.0,0.15
840,3,1334,9,414.62,0.0
841,1,813,7,1138.54,0.1
842,1,199,3,460.88,0.15
842,2,1220,5,884.03,0.0
842,3,140,2,8.55,0.1
842,4,185,3,1055.86,0.0
843,1,1421,10,808.45,0.15
843,2,405,3,1154.68,0.15
844,1,216,2,43.0,0.15
844,2,605,7,326.13,0.15
844,3,454,8,976.61,0.0
844,4,858,8,665.26,0.1
845,1,984,8,572.04,0.15
845,2,690,10,318.31,0.0
845,3,20,9,597.69,0.0
846,1,975,8,1042.83,0.05
846,2,295,4,773.32,0.1
847,1,152,3,522.32,0.0
847,2,1194,6,1090.7,0.0
848,1,515,7,922.64,0.0
848,2,956,2,703.94,0.15
848,3,1068,8,866.2,0.15
848,4,753,6,1073.66,0.05
849,1,1343,7,389.42,0.05
849,2,540,4,145.7,0.15
849,3,693,8,1215.8,0.05
850,1,342,10,198.21,0.05
850,2,1183,10,774.0,0.0
850,3,502,8,1098.06,0.1
851,1,753,7,1073.66,0.05
851,2,559,7,355.94,0.05
852,1,809,8,662.23,0.1
852,2,1439,8,887.65,0.15
852,3,112,7,14.98,0.15
852,4,57,1,576.98,0.05
853,1,121,3,275.4,0.15
854,1,890,8,864.26,0.0
854,2,794,10,542.57,0.0
854,3,921,1,480.35,0.0
854,4,288,6,964.7,0.0
855,1,234,1,1017.23,0.0
855,2,289,1,1102.85,0.05
855,3,683,3,197.9,0.0
856,1,1049,4,791.1,0.15
856,2,1041,3,98.44,0.15
856,3,1217,1,828.97,0.1
856,4,575,6,372.15,0.0
857,1,755,6,70.79,0.15
857,2,457,9,113.05,0.1
857,3,491,2,1100.33,0.0
857,4,848,10,873.21,0.1
858,1,688,7,484.14,0.0
858,2,511,2,203.42,0.15
858,3,1213,8,839.38,0.15
858,4,573,5,482.82,0.1
859,1,736,7,159.25,0.15
859,2,163,8,846.17,0.1
860,1,978,4,458.74,0.15
860,2,1143,5,149.38,0.0
861,1,895,7,781.8,0.05
861,2,809,1,662.23,0.05
862,1,295,8,773.32,0.0
862,2,1151,5,535.91,0.0
862,3,943,1,241.27,0.0
862,4,1311,3,608.25,0.1
863,1,983,6,74.12,0.15
863,2,148,1,1008.98,0.1
863,3,781,8,746.21,0.15
864,1,1179,2,507.45,0.15
865,1,918,7,449.71,0.05
865,2,1113,9,525.08,0.1
866,1,454,4,976.61,0.1
866,2,288,4,964.7,0.0
866,3,382,4,116.67,0.0
866,4,726,1,1075.49,0.0
867,1,684,8,748.32,0.15
868,1,144,4,463.88,0.15
868,2,89,6,941.5,0.0
868,3,56,1,709.76,0.15
869,1,81,8,1174.23,0.15
869,2,731,2,958.41,0.05
870,1,1259,5,478.98,0.05
870,2,964,6,908.52,0.0
870,3,1211,3,805.64,0.1
870,4,734,5,303.66,0.05
871,1,317,7,567.89,0.0
871,2,327,3,202.93,0.15
871,3,312,7,609.06,0.0
871,4,1235,9,88.77,0.0
872,1,442,10,864.7,0.1
872,2,135,10,298.93,0.0
872,3,786,3,344.31,0.0
873,1,992,5,236.21,0.0
873,2,636,4,715.77,0.15
873,3,44,4,241.54,0.0
874,1,1286,3,1050.14,0.05
874,2,826,10,936.86,0.0
875,1,113,8,14.15,0.0
875,2,604,10,450.07,0.15
875,3,980,5,1009.82,0.15
875,4,869,10,741.21,0.0
876,1,238,2,1032.47,0.0
876,2,1372,8,803.56,0.15
877,1,216,6,43.0,0.05
877,2,1157,8,800.0,0.0
877,3,996,4,1112.41,0.0
877,4,266,6,492.31,0.15
878,1,915,1,959.11,0.15
878,2,437,6,958.64,0.1
879,1,1418,3,327.57,0.15
879,2,1179,3,507.45,0.1
880,1,1399,9,83.23,0.1
880,2,1364,4,664.1,0.0
881,1,1209,9,584.43,0.0
881,2,811,4,120.2,0.05
881,3,619,6,294.45,0.15
881,4,1241,3,415.92,0.0
882,1,419,10,456.06,0.05
882,2,826,5,936.86,0.0
882,3,1094,2,248.84,0.0
883,1,1478,3,863.37,0.05
883,2,394,10,889.0,0.15
884,1,1084,8,117.91,0.1
884,2,117,3,616.4,0.15
885,1,8,1,368.61,0.0
885,2,1167,3,730.93,0.15
885,3,882,6,35.06,0.15
886,1,985,8,326.47,0.05
886,2,322,6,557.2,0.05
887,1,1259,8,478.98,0.0
887,2,1262,9,292.98,0.15
887,3,279,10,547.37,0.0
887,4,1440,10,1017.33,0.0
888,1,1247,6,62.46,0.0
888,2,517,9,350.81,0.0
888,3,566,3,493.97,0.0
889,1,1150,10,64.7,0.1
889,2,911,7,1054.79,0.0
890,1,318,6,158.54,0.1
891,1,1200,7,635.7,0.0
891,2,36,8,538.35,0.0
891,3,1193,6,653.1,0.05
892,1,1019,3,385.29,0.15
892,2,537,2,400.8,0.15
893,1,439,7,536.39,0.05
893,2,873,1,832.88,0.0
893,3,1405,1,916.14,0.1
893,4,442,2,864.7,0.0
894,1,1075,1,931.44,0.0
895,1,776,2,361.9,0.0
896,1,941,10,624.53,0.15
896,2,362,3,157.78,0.0
897,1,380,9,102.77,0.05
897,2,468,6,449.16,0.15
897,3,959,6,130.51,0.15
898,1,10,2,398.6,0.15
898,2,1272,4,733.05,0.15
898,3,582,8,526.99,0.0
899,1,194,10,549.11,0.1
900,1,1390,3,242.86,0.1
901,1,16,9,34.14,0.1
901,2,35,10,153.99,0.1
901,3,314,6,652.13,0.0
902,1,496,10,1017.08,0.0
902,2,349,8,414.13,0.05
903,1,1483,3,689.55,0.05
903,2,297,9,251.24,0.0
904,1,1344,10,566.09,0.1
904,2,402,5,39.94,0.1
905,1,1366,5,548.41,0.15
905,2,707,4,895.77,0.05
905,3,455,9,1144.66,0.0
906,1,1162,6,936.71,0.1
906,2,655,4,218.67,0.0
907,1,1187,3,860.02,0.05
907,2,228,6,854.49,0.0
907,3,1454,6,471.11,0.1
908,1,1274,9,49.69,0.15
908,2,1270,1,617.31,0.0
908,3,46,5,1054.7,0.15
908,4,1165,8,25.12,0.0
909,1,345,7,279.08,0.15
909,2,175,1,704.92,0.0
909,3,841,2,646.87,0.1
909,4,512,3,361.95,0.05
910,1,1238,9,455.56,0.0
911,1,1479,10,380.59,0.0
912,1,915,8,959.11,0.1
912,2,433,5,904.56,0.05
912,3,1369,9,269.33,0.0
912,4,261,8,203.7,0.05
913,1,119,2,346.11,0.05
914,1,232,7,655.03,0.1
915,1,1384,7,628.69,0.0
916,1,1396,2,248.17,0.1
917,1,1246,6,798.83,0.05
917,2,688,4,484.14,0.15
918,1,7,10,1107.9,0.1
919,1,640,3,686.79,0.0
920,1,23,1,1052.59,0.1
921,1,1343,2,389.42,0.15
921,2,1099,5,623.47,0.0
921,3,67,10,726.37,0.05
921,4,164,3,458.84,0.0
922,1,709,8,361.86,0.0
923,1,608,9,1062.32,0.1
924,1,646,8,379.69,0.0
925,1,659,2,816.01,0.05
925,2,1041,8,98.44,0.15
926,1,569,6,509.28,0.15
926,2,305,5,490.84,0.1
926,3,29,10,75.02,0.05
927,1,1332,9,192.86,0.0
928,1,573,10,482.82,0.1
928,2,610,5,500.73,0.1
929,1,136,5,157.02,0.0
929,2,1010,10,1247.19,0.0
929,3,1196,1,484.75,0.15
929,4,593,1,408.96,0.0
930,1,756,6,670.29,0.0
931,1,1160,10,1076.2,0.0
932,1,258,7,114.84,0.15
932,2,747,5,848.84,0.0
932,3,240,4,878.9,0.0
933,1,1142,10,107.47,0.0
933,2,128,6,531.78,0.15
934,1,1018,5,1045.36,0.15
934,2,914,1,306.33,0.15
935,1,632,9,675.12,0.0
936,1,1332,3,192.86,0.05
936,2,523,6,835.26,0.1
937,1,409,9,157.21,0.1
937,2,270,1,477.52,0.1
938,1,277,7,640.31,0.05
938,2,108,3,253.07,0.05
939,1,124,9,577.95,0.05
939,2,987,7,43.22,0.15
939,3,1124,6,575.02,0.05
940,1,1393,1,826.64,0.05
940,2,622,8,132.69,0.05
941,1,975,6,1042.83,0.15
941,2,810,3,224.64,0.0
942,1,711,7,762.66,0.05
942,2,1313,6,281.71,0.0
942,3,1372,8,803.56,0.0
942,4,1129,8,321.64,0.0
943,1,591,8,448.36,0.15
943,2,1188,5,996.85,0.0
943,3,412,8,608.9,0.0
944,1,958,10,313.87,0.1
944,2,486,9,799.54,0.0
945,1,1421,9,808.45,0.05
945,2,66,4,1277.42,0.15
945,3,659,1,816.01,0.15
946,1,10,3,398.6,0.1
946,2,646,6,379.69,0.0
946,3,159,9,563.1,0.15
947,1,756,5,670.29,0.0
947,2,780,3,215.42,0.05
947,3,729,10,1120.1,0.0
948,1,393,3,291.87,0.0
948,2,270,5,477.52,0.05
949,1,1433,5,721.76,0.15
949,2,653,7,535.64,0.0
949,3,1274,3,49.69,0.05
949,4,711,7,762.66,0.1
950,1,485,8,542.16,0.15
950,2,31,6,1152.25,0.05
951,1,545,9,533.83,0.1
951,2,1115,7,85.16,0.05
951,3,648,3,1131.56,0.0
952,1,169,9,414.32,0.05
952,2,215,10,405.07,0.15
953,1,998,9,626.4,0.15
954,1,33,6,1263.26,0.0
954,2,331,4,102.91,0.1
954,3,1230,2,669.2,0.15
955,1,694,10,640.6,0.0
956,1,134,10,237.46,0.05
956,2,583,1,618.58,0.0
957,1,1042,4,610.58,0.0
957,2,1026,2,27.36,0.1
957,3,1409,6,371.96,0.0
957,4,260,6,177.87,0.05
958,1,1075,5,931.44,0.0
958,2,245,6,1029.93,0.05
958,3,1313,4,281.71,0.0
959,1,1179,2,507.45,0.0
959,2,395,6,1082.09,0.0
960,1,1068,9,866.2,0.1
961,1,1323,1,138.59,0.1
961,2,215,3,405.07,0.05
962,1,1275,3,398.71,0.1
962,2,338,2,768.22,0.0
963,1,782,1,820.73,0.05
963,2,38,6,578.9,0.0
963,3,79,4,911.93,0.0
963,4,203,4,131.13,0.1
964,1,7,4,1107.9,0.0
965,1,1462,4,266.92,0.05
965,2,701,10,1011.05,0.05
965,3,814,2,544.78,0.0
966,1,962,3,39.64,0.05
966,2,1251,4,1032.23,0.05
966,3,685,5,717.95,0.0
967,1,1133,10,163.12,0.15
967,2,541,4,940.09,0.0
968,1,675,1,43.02,0.0
968,2,1186,6,697.15,0.0
969,1,330,4,411.59,0.1
970,1,519,10,1063.53,0.0
971,1,1473,7,731.45,0.0
971,2,482,9,1055.44,0.1
971,3,946,7,247.41,0.05
971,4,1153,4,384.42,0.0
972,1,432,8,700.58,0.15
972,2,810,8,224.64,0.0
972,3,285,7,1058.78,0.0
972,4,1151,7,535.91,0.05
973,1,1202,10,17.87,0.0
973,2,993,2,288.42,0.1
973,3,1008,3,564.63,0.0
974,1,1471,4,823.03,0.0
974,2,1202,4,17.87,0.1
975,1,1381,8,100.46,0.1
976,1,400,3,632.47,0.0
976,2,1445,9,825.78,0.05
976,3,1291,2,262.84,0.0
976,4,725,5,932.41,0.0
977,1,78,9,364.72,0.15
978,1,1441,1,635.82,0.05
978,2,494,5,730.68,0.15
978,3,679,8,788.73,0.1
978,4,1022,8,550.21,0.05
979,1,1438,6,979.93,0.05
979,2,1120,8,360.91,0.05
979,3,746,7,63.53,0.15
979,4,294,6,463.49,0.0
980,1,1152,1,368.38,0.0
980,2,1464,10,239.31,0.0
981,1,1173,9,20.94,0.15
981,2,350,4,241.04,0.05
981,3,821,5,791.42,0.0
981,4,1250,3,752.02,0.0
982,1,1386,7,426.48,0.15
983,1,537,4,400.8,0.05
983,2,1101,7,1182.98,0.15
984,1,1072,6,874.24,0.05
984,2,664,9,215.47,0.1
984,3,556,7,1137.72,0.0
985,1,471,5,1215.49,0.0
985,2,1428,7,901.17,0.05
985,3,837,4,1060.54,0.1
985,4,48,4,1139.03,0.15
986,1,537,1,400.8,0.0
986,2,1465,9,940.99,0.1
986,3,1259,2,478.98,0.1
987,1,1443,7,1247.11,0.15
987,2,149,2,702.94,0.05
987,3,68,6,331.3,0.15
987,4,989,2,791.13,0.0
988,1,146,1,712.45,0.15
989,1,694,8,640.6,0.0
990,1,59,1,993.74,0.0
990,2,1473,8,731.45,0.1
990,3,27,3,1209.74,0.15
991,1,63,9,870.88,0.15
991,2,492,5,305.18,0.0
992,1,975,2,1042.83,0.0
992,2,1009,6,516.61,0.15
992,3,677,5,850.28,0.15
993,1,124,10,577.95,0.05
993,2,103,1,650.96,0.15
994,1,722,10,938.34,0.1
994,2,526,4,915.21,0.1
994,3,679,5,788.73,0.1
994,4,800,1,1061.47,0.0
995,1,1101,9,1182.98,0.0
995,2,1363,6,564.09,0.05
996,1,728,9,24.66,0.05
996,2,73,5,911.43,0.15
996,3,398,9,550.5,0.15
996,4,408,6,336.03,0.0
997,1,774,7,439.89,0.1
997,2,1478,10,863.37,0.0
997,3,1127,9,33.94,0.15
997,4,1076,1,844.29,0.0
998,1,1266,4,767.89,0.05
998,2,37,10,346.01,0.1
998,3,942,3,778.91,0.0
998,4,1163,9,827.09,0.05
999,1,250,10,503.17,0.15
1000,1,1254,1,71.73,0.05
1001,1,1261,10,266.38,0.05
1001,2,1491,4,134.69,0.1
1002,1,250,1,503.17,0.15
1002,2,1224,2,504.13,0.05
1003,1,1412,9,715.61,0.05
1004,1,570,1,992.9,0.1
1004,2,598,5,79.29,0.05
1004,3,413,3,117.59,0.0
1004,4,252,3,213.76,0.15
1005,1,1328,5,726.9,0.05
1006,1,1406,8,748.97,0.15
1007,1,580,4,570.63,0.0
1007,2,1202,7,17.87,0.05
1008,1,908,7,842.42,0.1
1008,2,654,3,402.65,0.15
1008,3,673,3,44.19,0.05
1008,4,90,8,233.03,0.0
1009,1,626,5,1297.27,0.1
1009,2,6,8,723.24,0.15
1009,3,47,7,425.11,0.15
1010,1,627,1,327.65,0.1
1011,1,848,3,873.21,0.15
1011,2,1111,3,945.73,0.0
1012,1,1091,7,350.61,0.15
1012,2,1338,6,1139.46,0.0
1013,1,973,7,1126.45,0.05
1014,1,746,3,63.53,0.05
1014,2,1202,2,17.87,0.15
1015,1,601,9,586.06,0.05
1015,2,1479,6,380.59,0.0
1015,3,1365,5,1312.94,0.15
1016,1,851,2,161.29,0.05
1017,1,812,3,679.65,0.0
1018,1,6,4,723.24,0.1
1018,2,480,1,767.13,0.0
1018,3,509,6,589.14,0.1
1019,1,935,4,163.08,0.1
1019,2,435,7,800.32,0.05
1019,3,737,1,905.8,0.15
1020,1,1133,3,163.12,0.15
1021,1,1368,6,49.74,0.1
1022,1,293,9,189.86,0.15
1022,2,26,8,633.69,0.1
1022,3,1495,7,658.4,0.0
1023,1,570,5,992.9,0.05
1024,1,994,6,432.4,0.05
1024,2,262,4,322.45,0.0
1024,3,423,5,366.76,0.05
1024,4,970,4,111.26,0.15
1025,1,526,6,915.21,0.1
1026,1,267,8,433.17,0.0
1026,2,1156,6,1063.07,0.15
1026,3,255,6,969.62,0.05
1027,1,179,7,1341.74,0.05
1027,2,1112,2,264.23,0.1
1028,1,521,3,213.04,0.1
1028,2,410,7,265.49,0.05
1028,3,217,4,1267.73,0.0
1028,4,995,8,1284.03,0.0
1029,1,1435,10,1206.31,0.0
1030,1,877,2,359.25,0.05
1031,1,612,2,587.08,0.1
1031,2,512,4,361.95,0.0
1031,3,1426,4,479.97,0.0
1032,1,1105,5,885.9,0.0
1032,2,301,3,1138.65,0.1
1033,1,611,8,779.4,0.15
1033,2,145,1,248.33,0.05
1033,3,906,3,383.28,0.15
1034,1,559,2,355.94,0.1
1034,2,544,3,537.22,0.05
1035,1,1468,3,321.47,0.0
1036,1,1326,9,749.71,0.15
1036,2,1164,7,425.92,0.15
1036,3,469,8,408.41,0.15
1037,1,681,5,55.26,0.05
1038,1,516,3,596.67,0.05
1039,1,529,3,1162.18,0.15
1039,2,436,2,292.42,0.1
1039,3,707,6,895.77,0.0
1039,4,524,10,780.49,0.1
1040,1,1093,6,638.24,0.15
1040,2,21,5,335.29,0.05
1040,3,725,8,932.41,0.0
1040,4,1287,8,563.84,0.1
1041,1,573,9,482.82,0.15
1042,1,949,10,930.49,0.05
1042,2,1322,2,623.25,0.1
1042,3,670,3,1135.88,0.0
1042,4,80,8,435.99,0.0
1043,1,881,9,42.83,0.0
1043,2,448,6,569.64,0.15
1044,1,1161,10,721.15,0.0
1045,1,1439,2,887.65,0.0
1045,2,754,7,1063.05,0.0
1045,3,773,7,406.35,0.0
1046,1,652,10,258.37,0.05
1046,2,37,10,346.01,0.15
1046,3,1392,7,871.51,0.15
1047,1,1478,8,863.37,0.0
1047,2,1133,6,163.12,0.0
1047,3,826,1,936.86,0.0
1048,1,961,9,1351.62,0.0
1048,2,1086,5,1119.12,0.15
1048,3,1481,3,486.33,0.05
1049,1,496,2,1017.08,0.15
1049,2,415,2,945.22,0.0
1049,3,812,2,679.65,0.0
1050,1,1052,5,804.71,0.05
1051,1,907,7,492.65,0.0
1051,2,152,5,522.32,0.15
1052,1,825,2,867.79,0.0
1053,1,194,9,549.11,0.05
1053,2,1345,5,1147.75,0.1
1054,1,1121,1,27.46,0.0
1054,2,656,6,678.42,0.15
1055,1,257,4,817.84,0.1
1055,2,250,2,503.17,0.15
1055,3,1132,6,1009.1,0.0
1056,1,1001,8,200.53,0.0
1056,2,1500,1,197.1,0.05
1056,3,1060,1,1113.84,0.1
1057,1,1100,3,599.49,0.05
1058,1,1093,9,638.24,0.0
1059,1,883,6,364.44,0.0
1059,2,34,10,319.93,0.1
1060,1,1183,10,774.0,0.0
1060,2,465,1,986.8,0.0
1060,3,427,3,606.41,0.15
1061,1,1407,5,426.96,0.05
1062,1,39,9,455.15,0.05
1062,2,1468,10,321.47,0.0
1062,3,1428,4,901.17,0.1
1062,4,1032,7,1141.38,0.05
1063,1,883,10,364.44,0.1
1064,1,1088,7,1119.92,0.1
1064,2,1020,7,233.59,0.0
1064,3,6,4,723.24,0.1
1065,1,1152,10,368.38,0.0
1066,1,1442,4,371.68,0.0
1066,2,308,7,1007.07,0.15
1066,3,64,1,1132.74,0.15
1066,4,558,9,1053.22,0.05
1067,1,93,1,494.2,0.15
1068,1,802,8,461.39,0.15
1069,1,1132,8,1009.1,0.0
1069,2,1181,2,898.41,0.0
1070,1,217,1,1267.73,0.0
1070,2,218,7,73.42,0.15
1071,1,154,7,234.47,0.0
1072,1,1194,10,1090.7,0.05
1072,2,626,5,1297.27,0.05
1072,3,58,8,436.19,0.0
1073,1,1048,3,142.45,0.1
1073,2,7,2,1107.9,0.15
1073,3,185,8,1055.86,0.0
1074,1,570,8,992.9,0.05
1074,2,312,9,609.06,0.05
1075,1,724,2,449.93,0.15
1076,1,727,8,509.66,0.0
1076,2,1127,8,33.94,0.0
1076,3,1387,7,439.65,0.1
1077,1,547,10,628.56,0.05
1077,2,298,9,405.43,0.1
1077,3,1477,4,686.63,0.0
1077,4,952,8,1154.04,0.05
1078,1,1092,1,731.01,0.0
1079,1,1213,5,839.38,0.0
1079,2,110,7,352.13,0.0
1080,1,844,10,980.03,0.15
1080,2,1324,6,416.44,0.0
1080,3,135,4,298.93,0.0
1081,1,829,9,564.36,0.1
1082,1,556,8,1137.72,0.15
1082,2,863,9,804.76,0.15
1082,3,659,10,816.01,0.0
1082,4,415,6,945.22,0.15
1083,1,1006,4,808.95,0.0
1084,1,584,10,543.08,0.1
1084,2,242,6,346.95,0.0
1085,1,775,9,124.61,0.15
1086,1,971,4,635.02,0.15
1086,2,1444,7,145.81,0.1
1087,1,747,6,848.84,0.1
1088,1,1020,2,233.59,0.1
1088,2,561,6,1120.69,0.05
1088,3,73,10,911.43,0.0
1089,1,840,7,137.19,0.0
1089,2,464,9,403.58,0.15
1090,1,1065,4,912.91,0.05
1090,2,775,3,124.61,0.0
1091,1,758,2,842.91,0.05
1091,2,123,10,1169.1,0.15
1091,3,1108,5,707.55,0.0
1091,4,529,1,1162.18,0.0
1092,1,995,1,1284.03,0.0
1093,1,1400,5,584.35,0.1
1093,2,320,8,1197.09,0.0
1094,1,127,10,134.18,0.05
1094,2,1448,9,412.99,0.15
1094,3,1151,4,535.91,0.1
1094,4,1245,2,898.84,0.1
1095,1,279,8,547.37,0.0
1095,2,117,5,616.4,0.05
1095,3,674,8,291.87,0.0
1096,1,392,4,425.18,0.15
1096,2,852,5,1035.44,0.0
1097,1,212,2,709.23,0.1
1097,2,227,4,1052.07,0.05
1098,1,1334,3,414.62,0.1
1098,2,1248,2,1312.25,0.15
1098,3,848,5,873.21,0.0
1099,1,828,7,299.26,0.0
1100,1,1174,1,138.49,0.0
1101,1,1272,5,733.05,0.15
1101,2,581,6,712.61,0.15
1102,1,420,4,552.85,0.0
1102,2,693,6,1215.8,0.05
1102,3,648,7,1131.56,0.0
1102,4,20,9,597.69,0.0
1103,1,343,3,80.95,0.0
1103,2,948,7,232.07,0.05
1103,3,563,8,871.52,0.0
1103,4,1485,7,822.46,0.0
1104,1,191,4,430.37,0.05
1104,2,1081,9,154.8,0.1
1105,1,942,1,778.91,0.05
1106,1,1084,3,117.91,0.15
1106,2,995,4,1284.03,0.15
1107,1,918,8,449.71,0.15
1107,2,1373,4,809.99,0.05
1107,3,1005,3,748.24,0.05
1107,4,393,10,291.87,0.0
1108,1,224,3,407.56,0.0
1109,1,1325,10,1225.66,0.05
1109,2,548,6,678.81,0.0
1110,1,736,3,159.25,0.15
1110,2,650,5,922.9,0.15
1110,3,285,3,1058.78,0.15
1111,1,1234,10,854.8,0.15
1111,2,276,1,447.7,0.0
1112,1,1499,7,1042.56,0.15
1112,2,289,9,1102.85,0.15
1113,1,929,2,170.4,0.0
1113,2,141,6,1271.83,0.15
1114,1,1450,1,568.27,0.1
1114,2,1070,8,1290.59,0.05
1114,3,1133,3,163.12,0.0
1114,4,1152,6,368.38,0.0
1115,1,563,6,871.52,0.0
1115,2,90,10,233.03,0.1
1115,3,1030,1,9.38,0.0
1116,1,273,5,269.64,0.05
1116,2,1388,9,580.75,0.0
1116,3,717,6,928.91,0.05
1116,4,984,1,572.04,0.05
1117,1,1129,8,321.64,0.1
1117,2,1069,5,716.33,0.0
1118,1,112,8,14.98,0.05
1119,1,709,4,361.86,0.1
1119,2,1215,10,755.59,0.1
1120,1,1131,1,960.03,0.05
1121,1,553,5,1202.42,0.05
1121,2,759,1,39.26,0.0
1121,3,237,8,679.92,0.05
1122,1,437,8,958.64,0.1
1122,2,1056,10,1187.75,0.15
1123,1,27,2,1209.74,0.1
1123,2,840,10,137.19,0.0
1123,3,197,6,853.86,0.15
1123,4,811,7,120.2,0.0
1124,1,207,7,1172.58,0.15
1124,2,890,2,864.26,0.0
1124,3,1172,7,649.35,0.1
1125,1,1259,2,478.98,0.0
1125,2,1064,5,1043.03,0.0
1125,3,1218,4,420.85,0.0
1125,4,1133,5,163.12,0.1
1126,1,1435,3,1206.31,0.0
1126,2,831,9,1026.76,0.0
1127,1,782,2,820.73,0.05
1127,2,43,3,971.66,0.0
1127,3,442,3,864.7,0.0
1127,4,1284,5,823.38,0.1
1128,1,1266,9,767.89,0.15
1128,2,1009,5,516.61,0.15
1128,3,1087,5,754.28,0.05
1129,1,418,6,828.39,0.05
1129,2,359,10,515.92,0.1
1129,3,893,3,1021.85,0.0
1129,4,1027,6,529.31,0.1
1130,1,749,4,618.76,0.0
1131,1,368,3,1371.2,0.15
1131,2,981,1,540.49,0.0
1131,3,573,2,482.82,0.1
1131,4,409,3,157.21,0.0
1132,1,815,10,729.47,0.0
1132,2,1089,10,388.31,0.1
1133,1,811,5,120.2,0.0
1133,2,1104,2,721.33,0.0
1133,3,1168,3,536.98,0.15
1133,4,425,9,374.12,0.05
1134,1,263,10,260.92,0.0
1134,2,482,2,1055.44,0.0
1134,3,1065,1,912.91,0.0
1134,4,857,6,851.5,0.0
1135,1,813,9,1138.54,0.1
1135,2,264,4,1019.85,0.05
1135,3,756,10,670.29,0.15
1135,4,283,6,1158.52,0.05
1136,1,753,9,1073.66,0.15
1136,2,550,1,38.72,0.0
1136,3,702,6,45.83,0.0
1137,1,1481,10,486.33,0.0
1137,2,1170,5,488.51,0.0
1137,3,119,6,346.11,0.05
1138,1,618,3,194.96,0.15
1138,2,1325,6,1225.66,0.15
1139,1,1162,10,936.71,0.0
1139,2,645,1,980.67,0.05
1139,3,575,1,372.15,0.0
1139,4,338,10,768.22,0.05
1140,1,642,9,233.78,0.0
1140,2,1390,10,242.86,0.15
1140,3,301,1,1138.65,0.0
1141,1,87,2,741.75,0.0
1141,2,440,4,600.74,0.15
1142,1,36,8,538.35,0.0
1142,2,1281,3,824.71,0.1
1143,1,851,3,161.29,0.0
1143,2,315,3,276.68,0.05
1144,1,996,5,1112.41,0.1
1144,2,561,9,1120.69,0.15
1144,3,998,7,626.4,0.05
1145,1,543,4,16.96,0.1
1145,2,619,6,294.45,0.15
1145,3,1465,9,940.99,0.0
1145,4,438,4,906.16,0.0
1146,1,166,8,380.63,0.1
1146,2,592,9,701.46,0.15
1146,3,413,8,117.59,0.0
1146,4,54,2,113.38,0.1
1147,1,511,10,203.42,0.05
1147,2,214,5,532.65,0.05
1147,3,188,2,962.72,0.05
1147,4,454,9,976.61,0.05
1148,1,702,6,45.83,0.05
1148,2,964,7,908.52,0.0
1148,3,97,2,590.83,0.15
1149,1,648,10,1131.56,0.1
1149,2,273,6,269.64,0.15
1149,3,55,8,588.23,0.0
1150,1,285,3,1058.78,0.15
1150,2,681,3,55.26,0.1
1150,3,622,9,132.69,0.1
1150,4,1258,1,520.74,0.0
1151,1,494,4,730.68,0.15
1152,1,1185,4,604.82,0.0
1152,2,351,9,789.94,0.05
1152,3,1278,9,50.74,0.05
1152,4,1411,8,805.23,0.0
1153,1,1253,10,555.37,0.0
1153,2,1312,6,87.6,0.15
1153,3,53,7,839.06,0.0
1154,1,247,1,492.65,0.1
1154,2,232,8,655.03,0.0
1154,3,1068,1,866.2,0.1
1155,1,678,6,79.23,0.05
1156,1,693,2,1215.8,0.0
1156,2,1377,7,146.19,0.15
1157,1,543,10,16.96,0.1
1157,2,947,1,48.69,0.0
1158,1,961,5,1351.62,0.0
1158,2,765,6,663.89,0.1
1158,3,573,6,482.82,0.05
1158,4,1106,8,55.32,0.0
1159,1,393,9,291.87,0.1
1159,2,1055,2,185.04,0.15
1159,3,1178,5,491.11,0.1
1159,4,223,9,208.13,0.15
1160,1,471,10,1215.49,0.05
1160,2,1194,10,1090.7,0.0
1160,3,561,8,1120.69,0.0
1160,4,1310,1,890.89,0.1
1161,1,944,8,93.18,0.0
1161,2,169,7,414.32,0.0
1162,1,808,6,696.64,0.0
1163,1,1279,10,345.94,0.05
1163,2,150,9,577.46,0.15
1163,3,941,4,624.53,0.1
1163,4,894,7,482.57,0.0
1164,1,611,3,779.4,0.15
1164,2,1028,3,461.88,0.1
1164,3,1227,3,1137.75,0.05
1164,4,940,1,908.34,0.0
1165,1,1419,10,1045.33,0.05
1165,2,486,5,799.54,0.15
1165,3,1108,7,707.55,0.0
1166,1,1414,2,226.38,0.05
1166,2,1319,4,1013.75,0.0
1166,3,1375,2,829.02,0.0
1167,1,201,8,1031.04,0.15
1168,1,958,6,313.87,0.0
1168,2,1413,2,236.57,0.15
1168,3,880,10,321.77,0.0
1169,1,653,2,535.64,0.0
1169,2,686,5,127.68,0.15
1169,3,181,10,950.45,0.1
1170,1,647,4,1307.24,0.0
1170,2,844,7,980.03,0.15
1170,3,231,6,626.31,0.15
1170,4,860,1,487.46,0.15
1171,1,730,9,65.01,0.0
1171,2,1077,9,1272.93,0.05
1171,3,911,6,1054.79,0.1
1171,4,664,9,215.47,0.0
1172,1,305,8,490.84,0.0
1173,1,760,6,751.94,0.1
1173,2,77,3,1161.65,0.0
1173,3,123,4,1169.1,0.0
1173,4,761,2,434.21,0.15
1174,1,790,3,186.24,0.0
1175,1,1072,4,874.24,0.15
1175,2,676,8,575.09,0.0
