id,site_id,name,utm_code,started_at,ended_at
435,218,Campaign Partner SOCIAL Q3,utm_source=partner&utm_medium=social&utm_campaign=run_218_1,2026-06-01 00:44:20,2026-06-07 13:07:44
436,218,Campaign Newsletter DISPLAY Q3,utm_source=newsletter&utm_medium=display&utm_campaign=run_218_2,2026-05-31 17:31:13,2026-06-04 01:43:32
437,219,Campaign Google DISPLAY Q3,utm_source=google&utm_medium=display&utm_campaign=run_219_1,2026-06-03 22:08:53,2026-06-09 10:48:38
438,219,Campaign Twitter DISPLAY Q3,utm_source=twitter&utm_medium=display&utm_campaign=run_219_2,2026-06-05 11:17:05,
439,220,Campaign Newsletter CPC Q4,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_220_1,2026-06-03 01:09:41,
440,220,Campaign Google SOCIAL Q3,utm_source=google&utm_medium=social&utm_campaign=run_220_2,2026-06-07 19:43:49,
441,221,Campaign Google EMAIL Q3,utm_source=google&utm_medium=email&utm_campaign=run_221_1,2026-06-07 09:45:27,2026-06-15 06:28:02
442,221,Campaign Twitter SOCIAL Q1,utm_source=twitter&utm_medium=social&utm_campaign=run_221_2,2026-06-09 06:34:33,
443,222,Campaign Partner DISPLAY Q1,utm_source=partner&utm_medium=display&utm_campaign=run_222_1,2026-06-04 12:19:01,
444,222,Campaign Twitter AFFILIATE Q3,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_222_2,2026-06-01 03:20:09,
445,223,Campaign Facebook DISPLAY Q1,utm_source=facebook&utm_medium=display&utm_campaign=run_223_1,2026-06-04 03:33:55,2026-06-07 04:44:49
446,223,Campaign Facebook CPC Q3,utm_source=facebook&utm_medium=cpc&utm_campaign=run_223_2,2026-06-07 06:54:32,2026-06-16 04:37:59
447,224,Campaign Facebook SOCIAL Q1,utm_source=facebook&utm_medium=social&utm_campaign=run_224_1,2026-06-05 11:19:57,2026-06-12 06:41:58
448,224,Campaign Twitter AFFILIATE Q1,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_224_2,2026-06-05 15:48:14,
449,225,Campaign Newsletter CPC Q1,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_225_1,2026-06-07 16:43:11,
450,225,Campaign Linkedin CPC Q3,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_225_2,2026-05-29 10:40:36,
451,226,Campaign Twitter CPC Q2,utm_source=twitter&utm_medium=cpc&utm_campaign=run_226_1,2026-06-03 23:09:43,2026-06-10 05:43:58
452,226,Campaign Newsletter CPC Q3,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_226_2,2026-06-07 12:30:15,
453,227,Campaign Partner EMAIL Q4,utm_source=partner&utm_medium=email&utm_campaign=run_227_1,2026-06-01 22:53:19,
454,227,Campaign Facebook DISPLAY Q1,utm_source=facebook&utm_medium=display&utm_campaign=run_227_2,2026-06-04 07:16:37,2026-06-07 19:46:16
455,228,Campaign Partner CPC Q2,utm_source=partner&utm_medium=cpc&utm_campaign=run_228_1,2026-05-31 12:16:58,
456,228,Campaign Linkedin SOCIAL Q3,utm_source=linkedin&utm_medium=social&utm_campaign=run_228_2,2026-06-08 15:59:51,
457,229,Campaign Twitter SOCIAL Q1,utm_source=twitter&utm_medium=social&utm_campaign=run_229_1,2026-05-29 04:15:17,2026-06-02 00:47:41
458,229,Campaign Linkedin CPC Q1,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_229_2,2026-06-09 02:27:33,
459,230,Campaign Newsletter SOCIAL Q1,utm_source=newsletter&utm_medium=social&utm_campaign=run_230_1,2026-06-08 16:40:51,2026-06-13 15:25:45
460,230,Campaign Google AFFILIATE Q3,utm_source=google&utm_medium=affiliate&utm_campaign=run_230_2,2026-06-05 05:52:50,
461,231,Campaign Partner AFFILIATE Q3,utm_source=partner&utm_medium=affiliate&utm_campaign=run_231_1,2026-06-04 14:26:57,2026-06-08 15:16:48
462,231,Campaign Newsletter AFFILIATE Q1,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_231_2,2026-06-05 19:42:30,2026-06-12 23:55:43
463,232,Campaign Google DISPLAY Q3,utm_source=google&utm_medium=display&utm_campaign=run_232_1,2026-06-07 15:46:10,
464,232,Campaign Facebook CPC Q1,utm_source=facebook&utm_medium=cpc&utm_campaign=run_232_2,2026-05-31 20:21:25,2026-06-04 09:21:29
465,233,Campaign Linkedin SOCIAL Q2,utm_source=linkedin&utm_medium=social&utm_campaign=run_233_1,2026-06-01 22:13:40,2026-06-09 00:37:25
466,233,Campaign Google DISPLAY Q1,utm_source=google&utm_medium=display&utm_campaign=run_233_2,2026-06-07 20:28:29,
467,234,Campaign Partner EMAIL Q3,utm_source=partner&utm_medium=email&utm_campaign=run_234_1,2026-05-29 19:21:32,
468,234,Campaign Partner SOCIAL Q1,utm_source=partner&utm_medium=social&utm_campaign=run_234_2,2026-05-30 13:19:48,2026-06-08 17:58:30
469,235,Campaign Linkedin EMAIL Q1,utm_source=linkedin&utm_medium=email&utm_campaign=run_235_1,2026-06-07 01:16:45,
470,235,Campaign Partner CPC Q2,utm_source=partner&utm_medium=cpc&utm_campaign=run_235_2,2026-06-01 10:17:40,
471,236,Campaign Facebook AFFILIATE Q2,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_236_1,2026-06-04 23:12:21,2026-06-08 09:30:37
472,236,Campaign Newsletter CPC Q1,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_236_2,2026-05-31 05:04:10,2026-06-03 09:46:32
473,237,Campaign Google EMAIL Q3,utm_source=google&utm_medium=email&utm_campaign=run_237_1,2026-05-31 05:21:18,
474,237,Campaign Facebook DISPLAY Q1,utm_source=facebook&utm_medium=display&utm_campaign=run_237_2,2026-06-04 13:41:40,2026-06-12 23:49:52
475,238,Campaign Facebook DISPLAY Q2,utm_source=facebook&utm_medium=display&utm_campaign=run_238_1,2026-06-08 11:47:31,
476,238,Campaign Partner SOCIAL Q2,utm_source=partner&utm_medium=social&utm_campaign=run_238_2,2026-05-31 05:04:06,
477,239,Campaign Partner CPC Q2,utm_source=partner&utm_medium=cpc&utm_campaign=run_239_1,2026-06-08 02:49:33,
478,239,Campaign Twitter DISPLAY Q2,utm_source=twitter&utm_medium=display&utm_campaign=run_239_2,2026-06-09 06:01:47,
479,240,Campaign Facebook DISPLAY Q4,utm_source=facebook&utm_medium=display&utm_campaign=run_240_1,2026-06-09 05:17:57,
480,240,Campaign Linkedin AFFILIATE Q4,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_240_2,2026-05-29 03:59:47,
481,241,Campaign Google EMAIL Q1,utm_source=google&utm_medium=email&utm_campaign=run_241_1,2026-05-29 19:29:17,
482,241,Campaign Facebook EMAIL Q3,utm_source=facebook&utm_medium=email&utm_campaign=run_241_2,2026-06-02 10:10:35,2026-06-09 06:36:12
483,242,Campaign Twitter SOCIAL Q4,utm_source=twitter&utm_medium=social&utm_campaign=run_242_1,2026-05-30 15:10:39,2026-06-07 11:04:45
484,242,Campaign Facebook AFFILIATE Q1,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_242_2,2026-06-06 09:25:18,2026-06-13 03:39:43
485,243,Campaign Partner DISPLAY Q3,utm_source=partner&utm_medium=display&utm_campaign=run_243_1,2026-05-31 02:35:07,2026-06-06 21:21:06
486,243,Campaign Partner CPC Q4,utm_source=partner&utm_medium=cpc&utm_campaign=run_243_2,2026-06-04 07:20:57,2026-06-11 18:03:19
487,244,Campaign Google AFFILIATE Q1,utm_source=google&utm_medium=affiliate&utm_campaign=run_244_1,2026-06-08 12:33:12,2026-06-15 03:18:42
488,244,Campaign Linkedin DISPLAY Q2,utm_source=linkedin&utm_medium=display&utm_campaign=run_244_2,2026-05-30 00:13:35,2026-06-08 06:15:14
489,245,Campaign Partner EMAIL Q3,utm_source=partner&utm_medium=email&utm_campaign=run_245_1,2026-06-07 00:28:27,2026-06-14 21:24:09
490,245,Campaign Linkedin CPC Q1,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_245_2,2026-06-08 20:40:29,2026-06-15 21:30:37
491,246,Campaign Facebook DISPLAY Q3,utm_source=facebook&utm_medium=display&utm_campaign=run_246_1,2026-06-08 04:07:55,2026-06-11 08:34:29
492,246,Campaign Google AFFILIATE Q4,utm_source=google&utm_medium=affiliate&utm_campaign=run_246_2,2026-06-01 08:46:21,
493,247,Campaign Twitter SOCIAL Q1,utm_source=twitter&utm_medium=social&utm_campaign=run_247_1,2026-05-31 23:15:29,2026-06-09 12:37:04
494,247,Campaign Google CPC Q1,utm_source=google&utm_medium=cpc&utm_campaign=run_247_2,2026-06-04 22:34:30,2026-06-13 03:59:31
495,248,Campaign Google SOCIAL Q3,utm_source=google&utm_medium=social&utm_campaign=run_248_1,2026-06-09 12:25:17,2026-06-16 00:06:58
496,248,Campaign Partner DISPLAY Q3,utm_source=partner&utm_medium=display&utm_campaign=run_248_2,2026-05-30 12:11:11,
497,249,Campaign Google AFFILIATE Q1,utm_source=google&utm_medium=affiliate&utm_campaign=run_249_1,2026-05-29 05:21:03,
498,249,Campaign Twitter SOCIAL Q2,utm_source=twitter&utm_medium=social&utm_campaign=run_249_2,2026-06-04 01:27:29,2026-06-12 14:33:41
499,250,Campaign Partner EMAIL Q3,utm_source=partner&utm_medium=email&utm_campaign=run_250_1,2026-06-03 10:57:40,
500,250,Campaign Twitter DISPLAY Q2,utm_source=twitter&utm_medium=display&utm_campaign=run_250_2,2026-06-01 04:29:24,2026-06-08 00:36:16
501,251,Campaign Linkedin DISPLAY Q2,utm_source=linkedin&utm_medium=display&utm_campaign=run_251_1,2026-06-05 07:45:39,2026-06-12 19:45:44
502,251,Campaign Newsletter SOCIAL Q1,utm_source=newsletter&utm_medium=social&utm_campaign=run_251_2,2026-06-02 06:44:22,2026-06-07 05:00:11
503,252,Campaign Newsletter AFFILIATE Q2,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_252_1,2026-06-03 02:17:22,2026-06-10 21:24:33
504,252,Campaign Twitter AFFILIATE Q3,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_252_2,2026-06-05 22:55:18,
505,253,Campaign Facebook AFFILIATE Q1,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_253_1,2026-06-07 08:04:04,2026-06-14 23:00:00
506,253,Campaign Google DISPLAY Q1,utm_source=google&utm_medium=display&utm_campaign=run_253_2,2026-06-08 15:53:35,
507,254,Campaign Google CPC Q2,utm_source=google&utm_medium=cpc&utm_campaign=run_254_1,2026-06-09 00:44:23,
508,254,Campaign Linkedin EMAIL Q2,utm_source=linkedin&utm_medium=email&utm_campaign=run_254_2,2026-06-01 11:06:40,2026-06-07 21:58:30
509,255,Campaign Facebook AFFILIATE Q4,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_255_1,2026-06-09 14:59:22,2026-06-16 10:26:29
510,255,Campaign Newsletter DISPLAY Q3,utm_source=newsletter&utm_medium=display&utm_campaign=run_255_2,2026-05-29 11:42:25,
511,256,Campaign Partner CPC Q3,utm_source=partner&utm_medium=cpc&utm_campaign=run_256_1,2026-06-07 19:27:43,2026-06-11 13:09:20
512,256,Campaign Newsletter AFFILIATE Q4,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_256_2,2026-06-08 09:59:58,
513,257,Campaign Google AFFILIATE Q3,utm_source=google&utm_medium=affiliate&utm_campaign=run_257_1,2026-06-06 01:57:57,
514,257,Campaign Twitter SOCIAL Q3,utm_source=twitter&utm_medium=social&utm_campaign=run_257_2,2026-06-08 13:05:50,
515,258,Campaign Linkedin EMAIL Q4,utm_source=linkedin&utm_medium=email&utm_campaign=run_258_1,2026-05-30 09:47:20,
516,258,Campaign Facebook DISPLAY Q2,utm_source=facebook&utm_medium=display&utm_campaign=run_258_2,2026-06-05 11:52:25,2026-06-13 15:15:13
517,259,Campaign Facebook SOCIAL Q3,utm_source=facebook&utm_medium=social&utm_campaign=run_259_1,2026-06-05 19:29:47,
518,259,Campaign Google SOCIAL Q1,utm_source=google&utm_medium=social&utm_campaign=run_259_2,2026-06-05 02:47:14,
519,260,Campaign Facebook CPC Q3,utm_source=facebook&utm_medium=cpc&utm_campaign=run_260_1,2026-06-02 19:25:38,
520,260,Campaign Newsletter AFFILIATE Q1,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_260_2,2026-05-29 20:37:40,2026-06-06 07:23:42
521,261,Campaign Newsletter DISPLAY Q4,utm_source=newsletter&utm_medium=display&utm_campaign=run_261_1,2026-05-30 18:05:22,2026-06-09 11:28:00
522,261,Campaign Partner EMAIL Q1,utm_source=partner&utm_medium=email&utm_campaign=run_261_2,2026-05-29 16:54:32,2026-06-05 19:56:56
523,262,Campaign Newsletter DISPLAY Q3,utm_source=newsletter&utm_medium=display&utm_campaign=run_262_1,2026-06-03 08:10:56,
524,262,Campaign Facebook CPC Q4,utm_source=facebook&utm_medium=cpc&utm_campaign=run_262_2,2026-06-07 08:38:36,2026-06-14 15:24:58
525,263,Campaign Facebook DISPLAY Q4,utm_source=facebook&utm_medium=display&utm_campaign=run_263_1,2026-06-04 03:37:56,2026-06-11 09:58:03
526,263,Campaign Linkedin AFFILIATE Q1,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_263_2,2026-06-06 01:46:48,
527,264,Campaign Twitter SOCIAL Q4,utm_source=twitter&utm_medium=social&utm_campaign=run_264_1,2026-06-04 03:02:20,
528,264,Campaign Twitter SOCIAL Q4,utm_source=twitter&utm_medium=social&utm_campaign=run_264_2,2026-06-08 18:42:11,2026-06-17 03:17:50
529,265,Campaign Newsletter CPC Q3,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_265_1,2026-06-08 17:22:25,2026-06-14 08:38:19
530,265,Campaign Newsletter CPC Q3,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_265_2,2026-06-08 20:25:38,2026-06-15 08:34:57
531,266,Campaign Partner AFFILIATE Q3,utm_source=partner&utm_medium=affiliate&utm_campaign=run_266_1,2026-06-04 07:38:46,2026-06-10 00:11:04
532,266,Campaign Facebook SOCIAL Q1,utm_source=facebook&utm_medium=social&utm_campaign=run_266_2,2026-06-07 09:31:35,
533,267,Campaign Linkedin CPC Q2,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_267_1,2026-06-06 15:49:32,2026-06-12 13:13:33
534,267,Campaign Google CPC Q2,utm_source=google&utm_medium=cpc&utm_campaign=run_267_2,2026-06-03 21:02:51,
535,268,Campaign Google EMAIL Q4,utm_source=google&utm_medium=email&utm_campaign=run_268_1,2026-06-02 02:24:22,2026-06-12 00:17:16
536,268,Campaign Partner DISPLAY Q3,utm_source=partner&utm_medium=display&utm_campaign=run_268_2,2026-06-08 04:44:40,
537,269,Campaign Twitter EMAIL Q2,utm_source=twitter&utm_medium=email&utm_campaign=run_269_1,2026-06-06 05:22:32,2026-06-10 11:14:07
538,269,Campaign Partner DISPLAY Q4,utm_source=partner&utm_medium=display&utm_campaign=run_269_2,2026-06-05 02:47:00,2026-06-10 12:08:12
539,270,Campaign Newsletter EMAIL Q1,utm_source=newsletter&utm_medium=email&utm_campaign=run_270_1,2026-06-05 00:36:03,
540,270,Campaign Linkedin AFFILIATE Q4,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_270_2,2026-05-30 17:33:46,2026-06-09 17:05:43
541,271,Campaign Newsletter AFFILIATE Q3,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_271_1,2026-06-05 19:47:56,
542,271,Campaign Partner CPC Q3,utm_source=partner&utm_medium=cpc&utm_campaign=run_271_2,2026-06-07 15:49:03,2026-06-17 02:00:02
543,272,Campaign Newsletter EMAIL Q2,utm_source=newsletter&utm_medium=email&utm_campaign=run_272_1,2026-06-02 02:22:07,
544,272,Campaign Linkedin CPC Q2,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_272_2,2026-06-08 01:22:21,
545,273,Campaign Linkedin SOCIAL Q2,utm_source=linkedin&utm_medium=social&utm_campaign=run_273_1,2026-06-09 08:23:08,
546,273,Campaign Linkedin DISPLAY Q4,utm_source=linkedin&utm_medium=display&utm_campaign=run_273_2,2026-05-31 10:00:41,2026-06-08 11:57:58
547,274,Campaign Twitter CPC Q4,utm_source=twitter&utm_medium=cpc&utm_campaign=run_274_1,2026-06-05 19:58:45,
548,274,Campaign Newsletter SOCIAL Q1,utm_source=newsletter&utm_medium=social&utm_campaign=run_274_2,2026-06-02 15:51:06,2026-06-06 10:45:25
549,275,Campaign Facebook CPC Q2,utm_source=facebook&utm_medium=cpc&utm_campaign=run_275_1,2026-06-01 00:25:59,2026-06-06 01:17:48
550,275,Campaign Facebook DISPLAY Q2,utm_source=facebook&utm_medium=display&utm_campaign=run_275_2,2026-06-03 06:21:35,
551,276,Campaign Partner AFFILIATE Q4,utm_source=partner&utm_medium=affiliate&utm_campaign=run_276_1,2026-06-03 09:06:38,2026-06-09 04:46:48
552,276,Campaign Facebook EMAIL Q4,utm_source=facebook&utm_medium=email&utm_campaign=run_276_2,2026-06-01 17:18:41,2026-06-05 00:51:15
553,277,Campaign Google DISPLAY Q3,utm_source=google&utm_medium=display&utm_campaign=run_277_1,2026-05-31 21:30:41,2026-06-05 09:13:02
554,277,Campaign Partner CPC Q4,utm_source=partner&utm_medium=cpc&utm_campaign=run_277_2,2026-06-01 16:28:14,2026-06-07 06:18:27
555,278,Campaign Twitter AFFILIATE Q4,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_278_1,2026-06-01 03:45:49,
556,278,Campaign Newsletter CPC Q4,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_278_2,2026-06-09 05:55:06,
557,279,Campaign Newsletter CPC Q1,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_279_1,2026-06-05 13:27:36,
558,279,Campaign Google AFFILIATE Q4,utm_source=google&utm_medium=affiliate&utm_campaign=run_279_2,2026-06-02 11:52:14,
559,280,Campaign Google AFFILIATE Q2,utm_source=google&utm_medium=affiliate&utm_campaign=run_280_1,2026-06-04 01:17:44,
560,280,Campaign Twitter CPC Q1,utm_source=twitter&utm_medium=cpc&utm_campaign=run_280_2,2026-06-04 18:19:43,2026-06-09 23:20:46
561,281,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_281_1,2026-06-05 00:49:40,
562,281,Campaign Newsletter SOCIAL Q2,utm_source=newsletter&utm_medium=social&utm_campaign=run_281_2,2026-05-29 09:00:57,
563,282,Campaign Partner AFFILIATE Q2,utm_source=partner&utm_medium=affiliate&utm_campaign=run_282_1,2026-06-07 07:40:14,2026-06-13 00:20:28
564,282,Campaign Partner DISPLAY Q4,utm_source=partner&utm_medium=display&utm_campaign=run_282_2,2026-06-02 16:38:17,2026-06-11 13:34:22
565,283,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_283_1,2026-06-07 20:08:32,
566,283,Campaign Newsletter CPC Q2,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_283_2,2026-06-05 00:49:25,2026-06-14 01:50:46
567,284,Campaign Newsletter SOCIAL Q2,utm_source=newsletter&utm_medium=social&utm_campaign=run_284_1,2026-06-09 07:13:16,
568,284,Campaign Partner CPC Q1,utm_source=partner&utm_medium=cpc&utm_campaign=run_284_2,2026-06-08 03:37:52,
569,285,Campaign Google AFFILIATE Q4,utm_source=google&utm_medium=affiliate&utm_campaign=run_285_1,2026-06-05 08:39:57,2026-06-13 08:24:27
570,285,Campaign Google CPC Q4,utm_source=google&utm_medium=cpc&utm_campaign=run_285_2,2026-06-08 12:16:05,2026-06-17 18:30:44
571,286,Campaign Facebook DISPLAY Q4,utm_source=facebook&utm_medium=display&utm_campaign=run_286_1,2026-06-09 14:42:31,
572,286,Campaign Partner AFFILIATE Q3,utm_source=partner&utm_medium=affiliate&utm_campaign=run_286_2,2026-06-01 01:28:37,2026-06-10 20:14:42
573,287,Campaign Twitter EMAIL Q2,utm_source=twitter&utm_medium=email&utm_campaign=run_287_1,2026-06-09 00:38:31,
574,287,Campaign Newsletter SOCIAL Q2,utm_source=newsletter&utm_medium=social&utm_campaign=run_287_2,2026-06-08 05:20:16,
575,288,Campaign Newsletter EMAIL Q1,utm_source=newsletter&utm_medium=email&utm_campaign=run_288_1,2026-06-02 14:57:57,2026-06-09 08:01:32
576,288,Campaign Facebook EMAIL Q3,utm_source=facebook&utm_medium=email&utm_campaign=run_288_2,2026-05-31 04:59:05,2026-06-04 16:20:23
577,289,Campaign Google SOCIAL Q4,utm_source=google&utm_medium=social&utm_campaign=run_289_1,2026-06-06 19:40:06,
578,289,Campaign Partner SOCIAL Q4,utm_source=partner&utm_medium=social&utm_campaign=run_289_2,2026-05-29 12:50:44,2026-06-07 10:26:20
579,290,Campaign Partner EMAIL Q1,utm_source=partner&utm_medium=email&utm_campaign=run_290_1,2026-06-08 17:58:30,2026-06-15 22:38:51
580,290,Campaign Google SOCIAL Q3,utm_source=google&utm_medium=social&utm_campaign=run_290_2,2026-06-06 17:44:44,2026-06-13 02:22:18
581,291,Campaign Facebook SOCIAL Q3,utm_source=facebook&utm_medium=social&utm_campaign=run_291_1,2026-05-31 20:52:09,2026-06-09 04:27:56
582,291,Campaign Facebook DISPLAY Q2,utm_source=facebook&utm_medium=display&utm_campaign=run_291_2,2026-06-01 13:31:04,2026-06-09 08:25:37
583,292,Campaign Linkedin EMAIL Q3,utm_source=linkedin&utm_medium=email&utm_campaign=run_292_1,2026-06-03 07:57:43,
584,292,Campaign Twitter EMAIL Q2,utm_source=twitter&utm_medium=email&utm_campaign=run_292_2,2026-06-03 16:44:32,
585,293,Campaign Newsletter AFFILIATE Q4,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_293_1,2026-06-02 11:26:38,
586,293,Campaign Partner DISPLAY Q1,utm_source=partner&utm_medium=display&utm_campaign=run_293_2,2026-05-29 12:30:15,2026-06-04 23:54:09
587,294,Campaign Newsletter SOCIAL Q1,utm_source=newsletter&utm_medium=social&utm_campaign=run_294_1,2026-06-04 00:47:25,2026-06-12 06:27:33
588,294,Campaign Google CPC Q2,utm_source=google&utm_medium=cpc&utm_campaign=run_294_2,2026-06-03 01:30:00,2026-06-06 03:31:05
589,295,Campaign Twitter EMAIL Q3,utm_source=twitter&utm_medium=email&utm_campaign=run_295_1,2026-06-03 13:57:10,
590,295,Campaign Linkedin SOCIAL Q1,utm_source=linkedin&utm_medium=social&utm_campaign=run_295_2,2026-06-02 17:01:15,
591,296,Campaign Newsletter AFFILIATE Q2,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_296_1,2026-05-29 21:56:13,2026-06-07 09:37:12
592,296,Campaign Newsletter SOCIAL Q1,utm_source=newsletter&utm_medium=social&utm_campaign=run_296_2,2026-06-02 18:08:08,2026-06-06 22:12:09
593,297,Campaign Google SOCIAL Q1,utm_source=google&utm_medium=social&utm_campaign=run_297_1,2026-06-07 16:49:53,2026-06-15 22:37:20
594,297,Campaign Newsletter AFFILIATE Q2,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_297_2,2026-06-07 09:49:35,
595,298,Campaign Partner AFFILIATE Q3,utm_source=partner&utm_medium=affiliate&utm_campaign=run_298_1,2026-06-04 00:39:18,2026-06-10 07:30:34
596,298,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_298_2,2026-06-04 15:40:47,
597,299,Campaign Newsletter CPC Q3,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_299_1,2026-05-31 12:41:33,
598,299,Campaign Twitter SOCIAL Q3,utm_source=twitter&utm_medium=social&utm_campaign=run_299_2,2026-06-04 17:03:34,
599,300,Campaign Google AFFILIATE Q3,utm_source=google&utm_medium=affiliate&utm_campaign=run_300_1,2026-06-05 03:21:24,
600,300,Campaign Google CPC Q3,utm_source=google&utm_medium=cpc&utm_campaign=run_300_2,2026-06-09 11:59:56,
601,301,Campaign Twitter CPC Q2,utm_source=twitter&utm_medium=cpc&utm_campaign=run_301_1,2026-05-31 20:34:09,
602,301,Campaign Partner CPC Q2,utm_source=partner&utm_medium=cpc&utm_campaign=run_301_2,2026-05-31 14:08:03,
603,302,Campaign Newsletter SOCIAL Q1,utm_source=newsletter&utm_medium=social&utm_campaign=run_302_1,2026-06-02 09:20:41,
604,302,Campaign Linkedin EMAIL Q3,utm_source=linkedin&utm_medium=email&utm_campaign=run_302_2,2026-05-31 11:00:43,
605,303,Campaign Linkedin SOCIAL Q2,utm_source=linkedin&utm_medium=social&utm_campaign=run_303_1,2026-05-29 12:44:30,
606,303,Campaign Linkedin DISPLAY Q3,utm_source=linkedin&utm_medium=display&utm_campaign=run_303_2,2026-05-30 23:22:22,
607,304,Campaign Linkedin CPC Q2,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_304_1,2026-06-06 23:10:38,
608,304,Campaign Twitter CPC Q3,utm_source=twitter&utm_medium=cpc&utm_campaign=run_304_2,2026-05-31 19:39:39,2026-06-09 14:18:01
609,305,Campaign Google EMAIL Q4,utm_source=google&utm_medium=email&utm_campaign=run_305_1,2026-06-08 06:27:20,2026-06-15 11:11:11
610,305,Campaign Newsletter DISPLAY Q1,utm_source=newsletter&utm_medium=display&utm_campaign=run_305_2,2026-06-02 15:33:48,2026-06-07 06:47:54
611,306,Campaign Partner CPC Q2,utm_source=partner&utm_medium=cpc&utm_campaign=run_306_1,2026-05-29 06:42:49,2026-06-07 18:16:38
612,306,Campaign Google CPC Q3,utm_source=google&utm_medium=cpc&utm_campaign=run_306_2,2026-05-28 20:45:32,2026-06-03 18:52:24
613,307,Campaign Newsletter AFFILIATE Q2,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_307_1,2026-06-09 11:35:07,
614,307,Campaign Newsletter AFFILIATE Q3,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_307_2,2026-05-29 23:31:06,
615,308,Campaign Partner CPC Q3,utm_source=partner&utm_medium=cpc&utm_campaign=run_308_1,2026-06-04 21:59:55,2026-06-13 00:33:10
616,308,Campaign Linkedin CPC Q4,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_308_2,2026-06-01 10:06:23,2026-06-06 14:38:16
617,309,Campaign Newsletter EMAIL Q1,utm_source=newsletter&utm_medium=email&utm_campaign=run_309_1,2026-05-31 15:56:36,
618,309,Campaign Facebook EMAIL Q1,utm_source=facebook&utm_medium=email&utm_campaign=run_309_2,2026-06-01 21:13:18,2026-06-07 02:49:28
619,310,Campaign Twitter EMAIL Q3,utm_source=twitter&utm_medium=email&utm_campaign=run_310_1,2026-05-29 17:47:09,
620,310,Campaign Linkedin DISPLAY Q3,utm_source=linkedin&utm_medium=display&utm_campaign=run_310_2,2026-05-29 13:18:08,
621,311,Campaign Partner AFFILIATE Q4,utm_source=partner&utm_medium=affiliate&utm_campaign=run_311_1,2026-06-01 07:19:41,
622,311,Campaign Linkedin CPC Q4,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_311_2,2026-06-07 23:06:17,
623,312,Campaign Linkedin AFFILIATE Q3,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_312_1,2026-06-03 10:11:51,
624,312,Campaign Newsletter CPC Q1,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_312_2,2026-05-30 03:40:54,
625,313,Campaign Google SOCIAL Q2,utm_source=google&utm_medium=social&utm_campaign=run_313_1,2026-06-06 02:24:34,
626,313,Campaign Partner SOCIAL Q4,utm_source=partner&utm_medium=social&utm_campaign=run_313_2,2026-05-30 12:32:09,2026-06-05 22:24:58
627,314,Campaign Twitter AFFILIATE Q4,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_314_1,2026-06-01 15:15:57,2026-06-10 20:17:43
628,314,Campaign Linkedin CPC Q1,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_314_2,2026-06-06 09:39:29,
