id,product_id,variant_sku,color,size,price_cents,weight_grams
1195,338,PROD-844-0338-VAR2,Crimson,S,11943,3521
1196,338,PROD-844-0338-VAR3,White,One-Size,11943,1274
1197,338,PROD-844-0338-VAR4,Navy Blue,XL,11443,3332
1198,338,PROD-844-0338-VAR5,Slate Gray,XS,12943,3354
1199,339,PROD-375-0339-VAR1,Black,XS,14290,3774
1200,339,PROD-375-0339-VAR2,Silver,One-Size,13290,808
1201,340,PROD-429-0340-VAR1,Olive Green,XS,5369,1539
1202,340,PROD-429-0340-VAR2,Silver,XL,7869,3581
1203,340,PROD-429-0340-VAR3,Slate Gray,One-Size,5369,2540
1204,341,PROD-347-0341-VAR1,Silver,XL,8726,346
1205,341,PROD-347-0341-VAR2,Slate Gray,XS,6226,4187
1206,342,PROD-426-0342-VAR1,Black,M,16755,340
1207,342,PROD-426-0342-VAR2,Slate Gray,XXL,16755,174
1208,342,PROD-426-0342-VAR3,Navy Blue,L,17755,2995
1209,342,PROD-426-0342-VAR4,Navy Blue,XL,17755,2610
1210,343,PROD-124-0343-VAR1,Navy Blue,M,2204,1412
1211,343,PROD-124-0343-VAR2,Silver,One-Size,2204,2420
1212,343,PROD-124-0343-VAR3,Olive Green,M,2704,3374
1213,343,PROD-124-0343-VAR4,Black,XS,5204,513
1214,343,PROD-124-0343-VAR5,Olive Green,XXL,2204,2262
1215,344,PROD-880-0344-VAR1,Black,L,20864,3008
1216,344,PROD-880-0344-VAR2,Black,S,19364,4021
1217,345,PROD-245-0345-VAR1,Slate Gray,XS,11829,1434
1218,345,PROD-245-0345-VAR2,Crimson,L,13329,1665
1219,345,PROD-245-0345-VAR3,Silver,XXL,10329,4054
1220,346,PROD-702-0346-VAR1,White,XXL,11835,1010
1221,346,PROD-702-0346-VAR2,Crimson,One-Size,10335,2606
1222,346,PROD-702-0346-VAR3,Slate Gray,S,13335,3799
1223,347,PROD-791-0347-VAR1,Black,XL,15089,1447
1224,347,PROD-791-0347-VAR2,Navy Blue,XS,16089,1402
1225,348,PROD-671-0348-VAR1,Olive Green,XS,21768,710
1226,348,PROD-671-0348-VAR2,Silver,XL,21768,4066
1227,348,PROD-671-0348-VAR3,Slate Gray,One-Size,21768,3123
1228,348,PROD-671-0348-VAR4,White,XS,22768,611
1229,349,PROD-146-0349-VAR1,White,XL,12505,2500
1230,349,PROD-146-0349-VAR2,Olive Green,XXL,13505,1432
1231,349,PROD-146-0349-VAR3,Silver,L,12505,2553
1232,349,PROD-146-0349-VAR4,Black,S,12505,650
1233,349,PROD-146-0349-VAR5,Black,M,15005,3856
1234,350,PROD-944-0350-VAR1,Black,M,14836,495
1235,350,PROD-944-0350-VAR2,Crimson,One-Size,12336,1653
1236,350,PROD-944-0350-VAR3,Black,S,11836,3127
1237,351,PROD-957-0351-VAR1,Black,One-Size,17899,1002
1238,351,PROD-957-0351-VAR2,White,S,16399,154
1239,351,PROD-957-0351-VAR3,Black,XXL,14899,1231
1240,351,PROD-957-0351-VAR4,White,S,17899,3972
1241,351,PROD-957-0351-VAR5,Black,S,17899,1514
1242,352,PROD-714-0352-VAR1,White,XS,20114,739
1243,352,PROD-714-0352-VAR2,Slate Gray,S,21114,3473
1244,353,PROD-529-0353-VAR1,Silver,S,18604,1687
1245,353,PROD-529-0353-VAR2,Crimson,S,18604,3585
1246,353,PROD-529-0353-VAR3,Slate Gray,M,17604,3116
1247,353,PROD-529-0353-VAR4,White,XXL,17604,2146
1248,353,PROD-529-0353-VAR5,Slate Gray,XL,20104,4125
1249,354,PROD-200-0354-VAR1,Olive Green,M,13028,208
1250,354,PROD-200-0354-VAR2,Crimson,S,14528,2427
1251,354,PROD-200-0354-VAR3,Slate Gray,One-Size,14528,4335
1252,354,PROD-200-0354-VAR4,Slate Gray,S,13028,2139
1253,354,PROD-200-0354-VAR5,Crimson,XS,13028,2235
1254,355,PROD-158-0355-VAR1,Crimson,M,21878,4306
1255,355,PROD-158-0355-VAR2,Silver,L,23378,1522
1256,356,PROD-917-0356-VAR1,Slate Gray,XS,3860,3053
1257,356,PROD-917-0356-VAR2,Silver,L,3860,1884
1258,356,PROD-917-0356-VAR3,Silver,One-Size,3360,3723
1259,357,PROD-952-0357-VAR1,Crimson,XL,16706,2431
1260,357,PROD-952-0357-VAR2,Slate Gray,XXL,15206,2483
1261,357,PROD-952-0357-VAR3,Black,L,14206,3448
1262,357,PROD-952-0357-VAR4,Olive Green,XXL,16706,3788
1263,357,PROD-952-0357-VAR5,White,XS,16706,2907
1264,358,PROD-635-0358-VAR1,Black,XL,17800,1483
1265,358,PROD-635-0358-VAR2,Silver,S,18300,659
1266,358,PROD-635-0358-VAR3,Crimson,XXL,20800,774
1267,358,PROD-635-0358-VAR4,Black,XL,20800,1266
1268,358,PROD-635-0358-VAR5,Olive Green,M,19300,3352
1269,359,PROD-247-0359-VAR1,Silver,L,25360,1736
1270,359,PROD-247-0359-VAR2,Crimson,XS,25360,241
1271,360,PROD-675-0360-VAR1,Navy Blue,XXL,22539,3568
1272,360,PROD-675-0360-VAR2,Silver,L,23039,1119
1273,360,PROD-675-0360-VAR3,Olive Green,L,25539,2156
1274,361,PROD-531-0361-VAR1,Slate Gray,S,17553,1861
1275,361,PROD-531-0361-VAR2,Silver,M,17553,2583
1276,362,PROD-970-0362-VAR1,Silver,S,6714,3902
1277,362,PROD-970-0362-VAR2,Silver,One-Size,6714,288
1278,362,PROD-970-0362-VAR3,Crimson,M,6214,3296
1279,362,PROD-970-0362-VAR4,Slate Gray,M,9214,2766
1280,363,PROD-790-0363-VAR1,Black,L,4588,3347
1281,363,PROD-790-0363-VAR2,Black,One-Size,1588,3440
1282,363,PROD-790-0363-VAR3,Olive Green,One-Size,2088,666
1283,364,PROD-712-0364-VAR1,Slate Gray,XXL,7263,3881
1284,364,PROD-712-0364-VAR2,Silver,XL,9763,2359
1285,364,PROD-712-0364-VAR3,Black,M,8263,4418
1286,365,PROD-761-0365-VAR1,Olive Green,S,7093,682
1287,365,PROD-761-0365-VAR2,Crimson,L,8093,4370
1288,366,PROD-871-0366-VAR1,Navy Blue,XS,14189,271
1289,366,PROD-871-0366-VAR2,Black,XL,14689,2191
1290,366,PROD-871-0366-VAR3,White,L,14689,670
1291,366,PROD-871-0366-VAR4,Slate Gray,S,14189,2612
1292,366,PROD-871-0366-VAR5,White,XS,14189,2214
1293,367,PROD-201-0367-VAR1,Black,XL,4167,3821
1294,367,PROD-201-0367-VAR2,Black,XXL,4167,3423
1295,367,PROD-201-0367-VAR3,Silver,M,5167,423
1296,367,PROD-201-0367-VAR4,Olive Green,L,3667,675
1297,367,PROD-201-0367-VAR5,Navy Blue,XS,3667,460
1298,368,PROD-299-0368-VAR1,Silver,S,13573,4295
1299,368,PROD-299-0368-VAR2,Silver,XXL,12573,2269
1300,368,PROD-299-0368-VAR3,Crimson,M,15073,3539
1301,368,PROD-299-0368-VAR4,White,L,15073,294
1302,368,PROD-299-0368-VAR5,White,XS,12573,3504
1303,369,PROD-947-0369-VAR1,Black,M,4350,2565
1304,369,PROD-947-0369-VAR2,Slate Gray,One-Size,5850,1266
1305,369,PROD-947-0369-VAR3,Crimson,XS,5850,274
1306,369,PROD-947-0369-VAR4,Olive Green,S,2850,4274
1307,370,PROD-600-0370-VAR1,Olive Green,L,27055,3854
1308,370,PROD-600-0370-VAR2,Silver,XXL,24055,3335
1309,370,PROD-600-0370-VAR3,Crimson,L,24555,1471
1310,371,PROD-481-0371-VAR1,Silver,One-Size,23357,1078
1311,371,PROD-481-0371-VAR2,White,L,23857,3310
1312,371,PROD-481-0371-VAR3,Crimson,XL,23357,1362
1313,371,PROD-481-0371-VAR4,Slate Gray,S,23357,2361
1314,371,PROD-481-0371-VAR5,Slate Gray,L,24857,3410
1315,372,PROD-718-0372-VAR1,Black,One-Size,14778,561
1316,372,PROD-718-0372-VAR2,Silver,One-Size,17778,626
1317,372,PROD-718-0372-VAR3,Slate Gray,L,16278,3135
1318,372,PROD-718-0372-VAR4,Black,S,14778,1463
1319,372,PROD-718-0372-VAR5,White,One-Size,15278,2705
1320,373,PROD-650-0373-VAR1,White,L,15278,3601
1321,373,PROD-650-0373-VAR2,Olive Green,M,18278,2157
1322,374,PROD-649-0374-VAR1,Silver,M,23183,2018
1323,374,PROD-649-0374-VAR2,White,XS,24183,4173
1324,374,PROD-649-0374-VAR3,Slate Gray,XXL,23183,2709
1325,375,PROD-438-0375-VAR1,Slate Gray,XXL,16693,676
1326,375,PROD-438-0375-VAR2,Olive Green,M,13693,2423
1327,375,PROD-438-0375-VAR3,Black,One-Size,13693,2490
1328,376,PROD-872-0376-VAR1,Crimson,One-Size,17781,1133
1329,376,PROD-872-0376-VAR2,Crimson,M,17781,2075
1330,376,PROD-872-0376-VAR3,Black,M,14781,4480
1331,377,PROD-475-0377-VAR1,Slate Gray,S,7240,1358
1332,377,PROD-475-0377-VAR2,White,L,10240,3411
1333,377,PROD-475-0377-VAR3,Olive Green,L,10240,1938
1334,378,PROD-670-0378-VAR1,Navy Blue,One-Size,15523,407
1335,378,PROD-670-0378-VAR2,Crimson,M,15523,4348
1336,378,PROD-670-0378-VAR3,Navy Blue,S,13023,1805
1337,379,PROD-764-0379-VAR1,Slate Gray,XL,20703,987
1338,379,PROD-764-0379-VAR2,Silver,One-Size,20703,1490
1339,380,PROD-192-0380-VAR1,Slate Gray,S,21693,3591
1340,380,PROD-192-0380-VAR2,White,One-Size,18693,402
1341,380,PROD-192-0380-VAR3,Black,M,18693,3250
1342,380,PROD-192-0380-VAR4,Olive Green,S,21693,2596
1343,380,PROD-192-0380-VAR5,Crimson,L,21693,2658
1344,381,PROD-418-0381-VAR1,Silver,L,2653,3461
1345,381,PROD-418-0381-VAR2,Silver,L,3653,1055
1346,381,PROD-418-0381-VAR3,Silver,S,5153,3513
1347,381,PROD-418-0381-VAR4,Olive Green,XS,5153,3279
1348,381,PROD-418-0381-VAR5,Olive Green,XXL,2653,1784
1349,382,PROD-325-0382-VAR1,White,XXL,17217,837
1350,382,PROD-325-0382-VAR2,Olive Green,S,19717,4014
1351,382,PROD-325-0382-VAR3,Black,XS,17217,638
1352,382,PROD-325-0382-VAR4,Silver,L,16717,3432
1353,383,PROD-964-0383-VAR1,Slate Gray,XS,3955,523
1354,383,PROD-964-0383-VAR2,Black,M,5455,839
1355,383,PROD-964-0383-VAR3,Slate Gray,M,5455,2227
1356,383,PROD-964-0383-VAR4,Slate Gray,M,6955,970
1357,383,PROD-964-0383-VAR5,Navy Blue,M,5455,2531
1358,384,PROD-115-0384-VAR1,Silver,L,12876,2432
1359,384,PROD-115-0384-VAR2,Navy Blue,XL,9876,789
1360,384,PROD-115-0384-VAR3,White,XS,11376,739
1361,385,PROD-203-0385-VAR1,Navy Blue,L,1408,2668
1362,385,PROD-203-0385-VAR2,Black,XS,2908,2320
1363,385,PROD-203-0385-VAR3,Navy Blue,XL,4408,1190
1364,385,PROD-203-0385-VAR4,Crimson,One-Size,1408,3185
1365,386,PROD-125-0386-VAR1,Crimson,XXL,14076,1317
1366,386,PROD-125-0386-VAR2,Crimson,XXL,13076,1996
1367,386,PROD-125-0386-VAR3,Crimson,S,13076,3793
1368,387,PROD-187-0387-VAR1,Silver,One-Size,13413,1961
1369,387,PROD-187-0387-VAR2,White,L,10413,1914
1370,387,PROD-187-0387-VAR3,Olive Green,One-Size,10413,1335
1371,387,PROD-187-0387-VAR4,Olive Green,XL,13413,1106
1372,387,PROD-187-0387-VAR5,Crimson,One-Size,13413,1748
1373,388,PROD-892-0388-VAR1,Crimson,XXL,9264,1867
1374,388,PROD-892-0388-VAR2,Crimson,XXL,7764,2459
1375,388,PROD-892-0388-VAR3,White,S,9264,2803
1376,388,PROD-892-0388-VAR4,Olive Green,XL,9264,1850
1377,389,PROD-124-0389-VAR1,Olive Green,S,6784,2958
1378,389,PROD-124-0389-VAR2,White,XL,4284,1031
1379,389,PROD-124-0389-VAR3,Silver,XL,3784,3345
1380,389,PROD-124-0389-VAR4,Silver,S,3784,4122
1381,389,PROD-124-0389-VAR5,Black,M,5284,3618
1382,390,PROD-608-0390-VAR1,White,XXL,20662,2830
1383,390,PROD-608-0390-VAR2,Navy Blue,XXL,23162,2726
1384,390,PROD-608-0390-VAR3,Silver,M,23162,1933
1385,391,PROD-726-0391-VAR1,Olive Green,One-Size,15054,4303
1386,391,PROD-726-0391-VAR2,Olive Green,S,12054,454
1387,392,PROD-255-0392-VAR1,Black,M,24375,1723
1388,392,PROD-255-0392-VAR2,White,One-Size,22875,897
1389,392,PROD-255-0392-VAR3,Slate Gray,XXL,24375,948
1390,392,PROD-255-0392-VAR4,Silver,L,21875,2137
1391,393,PROD-367-0393-VAR1,White,XS,3958,375
1392,393,PROD-367-0393-VAR2,Silver,L,3958,1723
1393,393,PROD-367-0393-VAR3,Black,L,5458,1466
1394,393,PROD-367-0393-VAR4,Black,One-Size,2458,531
1395,393,PROD-367-0393-VAR5,Black,M,2958,1592
1396,394,PROD-911-0394-VAR1,Silver,XL,11790,1685
1397,394,PROD-911-0394-VAR2,Silver,M,14790,4321
1398,394,PROD-911-0394-VAR3,Silver,XXL,13290,3071
1399,395,PROD-688-0395-VAR1,Silver,L,9136,4242
1400,395,PROD-688-0395-VAR2,Silver,XXL,6636,3427
1401,396,PROD-888-0396-VAR1,Slate Gray,One-Size,24238,2223
1402,396,PROD-888-0396-VAR2,Navy Blue,XL,23738,2319
1403,397,PROD-710-0397-VAR1,White,XXL,5030,2974
1404,397,PROD-710-0397-VAR2,Silver,S,6530,2849
1405,397,PROD-710-0397-VAR3,Crimson,M,5030,517
1406,397,PROD-710-0397-VAR4,Slate Gray,M,8030,972
1407,398,PROD-831-0398-VAR1,Slate Gray,S,11024,2389
1408,398,PROD-831-0398-VAR2,Black,M,12524,3441
1409,398,PROD-831-0398-VAR3,Crimson,XS,10024,1726
1410,398,PROD-831-0398-VAR4,Crimson,XL,12524,2211
1411,398,PROD-831-0398-VAR5,Black,S,10024,2611
1412,399,PROD-959-0399-VAR1,Silver,L,16535,2111
1413,399,PROD-959-0399-VAR2,Black,L,16035,1766
1414,399,PROD-959-0399-VAR3,Navy Blue,L,17535,4076
1415,399,PROD-959-0399-VAR4,Olive Green,M,16535,1371
1416,399,PROD-959-0399-VAR5,White,M,16535,1647
1417,400,PROD-548-0400-VAR1,Navy Blue,XS,11265,1333
1418,400,PROD-548-0400-VAR2,Navy Blue,S,12265,3642
1419,400,PROD-548-0400-VAR3,Black,S,11265,3401
1420,401,PROD-347-0401-VAR1,Slate Gray,S,12302,3453
1421,401,PROD-347-0401-VAR2,Navy Blue,L,11302,2848
1422,402,PROD-453-0402-VAR1,Silver,One-Size,8013,3387
1423,402,PROD-453-0402-VAR2,Silver,One-Size,8013,3916
1424,403,PROD-851-0403-VAR1,Crimson,S,3466,1193
1425,403,PROD-851-0403-VAR2,Crimson,One-Size,3466,1405
1426,403,PROD-851-0403-VAR3,Crimson,XS,5966,1828
1427,403,PROD-851-0403-VAR4,Navy Blue,M,5966,4166
1428,404,PROD-432-0404-VAR1,Silver,One-Size,13180,1542
1429,404,PROD-432-0404-VAR2,Navy Blue,M,13180,2483
1430,404,PROD-432-0404-VAR3,Black,S,16180,300
1431,404,PROD-432-0404-VAR4,Olive Green,XS,13680,1457
1432,404,PROD-432-0404-VAR5,Crimson,XL,16180,1119
1433,405,PROD-217-0405-VAR1,Slate Gray,XXL,19525,3095
1434,405,PROD-217-0405-VAR2,Crimson,XXL,19525,313
1435,405,PROD-217-0405-VAR3,White,One-Size,21025,867
1436,405,PROD-217-0405-VAR4,White,XL,21025,2962
1437,405,PROD-217-0405-VAR5,White,One-Size,19525,3209
1438,406,PROD-130-0406-VAR1,Navy Blue,M,16931,2184
1439,406,PROD-130-0406-VAR2,Olive Green,XS,16431,2985
1440,407,PROD-690-0407-VAR1,Black,One-Size,11231,712
1441,407,PROD-690-0407-VAR2,Navy Blue,One-Size,11231,226
1442,407,PROD-690-0407-VAR3,White,XXL,8731,3775
1443,408,PROD-203-0408-VAR1,Navy Blue,One-Size,17128,2379
1444,408,PROD-203-0408-VAR2,Slate Gray,XS,17128,3059
1445,409,PROD-793-0409-VAR1,Navy Blue,One-Size,1041,4216
1446,409,PROD-793-0409-VAR2,Crimson,M,2541,2009
1447,410,PROD-993-0410-VAR1,Olive Green,M,9729,2998
1448,410,PROD-993-0410-VAR2,Black,One-Size,10729,1174
1449,410,PROD-993-0410-VAR3,Slate Gray,L,9229,336
1450,411,PROD-675-0411-VAR1,Black,M,11874,4285
1451,411,PROD-675-0411-VAR2,Slate Gray,XXL,13374,4275
1452,411,PROD-675-0411-VAR3,Crimson,XS,10874,502
1453,412,PROD-173-0412-VAR1,Silver,XS,9258,214
1454,412,PROD-173-0412-VAR2,Silver,One-Size,9258,2559
1455,413,PROD-956-0413-VAR1,Slate Gray,S,27302,2119
1456,413,PROD-956-0413-VAR2,Olive Green,L,27302,2002
1457,413,PROD-956-0413-VAR3,Crimson,XS,25802,158
1458,414,PROD-316-0414-VAR1,Slate Gray,XXL,22988,2757
1459,414,PROD-316-0414-VAR2,White,S,23488,2543
1460,414,PROD-316-0414-VAR3,Olive Green,M,22988,3857
1461,415,PROD-730-0415-VAR1,Slate Gray,L,4983,2760
1462,415,PROD-730-0415-VAR2,Black,XL,4983,615
1463,415,PROD-730-0415-VAR3,Silver,XS,7983,2588
1464,416,PROD-527-0416-VAR1,Black,XXL,20276,3581
1465,416,PROD-527-0416-VAR2,White,XL,21776,2579
1466,416,PROD-527-0416-VAR3,Navy Blue,M,20276,1752
1467,416,PROD-527-0416-VAR4,Black,XL,23276,4019
1468,417,PROD-491-0417-VAR1,Slate Gray,XXL,11737,3807
1469,417,PROD-491-0417-VAR2,Crimson,S,11237,638
1470,417,PROD-491-0417-VAR3,Navy Blue,One-Size,11237,2544
1471,417,PROD-491-0417-VAR4,Olive Green,S,14237,2932
1472,418,PROD-240-0418-VAR1,White,XXL,5382,3041
1473,418,PROD-240-0418-VAR2,Black,S,6882,3332
1474,418,PROD-240-0418-VAR3,Black,One-Size,5382,4252
1475,419,PROD-306-0419-VAR1,Crimson,M,12495,3063
1476,419,PROD-306-0419-VAR2,Crimson,L,13995,249
1477,419,PROD-306-0419-VAR3,White,One-Size,11495,2828
1478,420,PROD-880-0420-VAR1,Black,XL,12207,1574
1479,420,PROD-880-0420-VAR2,Navy Blue,One-Size,14707,4217
1480,420,PROD-880-0420-VAR3,Crimson,One-Size,13207,1034
1481,421,PROD-616-0421-VAR1,Slate Gray,S,18208,1226
1482,421,PROD-616-0421-VAR2,Olive Green,S,21208,384
1483,421,PROD-616-0421-VAR3,White,XS,19708,4345
1484,421,PROD-616-0421-VAR4,White,M,18708,3552
1485,422,PROD-611-0422-VAR1,Silver,XXL,5284,353
1486,422,PROD-611-0422-VAR2,Crimson,XL,3784,1500
1487,423,PROD-824-0423-VAR1,White,L,6795,1770
1488,423,PROD-824-0423-VAR2,Silver,L,8295,586
1489,423,PROD-824-0423-VAR3,Silver,XS,7295,4064
1490,423,PROD-824-0423-VAR4,White,XS,8295,1901
1491,424,PROD-508-0424-VAR1,Slate Gray,L,11408,2174
1492,424,PROD-508-0424-VAR2,Olive Green,L,8408,3298
1493,425,PROD-178-0425-VAR1,Black,S,14154,3786
1494,425,PROD-178-0425-VAR2,Slate Gray,S,17154,4486
1495,425,PROD-178-0425-VAR3,Black,XXL,14654,150
1496,425,PROD-178-0425-VAR4,Olive Green,M,14154,1227
1497,426,PROD-975-0426-VAR1,White,XXL,16823,2273
1498,426,PROD-975-0426-VAR2,Black,M,17823,422
1499,427,PROD-312-0427-VAR1,Navy Blue,XXL,22745,2399
1500,427,PROD-312-0427-VAR2,Navy Blue,M,21245,348
1501,427,PROD-312-0427-VAR3,Slate Gray,S,24245,2789
1502,427,PROD-312-0427-VAR4,Navy Blue,XS,22745,4435
1503,428,PROD-899-0428-VAR1,Olive Green,One-Size,21909,2949
1504,428,PROD-899-0428-VAR2,Slate Gray,One-Size,21909,1119
1505,428,PROD-899-0428-VAR3,Crimson,S,22909,3415
1506,428,PROD-899-0428-VAR4,Olive Green,One-Size,24409,2435
1507,428,PROD-899-0428-VAR5,Crimson,XS,21909,2745
1508,429,PROD-942-0429-VAR1,Olive Green,One-Size,21860,483
1509,429,PROD-942-0429-VAR2,Olive Green,XL,19360,2142
1510,430,PROD-603-0430-VAR1,Slate Gray,XL,18420,392
1511,430,PROD-603-0430-VAR2,Navy Blue,L,18420,677
1512,431,PROD-403-0431-VAR1,Slate Gray,M,14609,636
1513,431,PROD-403-0431-VAR2,White,XL,11609,4074
1514,431,PROD-403-0431-VAR3,White,M,14609,2250
1515,431,PROD-403-0431-VAR4,Slate Gray,XL,11609,4147
1516,432,PROD-977-0432-VAR1,Slate Gray,XL,10551,2229
1517,432,PROD-977-0432-VAR2,Silver,L,10551,3922
1518,432,PROD-977-0432-VAR3,Olive Green,L,13551,3391
1519,433,PROD-479-0433-VAR1,Silver,L,26485,3131
1520,433,PROD-479-0433-VAR2,Black,M,24985,2076
1521,433,PROD-479-0433-VAR3,Olive Green,XS,24985,251
1522,434,PROD-743-0434-VAR1,Crimson,S,8382,1594
1523,434,PROD-743-0434-VAR2,Navy Blue,XL,9382,2690
1524,434,PROD-743-0434-VAR3,Navy Blue,M,8382,2380
1525,434,PROD-743-0434-VAR4,Black,M,8382,4460
1526,434,PROD-743-0434-VAR5,White,One-Size,8382,2912
1527,435,PROD-736-0435-VAR1,Olive Green,XL,9115,2422
1528,435,PROD-736-0435-VAR2,Black,S,8615,1062
1529,435,PROD-736-0435-VAR3,White,S,9115,1779
1530,435,PROD-736-0435-VAR4,White,XXL,11615,1633
1531,436,PROD-350-0436-VAR1,Navy Blue,XS,2593,3621
1532,436,PROD-350-0436-VAR2,Crimson,XS,3593,1199
1533,437,PROD-344-0437-VAR1,Navy Blue,S,12343,474
1534,437,PROD-344-0437-VAR2,Silver,M,15343,507
1535,437,PROD-344-0437-VAR3,Olive Green,S,15343,3027
1536,438,PROD-376-0438-VAR1,Black,L,13425,1695
1537,438,PROD-376-0438-VAR2,Olive Green,One-Size,10425,1090
1538,439,PROD-512-0439-VAR1,Slate Gray,S,24982,2080
1539,439,PROD-512-0439-VAR2,Navy Blue,XXL,24982,3131
1540,439,PROD-512-0439-VAR3,White,S,23982,1480
1541,439,PROD-512-0439-VAR4,Olive Green,One-Size,24982,2942
1542,440,PROD-920-0440-VAR1,Olive Green,XL,5154,2273
1543,440,PROD-920-0440-VAR2,Olive Green,M,4154,1597
1544,440,PROD-920-0440-VAR3,White,XXL,4154,1633
1545,441,PROD-569-0441-VAR1,Slate Gray,XXL,3343,477
1546,441,PROD-569-0441-VAR2,Silver,XS,6343,2497
1547,441,PROD-569-0441-VAR3,Crimson,One-Size,3343,3157
1548,442,PROD-189-0442-VAR1,Black,S,8933,2689
1549,442,PROD-189-0442-VAR2,Crimson,L,11433,3354
1550,442,PROD-189-0442-VAR3,Black,XS,8933,2141
1551,442,PROD-189-0442-VAR4,Crimson,S,11433,3354
1552,442,PROD-189-0442-VAR5,Slate Gray,L,8433,1808
1553,443,PROD-499-0443-VAR1,Black,M,24145,2898
1554,443,PROD-499-0443-VAR2,Navy Blue,M,25145,283
1555,443,PROD-499-0443-VAR3,Silver,XL,25145,1374
1556,443,PROD-499-0443-VAR4,White,M,25145,426
1557,443,PROD-499-0443-VAR5,Navy Blue,XL,25145,4079
1558,444,PROD-427-0444-VAR1,Olive Green,XS,21425,2162
1559,444,PROD-427-0444-VAR2,Navy Blue,XXL,21925,3605
1560,444,PROD-427-0444-VAR3,Silver,XL,22925,4366
1561,445,PROD-798-0445-VAR1,Slate Gray,M,4237,1824
1562,445,PROD-798-0445-VAR2,White,M,3737,3537
1563,445,PROD-798-0445-VAR3,Crimson,M,6737,286
1564,446,PROD-690-0446-VAR1,Slate Gray,M,16581,1310
1565,446,PROD-690-0446-VAR2,White,M,18081,3800
1566,446,PROD-690-0446-VAR3,Olive Green,XXL,16581,1893
1567,446,PROD-690-0446-VAR4,Crimson,M,19581,367
1568,447,PROD-277-0447-VAR1,Slate Gray,XXL,18071,1928
1569,447,PROD-277-0447-VAR2,White,XL,19571,3480
1570,447,PROD-277-0447-VAR3,Black,XS,16571,2094
1571,447,PROD-277-0447-VAR4,White,XL,17071,509
1572,447,PROD-277-0447-VAR5,Silver,S,16571,1516
1573,448,PROD-303-0448-VAR1,White,L,11269,908
1574,448,PROD-303-0448-VAR2,Silver,XL,11269,311
1575,448,PROD-303-0448-VAR3,Navy Blue,XL,11769,3676
1576,448,PROD-303-0448-VAR4,Olive Green,XL,12769,3812
1577,448,PROD-303-0448-VAR5,Navy Blue,XL,12769,526
1578,449,PROD-507-0449-VAR1,Olive Green,XS,12432,2745
1579,449,PROD-507-0449-VAR2,Olive Green,S,12432,838
1580,449,PROD-507-0449-VAR3,Slate Gray,One-Size,12432,2137
1581,450,PROD-694-0450-VAR1,Crimson,M,12490,4247
1582,450,PROD-694-0450-VAR2,Navy Blue,XL,12490,4443
1583,450,PROD-694-0450-VAR3,Navy Blue,M,9490,1061
1584,450,PROD-694-0450-VAR4,Crimson,L,12490,3108
1585,450,PROD-694-0450-VAR5,Olive Green,XXL,9490,1981
1586,451,PROD-235-0451-VAR1,Olive Green,One-Size,21852,222
1587,451,PROD-235-0451-VAR2,Olive Green,M,21852,1673
1588,451,PROD-235-0451-VAR3,Silver,XXL,21352,945
1589,452,PROD-867-0452-VAR1,Crimson,XXL,7671,1854
1590,452,PROD-867-0452-VAR2,Silver,XXL,9171,1908
1591,452,PROD-867-0452-VAR3,Silver,XL,7671,3493
1592,453,PROD-475-0453-VAR1,Olive Green,M,6730,1372
1593,453,PROD-475-0453-VAR2,White,XL,8230,622
1594,453,PROD-475-0453-VAR3,Olive Green,XL,6730,4484
1595,453,PROD-475-0453-VAR4,Black,XXL,8230,2103
1596,453,PROD-475-0453-VAR5,Slate Gray,M,8230,2319
1597,454,PROD-257-0454-VAR1,White,One-Size,21375,2733
1598,454,PROD-257-0454-VAR2,Black,L,20875,4246
1599,454,PROD-257-0454-VAR3,Black,L,22375,952
1600,454,PROD-257-0454-VAR4,Crimson,L,22375,3757
1601,454,PROD-257-0454-VAR5,Olive Green,L,23875,1515
1602,455,PROD-643-0455-VAR1,Navy Blue,XXL,10317,3149
1603,455,PROD-643-0455-VAR2,Black,S,10317,3309
1604,455,PROD-643-0455-VAR3,Navy Blue,L,7317,943
1605,455,PROD-643-0455-VAR4,Slate Gray,S,8817,3922
1606,456,PROD-265-0456-VAR1,Slate Gray,M,10207,794
1607,456,PROD-265-0456-VAR2,Navy Blue,L,11707,2814
1608,456,PROD-265-0456-VAR3,Olive Green,XXL,13207,1406
1609,457,PROD-939-0457-VAR1,Black,XXL,22312,1162
1610,457,PROD-939-0457-VAR2,White,XS,22312,435
1611,457,PROD-939-0457-VAR3,Silver,One-Size,19312,2734
1612,457,PROD-939-0457-VAR4,White,XS,20812,1690
1613,457,PROD-939-0457-VAR5,Crimson,XXL,19312,2772
1614,458,PROD-526-0458-VAR1,Black,L,15095,3347
1615,458,PROD-526-0458-VAR2,Olive Green,S,15095,989
1616,458,PROD-526-0458-VAR3,Silver,M,12595,504
1617,459,PROD-399-0459-VAR1,Olive Green,XXL,9670,2591
1618,459,PROD-399-0459-VAR2,Olive Green,XS,9670,358
1619,459,PROD-399-0459-VAR3,Slate Gray,XS,9670,3777
1620,460,PROD-934-0460-VAR1,Slate Gray,XL,23237,3866
1621,460,PROD-934-0460-VAR2,Black,XXL,24237,615
1622,460,PROD-934-0460-VAR3,Navy Blue,M,24237,2350
1623,460,PROD-934-0460-VAR4,Navy Blue,XL,24237,1398
