id,variant_id,warehouse_code,quantity_on_hand,updated_at
927,927,WH-EAST,19,2026-06-12 12:54:25
927,927,WH-WEST,23,2026-06-10 01:54:25
927,927,WH-CENTRAL,86,2026-06-12 09:54:25
928,928,WH-EAST,27,2026-06-09 21:54:25
928,928,WH-WEST,57,2026-06-10 16:54:25
928,928,WH-CENTRAL,98,2026-06-12 09:54:25
929,929,WH-EAST,22,2026-06-11 08:54:25
929,929,WH-WEST,103,2026-06-10 18:54:25
929,929,WH-CENTRAL,33,2026-06-09 17:54:25
930,930,WH-EAST,5,2026-06-10 02:54:25
930,930,WH-WEST,23,2026-06-09 20:54:25
930,930,WH-CENTRAL,0,2026-06-10 20:54:25
931,931,WH-EAST,39,2026-06-10 19:54:25
931,931,WH-WEST,10,2026-06-11 02:54:25
931,931,WH-CENTRAL,94,2026-06-10 17:54:25
932,932,WH-EAST,12,2026-06-10 16:54:25
932,932,WH-WEST,69,2026-06-09 20:54:25
932,932,WH-CENTRAL,49,2026-06-11 14:54:25
933,933,WH-EAST,76,2026-06-11 08:54:25
933,933,WH-WEST,7,2026-06-11 11:54:25
933,933,WH-CENTRAL,26,2026-06-10 17:54:25
934,934,WH-EAST,102,2026-06-11 02:54:25
934,934,WH-WEST,12,2026-06-12 14:54:25
934,934,WH-CENTRAL,70,2026-06-11 00:54:25
935,935,WH-EAST,16,2026-06-11 04:54:25
935,935,WH-WEST,85,2026-06-11 04:54:25
935,935,WH-CENTRAL,81,2026-06-12 01:54:25
936,936,WH-EAST,63,2026-06-11 13:54:25
936,936,WH-WEST,13,2026-06-11 11:54:25
936,936,WH-CENTRAL,105,2026-06-11 17:54:25
937,937,WH-EAST,50,2026-06-12 13:54:25
937,937,WH-WEST,109,2026-06-11 18:54:25
937,937,WH-CENTRAL,6,2026-06-11 01:54:25
938,938,WH-EAST,115,2026-06-12 07:54:25
938,938,WH-WEST,0,2026-06-12 04:54:25
938,938,WH-CENTRAL,30,2026-06-10 08:54:25
939,939,WH-EAST,75,2026-06-11 02:54:25
939,939,WH-WEST,24,2026-06-10 14:54:25
939,939,WH-CENTRAL,0,2026-06-11 22:54:25
940,940,WH-EAST,98,2026-06-10 17:54:25
940,940,WH-WEST,101,2026-06-11 20:54:25
940,940,WH-CENTRAL,82,2026-06-10 23:54:25
941,941,WH-EAST,111,2026-06-09 16:54:25
941,941,WH-WEST,0,2026-06-12 08:54:25
941,941,WH-CENTRAL,0,2026-06-11 04:54:25
942,942,WH-EAST,107,2026-06-11 23:54:25
942,942,WH-WEST,7,2026-06-10 12:54:25
942,942,WH-CENTRAL,73,2026-06-12 08:54:25
943,943,WH-EAST,56,2026-06-12 02:54:25
943,943,WH-WEST,34,2026-06-12 09:54:25
943,943,WH-CENTRAL,72,2026-06-10 20:54:25
944,944,WH-EAST,53,2026-06-09 18:54:25
944,944,WH-WEST,16,2026-06-10 08:54:25
944,944,WH-CENTRAL,15,2026-06-10 21:54:25
945,945,WH-EAST,49,2026-06-11 17:54:25
945,945,WH-WEST,102,2026-06-09 17:54:25
945,945,WH-CENTRAL,53,2026-06-11 12:54:25
946,946,WH-EAST,53,2026-06-09 16:54:25
946,946,WH-WEST,105,2026-06-10 23:54:25
946,946,WH-CENTRAL,106,2026-06-11 17:54:25
947,947,WH-EAST,81,2026-06-09 16:54:25
947,947,WH-WEST,76,2026-06-11 22:54:25
947,947,WH-CENTRAL,0,2026-06-11 00:54:25
948,948,WH-EAST,21,2026-06-09 21:54:25
948,948,WH-WEST,55,2026-06-09 20:54:25
948,948,WH-CENTRAL,73,2026-06-12 01:54:25
949,949,WH-EAST,64,2026-06-09 20:54:25
949,949,WH-WEST,65,2026-06-12 14:54:25
949,949,WH-CENTRAL,87,2026-06-09 21:54:25
950,950,WH-EAST,0,2026-06-09 20:54:25
950,950,WH-WEST,71,2026-06-11 01:54:25
950,950,WH-CENTRAL,20,2026-06-12 14:54:25
951,951,WH-EAST,111,2026-06-11 21:54:25
951,951,WH-WEST,0,2026-06-10 02:54:25
951,951,WH-CENTRAL,74,2026-06-11 14:54:25
952,952,WH-EAST,56,2026-06-11 02:54:25
952,952,WH-WEST,0,2026-06-11 07:54:25
952,952,WH-CENTRAL,45,2026-06-10 14:54:25
953,953,WH-EAST,52,2026-06-10 17:54:25
953,953,WH-WEST,12,2026-06-12 14:54:25
953,953,WH-CENTRAL,58,2026-06-11 18:54:25
954,954,WH-EAST,105,2026-06-11 19:54:25
954,954,WH-WEST,71,2026-06-11 20:54:25
954,954,WH-CENTRAL,69,2026-06-10 17:54:25
955,955,WH-EAST,100,2026-06-12 11:54:25
955,955,WH-WEST,66,2026-06-12 03:54:25
955,955,WH-CENTRAL,83,2026-06-10 19:54:25
956,956,WH-EAST,11,2026-06-12 04:54:25
956,956,WH-WEST,92,2026-06-10 07:54:25
956,956,WH-CENTRAL,107,2026-06-10 20:54:25
957,957,WH-EAST,7,2026-06-10 23:54:25
957,957,WH-WEST,115,2026-06-11 13:54:25
957,957,WH-CENTRAL,86,2026-06-10 06:54:25
958,958,WH-EAST,105,2026-06-12 12:54:25
958,958,WH-WEST,82,2026-06-10 19:54:25
958,958,WH-CENTRAL,0,2026-06-10 23:54:25
959,959,WH-EAST,62,2026-06-10 17:54:25
959,959,WH-WEST,105,2026-06-11 17:54:25
959,959,WH-CENTRAL,0,2026-06-12 10:54:25
960,960,WH-EAST,0,2026-06-09 18:54:25
960,960,WH-WEST,21,2026-06-12 00:54:25
960,960,WH-CENTRAL,23,2026-06-10 05:54:25
961,961,WH-EAST,60,2026-06-11 16:54:25
961,961,WH-WEST,21,2026-06-11 04:54:25
961,961,WH-CENTRAL,110,2026-06-11 01:54:25
962,962,WH-EAST,60,2026-06-10 23:54:25
962,962,WH-WEST,51,2026-06-12 02:54:25
962,962,WH-CENTRAL,45,2026-06-10 16:54:25
963,963,WH-EAST,104,2026-06-11 04:54:25
963,963,WH-WEST,29,2026-06-11 20:54:25
963,963,WH-CENTRAL,103,2026-06-10 22:54:25
964,964,WH-EAST,43,2026-06-11 04:54:25
964,964,WH-WEST,12,2026-06-12 09:54:25
964,964,WH-CENTRAL,0,2026-06-11 13:54:25
965,965,WH-EAST,111,2026-06-12 06:54:25
965,965,WH-WEST,85,2026-06-10 17:54:25
965,965,WH-CENTRAL,113,2026-06-11 22:54:25
966,966,WH-EAST,0,2026-06-11 20:54:25
966,966,WH-WEST,108,2026-06-12 02:54:25
966,966,WH-CENTRAL,0,2026-06-10 05:54:25
967,967,WH-EAST,5,2026-06-12 12:54:25
967,967,WH-WEST,45,2026-06-12 10:54:25
967,967,WH-CENTRAL,81,2026-06-11 19:54:25
968,968,WH-EAST,28,2026-06-10 22:54:25
968,968,WH-WEST,0,2026-06-12 00:54:25
968,968,WH-CENTRAL,68,2026-06-10 21:54:25
969,969,WH-EAST,31,2026-06-10 06:54:25
969,969,WH-WEST,111,2026-06-09 16:54:25
969,969,WH-CENTRAL,48,2026-06-09 23:54:25
970,970,WH-EAST,102,2026-06-09 19:54:25
970,970,WH-WEST,106,2026-06-11 11:54:25
970,970,WH-CENTRAL,0,2026-06-12 00:54:25
971,971,WH-EAST,59,2026-06-09 19:54:25
971,971,WH-WEST,120,2026-06-10 15:54:25
971,971,WH-CENTRAL,115,2026-06-09 23:54:25
972,972,WH-EAST,91,2026-06-11 19:54:25
972,972,WH-WEST,72,2026-06-11 13:54:25
972,972,WH-CENTRAL,12,2026-06-12 03:54:25
973,973,WH-EAST,98,2026-06-10 01:54:25
973,973,WH-WEST,79,2026-06-09 23:54:25
973,973,WH-CENTRAL,93,2026-06-10 22:54:25
974,974,WH-EAST,63,2026-06-12 10:54:25
974,974,WH-WEST,100,2026-06-11 20:54:25
974,974,WH-CENTRAL,111,2026-06-12 03:54:25
975,975,WH-EAST,31,2026-06-11 19:54:25
975,975,WH-WEST,38,2026-06-09 21:54:25
975,975,WH-CENTRAL,102,2026-06-12 03:54:25
976,976,WH-EAST,65,2026-06-10 04:54:25
976,976,WH-WEST,32,2026-06-10 18:54:25
976,976,WH-CENTRAL,119,2026-06-10 19:54:25
977,977,WH-EAST,106,2026-06-09 20:54:25
977,977,WH-WEST,44,2026-06-12 00:54:25
977,977,WH-CENTRAL,0,2026-06-10 17:54:25
978,978,WH-EAST,116,2026-06-11 08:54:25
978,978,WH-WEST,44,2026-06-10 02:54:25
978,978,WH-CENTRAL,22,2026-06-12 05:54:25
979,979,WH-EAST,83,2026-06-11 09:54:25
979,979,WH-WEST,53,2026-06-10 09:54:25
979,979,WH-CENTRAL,38,2026-06-10 12:54:25
980,980,WH-EAST,99,2026-06-09 20:54:25
980,980,WH-WEST,69,2026-06-12 02:54:25
980,980,WH-CENTRAL,114,2026-06-10 19:54:25
981,981,WH-EAST,116,2026-06-12 07:54:25
981,981,WH-WEST,118,2026-06-12 03:54:25
981,981,WH-CENTRAL,115,2026-06-10 01:54:25
982,982,WH-EAST,95,2026-06-12 09:54:25
982,982,WH-WEST,75,2026-06-10 14:54:25
982,982,WH-CENTRAL,65,2026-06-12 10:54:25
983,983,WH-EAST,22,2026-06-10 09:54:25
983,983,WH-WEST,78,2026-06-10 16:54:25
983,983,WH-CENTRAL,36,2026-06-09 16:54:25
984,984,WH-EAST,19,2026-06-12 09:54:25
984,984,WH-WEST,87,2026-06-12 09:54:25
984,984,WH-CENTRAL,0,2026-06-09 18:54:25
985,985,WH-EAST,69,2026-06-10 13:54:25
985,985,WH-WEST,117,2026-06-10 10:54:25
985,985,WH-CENTRAL,113,2026-06-10 19:54:25
986,986,WH-EAST,102,2026-06-10 11:54:25
986,986,WH-WEST,119,2026-06-09 21:54:25
986,986,WH-CENTRAL,116,2026-06-10 07:54:25
987,987,WH-EAST,108,2026-06-09 21:54:25
987,987,WH-WEST,0,2026-06-10 12:54:25
987,987,WH-CENTRAL,40,2026-06-09 19:54:25
988,988,WH-EAST,106,2026-06-11 21:54:25
988,988,WH-WEST,114,2026-06-10 11:54:25
988,988,WH-CENTRAL,39,2026-06-10 23:54:25
989,989,WH-EAST,23,2026-06-10 22:54:25
989,989,WH-WEST,98,2026-06-10 11:54:25
989,989,WH-CENTRAL,24,2026-06-09 22:54:25
990,990,WH-EAST,0,2026-06-11 00:54:25
990,990,WH-WEST,38,2026-06-12 01:54:25
990,990,WH-CENTRAL,79,2026-06-09 16:54:25
991,991,WH-EAST,25,2026-06-10 18:54:25
991,991,WH-WEST,52,2026-06-10 02:54:25
991,991,WH-CENTRAL,34,2026-06-10 18:54:25
992,992,WH-EAST,21,2026-06-11 13:54:25
992,992,WH-WEST,36,2026-06-10 17:54:25
992,992,WH-CENTRAL,82,2026-06-10 22:54:25
993,993,WH-EAST,61,2026-06-12 10:54:25
993,993,WH-WEST,35,2026-06-09 22:54:25
993,993,WH-CENTRAL,45,2026-06-09 20:54:25
994,994,WH-EAST,7,2026-06-11 23:54:25
994,994,WH-WEST,62,2026-06-11 12:54:25
994,994,WH-CENTRAL,75,2026-06-12 12:54:25
995,995,WH-EAST,11,2026-06-10 10:54:25
995,995,WH-WEST,26,2026-06-11 02:54:25
995,995,WH-CENTRAL,0,2026-06-11 10:54:25
996,996,WH-EAST,43,2026-06-11 16:54:25
996,996,WH-WEST,81,2026-06-10 10:54:25
996,996,WH-CENTRAL,33,2026-06-11 22:54:25
997,997,WH-EAST,32,2026-06-10 18:54:25
997,997,WH-WEST,100,2026-06-11 16:54:25
997,997,WH-CENTRAL,114,2026-06-10 12:54:25
998,998,WH-EAST,24,2026-06-11 17:54:25
998,998,WH-WEST,42,2026-06-12 07:54:25
998,998,WH-CENTRAL,83,2026-06-12 12:54:25
999,999,WH-EAST,108,2026-06-10 17:54:25
999,999,WH-WEST,79,2026-06-10 16:54:25
999,999,WH-CENTRAL,16,2026-06-11 11:54:25
1000,1000,WH-EAST,73,2026-06-11 13:54:25
1000,1000,WH-WEST,96,2026-06-10 00:54:25
1000,1000,WH-CENTRAL,87,2026-06-12 07:54:25
1001,1001,WH-EAST,105,2026-06-12 09:54:25
1001,1001,WH-WEST,31,2026-06-12 10:54:25
1001,1001,WH-CENTRAL,54,2026-06-11 21:54:25
1002,1002,WH-EAST,34,2026-06-10 03:54:25
1002,1002,WH-WEST,57,2026-06-12 11:54:25
1002,1002,WH-CENTRAL,95,2026-06-11 20:54:25
1003,1003,WH-EAST,67,2026-06-11 10:54:25
1003,1003,WH-WEST,45,2026-06-11 03:54:25
1003,1003,WH-CENTRAL,90,2026-06-10 21:54:25
1004,1004,WH-EAST,26,2026-06-11 08:54:25
1004,1004,WH-WEST,70,2026-06-10 21:54:25
1004,1004,WH-CENTRAL,0,2026-06-09 21:54:25
1005,1005,WH-EAST,0,2026-06-11 08:54:25
1005,1005,WH-WEST,19,2026-06-10 14:54:25
1005,1005,WH-CENTRAL,0,2026-06-11 07:54:25
1006,1006,WH-EAST,111,2026-06-11 12:54:25
1006,1006,WH-WEST,80,2026-06-12 04:54:25
1006,1006,WH-CENTRAL,93,2026-06-12 03:54:25
1007,1007,WH-EAST,107,2026-06-10 10:54:25
1007,1007,WH-WEST,116,2026-06-11 03:54:25
1007,1007,WH-CENTRAL,77,2026-06-12 14:54:25
1008,1008,WH-EAST,0,2026-06-11 18:54:25
1008,1008,WH-WEST,46,2026-06-11 17:54:25
1008,1008,WH-CENTRAL,48,2026-06-12 04:54:25
1009,1009,WH-EAST,29,2026-06-11 13:54:25
1009,1009,WH-WEST,116,2026-06-12 14:54:25
1009,1009,WH-CENTRAL,68,2026-06-12 09:54:25
1010,1010,WH-EAST,31,2026-06-11 07:54:25
1010,1010,WH-WEST,93,2026-06-10 13:54:25
1010,1010,WH-CENTRAL,77,2026-06-12 10:54:25
1011,1011,WH-EAST,17,2026-06-12 06:54:25
1011,1011,WH-WEST,57,2026-06-10 17:54:25
1011,1011,WH-CENTRAL,77,2026-06-10 07:54:25
1012,1012,WH-EAST,50,2026-06-10 13:54:25
1012,1012,WH-WEST,73,2026-06-11 17:54:25
1012,1012,WH-CENTRAL,65,2026-06-10 19:54:25
1013,1013,WH-EAST,99,2026-06-10 22:54:25
1013,1013,WH-WEST,16,2026-06-10 02:54:25
1013,1013,WH-CENTRAL,88,2026-06-12 14:54:25
1014,1014,WH-EAST,5,2026-06-10 10:54:25
1014,1014,WH-WEST,88,2026-06-10 15:54:25
1014,1014,WH-CENTRAL,119,2026-06-12 10:54:25
1015,1015,WH-EAST,52,2026-06-12 13:54:25
1015,1015,WH-WEST,47,2026-06-12 10:54:25
1015,1015,WH-CENTRAL,114,2026-06-11 12:54:25
1016,1016,WH-EAST,90,2026-06-11 01:54:25
1016,1016,WH-WEST,37,2026-06-10 23:54:25
1016,1016,WH-CENTRAL,25,2026-06-12 13:54:25
1017,1017,WH-EAST,68,2026-06-11 00:54:25
1017,1017,WH-WEST,86,2026-06-10 08:54:25
1017,1017,WH-CENTRAL,0,2026-06-11 23:54:25
1018,1018,WH-EAST,28,2026-06-11 01:54:25
1018,1018,WH-WEST,39,2026-06-10 14:54:25
1018,1018,WH-CENTRAL,50,2026-06-12 07:54:25
1019,1019,WH-EAST,0,2026-06-11 22:54:25
1019,1019,WH-WEST,29,2026-06-10 21:54:25
1019,1019,WH-CENTRAL,110,2026-06-10 17:54:25
1020,1020,WH-EAST,120,2026-06-10 12:54:25
1020,1020,WH-WEST,76,2026-06-11 06:54:25
1020,1020,WH-CENTRAL,14,2026-06-10 17:54:25
1021,1021,WH-EAST,71,2026-06-10 17:54:25
1021,1021,WH-WEST,115,2026-06-12 00:54:25
1021,1021,WH-CENTRAL,68,2026-06-12 03:54:25
1022,1022,WH-EAST,33,2026-06-09 18:54:25
1022,1022,WH-WEST,109,2026-06-10 09:54:25
1022,1022,WH-CENTRAL,28,2026-06-12 09:54:25
1023,1023,WH-EAST,51,2026-06-09 17:54:25
1023,1023,WH-WEST,36,2026-06-12 04:54:25
1023,1023,WH-CENTRAL,99,2026-06-11 06:54:25
1024,1024,WH-EAST,110,2026-06-11 23:54:25
1024,1024,WH-WEST,119,2026-06-11 04:54:25
1024,1024,WH-CENTRAL,25,2026-06-10 01:54:25
1025,1025,WH-EAST,117,2026-06-09 19:54:25
1025,1025,WH-WEST,24,2026-06-11 13:54:25
1025,1025,WH-CENTRAL,55,2026-06-10 23:54:25
1026,1026,WH-EAST,32,2026-06-10 06:54:25
1026,1026,WH-WEST,72,2026-06-11 18:54:25
1026,1026,WH-CENTRAL,106,2026-06-10 07:54:25
1027,1027,WH-EAST,10,2026-06-12 08:54:25
1027,1027,WH-WEST,103,2026-06-11 23:54:25
1027,1027,WH-CENTRAL,0,2026-06-10 20:54:25
1028,1028,WH-EAST,106,2026-06-11 23:54:25
1028,1028,WH-WEST,99,2026-06-09 16:54:25
1028,1028,WH-CENTRAL,112,2026-06-10 11:54:25
1029,1029,WH-EAST,21,2026-06-11 05:54:25
1029,1029,WH-WEST,20,2026-06-12 02:54:25
1029,1029,WH-CENTRAL,38,2026-06-12 02:54:25
1030,1030,WH-EAST,41,2026-06-10 17:54:25
1030,1030,WH-WEST,44,2026-06-12 08:54:25
1030,1030,WH-CENTRAL,19,2026-06-12 07:54:25
1031,1031,WH-EAST,0,2026-06-10 03:54:25
1031,1031,WH-WEST,0,2026-06-11 12:54:25
1031,1031,WH-CENTRAL,22,2026-06-10 03:54:25
1032,1032,WH-EAST,55,2026-06-12 12:54:25
1032,1032,WH-WEST,31,2026-06-12 07:54:25
1032,1032,WH-CENTRAL,84,2026-06-11 23:54:25
1033,1033,WH-EAST,53,2026-06-10 10:54:25
1033,1033,WH-WEST,115,2026-06-10 20:54:25
1033,1033,WH-CENTRAL,46,2026-06-10 01:54:25
1034,1034,WH-EAST,82,2026-06-12 01:54:25
1034,1034,WH-WEST,73,2026-06-12 05:54:25
1034,1034,WH-CENTRAL,115,2026-06-09 20:54:25
1035,1035,WH-EAST,17,2026-06-09 16:54:25
1035,1035,WH-WEST,103,2026-06-09 23:54:25
1035,1035,WH-CENTRAL,66,2026-06-10 06:54:25
1036,1036,WH-EAST,9,2026-06-10 12:54:25
1036,1036,WH-WEST,34,2026-06-12 06:54:25
1036,1036,WH-CENTRAL,14,2026-06-10 22:54:25
1037,1037,WH-EAST,82,2026-06-10 14:54:25
1037,1037,WH-WEST,66,2026-06-12 08:54:25
1037,1037,WH-CENTRAL,90,2026-06-10 05:54:25
1038,1038,WH-EAST,39,2026-06-11 13:54:25
1038,1038,WH-WEST,81,2026-06-11 16:54:25
1038,1038,WH-CENTRAL,101,2026-06-11 16:54:25
1039,1039,WH-EAST,85,2026-06-12 13:54:25
1039,1039,WH-WEST,23,2026-06-12 06:54:25
1039,1039,WH-CENTRAL,20,2026-06-11 22:54:25
1040,1040,WH-EAST,113,2026-06-11 08:54:25
1040,1040,WH-WEST,14,2026-06-10 07:54:25
1040,1040,WH-CENTRAL,62,2026-06-11 10:54:25
1041,1041,WH-EAST,40,2026-06-10 06:54:25
1041,1041,WH-WEST,67,2026-06-10 23:54:25
1041,1041,WH-CENTRAL,41,2026-06-12 06:54:25
1042,1042,WH-EAST,105,2026-06-10 00:54:25
1042,1042,WH-WEST,75,2026-06-10 16:54:25
1042,1042,WH-CENTRAL,20,2026-06-11 01:54:25
1043,1043,WH-EAST,74,2026-06-11 18:54:25
1043,1043,WH-WEST,16,2026-06-11 13:54:25
1043,1043,WH-CENTRAL,21,2026-06-11 02:54:25
1044,1044,WH-EAST,13,2026-06-11 01:54:25
1044,1044,WH-WEST,73,2026-06-12 02:54:25
1044,1044,WH-CENTRAL,63,2026-06-11 13:54:25
1045,1045,WH-EAST,11,2026-06-09 16:54:25
1045,1045,WH-WEST,22,2026-06-09 22:54:25
1045,1045,WH-CENTRAL,28,2026-06-10 08:54:25
1046,1046,WH-EAST,19,2026-06-10 23:54:25
1046,1046,WH-WEST,78,2026-06-10 12:54:25
1046,1046,WH-CENTRAL,0,2026-06-12 10:54:25
1047,1047,WH-EAST,71,2026-06-11 23:54:25
1047,1047,WH-WEST,117,2026-06-11 19:54:25
1047,1047,WH-CENTRAL,68,2026-06-10 07:54:25
1048,1048,WH-EAST,0,2026-06-10 16:54:25
1048,1048,WH-WEST,34,2026-06-09 21:54:25
1048,1048,WH-CENTRAL,95,2026-06-11 02:54:25
1049,1049,WH-EAST,7,2026-06-10 17:54:25
1049,1049,WH-WEST,82,2026-06-11 02:54:25
1049,1049,WH-CENTRAL,79,2026-06-10 22:54:25
1050,1050,WH-EAST,46,2026-06-11 21:54:25
1050,1050,WH-WEST,106,2026-06-09 15:54:25
1050,1050,WH-CENTRAL,5,2026-06-11 18:54:25
1051,1051,WH-EAST,112,2026-06-10 19:54:25
1051,1051,WH-WEST,45,2026-06-09 21:54:25
1051,1051,WH-CENTRAL,56,2026-06-09 17:54:25
1052,1052,WH-EAST,92,2026-06-09 18:54:25
1052,1052,WH-WEST,60,2026-06-10 00:54:25
1052,1052,WH-CENTRAL,93,2026-06-10 11:54:25
1053,1053,WH-EAST,54,2026-06-10 07:54:25
1053,1053,WH-WEST,21,2026-06-12 14:54:25
1053,1053,WH-CENTRAL,14,2026-06-11 14:54:25
1054,1054,WH-EAST,29,2026-06-12 06:54:25
1054,1054,WH-WEST,17,2026-06-12 07:54:25
1054,1054,WH-CENTRAL,83,2026-06-10 07:54:25
1055,1055,WH-EAST,0,2026-06-11 10:54:25
1055,1055,WH-WEST,38,2026-06-12 12:54:25
1055,1055,WH-CENTRAL,96,2026-06-09 23:54:25
1056,1056,WH-EAST,103,2026-06-10 05:54:25
1056,1056,WH-WEST,27,2026-06-10 17:54:25
1056,1056,WH-CENTRAL,102,2026-06-10 15:54:25
1057,1057,WH-EAST,47,2026-06-10 12:54:25
1057,1057,WH-WEST,0,2026-06-09 22:54:25
1057,1057,WH-CENTRAL,0,2026-06-10 06:54:25
1058,1058,WH-EAST,105,2026-06-10 20:54:25
1058,1058,WH-WEST,63,2026-06-10 16:54:25
1058,1058,WH-CENTRAL,37,2026-06-10 07:54:25
1059,1059,WH-EAST,0,2026-06-10 09:54:25
1059,1059,WH-WEST,85,2026-06-10 07:54:25
1059,1059,WH-CENTRAL,30,2026-06-09 20:54:25
1060,1060,WH-EAST,105,2026-06-12 01:54:25
1060,1060,WH-WEST,76,2026-06-10 11:54:25
1060,1060,WH-CENTRAL,94,2026-06-12 08:54:25
1061,1061,WH-EAST,107,2026-06-10 00:54:25
1061,1061,WH-WEST,0,2026-06-11 00:54:25
1061,1061,WH-CENTRAL,30,2026-06-10 23:54:25
1062,1062,WH-EAST,0,2026-06-12 00:54:25
1062,1062,WH-WEST,101,2026-06-12 03:54:25
1062,1062,WH-CENTRAL,77,2026-06-11 17:54:25
1063,1063,WH-EAST,102,2026-06-11 09:54:25
1063,1063,WH-WEST,52,2026-06-12 00:54:25
1063,1063,WH-CENTRAL,94,2026-06-12 11:54:25
1064,1064,WH-EAST,66,2026-06-09 22:54:25
1064,1064,WH-WEST,116,2026-06-09 23:54:25
1064,1064,WH-CENTRAL,0,2026-06-12 12:54:25
1065,1065,WH-EAST,120,2026-06-10 08:54:25
1065,1065,WH-WEST,100,2026-06-09 23:54:25
1065,1065,WH-CENTRAL,40,2026-06-10 19:54:25
1066,1066,WH-EAST,53,2026-06-11 19:54:25
1066,1066,WH-WEST,90,2026-06-12 05:54:25
1066,1066,WH-CENTRAL,31,2026-06-12 11:54:25
1067,1067,WH-EAST,40,2026-06-12 10:54:25
1067,1067,WH-WEST,86,2026-06-12 00:54:25
1067,1067,WH-CENTRAL,85,2026-06-10 21:54:25
1068,1068,WH-EAST,66,2026-06-11 18:54:25
1068,1068,WH-WEST,107,2026-06-10 17:54:25
1068,1068,WH-CENTRAL,80,2026-06-10 19:54:25
1069,1069,WH-EAST,117,2026-06-09 20:54:25
1069,1069,WH-WEST,22,2026-06-10 01:54:25
1069,1069,WH-CENTRAL,92,2026-06-11 03:54:25
1070,1070,WH-EAST,19,2026-06-11 14:54:25
1070,1070,WH-WEST,0,2026-06-11 22:54:25
1070,1070,WH-CENTRAL,83,2026-06-10 09:54:25
1071,1071,WH-EAST,71,2026-06-12 03:54:25
1071,1071,WH-WEST,0,2026-06-12 08:54:25
1071,1071,WH-CENTRAL,89,2026-06-12 04:54:25
1072,1072,WH-EAST,68,2026-06-11 00:54:25
1072,1072,WH-WEST,61,2026-06-11 21:54:25
1072,1072,WH-CENTRAL,15,2026-06-11 12:54:25
1073,1073,WH-EAST,18,2026-06-09 22:54:25
1073,1073,WH-WEST,112,2026-06-11 18:54:25
1073,1073,WH-CENTRAL,7,2026-06-11 18:54:25
1074,1074,WH-EAST,78,2026-06-09 20:54:25
1074,1074,WH-WEST,103,2026-06-10 03:54:25
1074,1074,WH-CENTRAL,87,2026-06-11 08:54:25
1075,1075,WH-EAST,95,2026-06-09 16:54:25
1075,1075,WH-WEST,25,2026-06-09 16:54:25
1075,1075,WH-CENTRAL,59,2026-06-11 07:54:25
1076,1076,WH-EAST,50,2026-06-10 01:54:25
1076,1076,WH-WEST,56,2026-06-12 06:54:25
1076,1076,WH-CENTRAL,44,2026-06-11 10:54:25
1077,1077,WH-EAST,89,2026-06-10 07:54:25
1077,1077,WH-WEST,28,2026-06-12 07:54:25
1077,1077,WH-CENTRAL,111,2026-06-12 13:54:25
1078,1078,WH-EAST,26,2026-06-12 09:54:25
1078,1078,WH-WEST,25,2026-06-09 19:54:25
1078,1078,WH-CENTRAL,110,2026-06-11 00:54:25
1079,1079,WH-EAST,42,2026-06-11 02:54:25
1079,1079,WH-WEST,23,2026-06-11 04:54:25
1079,1079,WH-CENTRAL,94,2026-06-12 06:54:25
1080,1080,WH-EAST,119,2026-06-09 18:54:25
1080,1080,WH-WEST,9,2026-06-09 15:54:25
1080,1080,WH-CENTRAL,119,2026-06-10 00:54:25
1081,1081,WH-EAST,0,2026-06-10 10:54:25
1081,1081,WH-WEST,0,2026-06-12 08:54:25
1081,1081,WH-CENTRAL,0,2026-06-10 15:54:25
1082,1082,WH-EAST,75,2026-06-10 12:54:25
1082,1082,WH-WEST,106,2026-06-11 01:54:25
1082,1082,WH-CENTRAL,97,2026-06-12 01:54:25
1083,1083,WH-EAST,77,2026-06-12 07:54:25
1083,1083,WH-WEST,58,2026-06-10 17:54:25
1083,1083,WH-CENTRAL,61,2026-06-11 04:54:25
1084,1084,WH-EAST,73,2026-06-09 21:54:25
1084,1084,WH-WEST,45,2026-06-11 15:54:25
1084,1084,WH-CENTRAL,101,2026-06-12 04:54:25
1085,1085,WH-EAST,66,2026-06-12 09:54:25
1085,1085,WH-WEST,85,2026-06-09 16:54:25
1085,1085,WH-CENTRAL,0,2026-06-12 04:54:25
1086,1086,WH-EAST,94,2026-06-11 21:54:25
1086,1086,WH-WEST,59,2026-06-09 22:54:25
1086,1086,WH-CENTRAL,95,2026-06-10 04:54:25
1087,1087,WH-EAST,119,2026-06-12 04:54:25
1087,1087,WH-WEST,24,2026-06-10 13:54:25
1087,1087,WH-CENTRAL,87,2026-06-11 10:54:25
1088,1088,WH-EAST,56,2026-06-09 23:54:25
1088,1088,WH-WEST,7,2026-06-10 20:54:25
1088,1088,WH-CENTRAL,42,2026-06-11 13:54:25
1089,1089,WH-EAST,0,2026-06-12 01:54:25
1089,1089,WH-WEST,0,2026-06-12 09:54:25
1089,1089,WH-CENTRAL,93,2026-06-11 22:54:25
1090,1090,WH-EAST,116,2026-06-09 17:54:25
1090,1090,WH-WEST,102,2026-06-11 21:54:25
1090,1090,WH-CENTRAL,69,2026-06-10 04:54:25
1091,1091,WH-EAST,104,2026-06-09 21:54:25
1091,1091,WH-WEST,0,2026-06-10 03:54:25
1091,1091,WH-CENTRAL,30,2026-06-10 06:54:25
1092,1092,WH-EAST,19,2026-06-10 02:54:25
