id,crm_customer_id,order_number,status,total_cents,currency,placed_at
780,250,ORD-2024-0250-034,completed,743902,USD,2024-07-16 09:55:22
781,250,ORD-2024-0250-035,completed,283436,USD,2024-07-09 16:57:37
782,250,ORD-2024-0250-036,completed,1535901,USD,2024-07-09 08:52:26
783,250,ORD-2024-0250-037,completed,187868,USD,2024-06-26 01:09:10
784,250,ORD-2024-0250-038,cancelled,1047324,USD,2024-07-16 14:32:00
785,250,ORD-2024-0250-039,completed,773914,USD,2024-07-11 10:09:25
786,250,ORD-2024-0250-040,completed,1230305,USD,2024-07-02 23:16:26
787,250,ORD-2024-0250-041,completed,708637,USD,2024-07-02 08:21:51
788,250,ORD-2024-0250-042,completed,1424931,USD,2024-07-02 08:37:59
789,250,ORD-2024-0250-043,shipped,457953,USD,2024-07-10 10:42:55
790,250,ORD-2024-0250-044,completed,410959,USD,2024-07-13 18:29:28
791,250,ORD-2024-0250-045,processing,1606911,USD,2024-07-06 03:10:23
792,250,ORD-2024-0250-046,completed,634641,USD,2024-07-06 14:21:04
793,250,ORD-2024-0250-047,completed,538852,USD,2024-06-27 04:58:26
794,250,ORD-2024-0250-048,completed,519351,USD,2024-07-17 21:47:23
795,250,ORD-2024-0250-049,shipped,1019953,USD,2024-07-01 08:58:34
796,250,ORD-2024-0250-050,cancelled,1245193,USD,2024-07-10 13:41:55
797,250,ORD-2024-0250-051,processing,198471,USD,2024-06-27 04:55:07
798,250,ORD-2024-0250-052,completed,799748,USD,2024-07-17 03:04:01
799,250,ORD-2024-0250-053,shipped,770835,USD,2024-07-03 17:54:45
800,250,ORD-2024-0250-054,completed,1193208,USD,2024-06-30 05:25:35
801,250,ORD-2024-0250-055,completed,504965,USD,2024-07-13 23:55:54
802,250,ORD-2024-0250-056,completed,790325,USD,2024-07-13 08:45:18
803,250,ORD-2024-0250-057,completed,1103952,USD,2024-07-02 16:56:51
804,250,ORD-2024-0250-058,shipped,822035,USD,2024-07-09 12:21:49
805,250,ORD-2024-0250-059,cancelled,1094424,USD,2024-07-17 06:32:19
806,250,ORD-2024-0250-060,cancelled,2487675,USD,2024-07-10 07:59:17
807,250,ORD-2024-0250-061,completed,1568618,USD,2024-07-06 22:42:48
808,250,ORD-2024-0250-062,completed,519948,USD,2024-07-11 15:38:28
809,250,ORD-2024-0250-063,completed,483927,USD,2024-06-29 20:17:43
810,250,ORD-2024-0250-064,completed,474645,USD,2024-07-18 18:39:11
811,250,ORD-2024-0250-065,completed,310963,USD,2024-06-28 00:27:47
812,250,ORD-2024-0250-066,completed,1350074,USD,2024-07-02 06:12:04
813,250,ORD-2024-0250-067,cancelled,614969,USD,2024-07-14 02:57:53
814,250,ORD-2024-0250-068,shipped,625703,USD,2024-07-15 15:39:29
815,250,ORD-2024-0250-069,completed,641967,USD,2024-07-13 13:54:58
816,250,ORD-2024-0250-070,processing,728527,USD,2024-07-07 01:17:27
817,250,ORD-2024-0250-071,completed,766447,USD,2024-07-04 11:57:14
818,250,ORD-2024-0250-072,completed,205968,USD,2024-07-03 16:16:14
819,250,ORD-2024-0250-073,processing,455954,USD,2024-06-30 13:50:56
820,250,ORD-2024-0250-074,processing,319915,USD,2024-06-30 02:52:58
821,250,ORD-2024-0250-075,completed,710417,USD,2024-07-12 05:50:15
822,250,ORD-2024-0250-076,processing,1472907,USD,2024-07-17 08:44:29
823,250,ORD-2024-0250-077,completed,1128919,USD,2024-07-11 21:55:14
824,250,ORD-2024-0250-078,completed,799932,USD,2024-06-28 01:17:47
825,250,ORD-2024-0250-079,cancelled,823096,USD,2024-07-12 07:32:12
826,250,ORD-2024-0250-080,shipped,321958,USD,2024-07-06 14:57:55
827,250,ORD-2024-0250-081,completed,628323,USD,2024-07-18 18:34:51
828,250,ORD-2024-0250-082,processing,1181234,USD,2024-07-08 14:51:16
829,250,ORD-2024-0250-083,cancelled,821659,USD,2024-07-12 00:15:19
830,250,ORD-2024-0250-084,completed,979933,USD,2024-06-27 18:01:59
831,250,ORD-2024-0250-085,completed,1799891,USD,2024-07-02 07:22:53
832,250,ORD-2024-0250-086,shipped,1220295,USD,2024-07-17 09:53:01
833,250,ORD-2024-0250-087,processing,1094917,USD,2024-07-08 17:17:56
834,250,ORD-2024-0250-088,processing,1812591,USD,2024-07-02 10:29:30
835,250,ORD-2024-0250-089,completed,1130685,USD,2024-07-08 18:08:42
836,250,ORD-2024-0250-090,processing,308983,USD,2024-07-11 04:29:25
837,250,ORD-2024-0250-091,cancelled,586322,USD,2024-07-08 05:40:09
838,250,ORD-2024-0250-092,completed,240358,USD,2024-07-13 15:02:12
839,250,ORD-2024-0250-093,completed,476952,USD,2024-07-07 20:09:03
840,250,ORD-2024-0250-094,completed,777822,USD,2024-07-17 21:37:26
841,250,ORD-2024-0250-095,processing,555733,USD,2024-07-14 19:30:32
842,252,ORD-2025-0252-000,shipped,99994,USD,2025-09-15 22:27:17
843,252,ORD-2025-0252-001,completed,6298,USD,2025-09-28 05:48:55
844,252,ORD-2025-0252-002,processing,29998,USD,2025-10-03 03:27:49
845,254,ORD-2025-0254-000,completed,61297,USD,2025-06-21 02:20:14
846,255,ORD-2025-0255-000,completed,17597,USD,2025-10-28 13:48:06
847,261,ORD-2025-0261-000,completed,29998,USD,2025-11-02 07:01:15
848,261,ORD-2025-0261-001,completed,32596,USD,2025-10-24 17:31:27
849,262,ORD-2024-0262-000,completed,29999,USD,2024-07-02 00:21:22
850,263,ORD-2025-0263-000,shipped,19996,USD,2025-09-16 05:36:08
851,263,ORD-2025-0263-001,completed,34997,USD,2025-09-12 23:53:36
852,263,ORD-2025-0263-002,completed,29998,USD,2025-09-21 20:57:58
853,263,ORD-2025-0263-003,completed,33996,USD,2025-09-20 07:11:27
854,264,ORD-2025-0264-000,processing,17597,USD,2025-06-03 04:54:38
855,264,ORD-2025-0264-001,completed,10298,USD,2025-05-30 12:44:10
856,266,ORD-2024-0266-000,processing,69996,USD,2024-08-01 16:18:35
857,267,ORD-2025-0267-000,processing,29999,USD,2025-12-11 05:52:35
858,267,ORD-2025-0267-001,cancelled,44997,USD,2025-12-01 19:29:19
859,267,ORD-2025-0267-002,processing,17998,USD,2025-12-12 11:01:28
860,268,ORD-2025-0268-000,processing,14999,USD,2025-04-27 23:07:44
861,269,ORD-2025-0269-000,shipped,68997,USD,2025-04-17 22:31:32
862,269,ORD-2025-0269-001,completed,33996,USD,2025-04-25 21:56:16
863,269,ORD-2025-0269-002,processing,19998,USD,2025-04-20 02:23:55
864,270,ORD-2024-0270-000,processing,24997,USD,2024-08-20 22:28:09
865,270,ORD-2024-0270-001,processing,4999,USD,2024-08-05 14:44:54
866,271,ORD-2026-0271-000,completed,1299,USD,2026-01-09 05:34:43
867,271,ORD-2026-0271-001,completed,2598,USD,2026-01-23 03:10:11
868,272,ORD-2025-0272-000,cancelled,1299,USD,2025-11-04 12:53:07
869,274,ORD-2026-0274-000,completed,17998,USD,2026-05-10 17:32:09
870,276,ORD-2026-0276-000,completed,32597,USD,2026-04-18 13:43:16
871,277,ORD-2025-0277-000,cancelled,56995,USD,2025-09-09 09:37:46
872,277,ORD-2025-0277-001,processing,32597,USD,2025-09-26 02:06:07
873,277,ORD-2025-0277-002,cancelled,22997,USD,2025-09-09 08:27:50
874,278,ORD-2024-0278-000,completed,8999,USD,2024-08-01 03:54:27
875,278,ORD-2024-0278-001,completed,47996,USD,2024-08-10 20:32:01
876,279,ORD-2025-0279-000,completed,32997,USD,2025-06-21 21:45:31
877,279,ORD-2025-0279-001,completed,37994,USD,2025-07-12 03:20:37
878,279,ORD-2025-0279-002,shipped,16596,USD,2025-06-26 13:31:42
879,280,ORD-2025-0280-000,completed,13895,USD,2025-02-04 17:18:25
880,281,ORD-2025-0281-000,completed,68997,USD,2026-01-14 15:01:51
881,282,ORD-2025-0282-000,shipped,33896,USD,2025-12-14 09:12:10
882,282,ORD-2025-0282-001,completed,31298,USD,2025-12-16 19:56:41
883,283,ORD-2024-0283-000,shipped,14999,USD,2024-12-28 10:07:03
884,285,ORD-2024-0285-000,shipped,7597,USD,2024-07-31 08:17:28
885,285,ORD-2024-0285-001,cancelled,57995,USD,2024-08-03 20:36:09
886,286,ORD-2024-0286-000,completed,29998,USD,2024-09-07 16:42:29
887,286,ORD-2024-0286-001,shipped,77996,USD,2024-09-09 08:24:13
888,286,ORD-2024-0286-002,shipped,29999,USD,2024-09-04 01:32:10
889,287,ORD-2025-0287-000,shipped,29295,USD,2025-10-06 03:44:38
890,288,ORD-2024-0288-000,processing,24997,USD,2024-09-21 01:43:07
891,294,ORD-2024-0294-000,cancelled,32995,USD,2024-10-21 11:21:28
892,296,ORD-2024-0296-000,completed,98996,USD,2024-09-28 05:36:36
893,296,ORD-2024-0296-001,completed,2598,USD,2024-10-08 00:11:33
894,297,ORD-2026-0297-000,cancelled,28296,USD,2026-05-16 12:00:16
895,298,ORD-2025-0298-000,completed,95994,USD,2025-06-25 14:50:52
896,299,ORD-2025-0299-000,shipped,35996,USD,2025-09-22 10:26:02
897,299,ORD-2025-0299-001,processing,4999,USD,2025-09-08 23:45:10
898,300,ORD-2024-0300-000,shipped,69996,USD,2024-06-23 06:56:15
899,300,ORD-2024-0300-001,cancelled,32597,USD,2024-07-12 12:45:03
900,301,ORD-2024-0301-000,completed,32995,USD,2024-11-04 21:08:09
901,301,ORD-2024-0301-001,completed,4999,USD,2024-11-09 22:37:50
902,301,ORD-2024-0301-002,completed,8999,USD,2024-11-02 03:22:13
903,302,ORD-2025-0302-000,completed,52995,USD,2025-11-19 01:29:56
904,302,ORD-2025-0302-001,cancelled,10298,USD,2025-11-14 23:28:14
905,302,ORD-2025-0302-002,processing,34997,USD,2025-11-28 09:28:17
906,302,ORD-2025-0302-003,cancelled,70296,USD,2025-11-17 20:54:54
907,303,ORD-2025-0303-000,processing,29999,USD,2025-04-29 09:02:56
908,303,ORD-2025-0303-001,processing,33895,USD,2025-05-11 23:10:05
909,303,ORD-2025-0303-002,completed,19996,USD,2025-05-11 16:48:20
910,304,ORD-2025-0304-000,processing,89996,USD,2025-11-21 23:04:31
911,304,ORD-2025-0304-001,processing,29998,USD,2025-11-19 02:36:01
912,304,ORD-2025-0304-002,cancelled,28997,USD,2025-11-21 02:39:24
913,306,ORD-2025-0306-000,shipped,12596,USD,2025-11-22 14:38:45
914,307,ORD-2026-0307-000,cancelled,59996,USD,2026-05-14 23:55:40
915,308,ORD-2026-0308-000,cancelled,17998,USD,2026-04-11 16:45:23
916,309,ORD-2025-0309-000,cancelled,15297,USD,2025-02-01 15:00:47
917,309,ORD-2025-0309-001,shipped,29998,USD,2025-02-07 02:31:07
918,310,ORD-2026-0310-000,cancelled,29998,USD,2026-03-26 09:06:50
919,310,ORD-2026-0310-001,processing,19996,USD,2026-03-13 19:30:33
920,310,ORD-2026-0310-002,completed,21595,USD,2026-03-29 05:54:56
921,310,ORD-2026-0310-003,cancelled,3897,USD,2026-03-11 00:13:20
922,312,ORD-2024-0312-000,completed,67595,USD,2024-10-18 16:50:22
923,312,ORD-2024-0312-001,completed,36995,USD,2024-10-12 19:09:28
924,312,ORD-2024-0312-002,cancelled,15194,USD,2024-09-27 15:58:45
925,313,ORD-2024-0313-000,cancelled,14999,USD,2024-08-07 03:53:57
926,314,ORD-2026-0314-000,cancelled,2598,USD,2026-02-20 20:59:21
927,314,ORD-2026-0314-001,cancelled,24995,USD,2026-02-20 11:30:12
928,315,ORD-2024-0315-000,completed,62594,USD,2024-08-31 03:29:38
929,316,ORD-2024-0316-000,completed,14999,USD,2024-07-19 18:32:57
930,316,ORD-2024-0316-001,cancelled,30594,USD,2024-07-13 09:05:41
931,316,ORD-2024-0316-002,completed,42595,USD,2024-07-28 09:15:57
932,317,ORD-2025-0317-000,cancelled,8999,USD,2025-05-06 20:58:34
933,317,ORD-2025-0317-001,cancelled,4999,USD,2025-04-28 15:23:12
934,318,ORD-2024-0318-000,cancelled,107995,USD,2024-11-02 17:43:10
935,319,ORD-2024-0319-000,completed,2598,USD,2025-01-16 05:43:09
936,320,ORD-2025-0320-000,cancelled,32997,USD,2025-04-27 15:53:02
937,323,ORD-2025-0323-000,cancelled,28997,USD,2025-09-19 13:04:55
938,323,ORD-2025-0323-001,completed,59996,USD,2025-09-23 14:52:32
939,323,ORD-2025-0323-002,shipped,17998,USD,2025-09-15 06:51:02
940,326,ORD-2025-0326-000,cancelled,47996,USD,2025-11-12 05:11:44
941,326,ORD-2025-0326-001,shipped,35595,USD,2025-11-23 12:34:06
942,326,ORD-2025-0326-002,cancelled,28296,USD,2025-11-20 16:01:05
943,326,ORD-2025-0326-003,cancelled,13998,USD,2025-11-30 16:31:03
944,327,ORD-2025-0327-000,cancelled,10298,USD,2026-01-23 01:31:14
945,327,ORD-2025-0327-001,completed,59998,USD,2026-01-02 01:32:32
946,327,ORD-2025-0327-002,shipped,39996,USD,2026-01-03 13:56:34
947,328,ORD-2025-0328-000,completed,29998,USD,2025-09-19 08:14:17
948,328,ORD-2025-0328-001,processing,59998,USD,2025-09-16 16:26:28
949,329,ORD-2025-0329-000,cancelled,1299,USD,2025-08-28 08:08:20
950,332,ORD-2026-0332-000,shipped,11597,USD,2026-01-23 00:11:31
951,333,ORD-2025-0333-000,completed,4999,USD,2025-07-05 17:15:35
952,334,ORD-2025-0334-000,cancelled,29999,USD,2025-07-30 17:01:10
953,334,ORD-2025-0334-001,completed,29998,USD,2025-07-21 00:30:44
954,334,ORD-2025-0334-002,shipped,26997,USD,2025-07-11 15:07:15
955,334,ORD-2025-0334-003,completed,18896,USD,2025-07-17 07:50:07
956,335,ORD-2024-0335-000,processing,35195,USD,2024-12-19 03:30:50
957,335,ORD-2024-0335-001,completed,56996,USD,2024-11-26 02:15:11
958,336,ORD-2026-0336-000,completed,29998,USD,2026-04-04 00:07:58
959,336,ORD-2026-0336-001,cancelled,99995,USD,2026-03-31 22:50:35
960,336,ORD-2026-0336-002,completed,29998,USD,2026-04-12 10:04:10
961,337,ORD-2024-0337-000,completed,24997,USD,2025-01-01 02:07:36
962,338,ORD-2026-0338-000,shipped,8999,USD,2026-03-24 09:23:12
963,338,ORD-2026-0338-001,completed,14999,USD,2026-04-09 19:49:50
964,339,ORD-2024-0339-000,cancelled,39996,USD,2024-07-31 20:31:36
965,339,ORD-2024-0339-001,completed,79295,USD,2024-07-12 07:00:16
966,339,ORD-2024-0339-002,processing,26997,USD,2024-07-10 10:46:15
967,342,ORD-2025-0342-000,completed,65194,USD,2025-05-07 23:24:04
968,343,ORD-2025-0343-000,completed,12896,USD,2025-06-02 01:58:35
969,343,ORD-2025-0343-001,completed,32596,USD,2025-06-02 21:34:47
970,343,ORD-2025-0343-002,processing,14999,USD,2025-05-20 18:44:03
971,344,ORD-2024-0344-000,shipped,14999,USD,2024-08-28 01:59:20
972,345,ORD-2025-0345-000,shipped,568953,USD,2025-03-09 13:59:56
973,345,ORD-2025-0345-001,processing,1458396,USD,2025-03-10 14:20:11
974,345,ORD-2025-0345-002,completed,850614,USD,2025-03-04 10:04:55
975,345,ORD-2025-0345-003,shipped,881927,USD,2025-03-10 09:58:52
976,345,ORD-2025-0345-004,completed,1438335,USD,2025-02-17 05:32:17
977,345,ORD-2025-0345-005,cancelled,794935,USD,2025-02-18 21:14:51
978,345,ORD-2025-0345-006,completed,914962,USD,2025-02-26 18:32:31
979,345,ORD-2025-0345-007,completed,194961,USD,2025-03-10 03:49:07
980,345,ORD-2025-0345-008,shipped,755959,USD,2025-03-02 17:32:27
981,345,ORD-2025-0345-009,completed,1674103,USD,2025-02-20 17:59:30
982,345,ORD-2025-0345-010,shipped,352354,USD,2025-03-09 02:48:08
983,345,ORD-2025-0345-011,completed,560414,USD,2025-02-19 08:53:43
984,345,ORD-2025-0345-012,shipped,2062882,USD,2025-03-06 20:20:29
985,345,ORD-2025-0345-013,completed,882961,USD,2025-02-25 01:52:21
986,345,ORD-2025-0345-014,shipped,534956,USD,2025-02-24 10:40:19
987,345,ORD-2025-0345-015,cancelled,535228,USD,2025-02-25 20:35:37
988,345,ORD-2025-0345-016,completed,352047,USD,2025-03-08 05:55:42
989,345,ORD-2025-0345-017,cancelled,1496889,USD,2025-02-22 20:41:09
990,345,ORD-2025-0345-018,cancelled,1634902,USD,2025-03-06 23:55:17
991,345,ORD-2025-0345-019,cancelled,1438115,USD,2025-02-27 00:56:14
992,345,ORD-2025-0345-020,processing,687226,USD,2025-02-26 17:57:56
993,345,ORD-2025-0345-021,completed,121679,USD,2025-03-06 12:55:36
994,345,ORD-2025-0345-022,completed,217970,USD,2025-02-24 15:21:51
995,345,ORD-2025-0345-023,processing,397824,USD,2025-03-07 08:40:00
996,345,ORD-2025-0345-024,cancelled,302222,USD,2025-02-20 12:19:00
997,345,ORD-2025-0345-025,completed,571726,USD,2025-02-23 09:16:01
998,345,ORD-2025-0345-026,processing,309053,USD,2025-03-09 05:17:08
999,345,ORD-2025-0345-027,shipped,874950,USD,2025-02-28 00:05:09
1000,345,ORD-2025-0345-028,processing,1818523,USD,2025-03-07 10:54:43
1001,345,ORD-2025-0345-029,completed,232066,USD,2025-03-06 12:55:36
1002,345,ORD-2025-0345-030,completed,1327222,USD,2025-03-10 05:52:33
1003,345,ORD-2025-0345-031,completed,871325,USD,2025-03-08 07:47:52
1004,345,ORD-2025-0345-032,completed,1262424,USD,2025-03-05 01:32:13
1005,345,ORD-2025-0345-033,cancelled,1190912,USD,2025-03-05 21:51:22
1006,345,ORD-2025-0345-034,completed,1314929,USD,2025-02-15 11:00:41
1007,345,ORD-2025-0345-035,completed,1709811,USD,2025-03-04 21:18:09
1008,345,ORD-2025-0345-036,completed,846293,USD,2025-02-24 18:18:04
1009,345,ORD-2025-0345-037,cancelled,122277,USD,2025-03-03 08:50:44
1010,345,ORD-2025-0345-038,completed,1856503,USD,2025-03-05 21:30:15
1011,345,ORD-2025-0345-039,completed,622700,USD,2025-02-18 17:23:23
1012,345,ORD-2025-0345-040,completed,304974,USD,2025-02-22 16:53:45
1013,345,ORD-2025-0345-041,completed,758954,USD,2025-02-18 09:38:50
1014,345,ORD-2025-0345-042,completed,434953,USD,2025-03-07 20:38:35
1015,345,ORD-2025-0345-043,completed,545528,USD,2025-02-21 20:55:52
1016,345,ORD-2025-0345-044,completed,979944,USD,2025-03-08 16:45:25
1017,345,ORD-2025-0345-045,completed,569974,USD,2025-03-01 17:48:15
1018,345,ORD-2025-0345-046,completed,726451,USD,2025-02-23 13:15:51
1019,345,ORD-2025-0345-047,completed,534260,USD,2025-02-22 17:14:49
1020,345,ORD-2025-0345-048,processing,635760,USD,2025-02-23 13:28:44
1021,345,ORD-2025-0345-049,completed,1048514,USD,2025-02-18 09:41:59
1022,345,ORD-2025-0345-050,cancelled,1673908,USD,2025-02-21 02:37:45
1023,345,ORD-2025-0345-051,completed,1582602,USD,2025-03-02 04:40:59
1024,345,ORD-2025-0345-052,completed,675017,USD,2025-02-18 11:05:34
1025,345,ORD-2025-0345-053,cancelled,536929,USD,2025-03-01 10:04:34
1026,345,ORD-2025-0345-054,completed,1224925,USD,2025-02-23 02:20:39
1027,345,ORD-2025-0345-055,completed,314245,USD,2025-03-10 01:26:56
1028,345,ORD-2025-0345-056,completed,467976,USD,2025-02-27 09:44:35
1029,345,ORD-2025-0345-057,processing,417952,USD,2025-02-15 12:23:27
1030,345,ORD-2025-0345-058,completed,645963,USD,2025-03-08 19:40:43
1031,345,ORD-2025-0345-059,processing,1429835,USD,2025-03-09 07:58:59
1032,345,ORD-2025-0345-060,completed,1575684,USD,2025-03-01 14:49:03
1033,345,ORD-2025-0345-061,processing,868348,USD,2025-03-08 13:00:01
1034,345,ORD-2025-0345-062,processing,62352,USD,2025-02-20 12:09:24
1035,345,ORD-2025-0345-063,completed,1754923,USD,2025-02-23 02:24:08
1036,345,ORD-2025-0345-064,completed,626955,USD,2025-03-01 19:37:30
1037,345,ORD-2025-0345-065,cancelled,1372906,USD,2025-02-28 20:47:47
1038,345,ORD-2025-0345-066,shipped,546939,USD,2025-02-23 21:07:35
1039,345,ORD-2025-0345-067,completed,523862,USD,2025-03-03 03:33:30
1040,345,ORD-2025-0345-068,completed,820445,USD,2025-02-23 07:16:16
1041,345,ORD-2025-0345-069,cancelled,736299,USD,2025-03-03 21:27:09
1042,345,ORD-2025-0345-070,completed,708813,USD,2025-03-06 16:15:10
1043,345,ORD-2025-0345-071,completed,550400,USD,2025-02-23 01:23:27
1044,348,ORD-2024-0348-000,completed,8999,USD,2024-06-26 16:23:03
1045,348,ORD-2024-0348-001,completed,74995,USD,2024-07-11 11:52:42
1046,349,ORD-2024-0349-000,completed,70296,USD,2024-11-11 15:13:11
1047,350,ORD-2025-0350-000,completed,44997,USD,2025-02-18 02:56:11
1048,350,ORD-2025-0350-001,shipped,49997,USD,2025-02-14 07:26:53
1049,352,ORD-2025-0352-000,completed,9998,USD,2025-05-17 17:56:04
1050,352,ORD-2025-0352-001,completed,29998,USD,2025-05-22 20:01:46
1051,352,ORD-2025-0352-002,shipped,74996,USD,2025-05-21 13:57:01
1052,355,ORD-2025-0355-000,cancelled,44997,USD,2026-01-19 12:09:04
1053,356,ORD-2024-0356-000,processing,24997,USD,2024-08-09 17:31:30
1054,356,ORD-2024-0356-001,shipped,4999,USD,2024-08-26 21:55:06
1055,357,ORD-2025-0357-000,shipped,19297,USD,2025-04-22 04:44:25
1056,358,ORD-2024-0358-000,completed,44995,USD,2024-10-12 00:43:37
1057,358,ORD-2024-0358-001,completed,69996,USD,2024-10-09 19:39:17
1058,358,ORD-2024-0358-002,shipped,19996,USD,2024-10-12 03:13:24
1059,359,ORD-2026-0359-000,completed,17998,USD,2026-02-23 17:51:09
1060,360,ORD-2026-0360-000,completed,24997,USD,2026-04-18 22:50:22
1061,360,ORD-2026-0360-001,cancelled,62596,USD,2026-05-02 08:15:45
1062,361,ORD-2024-0361-000,completed,41996,USD,2024-09-29 02:10:57
1063,363,ORD-2024-0363-000,processing,9998,USD,2024-10-28 16:33:59
1064,363,ORD-2024-0363-001,processing,2598,USD,2024-10-08 03:16:54
1065,363,ORD-2024-0363-002,completed,9998,USD,2024-10-19 14:42:57
1066,363,ORD-2024-0363-003,completed,99995,USD,2024-10-06 03:08:10
1067,364,ORD-2026-0364-000,completed,38998,USD,2026-04-23 12:55:14
1068,364,ORD-2026-0364-001,completed,8999,USD,2026-04-25 15:54:49
1069,365,ORD-2025-0365-000,cancelled,50595,USD,2025-04-03 08:20:44
1070,365,ORD-2025-0365-001,completed,59998,USD,2025-04-03 13:28:41
1071,366,ORD-2024-0366-000,completed,14999,USD,2024-07-12 17:06:26
1072,366,ORD-2024-0366-001,shipped,3897,USD,2024-06-25 01:34:08
1073,366,ORD-2024-0366-002,completed,4999,USD,2024-07-11 15:12:31
1074,367,ORD-2025-0367-000,completed,17998,USD,2025-07-16 15:55:21
1075,367,ORD-2025-0367-001,completed,31298,USD,2025-07-30 11:05:39
1076,369,ORD-2026-0369-000,completed,14999,USD,2026-02-03 09:53:38
1077,369,ORD-2026-0369-001,completed,34997,USD,2026-02-08 16:14:25
1078,370,ORD-2024-0370-000,cancelled,74997,USD,2024-07-13 23:59:12
1079,371,ORD-2025-0371-000,cancelled,1299,USD,2025-07-18 00:52:13
1080,371,ORD-2025-0371-001,completed,59998,USD,2025-07-23 01:59:18
1081,371,ORD-2025-0371-002,cancelled,14999,USD,2025-07-17 22:07:58
1082,371,ORD-2025-0371-003,completed,40296,USD,2025-07-14 02:50:53
1083,372,ORD-2025-0372-000,completed,4999,USD,2025-07-09 11:02:56
1084,372,ORD-2025-0372-001,completed,64997,USD,2025-07-12 07:47:53
1085,373,ORD-2026-0373-000,processing,42594,USD,2026-01-31 20:42:04
1086,373,ORD-2026-0373-001,completed,46296,USD,2026-02-19 00:07:10
1087,373,ORD-2026-0373-002,processing,76296,USD,2026-02-05 03:13:55
1088,375,ORD-2026-0375-000,cancelled,26596,USD,2026-04-25 00:31:28
1089,376,ORD-2025-0376-000,completed,23998,USD,2025-10-27 10:16:33
1090,376,ORD-2025-0376-001,completed,3897,USD,2025-10-21 01:45:39
1091,377,ORD-2025-0377-000,shipped,134995,USD,2025-07-27 11:37:17
1092,377,ORD-2025-0377-001,processing,9998,USD,2025-07-26 20:35:18
1093,378,ORD-2024-0378-000,completed,8999,USD,2024-12-08 13:05:35
1094,378,ORD-2024-0378-001,completed,49296,USD,2024-12-24 13:04:38
1095,380,ORD-2025-0380-000,shipped,59996,USD,2025-09-24 08:09:34
1096,380,ORD-2025-0380-001,shipped,29999,USD,2025-09-27 19:44:04
1097,380,ORD-2025-0380-002,cancelled,1299,USD,2025-10-05 22:40:38
1098,381,ORD-2025-0381-000,completed,39997,USD,2025-02-12 20:31:43
1099,383,ORD-2025-0383-000,cancelled,21297,USD,2025-09-29 22:39:44
1100,383,ORD-2025-0383-001,completed,34997,USD,2025-09-22 10:41:46
1101,383,ORD-2025-0383-002,completed,8999,USD,2025-10-10 18:09:49
1102,384,ORD-2025-0384-000,completed,53997,USD,2025-02-17 13:40:37
1103,385,ORD-2025-0385-000,processing,47996,USD,2025-09-05 03:19:19
1104,386,ORD-2024-0386-000,shipped,41296,USD,2024-12-08 14:41:30
1105,387,ORD-2024-0387-000,completed,59998,USD,2024-08-25 01:42:32
1106,387,ORD-2024-0387-001,completed,69995,USD,2024-08-23 21:48:21
1107,387,ORD-2024-0387-002,completed,17998,USD,2024-08-24 15:41:19
1108,389,ORD-2026-0389-000,completed,5196,USD,2026-05-27 22:58:55
1109,390,ORD-2025-0390-000,completed,23998,USD,2025-08-16 18:02:22
1110,391,ORD-2026-0391-000,cancelled,92995,USD,2026-01-23 14:22:44
1111,391,ORD-2026-0391-001,processing,68997,USD,2026-01-30 15:45:03
1112,391,ORD-2026-0391-002,completed,39996,USD,2026-01-30 00:27:47
1113,391,ORD-2026-0391-003,completed,1299,USD,2026-01-20 11:00:17
1114,392,ORD-2025-0392-000,shipped,17998,USD,2025-03-01 09:53:47
1115,392,ORD-2025-0392-001,completed,34997,USD,2025-02-26 02:24:44
1116,393,ORD-2024-0393-000,shipped,17998,USD,2024-12-02 20:09:17
1117,395,ORD-2025-0395-000,processing,83996,USD,2025-03-25 08:00:15
1118,395,ORD-2025-0395-001,processing,42595,USD,2025-03-16 20:37:03
1119,395,ORD-2025-0395-002,processing,8999,USD,2025-03-17 07:08:14
1120,396,ORD-2024-0396-000,shipped,46297,USD,2024-11-08 00:13:47
1121,398,ORD-2026-0398-000,processing,12596,USD,2026-05-10 22:27:47
1122,399,ORD-2025-0399-000,cancelled,20596,USD,2025-02-26 19:33:46
1123,399,ORD-2025-0399-001,completed,8999,USD,2025-03-08 10:06:28
1124,401,ORD-2026-0401-000,processing,9998,USD,2026-02-21 08:13:56
1125,402,ORD-2025-0402-000,shipped,29998,USD,2025-11-30 10:46:07
1126,403,ORD-2026-0403-000,completed,62596,USD,2026-03-29 16:38:53
1127,404,ORD-2025-0404-000,completed,59997,USD,2026-01-03 18:43:52
1128,404,ORD-2025-0404-001,processing,69996,USD,2025-12-26 11:31:03
1129,405,ORD-2025-0405-000,processing,92594,USD,2025-10-01 00:34:53
1130,405,ORD-2025-0405-001,completed,17998,USD,2025-09-28 17:49:06
1131,405,ORD-2025-0405-002,processing,89996,USD,2025-10-05 07:24:52
1132,407,ORD-2025-0407-000,completed,8999,USD,2025-10-26 23:11:16
1133,407,ORD-2025-0407-001,completed,18997,USD,2025-10-29 09:28:32
1134,407,ORD-2025-0407-002,completed,14999,USD,2025-11-04 20:20:01
1135,408,ORD-2025-0408-000,shipped,86995,USD,2025-04-17 20:19:34
1136,408,ORD-2025-0408-001,completed,34998,USD,2025-04-23 10:34:53
1137,408,ORD-2025-0408-002,shipped,35996,USD,2025-05-09 19:32:19
