id,crm_customer_id,subject,status,priority,opened_at,closed_at
323,618,Subscription Tier Upgrade Error,closed,normal,2024-10-04 18:16:01,2024-10-06 00:17:17
324,620,Subscription Tier Upgrade Error,open,normal,2025-04-20 19:31:26,
325,621,Subscription Tier Upgrade Error,closed,normal,2026-05-04 22:47:16,2026-05-07 22:35:34
326,622,Subscription Tier Upgrade Error,closed,normal,2024-12-30 06:18:18,2025-01-02 19:27:12
327,624,Payment Gateway Rejected,pending,normal,2024-09-14 07:44:12,
328,625,Subscription Tier Upgrade Error,closed,normal,2025-01-11 06:15:51,2025-01-12 08:20:24
329,627,Payment Gateway Rejected,pending,normal,2025-03-09 00:55:54,
330,628,Payment Gateway Rejected,pending,normal,2026-03-12 16:44:13,
331,629,Subscription Tier Upgrade Error,closed,normal,2025-08-12 12:25:10,2025-08-15 01:54:10
332,638,Payment Gateway Rejected,closed,normal,2024-08-26 18:56:03,2024-08-27 23:20:56
333,638,Account Access Reset Request,closed,normal,2024-08-11 08:41:25,2024-08-11 21:50:05
334,638,Payment Gateway Rejected,open,normal,2024-08-01 08:02:10,
335,638,Defective Hardware Return,closed,high,2024-08-30 03:21:16,2024-09-02 23:07:36
336,638,Payment Gateway Rejected,open,normal,2024-08-04 20:43:20,
337,638,Payment Gateway Rejected,closed,normal,2024-08-26 01:31:45,2024-08-26 21:19:35
338,638,Delayed Delivery Investigation,closed,high,2024-08-04 20:38:44,2024-08-09 14:51:45
339,638,Payment Gateway Rejected,closed,low,2024-08-12 10:05:28,2024-08-15 12:21:36
340,638,Account Access Reset Request,pending,normal,2024-08-19 02:12:28,
341,638,Subscription Tier Upgrade Error,open,high,2024-08-15 14:16:43,
342,638,Account Access Reset Request,closed,normal,2024-08-08 15:44:31,2024-08-09 06:12:33
343,644,Subscription Tier Upgrade Error,closed,normal,2024-12-29 23:36:18,2025-01-01 13:03:14
344,645,Payment Gateway Rejected,open,normal,2024-09-28 06:18:37,
345,647,Subscription Tier Upgrade Error,pending,normal,2025-11-26 07:05:19,
346,652,Delayed Delivery Investigation,open,normal,2025-06-24 13:48:28,
347,652,Payment Gateway Rejected,closed,normal,2025-06-18 14:18:23,2025-06-19 12:53:20
348,658,Delayed Delivery Investigation,closed,normal,2026-06-04 03:05:14,2026-06-07 06:16:05
349,661,Payment Gateway Rejected,open,normal,2024-10-30 11:07:57,
350,663,Defective Hardware Return,closed,normal,2026-02-01 07:51:51,2026-02-02 21:48:56
351,667,Account Access Reset Request,open,normal,2025-11-29 21:13:27,
352,669,Defective Hardware Return,open,normal,2026-02-18 04:12:50,
353,675,Account Access Reset Request,closed,normal,2025-07-10 05:59:02,2025-07-13 13:31:08
354,676,Payment Gateway Rejected,pending,normal,2025-08-20 11:15:22,
355,679,Payment Gateway Rejected,closed,normal,2026-03-01 02:03:02,2026-03-02 23:34:03
356,679,Account Access Reset Request,pending,normal,2026-03-07 11:58:03,
357,679,Account Access Reset Request,pending,normal,2026-02-22 16:30:18,
358,679,Subscription Tier Upgrade Error,closed,critical,2026-02-19 13:11:52,2026-02-21 17:54:31
359,679,Subscription Tier Upgrade Error,open,high,2026-03-18 05:42:17,
360,682,Defective Hardware Return,pending,normal,2026-03-07 16:41:00,
361,686,Delayed Delivery Investigation,closed,normal,2024-08-02 01:47:31,2024-08-05 16:18:56
362,692,Delayed Delivery Investigation,closed,normal,2025-09-16 05:29:32,2025-09-17 03:27:57
363,692,Defective Hardware Return,pending,normal,2025-09-14 07:59:15,
364,694,Account Access Reset Request,closed,normal,2024-12-03 15:21:49,2024-12-06 17:50:15
365,695,Payment Gateway Rejected,open,normal,2026-05-31 07:35:04,
366,699,Subscription Tier Upgrade Error,closed,low,2025-08-17 20:26:59,2025-08-21 11:46:56
367,699,Delayed Delivery Investigation,closed,normal,2025-08-02 16:28:09,2025-08-07 03:40:02
368,699,Subscription Tier Upgrade Error,open,normal,2025-08-13 16:36:48,
369,699,Account Access Reset Request,closed,critical,2025-08-04 08:25:48,2025-08-07 12:02:11
370,699,Subscription Tier Upgrade Error,closed,critical,2025-07-24 19:53:58,2025-07-26 18:39:42
371,699,Subscription Tier Upgrade Error,closed,high,2025-07-22 17:50:14,2025-07-25 17:48:12
372,700,Subscription Tier Upgrade Error,closed,normal,2026-03-14 20:28:17,2026-03-15 23:05:53
373,709,Delayed Delivery Investigation,open,normal,2025-05-16 08:24:52,
374,710,Subscription Tier Upgrade Error,open,normal,2024-06-21 20:41:30,
375,714,Payment Gateway Rejected,open,normal,2025-10-22 15:36:20,
376,715,Payment Gateway Rejected,pending,normal,2025-04-10 08:24:34,
377,720,Subscription Tier Upgrade Error,open,normal,2025-05-27 06:32:03,
378,724,Account Access Reset Request,closed,high,2024-10-19 20:33:49,2024-10-23 21:56:11
379,724,Payment Gateway Rejected,closed,normal,2024-11-03 06:29:33,2024-11-05 07:30:15
380,724,Account Access Reset Request,open,high,2024-10-22 12:22:36,
381,724,Delayed Delivery Investigation,closed,normal,2024-11-04 03:25:57,2024-11-07 04:58:47
382,724,Account Access Reset Request,pending,high,2024-10-28 03:48:15,
383,724,Defective Hardware Return,closed,low,2024-11-08 12:49:13,2024-11-10 13:31:30
384,724,Account Access Reset Request,closed,high,2024-10-29 07:29:57,2024-10-30 11:05:42
385,726,Payment Gateway Rejected,closed,normal,2025-03-03 05:12:36,2025-03-07 20:49:24
386,730,Subscription Tier Upgrade Error,closed,normal,2025-11-20 17:25:47,2025-11-23 23:48:27
387,731,Account Access Reset Request,pending,normal,2025-04-14 06:37:47,
388,734,Account Access Reset Request,closed,normal,2025-09-11 17:15:50,2025-09-13 09:10:39
389,736,Subscription Tier Upgrade Error,open,normal,2026-04-04 15:24:01,
390,737,Delayed Delivery Investigation,closed,normal,2026-05-13 19:09:45,2026-05-18 08:09:02
391,737,Account Access Reset Request,open,normal,2026-04-17 14:44:21,
392,737,Payment Gateway Rejected,closed,high,2026-05-10 16:42:05,2026-05-13 12:19:22
393,737,Subscription Tier Upgrade Error,pending,normal,2026-04-21 10:11:36,
394,737,Payment Gateway Rejected,open,normal,2026-04-16 04:03:32,
395,737,Subscription Tier Upgrade Error,open,critical,2026-04-28 04:25:34,
396,737,Payment Gateway Rejected,closed,low,2026-04-18 11:28:01,2026-04-19 08:15:38
397,737,Delayed Delivery Investigation,closed,high,2026-05-09 10:58:49,2026-05-13 04:45:25
398,737,Defective Hardware Return,closed,critical,2026-04-20 05:09:53,2026-04-23 23:34:21
399,737,Subscription Tier Upgrade Error,closed,low,2026-04-25 09:10:30,2026-04-29 14:11:05
400,737,Defective Hardware Return,closed,normal,2026-04-28 03:00:56,2026-05-03 02:26:46
401,739,Payment Gateway Rejected,closed,normal,2024-07-11 07:03:24,2024-07-15 15:53:55
402,740,Subscription Tier Upgrade Error,open,normal,2024-11-18 03:44:38,
403,742,Defective Hardware Return,closed,normal,2025-08-03 07:56:24,2025-08-06 20:03:04
404,745,Account Access Reset Request,closed,normal,2026-02-05 12:17:01,2026-02-08 20:50:24
405,749,Delayed Delivery Investigation,closed,critical,2025-11-03 06:07:34,2025-11-07 18:39:52
406,749,Delayed Delivery Investigation,closed,normal,2025-11-06 15:59:34,2025-11-07 15:25:46
407,749,Delayed Delivery Investigation,closed,normal,2025-11-09 23:37:20,2025-11-12 16:33:08
408,749,Defective Hardware Return,open,low,2025-10-17 16:30:55,
409,749,Delayed Delivery Investigation,open,critical,2025-11-17 13:10:12,
410,749,Payment Gateway Rejected,pending,normal,2025-11-12 05:57:52,
411,749,Account Access Reset Request,pending,low,2025-11-10 10:22:48,
412,749,Delayed Delivery Investigation,closed,high,2025-11-13 07:57:10,2025-11-16 23:44:33
413,749,Subscription Tier Upgrade Error,closed,low,2025-10-16 18:55:32,2025-10-20 00:24:45
414,749,Subscription Tier Upgrade Error,closed,low,2025-11-01 13:44:03,2025-11-05 18:23:10
415,749,Delayed Delivery Investigation,pending,normal,2025-11-01 15:51:17,
416,749,Delayed Delivery Investigation,pending,normal,2025-10-21 01:33:25,
417,749,Account Access Reset Request,pending,critical,2025-10-28 06:23:42,
418,749,Delayed Delivery Investigation,closed,high,2025-10-24 18:52:45,2025-10-28 06:59:26
419,756,Delayed Delivery Investigation,open,normal,2024-12-10 08:14:15,
420,756,Payment Gateway Rejected,pending,low,2024-12-01 16:15:05,
421,756,Delayed Delivery Investigation,open,high,2024-12-11 01:28:49,
422,756,Defective Hardware Return,open,normal,2024-11-26 00:09:13,
423,756,Account Access Reset Request,open,critical,2024-11-15 10:25:11,
424,756,Delayed Delivery Investigation,open,high,2024-12-10 23:58:27,
425,756,Account Access Reset Request,closed,low,2024-12-05 18:05:49,2024-12-10 10:42:20
426,756,Account Access Reset Request,pending,normal,2024-12-12 12:18:17,
427,756,Defective Hardware Return,closed,high,2024-11-29 10:26:30,2024-12-04 01:30:13
428,756,Payment Gateway Rejected,pending,low,2024-12-03 03:04:05,
429,756,Account Access Reset Request,pending,normal,2024-11-17 07:13:47,
430,756,Payment Gateway Rejected,closed,high,2024-11-21 04:16:05,2024-11-24 04:45:12
431,756,Delayed Delivery Investigation,closed,low,2024-11-24 03:17:24,2024-11-26 03:17:44
432,762,Account Access Reset Request,closed,normal,2026-04-22 07:03:49,2026-04-26 02:47:37
433,762,Defective Hardware Return,pending,critical,2026-05-13 19:11:03,
434,762,Subscription Tier Upgrade Error,open,normal,2026-04-27 06:19:09,
435,762,Defective Hardware Return,closed,high,2026-05-16 19:56:13,2026-05-20 17:58:17
436,762,Payment Gateway Rejected,closed,normal,2026-05-15 14:56:28,2026-05-19 06:36:01
437,762,Account Access Reset Request,closed,critical,2026-05-04 09:41:46,2026-05-05 02:41:57
438,764,Subscription Tier Upgrade Error,closed,normal,2024-09-05 03:24:39,2024-09-06 01:29:17
439,767,Delayed Delivery Investigation,open,normal,2024-07-19 15:59:08,
440,767,Account Access Reset Request,closed,normal,2024-07-21 07:28:07,2024-07-24 19:45:14
441,768,Account Access Reset Request,closed,normal,2026-01-14 08:41:51,2026-01-18 17:47:46
442,769,Account Access Reset Request,closed,normal,2026-03-01 16:58:37,2026-03-06 06:25:52
443,783,Account Access Reset Request,closed,normal,2024-10-23 05:38:15,2024-10-28 02:40:23
444,792,Defective Hardware Return,closed,normal,2025-12-30 15:40:08,2026-01-02 14:54:06
445,798,Defective Hardware Return,closed,normal,2026-05-12 17:06:30,2026-05-15 01:33:55
446,800,Delayed Delivery Investigation,closed,normal,2024-07-06 18:48:52,2024-07-11 13:10:54
447,808,Defective Hardware Return,closed,normal,2024-08-20 06:17:03,2024-08-21 02:48:32
448,809,Delayed Delivery Investigation,open,normal,2025-02-11 14:59:00,
449,810,Account Access Reset Request,closed,normal,2026-03-02 16:06:23,2026-03-03 19:56:14
450,811,Delayed Delivery Investigation,closed,normal,2024-07-29 02:39:56,2024-07-31 16:58:18
451,814,Subscription Tier Upgrade Error,closed,normal,2025-05-03 04:31:31,2025-05-07 07:16:38
452,814,Account Access Reset Request,closed,normal,2025-05-13 14:56:09,2025-05-17 17:18:50
453,815,Defective Hardware Return,closed,normal,2024-10-29 10:42:42,2024-10-31 20:14:00
454,816,Delayed Delivery Investigation,pending,normal,2026-03-23 18:14:02,
455,817,Defective Hardware Return,closed,normal,2026-03-28 08:53:55,2026-04-02 02:23:20
456,817,Defective Hardware Return,pending,normal,2026-03-27 16:39:37,
457,819,Payment Gateway Rejected,closed,normal,2025-05-06 17:52:03,2025-05-11 16:55:01
458,821,Account Access Reset Request,closed,normal,2026-04-20 00:59:32,2026-04-24 21:14:00
459,824,Payment Gateway Rejected,pending,normal,2024-09-27 03:44:20,
460,839,Payment Gateway Rejected,closed,normal,2025-02-01 14:01:03,2025-02-04 19:18:57
461,842,Delayed Delivery Investigation,closed,normal,2024-12-19 18:23:11,2024-12-22 12:55:33
462,850,Subscription Tier Upgrade Error,pending,normal,2025-09-15 12:30:34,
463,850,Account Access Reset Request,open,normal,2025-09-22 17:22:23,
464,855,Subscription Tier Upgrade Error,closed,normal,2025-11-13 13:05:49,2025-11-17 04:17:12
465,858,Subscription Tier Upgrade Error,pending,normal,2025-06-07 23:13:45,
466,858,Account Access Reset Request,pending,normal,2025-05-21 23:06:03,
467,863,Delayed Delivery Investigation,closed,normal,2025-10-20 01:53:27,2025-10-24 19:32:05
468,863,Subscription Tier Upgrade Error,open,normal,2025-10-13 18:37:02,
469,867,Delayed Delivery Investigation,open,normal,2025-05-30 04:52:46,
470,869,Delayed Delivery Investigation,pending,critical,2025-12-29 16:50:07,
471,869,Delayed Delivery Investigation,closed,normal,2025-12-24 14:56:28,2025-12-25 19:08:33
472,869,Delayed Delivery Investigation,closed,low,2025-12-19 16:59:25,2025-12-22 23:47:33
473,869,Account Access Reset Request,open,high,2026-01-02 12:59:04,
474,869,Defective Hardware Return,open,normal,2025-12-21 20:46:21,
475,869,Account Access Reset Request,closed,normal,2026-01-13 19:17:48,2026-01-14 18:36:04
476,871,Account Access Reset Request,pending,normal,2025-12-21 15:41:02,
477,872,Payment Gateway Rejected,closed,normal,2025-11-25 07:28:54,2025-11-29 07:50:02
478,872,Delayed Delivery Investigation,pending,normal,2025-11-13 15:03:10,
479,880,Payment Gateway Rejected,pending,normal,2026-02-11 18:39:25,
480,883,Defective Hardware Return,closed,normal,2025-11-11 22:13:01,2025-11-12 17:53:15
481,886,Delayed Delivery Investigation,closed,normal,2024-12-26 19:28:47,2024-12-30 10:19:45
482,886,Account Access Reset Request,open,normal,2025-01-13 03:12:53,
483,888,Account Access Reset Request,closed,normal,2024-09-10 07:00:02,2024-09-14 16:54:52
484,889,Payment Gateway Rejected,closed,normal,2025-03-10 01:55:53,2025-03-12 01:35:47
485,891,Defective Hardware Return,closed,normal,2024-10-04 09:58:53,2024-10-06 17:15:54
486,897,Subscription Tier Upgrade Error,closed,normal,2025-02-14 18:49:45,2025-02-18 13:01:12
487,899,Account Access Reset Request,closed,normal,2024-07-19 07:48:40,2024-07-22 12:05:52
488,901,Delayed Delivery Investigation,open,normal,2025-03-14 20:25:57,
489,902,Delayed Delivery Investigation,closed,normal,2025-04-05 07:59:43,2025-04-09 15:41:45
490,907,Delayed Delivery Investigation,closed,normal,2025-06-21 05:38:06,2025-06-23 00:08:12
491,907,Payment Gateway Rejected,closed,normal,2025-07-16 05:17:42,2025-07-17 17:00:00
492,911,Subscription Tier Upgrade Error,open,normal,2026-01-18 11:22:42,
493,920,Payment Gateway Rejected,closed,normal,2024-07-04 04:48:59,2024-07-05 15:01:51
494,921,Account Access Reset Request,closed,normal,2025-03-26 01:03:25,2025-03-27 11:54:41
495,923,Payment Gateway Rejected,pending,normal,2024-10-28 08:40:43,
496,933,Defective Hardware Return,pending,normal,2025-06-12 09:24:34,
497,936,Defective Hardware Return,open,normal,2024-08-14 18:33:19,
498,938,Payment Gateway Rejected,closed,normal,2025-12-12 02:05:33,2025-12-15 18:02:31
499,938,Subscription Tier Upgrade Error,closed,normal,2025-12-13 06:31:08,2025-12-14 09:43:58
500,940,Account Access Reset Request,closed,normal,2025-06-01 23:57:45,2025-06-06 16:42:48
501,942,Account Access Reset Request,pending,normal,2026-03-10 01:19:28,
502,943,Subscription Tier Upgrade Error,closed,normal,2024-11-24 04:22:00,2024-11-26 00:52:03
503,952,Defective Hardware Return,closed,normal,2025-02-14 12:23:00,2025-02-15 16:13:58
504,953,Delayed Delivery Investigation,open,critical,2024-12-15 18:43:30,
505,953,Defective Hardware Return,closed,normal,2025-01-01 18:30:53,2025-01-03 14:10:41
506,953,Account Access Reset Request,closed,critical,2024-12-28 02:40:40,2024-12-31 18:51:48
507,953,Delayed Delivery Investigation,open,low,2025-01-03 18:25:23,
508,953,Account Access Reset Request,closed,normal,2024-12-16 18:55:29,2024-12-21 02:31:13
509,953,Account Access Reset Request,open,high,2024-12-14 18:53:46,
510,953,Defective Hardware Return,pending,critical,2025-01-10 00:49:05,
511,953,Delayed Delivery Investigation,open,normal,2024-12-18 14:22:25,
512,953,Account Access Reset Request,open,high,2024-12-19 08:37:02,
513,953,Subscription Tier Upgrade Error,open,critical,2024-12-26 06:48:08,
514,957,Payment Gateway Rejected,closed,normal,2026-02-05 13:09:14,2026-02-10 09:14:47
515,957,Payment Gateway Rejected,closed,normal,2026-01-16 11:43:04,2026-01-19 06:59:25
516,959,Account Access Reset Request,closed,normal,2025-02-09 03:46:27,2025-02-11 07:34:03
517,970,Subscription Tier Upgrade Error,pending,critical,2025-05-25 20:03:22,
518,970,Account Access Reset Request,closed,normal,2025-06-07 20:46:08,2025-06-10 22:26:30
519,970,Defective Hardware Return,closed,normal,2025-05-24 05:19:01,2025-05-25 11:53:13
520,970,Subscription Tier Upgrade Error,open,critical,2025-05-28 16:41:34,
521,970,Delayed Delivery Investigation,open,low,2025-05-19 17:47:04,
522,970,Subscription Tier Upgrade Error,closed,critical,2025-06-15 17:33:30,2025-06-17 22:12:45
523,970,Account Access Reset Request,closed,normal,2025-06-11 06:06:52,2025-06-13 09:56:34
524,970,Payment Gateway Rejected,closed,low,2025-06-12 08:54:04,2025-06-14 14:23:55
525,970,Subscription Tier Upgrade Error,open,normal,2025-05-28 17:35:34,
526,970,Delayed Delivery Investigation,closed,normal,2025-06-23 03:06:18,2025-06-27 16:24:01
527,986,Payment Gateway Rejected,closed,normal,2024-07-26 10:41:46,2024-07-29 05:17:53
528,987,Subscription Tier Upgrade Error,pending,normal,2025-05-21 13:15:30,
529,994,Account Access Reset Request,closed,normal,2024-07-18 17:24:20,2024-07-20 23:48:11
530,1001,Account Access Reset Request,closed,normal,2026-03-13 10:02:30,2026-03-15 06:02:41
531,1006,Delayed Delivery Investigation,closed,normal,2025-07-09 00:56:04,2025-07-12 13:04:57
532,1007,Account Access Reset Request,open,normal,2025-05-13 14:44:20,
533,1010,Account Access Reset Request,closed,normal,2024-08-10 01:51:47,2024-08-11 19:43:03
534,1015,Subscription Tier Upgrade Error,closed,normal,2024-12-25 17:01:03,2024-12-27 21:14:01
535,1015,Defective Hardware Return,open,normal,2024-12-09 09:19:14,
536,1017,Defective Hardware Return,closed,normal,2025-10-03 01:03:14,2025-10-07 11:57:12
537,1019,Subscription Tier Upgrade Error,open,low,2024-08-22 11:57:25,
538,1019,Payment Gateway Rejected,open,high,2024-08-21 23:13:50,
539,1019,Subscription Tier Upgrade Error,pending,critical,2024-08-06 05:02:03,
540,1019,Subscription Tier Upgrade Error,pending,critical,2024-08-19 01:55:05,
541,1019,Account Access Reset Request,closed,low,2024-07-29 21:05:12,2024-08-01 01:51:40
542,1022,Account Access Reset Request,closed,normal,2025-11-27 04:03:53,2025-12-02 03:14:57
543,1024,Account Access Reset Request,closed,normal,2024-11-10 00:44:01,2024-11-12 11:55:32
544,1025,Account Access Reset Request,open,normal,2025-02-08 08:29:28,
545,1034,Defective Hardware Return,closed,critical,2026-02-27 01:53:04,2026-03-03 22:13:51
546,1034,Account Access Reset Request,closed,high,2026-01-29 04:22:49,2026-01-30 08:19:36
547,1034,Account Access Reset Request,closed,low,2026-03-04 03:50:30,2026-03-08 02:20:22
548,1034,Subscription Tier Upgrade Error,closed,normal,2026-02-02 17:04:22,2026-02-03 10:53:55
549,1034,Defective Hardware Return,open,high,2026-02-17 11:57:59,
550,1037,Payment Gateway Rejected,closed,normal,2025-08-03 17:41:58,2025-08-07 11:18:37
551,1039,Payment Gateway Rejected,closed,normal,2024-12-24 02:32:15,2024-12-26 10:11:31
552,1040,Defective Hardware Return,closed,normal,2025-07-07 16:57:12,2025-07-09 22:50:36
553,1044,Payment Gateway Rejected,open,normal,2024-11-01 20:50:59,
554,1046,Account Access Reset Request,closed,normal,2025-04-23 11:45:45,2025-04-26 15:42:57
555,1048,Payment Gateway Rejected,pending,normal,2024-09-09 08:08:47,
556,1050,Defective Hardware Return,closed,normal,2025-03-28 18:59:53,2025-03-30 10:26:53
557,1051,Subscription Tier Upgrade Error,open,normal,2024-09-28 17:04:04,
558,1057,Delayed Delivery Investigation,closed,normal,2025-06-27 07:20:14,2025-06-29 08:45:33
559,1059,Defective Hardware Return,pending,normal,2025-08-25 13:24:36,
560,1061,Subscription Tier Upgrade Error,open,normal,2025-09-12 02:45:25,
561,1061,Account Access Reset Request,pending,normal,2025-08-18 03:20:56,
562,1062,Defective Hardware Return,open,normal,2026-02-02 09:44:20,
563,1063,Payment Gateway Rejected,pending,normal,2025-12-15 05:22:01,
564,1072,Payment Gateway Rejected,closed,normal,2025-01-27 01:55:57,2025-01-31 04:37:31
565,1073,Defective Hardware Return,closed,normal,2025-04-28 18:13:09,2025-05-03 11:25:47
566,1080,Delayed Delivery Investigation,closed,normal,2025-12-19 01:38:31,2025-12-21 05:52:56
567,1082,Delayed Delivery Investigation,closed,normal,2025-05-28 22:27:25,2025-05-31 00:55:34
568,1094,Subscription Tier Upgrade Error,pending,normal,2025-12-21 10:26:23,
569,1096,Defective Hardware Return,closed,normal,2025-01-18 00:25:33,2025-01-19 22:59:08
570,1096,Payment Gateway Rejected,open,normal,2025-01-06 08:08:37,
571,1097,Account Access Reset Request,closed,normal,2025-12-31 01:54:39,2026-01-04 10:47:03
572,1098,Defective Hardware Return,closed,normal,2025-01-15 10:55:28,2025-01-17 00:18:58
573,1100,Account Access Reset Request,pending,normal,2025-12-26 05:40:49,
574,1103,Subscription Tier Upgrade Error,closed,normal,2025-02-07 03:27:48,2025-02-09 10:19:09
575,1105,Subscription Tier Upgrade Error,closed,normal,2026-03-25 09:51:24,2026-03-28 01:56:48
576,1111,Delayed Delivery Investigation,closed,normal,2026-01-09 06:14:47,2026-01-10 00:35:10
577,1115,Defective Hardware Return,closed,normal,2026-02-16 07:14:27,2026-02-16 22:26:11
578,1118,Defective Hardware Return,pending,normal,2025-09-23 12:11:32,
579,1119,Subscription Tier Upgrade Error,closed,normal,2025-03-05 10:19:56,2025-03-07 20:46:34
580,1122,Account Access Reset Request,closed,normal,2025-06-08 19:39:11,2025-06-11 07:43:04
581,1131,Defective Hardware Return,closed,normal,2024-11-07 11:18:20,2024-11-08 14:19:02
582,1135,Defective Hardware Return,closed,normal,2025-03-05 22:05:28,2025-03-08 04:33:03
583,1136,Account Access Reset Request,closed,normal,2025-04-27 22:50:20,2025-05-01 09:34:21
584,1137,Payment Gateway Rejected,closed,normal,2025-04-29 18:39:27,2025-05-02 11:13:40
585,1137,Payment Gateway Rejected,closed,normal,2025-05-05 08:16:55,2025-05-09 14:08:30
586,1139,Account Access Reset Request,closed,normal,2025-08-05 19:01:55,2025-08-07 17:05:04
587,1141,Account Access Reset Request,open,normal,2024-08-25 02:57:13,
588,1141,Payment Gateway Rejected,pending,normal,2024-08-23 20:10:18,
589,1144,Delayed Delivery Investigation,closed,high,2025-10-11 07:38:24,2025-10-13 23:46:03
590,1144,Delayed Delivery Investigation,closed,high,2025-10-07 23:06:20,2025-10-10 23:02:16
591,1144,Account Access Reset Request,pending,normal,2025-09-25 21:05:57,
592,1144,Delayed Delivery Investigation,closed,normal,2025-10-12 18:19:31,2025-10-14 21:02:35
593,1144,Payment Gateway Rejected,closed,normal,2025-09-15 00:30:42,2025-09-17 19:31:13
594,1147,Delayed Delivery Investigation,open,normal,2024-09-05 10:38:09,
595,1149,Subscription Tier Upgrade Error,open,normal,2025-07-06 09:18:00,
596,1152,Account Access Reset Request,pending,normal,2025-01-10 04:08:02,
597,1153,Subscription Tier Upgrade Error,closed,normal,2025-08-23 22:03:31,2025-08-25 21:54:16
598,1153,Payment Gateway Rejected,open,normal,2025-09-01 14:16:46,
599,1154,Payment Gateway Rejected,pending,normal,2025-11-29 07:58:54,
600,1156,Defective Hardware Return,closed,normal,2026-01-11 14:53:52,2026-01-13 04:56:54
601,1156,Payment Gateway Rejected,open,normal,2025-12-27 14:14:26,
602,1159,Subscription Tier Upgrade Error,closed,normal,2024-10-23 22:37:01,2024-10-26 21:10:04
603,1160,Defective Hardware Return,open,normal,2025-09-04 09:46:46,
604,1160,Account Access Reset Request,closed,normal,2025-08-24 20:52:16,2025-08-27 08:04:33
605,1161,Payment Gateway Rejected,closed,normal,2025-11-20 08:41:25,2025-11-24 13:56:28
606,1166,Account Access Reset Request,closed,normal,2025-12-11 21:53:53,2025-12-15 06:26:43
607,1166,Defective Hardware Return,closed,normal,2025-12-12 12:32:55,2025-12-16 18:23:53
608,1169,Payment Gateway Rejected,closed,normal,2025-12-10 02:38:59,2025-12-14 22:24:50
609,1172,Delayed Delivery Investigation,closed,normal,2025-07-10 11:42:30,2025-07-14 08:33:07
610,1179,Payment Gateway Rejected,closed,normal,2026-06-05 14:38:48,2026-06-09 01:20:00
611,1181,Account Access Reset Request,pending,normal,2026-01-31 00:04:47,
612,1182,Delayed Delivery Investigation,open,normal,2024-11-22 00:26:43,
613,1184,Subscription Tier Upgrade Error,open,normal,2024-12-02 18:04:48,
614,1185,Defective Hardware Return,open,normal,2025-06-26 17:42:50,
615,1186,Account Access Reset Request,open,normal,2025-11-24 03:13:26,
616,1186,Payment Gateway Rejected,pending,normal,2025-11-14 19:39:27,
617,1188,Account Access Reset Request,closed,normal,2024-08-06 03:44:25,2024-08-09 22:05:16
618,1188,Subscription Tier Upgrade Error,open,normal,2024-09-01 07:48:48,
619,1189,Subscription Tier Upgrade Error,closed,normal,2025-08-04 13:37:17,2025-08-08 08:15:20
620,1189,Account Access Reset Request,open,normal,2025-08-06 08:58:12,
621,1193,Subscription Tier Upgrade Error,open,normal,2026-04-11 07:20:05,
622,1196,Account Access Reset Request,pending,normal,2025-02-18 09:28:17,
623,1196,Defective Hardware Return,closed,normal,2025-03-20 13:40:39,2025-03-23 03:48:09
624,1201,Defective Hardware Return,closed,normal,2025-11-28 04:23:36,2025-12-03 02:50:45
625,1208,Defective Hardware Return,pending,normal,2025-12-19 09:42:38,
626,1208,Payment Gateway Rejected,open,normal,2025-12-17 10:04:41,
627,1215,Delayed Delivery Investigation,open,normal,2025-08-03 11:54:09,
628,1218,Subscription Tier Upgrade Error,closed,normal,2024-10-27 05:20:21,2024-11-01 02:23:54
629,1223,Subscription Tier Upgrade Error,pending,normal,2026-02-04 17:23:51,
630,1225,Defective Hardware Return,pending,normal,2026-04-07 21:18:18,
631,1227,Delayed Delivery Investigation,closed,high,2026-02-22 09:05:51,2026-02-25 13:24:21
632,1227,Subscription Tier Upgrade Error,open,low,2026-03-08 10:13:49,
633,1227,Account Access Reset Request,closed,low,2026-02-21 06:46:58,2026-02-25 14:02:29
634,1227,Payment Gateway Rejected,open,normal,2026-03-03 14:07:51,
635,1227,Account Access Reset Request,closed,normal,2026-02-06 00:38:24,2026-02-11 00:32:57
636,1227,Subscription Tier Upgrade Error,pending,normal,2026-02-15 07:40:07,
637,1227,Defective Hardware Return,closed,low,2026-02-17 02:31:44,2026-02-20 18:14:18
638,1227,Defective Hardware Return,closed,normal,2026-02-20 17:30:54,2026-02-22 22:27:15
639,1227,Delayed Delivery Investigation,closed,low,2026-03-03 12:43:20,2026-03-05 00:36:34
640,1227,Delayed Delivery Investigation,closed,critical,2026-02-08 06:36:37,2026-02-11 13:57:30
641,1227,Account Access Reset Request,closed,normal,2026-02-03 19:16:40,2026-02-06 09:24:06
642,1227,Account Access Reset Request,closed,critical,2026-02-15 00:11:05,2026-02-18 06:08:43
643,1228,Account Access Reset Request,closed,normal,2024-12-09 12:18:15,2024-12-12 07:49:35
644,1228,Delayed Delivery Investigation,closed,normal,2024-12-02 22:30:05,2024-12-05 18:00:56
645,1230,Account Access Reset Request,pending,low,2024-09-03 18:29:49,
646,1230,Account Access Reset Request,closed,normal,2024-08-24 05:36:29,2024-08-25 09:05:19
647,1230,Defective Hardware Return,closed,high,2024-09-03 04:55:58,2024-09-04 03:36:41
648,1230,Defective Hardware Return,closed,high,2024-08-10 15:47:09,2024-08-15 07:59:46
