id,crm_customer_id,username,last_login_at,marketing_opt_in
558,631,user_node_631,2026-06-03 12:44:42,1
559,633,user_node_633,2026-06-05 19:20:06,0
560,634,user_node_634,2026-06-06 16:37:21,1
561,635,user_node_635,2026-06-12 11:33:15,1
562,636,user_node_636,2026-06-01 22:45:09,1
563,637,user_node_637,2026-06-01 23:29:03,1
564,638,user_node_638,2026-06-09 03:21:24,1
565,639,user_node_639,2026-06-03 18:48:31,0
566,640,user_node_640,2026-06-05 09:57:08,1
567,641,user_node_641,2026-06-11 08:07:06,1
568,642,user_node_642,2026-06-06 10:03:42,1
569,643,user_node_643,2026-06-09 17:24:12,1
570,644,user_node_644,2026-06-11 18:48:32,0
571,645,user_node_645,2026-06-07 18:16:01,1
572,646,user_node_646,2026-05-31 11:49:31,1
573,647,user_node_647,2026-06-10 22:52:59,1
574,648,user_node_648,2026-06-02 08:17:20,0
575,650,user_node_650,2026-06-11 05:28:02,1
576,651,user_node_651,2026-06-06 21:08:26,1
577,652,user_node_652,2026-06-09 12:18:35,1
578,653,user_node_653,2026-06-10 09:36:25,1
579,654,user_node_654,2026-06-06 04:32:05,1
580,655,user_node_655,2026-05-30 11:27:57,0
581,656,user_node_656,2026-06-03 16:36:15,1
582,657,user_node_657,2026-06-12 15:31:31,1
583,658,user_node_658,2026-05-30 02:49:58,1
584,659,user_node_659,2026-06-03 11:34:38,0
585,660,user_node_660,2026-06-08 06:19:56,0
586,661,user_node_661,2026-06-04 12:01:02,1
587,662,user_node_662,2026-06-08 23:21:06,1
588,663,user_node_663,2026-06-09 19:11:22,0
589,664,user_node_664,2026-05-31 09:00:52,1
590,665,user_node_665,2026-06-05 23:18:13,0
591,666,user_node_666,2026-05-29 21:15:40,1
592,667,user_node_667,2026-06-01 05:56:13,0
593,668,user_node_668,2026-06-10 09:44:49,0
594,669,user_node_669,2026-05-30 13:51:22,0
595,672,user_node_672,2026-06-02 05:20:52,1
596,673,user_node_673,2026-06-07 12:46:44,1
597,674,user_node_674,2026-06-03 21:33:11,1
598,676,user_node_676,2026-05-31 03:32:51,1
599,677,user_node_677,2026-06-06 23:06:17,0
600,678,user_node_678,2026-06-04 04:02:20,1
601,679,user_node_679,2026-05-30 04:56:44,1
602,680,user_node_680,2026-06-03 22:16:41,0
603,681,user_node_681,2026-06-02 07:12:50,0
604,682,user_node_682,2026-06-01 10:40:27,0
605,683,user_node_683,2026-06-04 12:33:36,1
606,684,user_node_684,2026-06-09 13:58:15,1
607,685,user_node_685,2026-06-10 05:57:14,1
608,687,user_node_687,2026-06-11 07:54:45,0
609,688,user_node_688,2026-06-11 18:59:15,0
610,689,user_node_689,2026-06-03 14:25:02,0
611,690,user_node_690,2026-06-10 16:53:37,1
612,691,user_node_691,2026-06-12 10:10:03,0
613,692,user_node_692,2026-05-30 20:30:36,1
614,693,user_node_693,2026-06-09 05:14:18,1
615,694,user_node_694,2026-06-05 07:28:31,1
616,696,user_node_696,2026-06-05 18:12:01,0
617,697,user_node_697,2026-06-02 20:53:15,1
618,698,user_node_698,2026-05-31 11:35:52,0
619,699,user_node_699,2026-06-07 04:33:25,1
620,700,user_node_700,2026-06-10 16:13:41,1
621,701,user_node_701,2026-06-11 17:15:56,1
622,702,user_node_702,2026-05-31 06:55:54,1
623,703,user_node_703,2026-06-05 03:44:35,0
624,704,user_node_704,2026-05-30 18:14:08,1
625,705,user_node_705,2026-06-05 09:05:03,1
626,706,user_node_706,2026-06-05 21:47:30,0
627,707,user_node_707,2026-06-06 12:57:12,1
628,709,user_node_709,2026-06-02 05:34:27,1
629,710,user_node_710,2026-06-02 21:44:50,0
630,711,user_node_711,2026-05-31 16:06:29,0
631,712,user_node_712,2026-06-10 18:56:49,1
632,713,user_node_713,2026-05-30 06:09:40,0
633,714,user_node_714,2026-05-31 09:25:21,0
634,715,user_node_715,2026-06-09 07:34:34,1
635,716,user_node_716,2026-06-01 22:21:11,0
636,717,user_node_717,2026-05-30 19:23:03,1
637,722,user_node_722,2026-05-30 19:16:50,0
638,723,user_node_723,2026-06-03 05:51:43,1
639,724,user_node_724,2026-06-04 22:57:22,1
640,725,user_node_725,2026-05-30 12:07:58,1
641,726,user_node_726,2026-06-10 18:53:34,0
642,727,user_node_727,2026-06-12 08:14:55,0
643,728,user_node_728,2026-06-12 10:59:44,1
644,729,user_node_729,2026-06-10 11:39:01,1
645,730,user_node_730,2026-05-30 06:46:05,1
646,731,user_node_731,2026-06-07 04:33:55,1
647,732,user_node_732,2026-06-09 22:00:12,1
648,734,user_node_734,2026-06-11 05:26:55,0
649,735,user_node_735,2026-06-03 06:25:23,1
650,736,user_node_736,2026-05-31 14:47:10,1
651,737,user_node_737,2026-06-08 10:38:42,1
652,738,user_node_738,2026-06-04 13:10:49,1
653,739,user_node_739,2026-06-12 04:10:35,0
654,740,user_node_740,2026-06-06 06:40:29,0
655,741,user_node_741,2026-06-05 15:25:28,1
656,742,user_node_742,2026-06-04 01:43:07,1
657,743,user_node_743,2026-06-12 07:16:29,0
658,744,user_node_744,2026-05-30 21:36:09,1
659,745,user_node_745,2026-06-06 11:52:23,0
660,746,user_node_746,2026-06-06 15:00:18,1
661,747,user_node_747,2026-05-31 10:54:36,1
662,749,user_node_749,2026-06-11 10:16:11,1
663,750,user_node_750,2026-05-30 07:34:12,1
664,751,user_node_751,2026-06-12 08:04:03,1
665,752,user_node_752,2026-06-01 10:35:44,1
666,753,user_node_753,2026-06-08 19:29:02,1
667,755,user_node_755,2026-06-01 13:07:14,0
668,756,user_node_756,2026-06-01 09:31:28,1
669,757,user_node_757,2026-06-08 19:29:04,0
670,758,user_node_758,2026-06-09 07:16:39,1
671,759,user_node_759,2026-06-05 16:48:18,0
672,760,user_node_760,2026-05-30 10:21:01,1
673,761,user_node_761,2026-06-08 19:07:24,1
674,762,user_node_762,2026-06-07 06:47:27,1
675,763,user_node_763,2026-06-01 06:10:29,0
676,764,user_node_764,2026-06-07 21:57:48,0
677,765,user_node_765,2026-06-08 04:19:00,1
678,766,user_node_766,2026-06-06 15:52:09,1
679,767,user_node_767,2026-06-04 07:46:55,0
680,768,user_node_768,2026-06-05 19:00:25,0
681,769,user_node_769,2026-06-04 08:46:52,0
682,771,user_node_771,2026-06-10 02:52:35,0
683,772,user_node_772,2026-06-07 23:48:37,0
684,773,user_node_773,2026-06-07 15:29:08,0
685,774,user_node_774,2026-06-04 22:57:24,0
686,776,user_node_776,2026-06-12 08:41:58,0
687,777,user_node_777,2026-06-07 00:46:06,0
688,778,user_node_778,2026-06-11 20:46:07,0
689,779,user_node_779,2026-06-02 09:44:14,1
690,780,user_node_780,2026-06-12 02:49:05,0
691,781,user_node_781,2026-06-07 13:09:41,1
692,782,user_node_782,2026-06-08 05:34:45,1
693,783,user_node_783,2026-06-03 23:03:33,0
694,784,user_node_784,2026-06-04 21:25:43,1
695,785,user_node_785,2026-06-06 23:12:24,1
696,786,user_node_786,2026-06-03 02:15:08,1
697,787,user_node_787,2026-06-03 21:23:03,1
698,788,user_node_788,2026-05-30 19:10:26,1
699,789,user_node_789,2026-06-01 09:24:40,0
700,790,user_node_790,2026-06-09 08:09:17,0
701,791,user_node_791,2026-06-05 02:36:21,1
702,792,user_node_792,2026-06-11 14:38:54,0
703,793,user_node_793,2026-06-10 15:48:59,1
704,794,user_node_794,2026-05-30 10:30:24,1
705,795,user_node_795,2026-05-30 08:01:16,0
706,796,user_node_796,2026-06-06 10:16:42,1
707,797,user_node_797,2026-06-12 03:16:16,1
708,798,user_node_798,2026-05-31 17:12:23,1
709,799,user_node_799,2026-06-09 18:09:33,0
710,800,user_node_800,2026-06-05 15:09:20,0
711,801,user_node_801,2026-05-30 12:59:16,1
712,803,user_node_803,2026-06-01 05:17:23,0
713,805,user_node_805,2026-06-01 02:16:44,0
714,806,user_node_806,2026-05-31 10:58:00,0
715,807,user_node_807,2026-06-10 14:08:36,1
716,808,user_node_808,2026-05-31 01:56:55,1
717,809,user_node_809,2026-06-07 21:30:17,0
718,810,user_node_810,2026-06-04 09:18:22,1
719,811,user_node_811,2026-06-04 01:37:55,0
720,812,user_node_812,2026-06-05 05:12:15,1
721,813,user_node_813,2026-06-08 07:50:47,0
722,814,user_node_814,2026-06-11 15:13:09,0
723,815,user_node_815,2026-05-29 21:24:34,0
724,817,user_node_817,2026-06-12 08:32:29,1
725,818,user_node_818,2026-05-30 22:49:57,0
726,819,user_node_819,2026-06-07 17:03:31,1
727,821,user_node_821,2026-06-10 05:29:05,1
728,823,user_node_823,2026-06-07 00:16:30,1
729,824,user_node_824,2026-05-30 12:56:02,1
730,825,user_node_825,2026-05-29 18:50:22,1
731,827,user_node_827,2026-06-04 03:35:54,1
732,828,user_node_828,2026-05-31 20:00:24,1
733,829,user_node_829,2026-05-30 18:07:57,1
734,830,user_node_830,2026-06-07 16:14:06,1
735,831,user_node_831,2026-06-05 21:03:56,1
736,833,user_node_833,2026-06-08 08:40:03,0
737,834,user_node_834,2026-06-03 11:03:03,0
738,835,user_node_835,2026-06-04 11:28:24,1
739,837,user_node_837,2026-06-12 10:03:05,0
740,838,user_node_838,2026-06-01 07:54:41,1
741,839,user_node_839,2026-05-30 20:59:16,1
742,840,user_node_840,2026-05-30 20:00:21,1
743,842,user_node_842,2026-06-07 14:19:18,1
744,843,user_node_843,2026-06-10 21:51:59,1
745,844,user_node_844,2026-05-30 12:37:45,1
746,845,user_node_845,2026-06-03 12:40:11,1
747,846,user_node_846,2026-06-10 23:30:53,1
748,848,user_node_848,2026-06-03 21:20:47,1
749,850,user_node_850,2026-06-10 11:40:59,0
750,853,user_node_853,2026-06-08 23:50:39,1
751,854,user_node_854,2026-06-11 17:08:40,1
752,855,user_node_855,2026-06-10 19:01:35,0
753,856,user_node_856,2026-05-31 15:14:46,1
754,857,user_node_857,2026-06-01 00:38:30,0
755,859,user_node_859,2026-06-10 20:48:28,1
756,860,user_node_860,2026-06-02 19:43:54,0
757,862,user_node_862,2026-06-02 04:07:57,1
758,863,user_node_863,2026-06-04 08:43:32,1
759,864,user_node_864,2026-06-08 00:47:14,1
760,865,user_node_865,2026-05-31 13:44:04,1
761,866,user_node_866,2026-06-12 15:16:46,1
762,867,user_node_867,2026-06-11 16:50:53,1
763,868,user_node_868,2026-06-04 09:00:30,0
764,869,user_node_869,2026-06-03 10:49:44,1
765,870,user_node_870,2026-05-31 12:24:55,1
766,871,user_node_871,2026-06-07 05:19:14,0
767,872,user_node_872,2026-06-05 23:03:08,1
768,873,user_node_873,2026-06-06 06:44:09,1
769,874,user_node_874,2026-06-10 21:25:35,1
770,875,user_node_875,2026-06-09 07:19:32,1
771,876,user_node_876,2026-06-10 03:24:32,1
772,877,user_node_877,2026-06-03 11:16:13,1
773,878,user_node_878,2026-05-31 22:02:56,0
774,879,user_node_879,2026-06-04 20:41:36,0
775,880,user_node_880,2026-06-06 16:44:08,0
776,881,user_node_881,2026-06-03 11:14:44,1
777,882,user_node_882,2026-06-06 22:11:54,1
778,883,user_node_883,2026-06-11 11:22:01,1
779,884,user_node_884,2026-05-31 15:52:06,1
780,885,user_node_885,2026-06-05 19:41:30,1
781,886,user_node_886,2026-06-07 07:45:27,0
782,887,user_node_887,2026-06-03 14:20:35,0
783,888,user_node_888,2026-06-01 09:44:05,1
784,889,user_node_889,2026-06-10 11:51:09,1
785,890,user_node_890,2026-05-31 10:05:20,0
786,891,user_node_891,2026-06-05 04:44:08,0
787,892,user_node_892,2026-05-31 16:51:11,0
788,893,user_node_893,2026-06-03 00:33:50,1
789,894,user_node_894,2026-06-08 10:53:49,0
790,895,user_node_895,2026-06-07 10:36:33,1
791,896,user_node_896,2026-06-10 03:09:30,0
792,897,user_node_897,2026-06-05 05:47:47,1
793,898,user_node_898,2026-06-01 03:03:02,0
794,899,user_node_899,2026-06-05 01:27:51,1
795,900,user_node_900,2026-06-11 06:59:27,1
796,901,user_node_901,2026-06-12 02:58:11,0
797,902,user_node_902,2026-06-02 04:55:50,1
798,903,user_node_903,2026-06-07 23:11:50,0
799,904,user_node_904,2026-06-08 14:38:54,0
800,905,user_node_905,2026-06-01 23:32:05,1
801,906,user_node_906,2026-06-12 12:47:16,0
802,907,user_node_907,2026-06-09 19:13:13,1
803,908,user_node_908,2026-06-01 16:59:34,0
804,909,user_node_909,2026-05-31 09:41:44,0
805,911,user_node_911,2026-05-30 09:27:26,0
806,912,user_node_912,2026-05-29 18:57:26,1
807,913,user_node_913,2026-05-31 11:36:15,0
808,914,user_node_914,2026-05-30 07:32:52,0
809,915,user_node_915,2026-06-11 22:51:55,0
810,917,user_node_917,2026-06-09 12:03:37,0
811,918,user_node_918,2026-06-11 19:02:17,0
812,919,user_node_919,2026-05-30 01:30:34,1
813,921,user_node_921,2026-06-07 20:11:18,0
814,922,user_node_922,2026-06-11 19:16:08,0
815,923,user_node_923,2026-06-12 12:24:40,0
816,924,user_node_924,2026-06-02 14:20:50,0
817,925,user_node_925,2026-06-03 07:19:23,1
818,926,user_node_926,2026-06-06 04:31:02,0
819,927,user_node_927,2026-06-03 23:11:02,1
820,928,user_node_928,2026-06-01 17:47:07,1
821,930,user_node_930,2026-06-05 18:11:29,1
822,931,user_node_931,2026-06-03 11:05:12,1
823,932,user_node_932,2026-06-01 13:39:47,1
824,933,user_node_933,2026-06-02 01:37:01,1
825,934,user_node_934,2026-06-05 15:07:59,1
826,935,user_node_935,2026-06-08 19:01:35,0
827,936,user_node_936,2026-06-12 11:29:26,1
828,938,user_node_938,2026-06-01 00:57:11,1
829,939,user_node_939,2026-06-01 20:12:45,0
830,940,user_node_940,2026-06-10 11:20:29,1
831,941,user_node_941,2026-06-09 13:55:05,0
832,942,user_node_942,2026-06-08 03:44:25,1
833,943,user_node_943,2026-06-05 09:32:38,1
834,944,user_node_944,2026-05-31 12:47:33,1
835,945,user_node_945,2026-06-08 06:11:21,0
836,946,user_node_946,2026-06-05 00:42:43,0
837,947,user_node_947,2026-06-10 18:22:02,0
838,948,user_node_948,2026-06-01 23:59:44,1
839,949,user_node_949,2026-05-30 11:35:27,1
840,950,user_node_950,2026-06-05 18:37:05,1
841,951,user_node_951,2026-06-11 19:00:22,1
842,952,user_node_952,2026-06-01 08:18:17,1
843,953,user_node_953,2026-06-03 17:35:14,1
844,954,user_node_954,2026-06-10 01:40:53,1
845,955,user_node_955,2026-06-03 11:31:00,1
846,956,user_node_956,2026-05-31 19:09:31,1
847,957,user_node_957,2026-06-03 17:10:07,0
848,958,user_node_958,2026-06-01 14:46:09,1
849,960,user_node_960,2026-05-30 23:59:46,0
850,961,user_node_961,2026-06-11 15:22:01,1
851,962,user_node_962,2026-06-02 15:34:15,0
852,963,user_node_963,2026-06-06 10:47:56,0
853,964,user_node_964,2026-05-30 11:06:39,1
854,965,user_node_965,2026-06-10 17:39:42,0
855,966,user_node_966,2026-06-07 03:35:34,0
856,967,user_node_967,2026-05-30 07:10:06,0
857,968,user_node_968,2026-06-06 13:41:12,1
858,970,user_node_970,2026-05-30 06:14:38,1
859,972,user_node_972,2026-05-30 08:47:47,1
860,973,user_node_973,2026-06-05 22:24:14,1
861,974,user_node_974,2026-06-12 13:38:23,1
862,975,user_node_975,2026-06-10 14:16:19,1
863,978,user_node_978,2026-05-31 00:28:46,0
864,979,user_node_979,2026-06-03 04:24:06,1
865,980,user_node_980,2026-06-06 13:25:00,0
866,981,user_node_981,2026-06-02 08:04:43,0
867,982,user_node_982,2026-06-11 04:43:30,0
868,983,user_node_983,2026-06-07 01:28:58,0
869,984,user_node_984,2026-06-05 03:37:15,0
870,986,user_node_986,2026-06-09 18:17:51,1
871,987,user_node_987,2026-06-06 09:50:36,0
872,988,user_node_988,2026-06-03 11:25:15,0
873,989,user_node_989,2026-05-30 23:45:18,0
874,990,user_node_990,2026-06-07 18:01:00,0
875,991,user_node_991,2026-06-07 13:07:13,1
876,992,user_node_992,2026-06-04 05:17:56,1
877,994,user_node_994,2026-06-07 08:29:06,1
878,995,user_node_995,2026-06-02 11:42:38,1
879,996,user_node_996,2026-06-06 17:43:57,1
880,997,user_node_997,2026-05-31 15:01:18,1
881,998,user_node_998,2026-06-12 02:12:44,1
882,999,user_node_999,2026-06-09 15:58:17,1
883,1000,user_node_1000,2026-06-11 15:03:34,0
884,1001,user_node_1001,2026-06-10 21:47:36,0
885,1002,user_node_1002,2026-06-05 20:08:41,0
886,1003,user_node_1003,2026-06-01 06:19:42,0
887,1004,user_node_1004,2026-06-07 23:00:55,1
888,1005,user_node_1005,2026-06-02 17:38:49,1
889,1007,user_node_1007,2026-06-09 06:18:31,1
890,1008,user_node_1008,2026-05-30 03:02:39,0
891,1009,user_node_1009,2026-06-05 01:59:55,0
892,1010,user_node_1010,2026-06-10 01:16:25,0
893,1011,user_node_1011,2026-05-30 23:00:08,1
894,1012,user_node_1012,2026-06-02 10:13:40,1
895,1013,user_node_1013,2026-06-01 10:45:52,0
896,1014,user_node_1014,2026-06-09 02:56:57,0
897,1015,user_node_1015,2026-06-02 07:55:31,0
898,1016,user_node_1016,2026-06-03 23:23:20,1
899,1017,user_node_1017,2026-06-02 14:15:29,0
900,1018,user_node_1018,2026-06-04 16:44:31,0
901,1019,user_node_1019,2026-06-08 21:45:19,1
902,1020,user_node_1020,2026-05-30 06:39:34,1
903,1021,user_node_1021,2026-05-30 22:01:26,0
904,1022,user_node_1022,2026-06-03 22:03:27,1
905,1024,user_node_1024,2026-06-08 13:40:08,1
906,1025,user_node_1025,2026-06-10 21:00:20,1
907,1026,user_node_1026,2026-06-02 01:36:54,1
908,1028,user_node_1028,2026-06-01 00:34:44,0
909,1029,user_node_1029,2026-05-30 06:01:37,0
910,1030,user_node_1030,2026-06-10 23:49:07,1
911,1031,user_node_1031,2026-06-08 15:23:33,0
912,1032,user_node_1032,2026-06-11 13:11:24,1
913,1033,user_node_1033,2026-06-04 02:01:19,0
914,1034,user_node_1034,2026-06-09 10:05:59,1
915,1035,user_node_1035,2026-06-07 08:45:08,0
916,1036,user_node_1036,2026-05-31 10:29:56,1
917,1037,user_node_1037,2026-05-30 01:57:24,1
918,1038,user_node_1038,2026-06-09 22:06:36,1
919,1040,user_node_1040,2026-06-08 03:44:58,1
920,1041,user_node_1041,2026-06-07 10:41:37,0
921,1042,user_node_1042,2026-05-30 18:32:52,1
922,1044,user_node_1044,2026-06-07 03:01:03,0
923,1045,user_node_1045,2026-05-30 09:03:49,0
924,1046,user_node_1046,2026-05-30 04:31:51,0
925,1048,user_node_1048,2026-06-01 08:02:34,1
926,1049,user_node_1049,2026-05-29 21:46:11,1
927,1050,user_node_1050,2026-06-01 17:44:38,1
928,1051,user_node_1051,2026-06-10 17:10:14,0
929,1052,user_node_1052,2026-06-10 08:10:21,1
930,1053,user_node_1053,2026-06-01 13:17:09,0
931,1054,user_node_1054,2026-06-07 16:02:30,0
932,1055,user_node_1055,2026-06-06 12:21:18,1
933,1056,user_node_1056,2026-06-08 14:49:23,1
934,1057,user_node_1057,2026-06-08 18:16:20,1
935,1058,user_node_1058,2026-06-03 04:17:47,1
936,1059,user_node_1059,2026-06-12 08:55:59,1
937,1060,user_node_1060,2026-06-07 21:11:28,1
938,1061,user_node_1061,2026-06-08 16:40:27,0
939,1062,user_node_1062,2026-06-04 21:32:32,1
940,1063,user_node_1063,2026-06-10 07:13:40,1
941,1064,user_node_1064,2026-06-06 17:11:10,1
942,1065,user_node_1065,2026-06-03 04:06:10,0
943,1066,user_node_1066,2026-06-08 20:56:41,0
944,1067,user_node_1067,2026-06-05 04:56:25,1
945,1069,user_node_1069,2026-06-10 02:24:31,1
946,1070,user_node_1070,2026-06-09 12:57:37,1
947,1071,user_node_1071,2026-06-12 04:58:26,0
948,1072,user_node_1072,2026-06-04 14:24:10,0
949,1073,user_node_1073,2026-06-07 13:39:04,1
950,1074,user_node_1074,2026-06-01 09:19:52,0
951,1075,user_node_1075,2026-06-08 09:48:43,0
952,1076,user_node_1076,2026-06-02 21:08:53,1
953,1077,user_node_1077,2026-06-05 23:10:05,1
954,1078,user_node_1078,2026-06-06 21:54:47,1
955,1080,user_node_1080,2026-06-05 09:48:10,1
956,1081,user_node_1081,2026-06-06 00:50:14,1
957,1082,user_node_1082,2026-06-04 19:46:49,0
958,1083,user_node_1083,2026-06-11 13:57:14,1
959,1084,user_node_1084,2026-06-12 14:54:11,0
960,1085,user_node_1085,2026-06-03 12:01:49,1
961,1086,user_node_1086,2026-06-11 18:15:53,1
962,1087,user_node_1087,2026-06-08 00:08:25,1
963,1088,user_node_1088,2026-06-11 01:22:45,1
964,1090,user_node_1090,2026-06-11 06:30:57,1
965,1091,user_node_1091,2026-06-07 23:05:21,1
966,1092,user_node_1092,2026-06-11 18:30:24,1
967,1093,user_node_1093,2026-06-04 13:25:43,1
968,1094,user_node_1094,2026-06-10 05:08:13,1
969,1095,user_node_1095,2026-06-06 07:35:30,1
970,1096,user_node_1096,2026-06-04 05:57:18,0
971,1097,user_node_1097,2026-06-02 23:25:23,0
972,1098,user_node_1098,2026-06-03 23:58:42,0
973,1099,user_node_1099,2026-06-04 23:32:42,1
974,1100,user_node_1100,2026-06-08 12:20:27,0
975,1101,user_node_1101,2026-06-09 07:46:55,0
976,1102,user_node_1102,2026-06-02 16:29:53,1
977,1103,user_node_1103,2026-06-09 06:08:46,1
978,1104,user_node_1104,2026-06-01 09:36:20,0
979,1105,user_node_1105,2026-06-03 03:40:51,1
980,1106,user_node_1106,2026-06-10 02:09:45,1
981,1107,user_node_1107,2026-06-03 04:20:49,1
982,1108,user_node_1108,2026-06-03 17:12:54,1
983,1109,user_node_1109,2026-06-03 06:26:45,0
984,1110,user_node_1110,2026-06-11 04:56:23,1
985,1111,user_node_1111,2026-06-05 07:18:59,0
986,1112,user_node_1112,2026-06-01 19:18:26,0
987,1114,user_node_1114,2026-06-11 06:42:31,1
988,1115,user_node_1115,2026-05-31 11:33:46,1
989,1116,user_node_1116,2026-06-09 00:50:02,1
990,1118,user_node_1118,2026-06-09 07:15:04,1
991,1119,user_node_1119,2026-06-02 20:49:08,0
992,1120,user_node_1120,2026-06-04 01:24:10,0
993,1121,user_node_1121,2026-05-30 15:21:18,1
994,1122,user_node_1122,2026-06-04 20:30:31,0
995,1123,user_node_1123,2026-06-02 19:43:07,1
996,1124,user_node_1124,2026-06-08 01:58:49,1
997,1125,user_node_1125,2026-06-08 04:15:07,1
998,1126,user_node_1126,2026-06-10 14:45:37,1
999,1127,user_node_1127,2026-05-30 04:20:32,1
1000,1128,user_node_1128,2026-06-07 19:24:07,0
1001,1129,user_node_1129,2026-06-02 20:47:18,0
1002,1130,user_node_1130,2026-06-11 02:20:06,1
1003,1131,user_node_1131,2026-06-12 02:07:16,0
1004,1132,user_node_1132,2026-06-08 22:03:43,1
1005,1133,user_node_1133,2026-06-02 09:58:16,0
1006,1134,user_node_1134,2026-06-03 02:34:44,1
1007,1135,user_node_1135,2026-06-11 15:33:23,1
1008,1136,user_node_1136,2026-06-12 00:54:21,1
1009,1137,user_node_1137,2026-06-08 16:52:17,1
1010,1139,user_node_1139,2026-06-02 00:50:12,1
1011,1140,user_node_1140,2026-06-08 04:31:14,0
1012,1142,user_node_1142,2026-06-06 21:20:20,1
1013,1143,user_node_1143,2026-06-02 10:31:38,1
1014,1144,user_node_1144,2026-06-05 16:18:12,1
1015,1146,user_node_1146,2026-06-07 00:41:26,1
1016,1147,user_node_1147,2026-05-30 03:40:53,1
1017,1149,user_node_1149,2026-06-09 18:26:59,1
1018,1152,user_node_1152,2026-06-01 21:52:34,1
1019,1153,user_node_1153,2026-06-04 02:31:47,1
1020,1154,user_node_1154,2026-05-30 06:23:17,1
1021,1156,user_node_1156,2026-06-09 03:21:01,0
1022,1158,user_node_1158,2026-06-07 03:07:22,1
1023,1159,user_node_1159,2026-06-05 17:41:24,0
1024,1160,user_node_1160,2026-06-07 08:57:08,1
1025,1161,user_node_1161,2026-06-01 11:10:02,1
1026,1162,user_node_1162,2026-05-30 15:26:23,1
1027,1163,user_node_1163,2026-05-30 08:53:29,1
1028,1164,user_node_1164,2026-06-10 15:51:36,1
1029,1165,user_node_1165,2026-06-04 21:32:33,1
1030,1167,user_node_1167,2026-06-03 04:22:31,1
1031,1168,user_node_1168,2026-06-11 16:18:21,1
1032,1170,user_node_1170,2026-06-11 06:48:34,0
1033,1171,user_node_1171,2026-06-10 11:02:20,1
1034,1172,user_node_1172,2026-05-30 10:43:17,1
1035,1173,user_node_1173,2026-06-01 22:06:41,1
1036,1174,user_node_1174,2026-05-31 20:07:25,0
1037,1175,user_node_1175,2026-06-10 20:20:46,1
1038,1177,user_node_1177,2026-06-12 12:16:41,0
1039,1178,user_node_1178,2026-06-09 02:18:50,1
1040,1179,user_node_1179,2026-05-31 23:41:01,1
1041,1180,user_node_1180,2026-06-03 18:15:24,1
1042,1181,user_node_1181,2026-06-11 03:41:50,1
1043,1182,user_node_1182,2026-05-31 15:16:47,1
1044,1183,user_node_1183,2026-06-06 09:38:07,1
1045,1184,user_node_1184,2026-06-03 22:06:30,1
1046,1185,user_node_1185,2026-06-05 02:17:26,0
1047,1186,user_node_1186,2026-06-02 17:55:13,0
1048,1187,user_node_1187,2026-06-07 06:37:27,1
1049,1188,user_node_1188,2026-06-04 00:16:15,1
1050,1189,user_node_1189,2026-06-02 10:57:09,1
1051,1190,user_node_1190,2026-06-12 07:56:20,0
1052,1191,user_node_1191,2026-06-05 04:10:07,1
1053,1192,user_node_1192,2026-06-09 12:37:31,1
1054,1193,user_node_1193,2026-06-09 19:43:17,0
1055,1194,user_node_1194,2026-05-31 03:34:35,1
1056,1195,user_node_1195,2026-05-30 04:11:12,0
1057,1196,user_node_1196,2026-06-03 15:09:03,1
1058,1197,user_node_1197,2026-06-10 00:51:30,1
1059,1198,user_node_1198,2026-06-05 12:05:26,1
1060,1199,user_node_1199,2026-05-31 16:03:30,0
1061,1200,user_node_1200,2026-06-08 08:08:32,1
1062,1201,user_node_1201,2026-06-05 20:10:34,1
1063,1202,user_node_1202,2026-06-09 02:20:35,1
1064,1203,user_node_1203,2026-06-10 17:56:40,0
1065,1204,user_node_1204,2026-06-09 13:47:11,1
1066,1205,user_node_1205,2026-06-06 16:03:00,0
1067,1206,user_node_1206,2026-06-01 22:45:48,0
1068,1208,user_node_1208,2026-06-03 20:51:03,1
1069,1210,user_node_1210,2026-06-09 08:13:31,1
1070,1211,user_node_1211,2026-05-31 19:52:07,0
1071,1212,user_node_1212,2026-06-10 17:02:14,1
1072,1213,user_node_1213,2026-06-09 07:43:52,0
1073,1214,user_node_1214,2026-06-06 04:26:56,1
1074,1215,user_node_1215,2026-06-11 19:10:17,1
1075,1217,user_node_1217,2026-06-01 14:39:50,1
1076,1218,user_node_1218,2026-06-02 23:06:16,1
1077,1219,user_node_1219,2026-06-06 09:09:25,0
1078,1220,user_node_1220,2026-06-12 14:36:11,1
1079,1221,user_node_1221,2026-06-07 23:04:15,0
1080,1222,user_node_1222,2026-06-11 04:48:29,1
1081,1224,user_node_1224,2026-06-02 11:51:37,1
1082,1225,user_node_1225,2026-06-01 16:16:56,0
1083,1227,user_node_1227,2026-05-30 09:40:30,1
1084,1228,user_node_1228,2026-06-11 17:35:49,1
1085,1229,user_node_1229,2026-06-04 02:09:47,0
1086,1230,user_node_1230,2026-06-02 01:02:10,1
1087,1231,user_node_1231,2026-05-30 02:48:55,1
1088,1232,user_node_1232,2026-06-04 08:06:33,0
1089,1233,user_node_1233,2026-06-05 23:55:10,1
1090,1234,user_node_1234,2026-06-04 03:34:13,1
1091,1235,user_node_1235,2026-05-30 09:01:08,0
1092,1236,user_node_1236,2026-06-10 07:41:10,1
1093,1237,user_node_1237,2026-06-08 18:27:55,1
1094,1238,user_node_1238,2026-06-08 11:04:22,0
1095,1239,user_node_1239,2026-06-08 19:04:12,1
