id,sensor_id,device_id,recorded_at,value,quality_flag
3667,49,16,2026-06-10 05:12:52,5.725,0
3668,50,16,2026-06-10 05:12:52,-4.8,0
3669,51,16,2026-06-10 05:12:52,1008.96,0
3670,52,16,2026-06-10 05:12:52,56.0,0
3671,53,17,2026-06-10 05:12:52,2.2,0
3672,54,17,2026-06-10 05:12:52,23.2,0
3673,55,17,2026-06-10 05:12:52,46.0,0
3674,56,18,2026-06-10 05:12:52,1009.37,0
3675,57,18,2026-06-10 05:12:52,16.7,0
3676,58,18,2026-06-10 05:12:52,43.0,0
3677,59,18,2026-06-10 05:12:52,14.997,0
3678,60,19,2026-06-10 05:12:52,-8.6,0
3679,61,19,2026-06-10 05:12:52,90.0,0
3680,62,19,2026-06-10 05:12:52,1.836,0
3681,63,19,2026-06-10 05:12:52,988.47,0
3682,64,20,2026-06-10 05:12:52,5.214,0
3683,65,20,2026-06-10 05:12:52,35.0,0
3684,66,20,2026-06-10 05:12:52,43.1,0
3685,67,20,2026-06-10 05:12:52,1016.87,0
3686,1,1,2026-06-10 05:27:52,996.46,0
3687,2,1,2026-06-10 05:27:52,26.0,1
3688,3,1,2026-06-10 05:27:52,9.989,0
3689,4,1,2026-06-10 05:27:52,38.4,0
3690,5,2,2026-06-10 05:27:52,27.2,0
3691,6,2,2026-06-10 05:27:52,981.22,0
3692,7,2,2026-06-10 05:27:52,1.086,0
3693,8,2,2026-06-10 05:27:52,89.0,0
3694,9,3,2026-06-10 05:27:52,4.905,0
3695,10,3,2026-06-10 05:27:52,39.0,0
3696,11,3,2026-06-10 05:27:52,7.0,0
3697,12,3,2026-06-10 05:27:52,989.29,0
3698,13,4,2026-06-10 05:27:52,11.946,0
3699,14,4,2026-06-10 05:27:52,73.0,0
3700,15,4,2026-06-10 05:27:52,10.4,0
3701,16,4,2026-06-10 05:27:52,992.92,0
3702,17,5,2026-06-10 05:27:52,1025.13,0
3703,18,5,2026-06-10 05:27:52,60.0,0
3704,19,5,2026-06-10 05:27:52,41.5,0
3705,20,5,2026-06-10 05:27:52,2.365,0
3706,21,6,2026-06-10 05:27:52,3.776,0
3707,22,6,2026-06-10 05:27:52,983.61,0
3708,23,7,2026-06-10 05:27:52,30.0,0
3709,24,7,2026-06-10 05:27:52,38.3,0
3710,25,7,2026-06-10 05:27:52,1004.11,0
3711,26,8,2026-06-10 05:27:52,36.0,0
3712,27,8,2026-06-10 05:27:52,14.961,0
3713,28,8,2026-06-10 05:27:52,-8.3,0
3714,29,8,2026-06-10 05:27:52,1006.13,2
3715,30,9,2026-06-10 05:27:52,0.166,0
3716,31,9,2026-06-10 05:27:52,22.7,0
3717,32,9,2026-06-10 05:27:52,30.0,0
3718,33,10,2026-06-10 05:27:52,7.362,0
3719,34,10,2026-06-10 05:27:52,26.0,0
3720,35,11,2026-06-10 05:27:52,56.0,0
3721,36,11,2026-06-10 05:27:52,11.2,0
3722,37,11,2026-06-10 05:27:52,1002.23,0
3723,38,11,2026-06-10 05:27:52,14.509,0
3724,39,12,2026-06-10 05:27:52,31.0,0
3725,40,12,2026-06-10 05:27:52,33.2,0
3726,41,12,2026-06-10 05:27:52,991.68,0
3727,42,13,2026-06-10 05:27:52,1005.16,0
3728,43,13,2026-06-10 05:27:52,22.3,0
3729,44,14,2026-06-10 05:27:52,26.2,0
3730,45,14,2026-06-10 05:27:52,1015.62,0
3731,46,15,2026-06-10 05:27:52,40.0,0
3732,47,15,2026-06-10 05:27:52,55.0,0
3733,48,15,2026-06-10 05:27:52,2.504,0
3734,49,16,2026-06-10 05:27:52,6.203,2
3735,50,16,2026-06-10 05:27:52,5.4,0
3736,51,16,2026-06-10 05:27:52,983.25,0
3737,52,16,2026-06-10 05:27:52,66.0,0
3738,53,17,2026-06-10 05:27:52,14.638,0
3739,54,17,2026-06-10 05:27:52,-1.8,0
3740,55,17,2026-06-10 05:27:52,22.0,0
3741,56,18,2026-06-10 05:27:52,1029.92,0
3742,57,18,2026-06-10 05:27:52,-0.0,0
3743,58,18,2026-06-10 05:27:52,24.0,1
3744,59,18,2026-06-10 05:27:52,1.639,0
3745,60,19,2026-06-10 05:27:52,38.5,0
3746,61,19,2026-06-10 05:27:52,31.0,0
3747,62,19,2026-06-10 05:27:52,7.648,0
3748,63,19,2026-06-10 05:27:52,1029.91,0
3749,64,20,2026-06-10 05:27:52,3.786,0
3750,65,20,2026-06-10 05:27:52,68.0,0
3751,66,20,2026-06-10 05:27:52,27.5,0
3752,67,20,2026-06-10 05:27:52,1006.53,0
3753,1,1,2026-06-10 05:42:52,982.27,0
3754,2,1,2026-06-10 05:42:52,83.0,0
3755,3,1,2026-06-10 05:42:52,11.679,0
3756,4,1,2026-06-10 05:42:52,43.1,0
3757,5,2,2026-06-10 05:42:52,18.2,0
3758,6,2,2026-06-10 05:42:52,984.73,0
3759,7,2,2026-06-10 05:42:52,13.798,0
3760,8,2,2026-06-10 05:42:52,65.0,0
3761,9,3,2026-06-10 05:42:52,0.762,0
3762,10,3,2026-06-10 05:42:52,83.0,0
3763,11,3,2026-06-10 05:42:52,7.4,0
3764,12,3,2026-06-10 05:42:52,1022.32,0
3765,13,4,2026-06-10 05:42:52,8.435,0
3766,14,4,2026-06-10 05:42:52,68.0,0
3767,15,4,2026-06-10 05:42:52,29.1,0
3768,16,4,2026-06-10 05:42:52,1028.08,0
3769,17,5,2026-06-10 05:42:52,985.27,0
3770,18,5,2026-06-10 05:42:52,26.0,0
3771,19,5,2026-06-10 05:42:52,12.6,0
3772,20,5,2026-06-10 05:42:52,1.836,0
3773,21,6,2026-06-10 05:42:52,12.753,0
3774,22,6,2026-06-10 05:42:52,1013.28,0
3775,23,7,2026-06-10 05:42:52,28.0,0
3776,24,7,2026-06-10 05:42:52,36.2,0
3777,25,7,2026-06-10 05:42:52,989.18,0
3778,26,8,2026-06-10 05:42:52,38.0,0
3779,27,8,2026-06-10 05:42:52,6.364,0
3780,28,8,2026-06-10 05:42:52,28.3,0
3781,29,8,2026-06-10 05:42:52,998.57,0
3782,30,9,2026-06-10 05:42:52,5.578,0
3783,31,9,2026-06-10 05:42:52,8.9,0
3784,32,9,2026-06-10 05:42:52,70.0,0
3785,33,10,2026-06-10 05:42:52,12.255,0
3786,34,10,2026-06-10 05:42:52,70.0,0
3787,35,11,2026-06-10 05:42:52,68.0,0
3788,36,11,2026-06-10 05:42:52,1.8,0
3789,37,11,2026-06-10 05:42:52,1005.79,1
3790,38,11,2026-06-10 05:42:52,12.145,0
3791,39,12,2026-06-10 05:42:52,85.0,0
3792,40,12,2026-06-10 05:42:52,5.2,0
3793,41,12,2026-06-10 05:42:52,1000.33,0
3794,42,13,2026-06-10 05:42:52,982.0,0
3795,43,13,2026-06-10 05:42:52,19.8,0
3796,44,14,2026-06-10 05:42:52,30.1,0
3797,45,14,2026-06-10 05:42:52,1002.34,0
3798,46,15,2026-06-10 05:42:52,5.2,0
3799,47,15,2026-06-10 05:42:52,62.0,0
3800,48,15,2026-06-10 05:42:52,13.228,0
3801,49,16,2026-06-10 05:42:52,0.471,0
3802,50,16,2026-06-10 05:42:52,8.1,0
3803,51,16,2026-06-10 05:42:52,999.2,0
3804,52,16,2026-06-10 05:42:52,26.0,0
3805,53,17,2026-06-10 05:42:52,12.086,0
3806,54,17,2026-06-10 05:42:52,26.6,0
3807,55,17,2026-06-10 05:42:52,39.0,0
3808,56,18,2026-06-10 05:42:52,1015.73,0
3809,57,18,2026-06-10 05:42:52,14.2,0
3810,58,18,2026-06-10 05:42:52,83.0,0
3811,59,18,2026-06-10 05:42:52,4.698,0
3812,60,19,2026-06-10 05:42:52,-5.9,0
3813,61,19,2026-06-10 05:42:52,35.0,0
3814,62,19,2026-06-10 05:42:52,12.805,0
3815,63,19,2026-06-10 05:42:52,1027.61,0
3816,64,20,2026-06-10 05:42:52,1.109,0
3817,65,20,2026-06-10 05:42:52,85.0,0
3818,66,20,2026-06-10 05:42:52,9.9,0
3819,67,20,2026-06-10 05:42:52,1025.54,0
3820,1,1,2026-06-10 05:57:52,1001.2,0
3821,2,1,2026-06-10 05:57:52,73.0,0
3822,3,1,2026-06-10 05:57:52,6.739,0
3823,4,1,2026-06-10 05:57:52,-4.0,0
3824,5,2,2026-06-10 05:57:52,-7.9,0
3825,6,2,2026-06-10 05:57:52,1000.75,0
3826,7,2,2026-06-10 05:57:52,10.23,0
3827,8,2,2026-06-10 05:57:52,84.0,0
3828,9,3,2026-06-10 05:57:52,12.185,0
3829,10,3,2026-06-10 05:57:52,39.0,0
3830,11,3,2026-06-10 05:57:52,12.5,0
3831,12,3,2026-06-10 05:57:52,990.34,0
3832,13,4,2026-06-10 05:57:52,5.966,0
3833,14,4,2026-06-10 05:57:52,34.0,0
3834,15,4,2026-06-10 05:57:52,20.1,0
3835,16,4,2026-06-10 05:57:52,985.34,0
3836,17,5,2026-06-10 05:57:52,1009.12,0
3837,18,5,2026-06-10 05:57:52,33.0,0
3838,19,5,2026-06-10 05:57:52,43.8,0
3839,20,5,2026-06-10 05:57:52,11.839,0
3840,21,6,2026-06-10 05:57:52,4.783,0
3841,22,6,2026-06-10 05:57:52,985.62,0
3842,23,7,2026-06-10 05:57:52,36.0,0
3843,24,7,2026-06-10 05:57:52,38.4,0
3844,25,7,2026-06-10 05:57:52,1016.35,0
3845,26,8,2026-06-10 05:57:52,39.0,0
3846,27,8,2026-06-10 05:57:52,1.741,0
3847,28,8,2026-06-10 05:57:52,21.6,0
3848,29,8,2026-06-10 05:57:52,996.68,0
3849,30,9,2026-06-10 05:57:52,7.799,0
3850,31,9,2026-06-10 05:57:52,22.3,0
3851,32,9,2026-06-10 05:57:52,36.0,0
3852,33,10,2026-06-10 05:57:52,6.1,0
3853,34,10,2026-06-10 05:57:52,84.0,0
3854,35,11,2026-06-10 05:57:52,83.0,0
3855,36,11,2026-06-10 05:57:52,7.8,0
3856,37,11,2026-06-10 05:57:52,1022.4,0
3857,38,11,2026-06-10 05:57:52,14.124,0
3858,39,12,2026-06-10 05:57:52,31.0,0
3859,40,12,2026-06-10 05:57:52,3.4,0
3860,41,12,2026-06-10 05:57:52,1014.4,0
3861,42,13,2026-06-10 05:57:52,996.0,0
3862,43,13,2026-06-10 05:57:52,6.8,0
3863,44,14,2026-06-10 05:57:52,-8.4,0
3864,45,14,2026-06-10 05:57:52,997.38,0
3865,46,15,2026-06-10 05:57:52,14.1,0
3866,47,15,2026-06-10 05:57:52,88.0,0
3867,48,15,2026-06-10 05:57:52,6.827,0
3868,49,16,2026-06-10 05:57:52,14.661,0
3869,50,16,2026-06-10 05:57:52,-7.7,0
3870,51,16,2026-06-10 05:57:52,980.36,0
3871,52,16,2026-06-10 05:57:52,57.0,0
3872,53,17,2026-06-10 05:57:52,0.992,0
3873,54,17,2026-06-10 05:57:52,-4.8,0
3874,55,17,2026-06-10 05:57:52,40.0,0
3875,56,18,2026-06-10 05:57:52,1021.49,0
3876,57,18,2026-06-10 05:57:52,43.7,0
3877,58,18,2026-06-10 05:57:52,85.0,0
3878,59,18,2026-06-10 05:57:52,8.297,0
3879,60,19,2026-06-10 05:57:52,0.3,0
3880,61,19,2026-06-10 05:57:52,43.0,0
3881,62,19,2026-06-10 05:57:52,6.751,0
3882,63,19,2026-06-10 05:57:52,980.48,0
3883,64,20,2026-06-10 05:57:52,11.072,0
3884,65,20,2026-06-10 05:57:52,61.0,0
3885,66,20,2026-06-10 05:57:52,26.8,0
3886,67,20,2026-06-10 05:57:52,994.27,0
3887,1,1,2026-06-10 06:12:52,992.57,0
3888,2,1,2026-06-10 06:12:52,46.0,0
3889,3,1,2026-06-10 06:12:52,14.95,0
3890,4,1,2026-06-10 06:12:52,23.2,0
3891,5,2,2026-06-10 06:12:52,16.6,0
3892,6,2,2026-06-10 06:12:52,1018.73,0
3893,7,2,2026-06-10 06:12:52,3.57,0
3894,8,2,2026-06-10 06:12:52,59.0,0
3895,9,3,2026-06-10 06:12:52,9.913,0
3896,10,3,2026-06-10 06:12:52,37.0,0
3897,11,3,2026-06-10 06:12:52,-7.4,0
3898,12,3,2026-06-10 06:12:52,1029.27,0
3899,13,4,2026-06-10 06:12:52,12.781,0
3900,14,4,2026-06-10 06:12:52,67.0,0
3901,15,4,2026-06-10 06:12:52,39.2,0
3902,16,4,2026-06-10 06:12:52,988.17,0
3903,17,5,2026-06-10 06:12:52,1004.9,0
3904,18,5,2026-06-10 06:12:52,72.0,0
3905,19,5,2026-06-10 06:12:52,-4.7,0
3906,20,5,2026-06-10 06:12:52,9.522,0
3907,21,6,2026-06-10 06:12:52,13.78,0
3908,22,6,2026-06-10 06:12:52,989.57,0
3909,23,7,2026-06-10 06:12:52,80.0,0
3910,24,7,2026-06-10 06:12:52,41.9,0
3911,25,7,2026-06-10 06:12:52,981.81,0
3912,26,8,2026-06-10 06:12:52,58.0,0
3913,27,8,2026-06-10 06:12:52,0.613,0
3914,28,8,2026-06-10 06:12:52,-1.7,0
3915,29,8,2026-06-10 06:12:52,1006.94,0
3916,30,9,2026-06-10 06:12:52,8.479,0
3917,31,9,2026-06-10 06:12:52,22.5,0
3918,32,9,2026-06-10 06:12:52,35.0,0
3919,33,10,2026-06-10 06:12:52,4.934,0
3920,34,10,2026-06-10 06:12:52,81.0,0
3921,35,11,2026-06-10 06:12:52,84.0,0
3922,36,11,2026-06-10 06:12:52,31.3,0
3923,37,11,2026-06-10 06:12:52,1029.83,0
3924,38,11,2026-06-10 06:12:52,12.454,0
3925,39,12,2026-06-10 06:12:52,24.0,0
3926,40,12,2026-06-10 06:12:52,14.4,0
3927,41,12,2026-06-10 06:12:52,995.52,0
3928,42,13,2026-06-10 06:12:52,1004.11,0
3929,43,13,2026-06-10 06:12:52,23.6,0
3930,44,14,2026-06-10 06:12:52,13.9,0
3931,45,14,2026-06-10 06:12:52,1015.02,0
3932,46,15,2026-06-10 06:12:52,7.0,0
3933,47,15,2026-06-10 06:12:52,62.0,0
3934,48,15,2026-06-10 06:12:52,6.664,0
3935,49,16,2026-06-10 06:12:52,6.704,0
3936,50,16,2026-06-10 06:12:52,17.8,0
3937,51,16,2026-06-10 06:12:52,983.45,0
3938,52,16,2026-06-10 06:12:52,45.0,0
3939,53,17,2026-06-10 06:12:52,1.732,0
3940,54,17,2026-06-10 06:12:52,38.1,0
3941,55,17,2026-06-10 06:12:52,47.0,0
3942,56,18,2026-06-10 06:12:52,1028.67,0
3943,57,18,2026-06-10 06:12:52,14.8,0
3944,58,18,2026-06-10 06:12:52,42.0,0
3945,59,18,2026-06-10 06:12:52,3.859,0
3946,60,19,2026-06-10 06:12:52,40.8,0
3947,61,19,2026-06-10 06:12:52,73.0,0
3948,62,19,2026-06-10 06:12:52,2.067,0
3949,63,19,2026-06-10 06:12:52,1013.91,0
3950,64,20,2026-06-10 06:12:52,1.467,0
3951,65,20,2026-06-10 06:12:52,53.0,0
3952,66,20,2026-06-10 06:12:52,27.7,0
3953,67,20,2026-06-10 06:12:52,1006.53,0
3954,1,1,2026-06-10 06:27:52,996.21,0
3955,2,1,2026-06-10 06:27:52,29.0,0
3956,3,1,2026-06-10 06:27:52,10.793,0
3957,4,1,2026-06-10 06:27:52,10.2,0
3958,5,2,2026-06-10 06:27:52,2.7,0
3959,6,2,2026-06-10 06:27:52,1011.75,0
3960,7,2,2026-06-10 06:27:52,13.91,0
3961,8,2,2026-06-10 06:27:52,24.0,0
3962,9,3,2026-06-10 06:27:52,12.181,0
3963,10,3,2026-06-10 06:27:52,27.0,0
3964,11,3,2026-06-10 06:27:52,-3.5,0
3965,12,3,2026-06-10 06:27:52,1020.41,0
3966,13,4,2026-06-10 06:27:52,14.362,0
3967,14,4,2026-06-10 06:27:52,60.0,0
3968,15,4,2026-06-10 06:27:52,35.5,0
3969,16,4,2026-06-10 06:27:52,996.54,0
3970,17,5,2026-06-10 06:27:52,1005.29,0
3971,18,5,2026-06-10 06:27:52,69.0,0
3972,19,5,2026-06-10 06:27:52,20.0,0
3973,20,5,2026-06-10 06:27:52,9.776,0
3974,21,6,2026-06-10 06:27:52,5.009,0
3975,22,6,2026-06-10 06:27:52,986.74,0
3976,23,7,2026-06-10 06:27:52,87.0,0
3977,24,7,2026-06-10 06:27:52,-5.3,0
3978,25,7,2026-06-10 06:27:52,997.07,0
3979,26,8,2026-06-10 06:27:52,28.0,0
3980,27,8,2026-06-10 06:27:52,8.702,0
3981,28,8,2026-06-10 06:27:52,11.2,0
3982,29,8,2026-06-10 06:27:52,1010.46,0
3983,30,9,2026-06-10 06:27:52,7.593,0
3984,31,9,2026-06-10 06:27:52,16.2,0
3985,32,9,2026-06-10 06:27:52,45.0,0
3986,33,10,2026-06-10 06:27:52,6.562,0
3987,34,10,2026-06-10 06:27:52,77.0,0
3988,35,11,2026-06-10 06:27:52,24.0,0
3989,36,11,2026-06-10 06:27:52,44.9,0
3990,37,11,2026-06-10 06:27:52,991.09,0
3991,38,11,2026-06-10 06:27:52,3.317,0
3992,39,12,2026-06-10 06:27:52,88.0,0
3993,40,12,2026-06-10 06:27:52,21.3,0
3994,41,12,2026-06-10 06:27:52,1007.09,0
3995,42,13,2026-06-10 06:27:52,1009.08,1
3996,43,13,2026-06-10 06:27:52,-3.6,0
3997,44,14,2026-06-10 06:27:52,36.1,0
3998,45,14,2026-06-10 06:27:52,988.44,0
3999,46,15,2026-06-10 06:27:52,28.7,0
4000,47,15,2026-06-10 06:27:52,31.0,0
4001,48,15,2026-06-10 06:27:52,3.199,0
4002,49,16,2026-06-10 06:27:52,10.594,0
4003,50,16,2026-06-10 06:27:52,35.0,0
4004,51,16,2026-06-10 06:27:52,992.87,0
4005,52,16,2026-06-10 06:27:52,39.0,0
4006,53,17,2026-06-10 06:27:52,6.22,0
4007,54,17,2026-06-10 06:27:52,34.5,0
4008,55,17,2026-06-10 06:27:52,83.0,0
4009,56,18,2026-06-10 06:27:52,992.8,0
4010,57,18,2026-06-10 06:27:52,42.8,0
4011,58,18,2026-06-10 06:27:52,52.0,0
4012,59,18,2026-06-10 06:27:52,4.066,0
4013,60,19,2026-06-10 06:27:52,7.3,0
4014,61,19,2026-06-10 06:27:52,70.0,0
4015,62,19,2026-06-10 06:27:52,2.267,0
4016,63,19,2026-06-10 06:27:52,1010.06,0
4017,64,20,2026-06-10 06:27:52,2.274,0
4018,65,20,2026-06-10 06:27:52,72.0,0
4019,66,20,2026-06-10 06:27:52,29.7,0
4020,67,20,2026-06-10 06:27:52,1015.83,0
4021,1,1,2026-06-10 06:42:52,996.76,0
4022,2,1,2026-06-10 06:42:52,66.0,1
4023,3,1,2026-06-10 06:42:52,14.712,0
4024,4,1,2026-06-10 06:42:52,39.6,0
4025,5,2,2026-06-10 06:42:52,30.4,0
4026,6,2,2026-06-10 06:42:52,1003.74,0
4027,7,2,2026-06-10 06:42:52,9.378,0
4028,8,2,2026-06-10 06:42:52,60.0,0
4029,9,3,2026-06-10 06:42:52,12.504,0
4030,10,3,2026-06-10 06:42:52,69.0,0
4031,11,3,2026-06-10 06:42:52,37.5,0
4032,12,3,2026-06-10 06:42:52,1011.06,0
4033,13,4,2026-06-10 06:42:52,1.344,0
4034,14,4,2026-06-10 06:42:52,50.0,0
4035,15,4,2026-06-10 06:42:52,3.1,0
4036,16,4,2026-06-10 06:42:52,1027.35,0
4037,17,5,2026-06-10 06:42:52,1005.34,1
4038,18,5,2026-06-10 06:42:52,48.0,0
4039,19,5,2026-06-10 06:42:52,13.9,0
4040,20,5,2026-06-10 06:42:52,10.261,0
4041,21,6,2026-06-10 06:42:52,5.656,0
4042,22,6,2026-06-10 06:42:52,993.72,0
4043,23,7,2026-06-10 06:42:52,35.0,0
4044,24,7,2026-06-10 06:42:52,37.9,0
4045,25,7,2026-06-10 06:42:52,993.91,0
4046,26,8,2026-06-10 06:42:52,56.0,0
4047,27,8,2026-06-10 06:42:52,14.076,0
4048,28,8,2026-06-10 06:42:52,-9.9,0
4049,29,8,2026-06-10 06:42:52,1028.5,0
4050,30,9,2026-06-10 06:42:52,5.014,0
4051,31,9,2026-06-10 06:42:52,33.8,0
4052,32,9,2026-06-10 06:42:52,69.0,0
4053,33,10,2026-06-10 06:42:52,10.494,0
4054,34,10,2026-06-10 06:42:52,77.0,0
4055,35,11,2026-06-10 06:42:52,47.0,0
4056,36,11,2026-06-10 06:42:52,22.8,0
4057,37,11,2026-06-10 06:42:52,997.29,1
4058,38,11,2026-06-10 06:42:52,10.716,0
4059,39,12,2026-06-10 06:42:52,28.0,0
4060,40,12,2026-06-10 06:42:52,7.2,0
4061,41,12,2026-06-10 06:42:52,986.43,0
4062,42,13,2026-06-10 06:42:52,1000.46,0
4063,43,13,2026-06-10 06:42:52,14.5,0
4064,44,14,2026-06-10 06:42:52,6.4,0
4065,45,14,2026-06-10 06:42:52,983.07,0
4066,46,15,2026-06-10 06:42:52,23.5,0
4067,47,15,2026-06-10 06:42:52,86.0,1
4068,48,15,2026-06-10 06:42:52,1.431,0
4069,49,16,2026-06-10 06:42:52,3.927,0
4070,50,16,2026-06-10 06:42:52,37.6,0
4071,51,16,2026-06-10 06:42:52,1013.25,0
4072,52,16,2026-06-10 06:42:52,86.0,0
4073,53,17,2026-06-10 06:42:52,13.718,0
4074,54,17,2026-06-10 06:42:52,34.2,0
4075,55,17,2026-06-10 06:42:52,56.0,0
4076,56,18,2026-06-10 06:42:52,1026.8,0
4077,57,18,2026-06-10 06:42:52,-0.7,0
4078,58,18,2026-06-10 06:42:52,31.0,0
4079,59,18,2026-06-10 06:42:52,4.032,0
4080,60,19,2026-06-10 06:42:52,-9.7,0
4081,61,19,2026-06-10 06:42:52,27.0,0
4082,62,19,2026-06-10 06:42:52,11.792,0
4083,63,19,2026-06-10 06:42:52,1002.11,0
4084,64,20,2026-06-10 06:42:52,9.306,0
4085,65,20,2026-06-10 06:42:52,64.0,0
4086,66,20,2026-06-10 06:42:52,3.9,0
4087,67,20,2026-06-10 06:42:52,997.96,0
4088,1,1,2026-06-10 06:57:52,1020.45,0
4089,2,1,2026-06-10 06:57:52,43.0,0
4090,3,1,2026-06-10 06:57:52,10.076,0
4091,4,1,2026-06-10 06:57:52,10.0,0
4092,5,2,2026-06-10 06:57:52,-0.0,0
4093,6,2,2026-06-10 06:57:52,992.61,0
4094,7,2,2026-06-10 06:57:52,0.775,0
4095,8,2,2026-06-10 06:57:52,76.0,0
4096,9,3,2026-06-10 06:57:52,11.561,0
4097,10,3,2026-06-10 06:57:52,40.0,0
4098,11,3,2026-06-10 06:57:52,8.6,0
4099,12,3,2026-06-10 06:57:52,1010.54,0
4100,13,4,2026-06-10 06:57:52,7.655,0
4101,14,4,2026-06-10 06:57:52,49.0,0
4102,15,4,2026-06-10 06:57:52,31.4,0
4103,16,4,2026-06-10 06:57:52,982.74,0
4104,17,5,2026-06-10 06:57:52,1029.49,0
4105,18,5,2026-06-10 06:57:52,34.0,0
4106,19,5,2026-06-10 06:57:52,38.1,0
4107,20,5,2026-06-10 06:57:52,2.479,0
4108,21,6,2026-06-10 06:57:52,1.395,0
4109,22,6,2026-06-10 06:57:52,1016.23,0
4110,23,7,2026-06-10 06:57:52,30.0,0
4111,24,7,2026-06-10 06:57:52,-1.9,0
4112,25,7,2026-06-10 06:57:52,1006.54,0
4113,26,8,2026-06-10 06:57:52,62.0,0
4114,27,8,2026-06-10 06:57:52,5.022,0
4115,28,8,2026-06-10 06:57:52,-8.4,0
4116,29,8,2026-06-10 06:57:52,1025.45,0
4117,30,9,2026-06-10 06:57:52,11.89,0
4118,31,9,2026-06-10 06:57:52,8.1,0
4119,32,9,2026-06-10 06:57:52,60.0,0
4120,33,10,2026-06-10 06:57:52,0.223,2
4121,34,10,2026-06-10 06:57:52,82.0,0
4122,35,11,2026-06-10 06:57:52,41.0,0
4123,36,11,2026-06-10 06:57:52,36.3,0
4124,37,11,2026-06-10 06:57:52,1014.62,0
4125,38,11,2026-06-10 06:57:52,13.88,0
4126,39,12,2026-06-10 06:57:52,40.0,0
4127,40,12,2026-06-10 06:57:52,12.5,0
4128,41,12,2026-06-10 06:57:52,990.91,0
4129,42,13,2026-06-10 06:57:52,1006.54,0
4130,43,13,2026-06-10 06:57:52,40.3,0
4131,44,14,2026-06-10 06:57:52,8.3,0
4132,45,14,2026-06-10 06:57:52,1001.56,0
4133,46,15,2026-06-10 06:57:52,42.8,0
4134,47,15,2026-06-10 06:57:52,20.0,0
4135,48,15,2026-06-10 06:57:52,3.648,0
4136,49,16,2026-06-10 06:57:52,8.084,0
4137,50,16,2026-06-10 06:57:52,1.6,0
4138,51,16,2026-06-10 06:57:52,1017.85,0
4139,52,16,2026-06-10 06:57:52,26.0,0
4140,53,17,2026-06-10 06:57:52,14.584,0
4141,54,17,2026-06-10 06:57:52,5.2,0
4142,55,17,2026-06-10 06:57:52,79.0,0
4143,56,18,2026-06-10 06:57:52,1002.86,0
4144,57,18,2026-06-10 06:57:52,40.5,0
4145,58,18,2026-06-10 06:57:52,58.0,0
4146,59,18,2026-06-10 06:57:52,7.373,0
4147,60,19,2026-06-10 06:57:52,4.0,0
4148,61,19,2026-06-10 06:57:52,30.0,0
4149,62,19,2026-06-10 06:57:52,9.335,0
4150,63,19,2026-06-10 06:57:52,998.83,0
4151,64,20,2026-06-10 06:57:52,3.665,0
4152,65,20,2026-06-10 06:57:52,25.0,0
4153,66,20,2026-06-10 06:57:52,-4.6,0
4154,67,20,2026-06-10 06:57:52,1020.35,1
4155,1,1,2026-06-10 07:12:52,1021.28,0
4156,2,1,2026-06-10 07:12:52,28.0,0
4157,3,1,2026-06-10 07:12:52,8.3,0
4158,4,1,2026-06-10 07:12:52,-9.6,0
4159,5,2,2026-06-10 07:12:52,31.7,0
4160,6,2,2026-06-10 07:12:52,1001.37,0
4161,7,2,2026-06-10 07:12:52,7.13,0
4162,8,2,2026-06-10 07:12:52,62.0,0
4163,9,3,2026-06-10 07:12:52,6.008,0
4164,10,3,2026-06-10 07:12:52,80.0,0
4165,11,3,2026-06-10 07:12:52,26.0,0
4166,12,3,2026-06-10 07:12:52,1003.33,0
4167,13,4,2026-06-10 07:12:52,5.194,0
4168,14,4,2026-06-10 07:12:52,31.0,0
4169,15,4,2026-06-10 07:12:52,28.1,0
4170,16,4,2026-06-10 07:12:52,1026.62,0
4171,17,5,2026-06-10 07:12:52,1012.06,0
4172,18,5,2026-06-10 07:12:52,62.0,0
4173,19,5,2026-06-10 07:12:52,2.2,0
4174,20,5,2026-06-10 07:12:52,4.132,0
4175,21,6,2026-06-10 07:12:52,8.124,0
4176,22,6,2026-06-10 07:12:52,1020.92,0
4177,23,7,2026-06-10 07:12:52,36.0,0
4178,24,7,2026-06-10 07:12:52,0.4,0
4179,25,7,2026-06-10 07:12:52,982.26,0
4180,26,8,2026-06-10 07:12:52,39.0,0
4181,27,8,2026-06-10 07:12:52,6.987,0
4182,28,8,2026-06-10 07:12:52,7.7,0
4183,29,8,2026-06-10 07:12:52,1004.83,0
4184,30,9,2026-06-10 07:12:52,4.327,0
4185,31,9,2026-06-10 07:12:52,1.0,0
4186,32,9,2026-06-10 07:12:52,76.0,0
4187,33,10,2026-06-10 07:12:52,7.812,0
4188,34,10,2026-06-10 07:12:52,38.0,0
4189,35,11,2026-06-10 07:12:52,76.0,0
4190,36,11,2026-06-10 07:12:52,31.4,0
4191,37,11,2026-06-10 07:12:52,980.16,0
4192,38,11,2026-06-10 07:12:52,5.186,0
4193,39,12,2026-06-10 07:12:52,27.0,0
4194,40,12,2026-06-10 07:12:52,8.8,1
4195,41,12,2026-06-10 07:12:52,997.85,0
4196,42,13,2026-06-10 07:12:52,990.68,0
4197,43,13,2026-06-10 07:12:52,28.2,0
4198,44,14,2026-06-10 07:12:52,-3.4,0
4199,45,14,2026-06-10 07:12:52,1014.26,0
