id,external_item_id,title,item_type,metadata_json
380,item_9eb2c277_380,Premium Apparel (Model 380),entertainment,"{""sku_reference"": ""SKU-952-380"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.63}"
381,item_d2fea74c_381,Eco Apparel (Model 381),fitness,"{""sku_reference"": ""SKU-920-381"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.25}"
382,item_958f1466_382,Smart Hub (Model 382),books,"{""sku_reference"": ""SKU-231-382"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.51}"
383,item_0c286543_383,Vintage Tracker (Model 383),apparel,"{""sku_reference"": ""SKU-370-383"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.13}"
384,item_586d55c5_384,Premium Apparel (Model 384),entertainment,"{""sku_reference"": ""SKU-502-384"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.2}"
385,item_3364b7c6_385,Vintage Tracker (Model 385),electronics,"{""sku_reference"": ""SKU-506-385"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.45}"
386,item_ecbf59bf_386,Wireless Monitor (Model 386),entertainment,"{""sku_reference"": ""SKU-494-386"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.49}"
387,item_367a2a55_387,Ultra Device (Model 387),home_goods,"{""sku_reference"": ""SKU-602-387"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.13}"
388,item_f33f8040_388,Ergonomic Hub (Model 388),electronics,"{""sku_reference"": ""SKU-762-388"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.39}"
389,item_25149219_389,Wireless Gear (Model 389),home_goods,"{""sku_reference"": ""SKU-190-389"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.32}"
390,item_8d3b3e8c_390,Vintage Tracker (Model 390),fitness,"{""sku_reference"": ""SKU-332-390"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.2}"
391,item_f613b665_391,Classic Console (Model 391),entertainment,"{""sku_reference"": ""SKU-459-391"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.25}"
392,item_31d8133f_392,Ergonomic Gear (Model 392),entertainment,"{""sku_reference"": ""SKU-916-392"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.11}"
393,item_b2070ea5_393,Smart Hub (Model 393),books,"{""sku_reference"": ""SKU-935-393"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.26}"
394,item_fd9112b8_394,Ergonomic Tracker (Model 394),entertainment,"{""sku_reference"": ""SKU-729-394"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.64}"
395,item_31aa2916_395,Wireless Apparel (Model 395),fitness,"{""sku_reference"": ""SKU-495-395"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.61}"
396,item_ce37c15d_396,Ultra Hub (Model 396),books,"{""sku_reference"": ""SKU-106-396"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.44}"
397,item_aaed534b_397,Vintage Device (Model 397),fitness,"{""sku_reference"": ""SKU-579-397"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.27}"
398,item_5a15060c_398,Classic Monitor (Model 398),apparel,"{""sku_reference"": ""SKU-347-398"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
399,item_d6682746_399,Eco Device (Model 399),books,"{""sku_reference"": ""SKU-760-399"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
400,item_723629db_400,Eco Kit (Model 400),apparel,"{""sku_reference"": ""SKU-679-400"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.15}"
401,item_5f3a68f1_401,Vintage Tracker (Model 401),home_goods,"{""sku_reference"": ""SKU-348-401"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.29}"
402,item_c7e5706d_402,Classic Pack (Model 402),apparel,"{""sku_reference"": ""SKU-523-402"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.4}"
403,item_11d5ee90_403,Premium Device (Model 403),electronics,"{""sku_reference"": ""SKU-432-403"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.6}"
404,item_37bc869b_404,Premium Pack (Model 404),fitness,"{""sku_reference"": ""SKU-117-404"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.19}"
405,item_f9ebd01e_405,Eco Device (Model 405),fitness,"{""sku_reference"": ""SKU-961-405"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.4}"
406,item_210c8383_406,Wireless Console (Model 406),books,"{""sku_reference"": ""SKU-754-406"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.11}"
407,item_fd2e3bc4_407,Classic Pack (Model 407),apparel,"{""sku_reference"": ""SKU-145-407"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.57}"
408,item_e7c9baed_408,Smart Tracker (Model 408),home_goods,"{""sku_reference"": ""SKU-707-408"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.53}"
409,item_8eecae40_409,Classic Console (Model 409),apparel,"{""sku_reference"": ""SKU-953-409"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.31}"
410,item_7fdb2c59_410,Ergonomic Device (Model 410),fitness,"{""sku_reference"": ""SKU-474-410"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.58}"
411,item_87dde210_411,Eco Device (Model 411),apparel,"{""sku_reference"": ""SKU-467-411"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.34}"
412,item_9600bbac_412,Eco Pack (Model 412),entertainment,"{""sku_reference"": ""SKU-911-412"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.34}"
413,item_9b12a42a_413,Eco Apparel (Model 413),books,"{""sku_reference"": ""SKU-931-413"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.39}"
414,item_a03fd045_414,Ergonomic Apparel (Model 414),apparel,"{""sku_reference"": ""SKU-207-414"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.43}"
415,item_90149d43_415,Wireless Hub (Model 415),entertainment,"{""sku_reference"": ""SKU-995-415"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.55}"
416,item_b2aa7acb_416,Wireless Device (Model 416),electronics,"{""sku_reference"": ""SKU-346-416"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.26}"
417,item_6b894223_417,Ergonomic Console (Model 417),apparel,"{""sku_reference"": ""SKU-936-417"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.35}"
418,item_a809d54e_418,Ultra Kit (Model 418),books,"{""sku_reference"": ""SKU-823-418"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.63}"
419,item_d3ea138c_419,Classic Gear (Model 419),entertainment,"{""sku_reference"": ""SKU-571-419"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.13}"
420,item_78b2a048_420,Ergonomic Apparel (Model 420),entertainment,"{""sku_reference"": ""SKU-966-420"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.49}"
421,item_2beb9ae7_421,Wireless Hub (Model 421),apparel,"{""sku_reference"": ""SKU-666-421"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.44}"
422,item_f0985cf1_422,Classic Tracker (Model 422),books,"{""sku_reference"": ""SKU-567-422"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.2}"
423,item_4959a904_423,Smart Device (Model 423),entertainment,"{""sku_reference"": ""SKU-315-423"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
424,item_c6cfca6c_424,Smart Monitor (Model 424),home_goods,"{""sku_reference"": ""SKU-406-424"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.49}"
425,item_d0c3102d_425,Ultra Tracker (Model 425),entertainment,"{""sku_reference"": ""SKU-870-425"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.44}"
426,item_99c78f9d_426,Wireless Hub (Model 426),apparel,"{""sku_reference"": ""SKU-580-426"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.54}"
427,item_98497e77_427,Vintage Hub (Model 427),entertainment,"{""sku_reference"": ""SKU-554-427"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.23}"
428,item_3c37808c_428,Vintage Apparel (Model 428),fitness,"{""sku_reference"": ""SKU-821-428"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.24}"
429,item_d72b8190_429,Smart Apparel (Model 429),entertainment,"{""sku_reference"": ""SKU-485-429"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.14}"
430,item_090382db_430,Vintage Pack (Model 430),home_goods,"{""sku_reference"": ""SKU-655-430"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.42}"
431,item_1e7026eb_431,Wireless Gear (Model 431),entertainment,"{""sku_reference"": ""SKU-119-431"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.13}"
432,item_b32d3256_432,Ergonomic Tracker (Model 432),apparel,"{""sku_reference"": ""SKU-635-432"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.12}"
433,item_43b6f080_433,Classic Gear (Model 433),fitness,"{""sku_reference"": ""SKU-361-433"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.41}"
434,item_8d3ce78a_434,Ergonomic Gear (Model 434),apparel,"{""sku_reference"": ""SKU-548-434"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.43}"
435,item_ed3765f1_435,Vintage Console (Model 435),books,"{""sku_reference"": ""SKU-514-435"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.29}"
436,item_4aacbe50_436,Smart Gear (Model 436),electronics,"{""sku_reference"": ""SKU-794-436"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.58}"
437,item_f5b4cc3f_437,Smart Gear (Model 437),electronics,"{""sku_reference"": ""SKU-988-437"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.42}"
438,item_5bceae49_438,Wireless Device (Model 438),books,"{""sku_reference"": ""SKU-759-438"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.63}"
439,item_8fec90ba_439,Vintage Apparel (Model 439),electronics,"{""sku_reference"": ""SKU-215-439"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.27}"
440,item_c14eadb9_440,Vintage Hub (Model 440),entertainment,"{""sku_reference"": ""SKU-577-440"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.3}"
441,item_6090ebe1_441,Wireless Kit (Model 441),electronics,"{""sku_reference"": ""SKU-632-441"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.36}"
442,item_a3517f3a_442,Premium Kit (Model 442),electronics,"{""sku_reference"": ""SKU-526-442"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.14}"
443,item_b630348d_443,Ultra Gear (Model 443),electronics,"{""sku_reference"": ""SKU-594-443"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
444,item_e0b523c2_444,Wireless Pack (Model 444),apparel,"{""sku_reference"": ""SKU-912-444"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.16}"
445,item_3b9b4fec_445,Smart Apparel (Model 445),entertainment,"{""sku_reference"": ""SKU-129-445"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.39}"
446,item_d4a9932c_446,Ultra Pack (Model 446),electronics,"{""sku_reference"": ""SKU-153-446"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.61}"
447,item_dfbc1ba2_447,Ergonomic Console (Model 447),apparel,"{""sku_reference"": ""SKU-876-447"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
448,item_f4947667_448,Wireless Hub (Model 448),books,"{""sku_reference"": ""SKU-435-448"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
449,item_1b1b19d8_449,Wireless Gear (Model 449),entertainment,"{""sku_reference"": ""SKU-678-449"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.56}"
450,item_1e302fcf_450,Classic Console (Model 450),electronics,"{""sku_reference"": ""SKU-992-450"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.29}"
451,item_42fd6058_451,Premium Apparel (Model 451),apparel,"{""sku_reference"": ""SKU-515-451"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.11}"
452,item_1c10ebb4_452,Classic Gear (Model 452),home_goods,"{""sku_reference"": ""SKU-438-452"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.27}"
453,item_8017b5cf_453,Vintage Tracker (Model 453),apparel,"{""sku_reference"": ""SKU-801-453"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
454,item_fe157e99_454,Classic Monitor (Model 454),entertainment,"{""sku_reference"": ""SKU-670-454"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.64}"
455,item_266d6cd8_455,Vintage Apparel (Model 455),home_goods,"{""sku_reference"": ""SKU-222-455"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
456,item_9cad1334_456,Premium Kit (Model 456),fitness,"{""sku_reference"": ""SKU-393-456"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.11}"
457,item_54a41f55_457,Eco Apparel (Model 457),fitness,"{""sku_reference"": ""SKU-177-457"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.55}"
458,item_cc57a416_458,Vintage Apparel (Model 458),entertainment,"{""sku_reference"": ""SKU-525-458"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.13}"
459,item_3d0dba44_459,Eco Apparel (Model 459),fitness,"{""sku_reference"": ""SKU-946-459"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.44}"
460,item_a0feb9f6_460,Eco Device (Model 460),entertainment,"{""sku_reference"": ""SKU-398-460"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.64}"
461,item_d221295c_461,Premium Tracker (Model 461),apparel,"{""sku_reference"": ""SKU-665-461"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.3}"
462,item_1a104024_462,Ultra Tracker (Model 462),electronics,"{""sku_reference"": ""SKU-656-462"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.3}"
463,item_03a21a5b_463,Eco Device (Model 463),electronics,"{""sku_reference"": ""SKU-448-463"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.44}"
464,item_8a637676_464,Ergonomic Tracker (Model 464),fitness,"{""sku_reference"": ""SKU-852-464"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.45}"
465,item_266a9712_465,Premium Gear (Model 465),electronics,"{""sku_reference"": ""SKU-105-465"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.2}"
466,item_93161df9_466,Eco Device (Model 466),apparel,"{""sku_reference"": ""SKU-387-466"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.3}"
467,item_ab6f935a_467,Classic Kit (Model 467),entertainment,"{""sku_reference"": ""SKU-521-467"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.13}"
468,item_d8b461f1_468,Eco Device (Model 468),books,"{""sku_reference"": ""SKU-176-468"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
469,item_b1e269d2_469,Ergonomic Monitor (Model 469),fitness,"{""sku_reference"": ""SKU-733-469"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.38}"
470,item_4fe7f7ba_470,Vintage Console (Model 470),apparel,"{""sku_reference"": ""SKU-466-470"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.45}"
471,item_45096a08_471,Ultra Tracker (Model 471),fitness,"{""sku_reference"": ""SKU-812-471"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.14}"
472,item_b03a436d_472,Premium Pack (Model 472),apparel,"{""sku_reference"": ""SKU-772-472"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.19}"
473,item_446df5ee_473,Premium Device (Model 473),entertainment,"{""sku_reference"": ""SKU-695-473"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.41}"
474,item_0f0a7ee8_474,Wireless Hub (Model 474),apparel,"{""sku_reference"": ""SKU-419-474"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.62}"
475,item_2755d95a_475,Eco Tracker (Model 475),home_goods,"{""sku_reference"": ""SKU-999-475"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.24}"
476,item_7b83c463_476,Smart Gear (Model 476),apparel,"{""sku_reference"": ""SKU-466-476"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.36}"
477,item_cbe54e76_477,Smart Kit (Model 477),entertainment,"{""sku_reference"": ""SKU-311-477"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.32}"
478,item_bbc39c38_478,Wireless Console (Model 478),home_goods,"{""sku_reference"": ""SKU-120-478"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.48}"
479,item_ee235c04_479,Classic Gear (Model 479),books,"{""sku_reference"": ""SKU-925-479"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.45}"
480,item_bb4b395a_480,Ergonomic Hub (Model 480),home_goods,"{""sku_reference"": ""SKU-658-480"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.61}"
481,item_bcfee414_481,Vintage Console (Model 481),books,"{""sku_reference"": ""SKU-510-481"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.16}"
482,item_f5f38a3c_482,Ergonomic Hub (Model 482),home_goods,"{""sku_reference"": ""SKU-874-482"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.59}"
483,item_961d7589_483,Premium Gear (Model 483),fitness,"{""sku_reference"": ""SKU-395-483"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.53}"
484,item_93a168a4_484,Vintage Apparel (Model 484),home_goods,"{""sku_reference"": ""SKU-607-484"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.22}"
485,item_180d2363_485,Classic Console (Model 485),apparel,"{""sku_reference"": ""SKU-158-485"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.28}"
486,item_d652e3c3_486,Vintage Apparel (Model 486),electronics,"{""sku_reference"": ""SKU-733-486"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.22}"
487,item_0ddc5cec_487,Eco Monitor (Model 487),entertainment,"{""sku_reference"": ""SKU-810-487"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.16}"
488,item_708398cf_488,Ultra Tracker (Model 488),books,"{""sku_reference"": ""SKU-474-488"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.4}"
489,item_27e06fc2_489,Wireless Monitor (Model 489),apparel,"{""sku_reference"": ""SKU-890-489"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.22}"
490,item_88c52023_490,Premium Tracker (Model 490),entertainment,"{""sku_reference"": ""SKU-488-490"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.5}"
491,item_439a50c7_491,Smart Apparel (Model 491),books,"{""sku_reference"": ""SKU-715-491"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
492,item_ff7a4031_492,Premium Console (Model 492),entertainment,"{""sku_reference"": ""SKU-875-492"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.19}"
493,item_f9f63f7f_493,Ergonomic Pack (Model 493),entertainment,"{""sku_reference"": ""SKU-856-493"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.56}"
494,item_bfdf0160_494,Classic Console (Model 494),entertainment,"{""sku_reference"": ""SKU-128-494"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.42}"
495,item_fe46376b_495,Ultra Monitor (Model 495),apparel,"{""sku_reference"": ""SKU-581-495"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.44}"
496,item_55ad61ea_496,Wireless Monitor (Model 496),fitness,"{""sku_reference"": ""SKU-737-496"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.21}"
497,item_0e11f95e_497,Wireless Device (Model 497),apparel,"{""sku_reference"": ""SKU-102-497"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.13}"
498,item_01df919a_498,Eco Apparel (Model 498),books,"{""sku_reference"": ""SKU-424-498"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.53}"
499,item_c4a843b0_499,Premium Tracker (Model 499),apparel,"{""sku_reference"": ""SKU-538-499"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.23}"
500,item_e35b33da_500,Ultra Hub (Model 500),fitness,"{""sku_reference"": ""SKU-199-500"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.29}"
501,item_cc57bf39_501,Premium Kit (Model 501),home_goods,"{""sku_reference"": ""SKU-135-501"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.57}"
502,item_067634ec_502,Vintage Hub (Model 502),home_goods,"{""sku_reference"": ""SKU-745-502"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.52}"
503,item_d2403139_503,Classic Hub (Model 503),apparel,"{""sku_reference"": ""SKU-345-503"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.12}"
504,item_b2c67f09_504,Ergonomic Gear (Model 504),home_goods,"{""sku_reference"": ""SKU-915-504"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.63}"
505,item_e41b6bd8_505,Eco Console (Model 505),apparel,"{""sku_reference"": ""SKU-918-505"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.36}"
506,item_e6bf1224_506,Eco Hub (Model 506),apparel,"{""sku_reference"": ""SKU-328-506"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.49}"
507,item_afce67df_507,Wireless Monitor (Model 507),electronics,"{""sku_reference"": ""SKU-584-507"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.15}"
508,item_c94e6cb1_508,Vintage Pack (Model 508),entertainment,"{""sku_reference"": ""SKU-978-508"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.53}"
509,item_bf235d15_509,Vintage Tracker (Model 509),home_goods,"{""sku_reference"": ""SKU-144-509"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.28}"
510,item_29267a19_510,Classic Kit (Model 510),electronics,"{""sku_reference"": ""SKU-606-510"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.16}"
511,item_f85286c8_511,Classic Gear (Model 511),electronics,"{""sku_reference"": ""SKU-559-511"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.51}"
512,item_4e1c54c2_512,Smart Gear (Model 512),entertainment,"{""sku_reference"": ""SKU-448-512"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.35}"
513,item_5fadc967_513,Eco Pack (Model 513),apparel,"{""sku_reference"": ""SKU-136-513"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.46}"
514,item_48105d61_514,Ergonomic Console (Model 514),fitness,"{""sku_reference"": ""SKU-979-514"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.62}"
515,item_5ccddb16_515,Smart Monitor (Model 515),fitness,"{""sku_reference"": ""SKU-163-515"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.45}"
516,item_bd3bc866_516,Ergonomic Kit (Model 516),home_goods,"{""sku_reference"": ""SKU-275-516"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.19}"
517,item_37956d80_517,Vintage Monitor (Model 517),books,"{""sku_reference"": ""SKU-222-517"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.6}"
518,item_f22e418c_518,Smart Tracker (Model 518),electronics,"{""sku_reference"": ""SKU-747-518"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.1}"
519,item_5c2c50d9_519,Wireless Console (Model 519),fitness,"{""sku_reference"": ""SKU-475-519"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.51}"
520,item_32f58d33_520,Wireless Gear (Model 520),apparel,"{""sku_reference"": ""SKU-108-520"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.57}"
521,item_259cea72_521,Smart Hub (Model 521),apparel,"{""sku_reference"": ""SKU-723-521"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.57}"
522,item_51b12212_522,Vintage Device (Model 522),books,"{""sku_reference"": ""SKU-652-522"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.24}"
523,item_d343fab0_523,Ultra Tracker (Model 523),fitness,"{""sku_reference"": ""SKU-793-523"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.42}"
524,item_79a9c45b_524,Premium Tracker (Model 524),entertainment,"{""sku_reference"": ""SKU-735-524"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.14}"
525,item_c428f041_525,Premium Pack (Model 525),apparel,"{""sku_reference"": ""SKU-829-525"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
526,item_b28488f7_526,Vintage Pack (Model 526),home_goods,"{""sku_reference"": ""SKU-541-526"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
527,item_4bf07ba7_527,Eco Monitor (Model 527),home_goods,"{""sku_reference"": ""SKU-844-527"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.49}"
528,item_68f541de_528,Premium Hub (Model 528),entertainment,"{""sku_reference"": ""SKU-109-528"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.62}"
529,item_e951f6b8_529,Vintage Gear (Model 529),home_goods,"{""sku_reference"": ""SKU-203-529"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.26}"
530,item_eb00849e_530,Wireless Monitor (Model 530),apparel,"{""sku_reference"": ""SKU-696-530"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.13}"
531,item_2d5e88ca_531,Ergonomic Monitor (Model 531),books,"{""sku_reference"": ""SKU-146-531"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.12}"
532,item_7b3ef4c3_532,Eco Tracker (Model 532),home_goods,"{""sku_reference"": ""SKU-256-532"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
533,item_775ceeb6_533,Ergonomic Device (Model 533),fitness,"{""sku_reference"": ""SKU-816-533"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.43}"
534,item_541ef0f6_534,Ergonomic Tracker (Model 534),entertainment,"{""sku_reference"": ""SKU-261-534"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.51}"
535,item_33825203_535,Vintage Gear (Model 535),apparel,"{""sku_reference"": ""SKU-566-535"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.57}"
536,item_6ce06649_536,Smart Monitor (Model 536),entertainment,"{""sku_reference"": ""SKU-530-536"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.55}"
537,item_540d8ddd_537,Wireless Kit (Model 537),entertainment,"{""sku_reference"": ""SKU-431-537"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.52}"
538,item_04bfbecb_538,Vintage Gear (Model 538),entertainment,"{""sku_reference"": ""SKU-473-538"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.5}"
539,item_ff6b56a1_539,Premium Monitor (Model 539),entertainment,"{""sku_reference"": ""SKU-569-539"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.33}"
540,item_f15946b3_540,Wireless Apparel (Model 540),entertainment,"{""sku_reference"": ""SKU-648-540"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.6}"
541,item_19d565d3_541,Vintage Device (Model 541),entertainment,"{""sku_reference"": ""SKU-981-541"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.44}"
542,item_ee5f55b2_542,Eco Hub (Model 542),electronics,"{""sku_reference"": ""SKU-489-542"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.5}"
543,item_299078fd_543,Smart Device (Model 543),entertainment,"{""sku_reference"": ""SKU-964-543"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.49}"
544,item_09202b1a_544,Classic Gear (Model 544),fitness,"{""sku_reference"": ""SKU-960-544"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.53}"
545,item_df902ab1_545,Classic Pack (Model 545),home_goods,"{""sku_reference"": ""SKU-835-545"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
546,item_0bfe808e_546,Classic Apparel (Model 546),electronics,"{""sku_reference"": ""SKU-278-546"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.32}"
